Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;Continent;Pays;CategorieVisiteurs;TypeDeJour;Volume
2017-05-17;Mercredi;17:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;58
2017-05-17;Mercredi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-17;Mercredi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;27
2017-05-17;Mercredi;18:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;31
2017-05-17;Mercredi;19:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;38
2017-05-17;Mercredi;19:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;33
2017-05-17;Mercredi;20:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;33
2017-05-17;Mercredi;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;33
2017-05-17;Mercredi;21:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;36
2017-05-17;Mercredi;22:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-18;Jeudi;03:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;04:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;04:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;05:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;06:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;111
2017-05-18;Jeudi;06:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;41
2017-05-18;Jeudi;07:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;111
2017-05-18;Jeudi;07:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;31
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;46
2017-05-18;Jeudi;08:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;08:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;09:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;30
2017-05-18;Jeudi;09:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;39
2017-05-18;Jeudi;09:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;73
2017-05-18;Jeudi;10:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;46
2017-05-18;Jeudi;10:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;84
2017-05-18;Jeudi;11:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;30
2017-05-18;Jeudi;11:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;32
2017-05-18;Jeudi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;28
2017-05-18;Jeudi;12:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;27
2017-05-18;Jeudi;12:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;41
2017-05-18;Jeudi;12:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;29
2017-05-18;Jeudi;13:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;55
2017-05-18;Jeudi;14:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;203
2017-05-18;Jeudi;14:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;31
2017-05-18;Jeudi;15:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;31
2017-05-18;Jeudi;15:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;146
2017-05-18;Jeudi;15:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;31
2017-05-18;Jeudi;15:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;55
2017-05-18;Jeudi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;32
2017-05-18;Jeudi;16:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;32
2017-05-18;Jeudi;16:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;34
2017-05-18;Jeudi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;35
2017-05-18;Jeudi;16:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;34
2017-05-18;Jeudi;17:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;99
2017-05-18;Jeudi;17:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;54
2017-05-18;Jeudi;17:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;53
2017-05-18;Jeudi;18:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;94
2017-05-18;Jeudi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;35
2017-05-18;Jeudi;19:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;77
2017-05-18;Jeudi;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;50
2017-05-18;Jeudi;20:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;99
2017-05-18;Jeudi;21:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;99
2017-05-18;Jeudi;21:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;90
2017-05-18;Jeudi;21:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;99
2017-05-18;Jeudi;22:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;52
2017-05-18;Jeudi;22:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;94
2017-05-18;Jeudi;23:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;59
2017-05-19;Vendredi;00:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;35
2017-05-19;Vendredi;00:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;35
2017-05-19;Vendredi;05:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;61
2017-05-19;Vendredi;05:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;61
2017-05-19;Vendredi;05:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;52
2017-05-19;Vendredi;06:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;52
2017-05-19;Vendredi;08:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;59
2017-05-19;Vendredi;08:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;54
2017-05-19;Vendredi;08:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;35
2017-05-19;Vendredi;10:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;116
2017-05-19;Vendredi;10:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;116
2017-05-19;Vendredi;10:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;36
2017-05-19;Vendredi;11:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;65
2017-05-19;Vendredi;11:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;12:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;56
2017-05-19;Vendredi;12:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;86
2017-05-19;Vendredi;12:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;34
2017-05-19;Vendredi;13:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;27
2017-05-19;Vendredi;13:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;38
2017-05-19;Vendredi;13:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;38
2017-05-19;Vendredi;14:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;24
2017-05-19;Vendredi;14:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;74
2017-05-19;Vendredi;15:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;16:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;30
2017-05-19;Vendredi;16:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;39
2017-05-19;Vendredi;16:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;46
2017-05-19;Vendredi;17:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;17:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;40
2017-05-19;Vendredi;18:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-19;Vendredi;19:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;39
2017-05-19;Vendredi;19:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-19;Vendredi;20:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;20:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;101
2017-05-19;Vendredi;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;27
2017-05-19;Vendredi;21:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;21:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-19;Vendredi;22:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-19;Vendredi;22:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-19;Vendredi;22:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-19;Vendredi;23:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;101
2017-05-19;Vendredi;23:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-20;Samedi;09:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;27
2017-05-20;Samedi;10:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;26
2017-05-20;Samedi;11:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;11:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;23
2017-05-20;Samedi;11:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;41
2017-05-20;Samedi;11:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;32
2017-05-20;Samedi;12:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;25
2017-05-20;Samedi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;62
2017-05-20;Samedi;12:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;50
2017-05-20;Samedi;13:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;27
2017-05-20;Samedi;13:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-05-20;Samedi;13:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;50
2017-05-20;Samedi;14:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;110
2017-05-20;Samedi;14:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-20;Samedi;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;33
2017-05-20;Samedi;14:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;69
2017-05-20;Samedi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;50
2017-05-20;Samedi;15:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;33
2017-05-20;Samedi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-05-20;Samedi;15:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;50
2017-05-20;Samedi;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;63
2017-05-20;Samedi;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-20;Samedi;19:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;81
2017-05-20;Samedi;20:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;110
2017-05-20;Samedi;22:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;91
2017-05-20;Samedi;22:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;44
2017-05-20;Samedi;23:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;33
2017-05-20;Samedi;23:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;21
2017-05-21;Dimanche;04:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;91
2017-05-21;Dimanche;08:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;60
2017-05-21;Dimanche;09:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-21;Dimanche;10:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-05-21;Dimanche;11:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;134
2017-05-21;Dimanche;11:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-05-21;Dimanche;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;42
2017-05-21;Dimanche;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;29
2017-05-21;Dimanche;11:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;42
2017-05-21;Dimanche;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-05-21;Dimanche;12:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;39
2017-05-21;Dimanche;13:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;29
2017-05-21;Dimanche;13:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;52
2017-05-21;Dimanche;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;50
2017-05-21;Dimanche;17:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;46
2017-05-21;Dimanche;17:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;42
2017-05-21;Dimanche;17:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-21;Dimanche;17:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;31
2017-05-21;Dimanche;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-21;Dimanche;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-21;Dimanche;20:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;33
2017-05-21;Dimanche;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;41
2017-05-21;Dimanche;22:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;37
2017-05-21;Dimanche;22:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;88
2017-05-22;Lundi;08:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;120
2017-05-22;Lundi;08:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-05-22;Lundi;09:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;37
2017-05-22;Lundi;09:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;42
2017-05-22;Lundi;10:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;21
2017-05-22;Lundi;10:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;42
2017-05-22;Lundi;10:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;79
2017-05-22;Lundi;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;47
2017-05-22;Lundi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;40
2017-05-22;Lundi;12:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;115
2017-05-22;Lundi;12:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;115
2017-05-22;Lundi;13:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;79
2017-05-22;Lundi;14:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;23
2017-05-22;Lundi;14:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;79
2017-05-22;Lundi;14:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;42
2017-05-22;Lundi;15:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;23
2017-05-22;Lundi;15:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;126
2017-05-22;Lundi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;23
2017-05-22;Lundi;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;39
2017-05-22;Lundi;16:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;126
2017-05-22;Lundi;16:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;121
2017-05-22;Lundi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;67
2017-05-22;Lundi;17:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;47
2017-05-22;Lundi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;32
2017-05-22;Lundi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;23
2017-05-22;Lundi;19:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;79
2017-05-22;Lundi;20:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;37
2017-05-22;Lundi;21:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;37
2017-05-22;Lundi;21:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;37
2017-05-22;Lundi;22:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;252
2017-05-22;Lundi;23:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;23
2017-05-23;Mardi;07:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;56
2017-05-23;Mardi;08:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;134
2017-05-23;Mardi;08:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;33
2017-05-23;Mardi;08:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;35
2017-05-23;Mardi;10:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;56
2017-05-23;Mardi;10:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;47
2017-05-23;Mardi;12:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;33
2017-05-23;Mardi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;208
2017-05-23;Mardi;12:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;84
2017-05-23;Mardi;12:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;35
2017-05-23;Mardi;12:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;50
2017-05-23;Mardi;13:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;37
2017-05-23;Mardi;14:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;32
2017-05-23;Mardi;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;47
2017-05-23;Mardi;14:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;71
2017-05-23;Mardi;15:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-05-23;Mardi;15:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;56
2017-05-23;Mardi;15:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;71
2017-05-23;Mardi;15:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;33
