Date;JourDeLaSemaine;TypeNuitee;ZoneNuitee;ZoneAnalyse;CategorieVisiteurs;TypeDeJour;Volume
2017-06-01;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;2435
2017-06-01;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;78
2017-06-01;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;196
2017-06-01;Jeudi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;29
2017-06-01;Jeudi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;255
2017-06-01;Jeudi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;122
2017-06-01;Jeudi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;691
2017-06-01;Jeudi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;#
2017-06-01;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode evenement;54
2017-06-01;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;139
2017-06-01;Jeudi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode evenement;373
2017-06-01;Jeudi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode evenement;143
2017-06-01;Jeudi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode evenement;32
2017-06-01;Jeudi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode evenement;325
2017-06-01;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode evenement;1384
2017-06-01;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode evenement;298
2017-06-01;Jeudi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode evenement;8744
2017-06-01;Jeudi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;89
2017-06-01;Jeudi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode evenement;2887
2017-06-01;Jeudi;Veille;Vosges;Zone FIMU;Resident;Periode evenement;#
2017-06-01;Jeudi;Veille;Vosges;Zone FIMU;Touriste Français;Periode evenement;#
2017-06-02;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;3127
2017-06-02;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;93
2017-06-02;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;406
2017-06-02;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;48
2017-06-02;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-02;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;302
2017-06-02;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;256
2017-06-02;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;66
2017-06-02;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;595
2017-06-02;Vendredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-02;Vendredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;34
2017-06-02;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode evenement;70
2017-06-02;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode evenement;28
2017-06-02;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;326
2017-06-02;Vendredi;Veille;Reste Doubs;Zone FIMU;Resident;Periode evenement;64
2017-06-02;Vendredi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode evenement;35
2017-06-02;Vendredi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode evenement;391
2017-06-02;Vendredi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode evenement;124
2017-06-02;Vendredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-02;Vendredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode evenement;536
2017-06-02;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode evenement;1326
2017-06-02;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;74
2017-06-02;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode evenement;159
2017-06-02;Vendredi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode evenement;9070
2017-06-02;Vendredi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;121
2017-06-02;Vendredi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode evenement;2693
2017-06-02;Vendredi;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-02;Vendredi;Veille;Vosges;Zone FIMU;Touriste Français;Periode evenement;22
2017-06-03;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;2080
2017-06-03;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;31
2017-06-03;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;383
2017-06-03;Samedi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;#
2017-06-03;Samedi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;281
2017-06-03;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;92
2017-06-03;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;993
2017-06-03;Samedi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;155
2017-06-03;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode evenement;37
2017-06-03;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;707
2017-06-03;Samedi;Veille;Reste Doubs;Zone FIMU;Resident;Periode evenement;29
2017-06-03;Samedi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode evenement;835
2017-06-03;Samedi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode evenement;179
2017-06-03;Samedi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode evenement;31
2017-06-03;Samedi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode evenement;530
2017-06-03;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode evenement;885
2017-06-03;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;45
2017-06-03;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode evenement;168
2017-06-03;Samedi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode evenement;8438
2017-06-03;Samedi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;156
2017-06-03;Samedi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode evenement;3016
2017-06-03;Samedi;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Veille;Vosges;Zone FIMU;Touriste Français;Periode evenement;143
2017-06-04;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;2888
2017-06-04;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;28
2017-06-04;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;776
2017-06-04;Dimanche;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;35
2017-06-04;Dimanche;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;581
2017-06-04;Dimanche;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;267
2017-06-04;Dimanche;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;2117
2017-06-04;Dimanche;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;438
2017-06-04;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode evenement;#
2017-06-04;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode evenement;25
2017-06-04;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;1620
2017-06-04;Dimanche;Veille;Reste Doubs;Zone FIMU;Resident;Periode evenement;48
2017-06-04;Dimanche;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode evenement;1255
2017-06-04;Dimanche;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode evenement;59
2017-06-04;Dimanche;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode evenement;1438
2017-06-04;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode evenement;1922
2017-06-04;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;35
2017-06-04;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode evenement;456
2017-06-04;Dimanche;Veille;Ville de Belfort;Zone FIMU;Resident;Periode evenement;9564
2017-06-04;Dimanche;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;231
2017-06-04;Dimanche;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode evenement;3932
2017-06-04;Dimanche;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Veille;Vosges;Zone FIMU;Touriste Français;Periode evenement;300
2017-06-05;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;2089
2017-06-05;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;38
2017-06-05;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;338
2017-06-05;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;#
2017-06-05;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-05;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;212
2017-06-05;Lundi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;164
2017-06-05;Lundi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;1044
2017-06-05;Lundi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode evenement;#
2017-06-05;Lundi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-05;Lundi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;265
2017-06-05;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode evenement;49
2017-06-05;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode evenement;22
2017-06-05;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;689
2017-06-05;Lundi;Veille;Reste Doubs;Zone FIMU;Resident;Periode evenement;66
2017-06-05;Lundi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-05;Lundi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode evenement;665
2017-06-05;Lundi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode evenement;111
2017-06-05;Lundi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode evenement;31
2017-06-05;Lundi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode evenement;423
2017-06-05;Lundi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode evenement;861
2017-06-05;Lundi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;37
2017-06-05;Lundi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode evenement;203
2017-06-05;Lundi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode evenement;8116
2017-06-05;Lundi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;137
2017-06-05;Lundi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode evenement;2885
2017-06-05;Lundi;Veille;Vosges;Zone FIMU;Resident;Periode evenement;26
2017-06-05;Lundi;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-05;Lundi;Veille;Vosges;Zone FIMU;Touriste Français;Periode evenement;94
2017-06-06;Mardi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2110
2017-06-06;Mardi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;99
2017-06-06;Mardi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;330
2017-06-06;Mardi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;76
2017-06-06;Mardi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;214
2017-06-06;Mardi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;73
2017-06-06;Mardi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;642
2017-06-06;Mardi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-06-06;Mardi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-06;Mardi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;26
2017-06-06;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;85
2017-06-06;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;27
2017-06-06;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;79
2017-06-06;Mardi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-06-06;Mardi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;361
2017-06-06;Mardi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;197
2017-06-06;Mardi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;37
2017-06-06;Mardi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;334
2017-06-06;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1227
2017-06-06;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;43
2017-06-06;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;71
2017-06-06;Mardi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;8133
2017-06-06;Mardi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;121
2017-06-06;Mardi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2684
2017-06-06;Mardi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;23
2017-06-07;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2369
2017-06-07;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;62
2017-06-07;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;216
2017-06-07;Mercredi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;53
2017-06-07;Mercredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-07;Mercredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;187
2017-06-07;Mercredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;133
2017-06-07;Mercredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;26
2017-06-07;Mercredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;549
2017-06-07;Mercredi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-06-07;Mercredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;63
2017-06-07;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;62
2017-06-07;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;30
2017-06-07;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;51
2017-06-07;Mercredi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;77
2017-06-07;Mercredi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;63
2017-06-07;Mercredi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;314
2017-06-07;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;127
2017-06-07;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;21
2017-06-07;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;351
2017-06-07;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1180
2017-06-07;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;49
2017-06-07;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;158
2017-06-07;Mercredi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;8702
2017-06-07;Mercredi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;559
2017-06-07;Mercredi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1862
2017-06-07;Mercredi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-06-08;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2151
2017-06-08;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-08;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;452
2017-06-08;Jeudi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;69
2017-06-08;Jeudi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-08;Jeudi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;211
2017-06-08;Jeudi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;130
2017-06-08;Jeudi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;737
2017-06-08;Jeudi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;21
2017-06-08;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;69
2017-06-08;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;39
2017-06-08;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;154
2017-06-08;Jeudi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-06-08;Jeudi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;440
2017-06-08;Jeudi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;169
2017-06-08;Jeudi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;27
2017-06-08;Jeudi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;380
2017-06-08;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;985
2017-06-08;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;67
2017-06-08;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;132
2017-06-08;Jeudi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;8259
2017-06-08;Jeudi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;105
2017-06-08;Jeudi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2725
2017-06-08;Jeudi;Veille;Vosges;Zone FIMU;Resident;Periode normale;#
2017-06-08;Jeudi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;108
2017-06-09;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2653
2017-06-09;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;133
2017-06-09;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;323
2017-06-09;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;68
2017-06-09;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;25
2017-06-09;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;187
2017-06-09;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;104
2017-06-09;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-09;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;765
2017-06-09;Vendredi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-06-09;Vendredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-09;Vendredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;132
2017-06-09;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;48
2017-06-09;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-09;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;315
2017-06-09;Vendredi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;45
2017-06-09;Vendredi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;30
2017-06-09;Vendredi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;397
2017-06-09;Vendredi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;118
2017-06-09;Vendredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;38
2017-06-09;Vendredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;406
2017-06-09;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1011
2017-06-09;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;51
2017-06-09;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;122
2017-06-09;Vendredi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;8442
2017-06-09;Vendredi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;114
2017-06-09;Vendredi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2415
2017-06-09;Vendredi;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-09;Vendredi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;24
2017-06-10;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1721
2017-06-10;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;387
2017-06-10;Samedi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;32
2017-06-10;Samedi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;190
2017-06-10;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;99
2017-06-10;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;900
2017-06-10;Samedi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;55
2017-06-10;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;74
2017-06-10;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;155
2017-06-10;Samedi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;50
2017-06-10;Samedi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;400
2017-06-10;Samedi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;77
2017-06-10;Samedi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-06-10;Samedi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;257
2017-06-10;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;796
2017-06-10;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;22
2017-06-10;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;151
2017-06-10;Samedi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;8331
2017-06-10;Samedi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;93
2017-06-10;Samedi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2015
2017-06-10;Samedi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;22
2017-06-11;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;705
2017-06-11;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;29
2017-06-11;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;163
2017-06-11;Dimanche;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;24
