Date;JourDeLaSemaine;TypeNuitee;ZoneNuitee;ZoneAnalyse;CategorieVisiteurs;TypeDeJour;Volume
2017-05-21;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;41
2017-05-21;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;211
2017-05-21;Dimanche;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-21;Dimanche;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;80
2017-05-21;Dimanche;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;78
2017-05-21;Dimanche;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;80
2017-05-21;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;292
2017-05-21;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;49
2017-05-21;Dimanche;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;6510
2017-05-21;Dimanche;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;59
2017-05-21;Dimanche;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2191
2017-05-21;Dimanche;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1866
2017-05-22;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;575
2017-05-22;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-22;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;34
2017-05-22;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;226
2017-05-22;Lundi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;96
2017-05-22;Lundi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;611
2017-05-22;Lundi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;66
2017-05-22;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;38
2017-05-22;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;24
2017-05-22;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;163
2017-05-22;Lundi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-22;Lundi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;407
2017-05-22;Lundi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;145
2017-05-22;Lundi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;48
2017-05-22;Lundi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;248
2017-05-22;Lundi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1029
2017-05-22;Lundi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;183
2017-05-22;Lundi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;7767
2017-05-22;Lundi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;84
2017-05-22;Lundi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2794
2017-05-23;Mardi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2275
2017-05-23;Mardi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;510
2017-05-23;Mardi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;81
2017-05-23;Mardi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;230
2017-05-23;Mardi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;100
2017-05-23;Mardi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;724
2017-05-23;Mardi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-23;Mardi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;57
2017-05-23;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;99
2017-05-23;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;32
2017-05-23;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;92
2017-05-23;Mardi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;481
2017-05-23;Mardi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;107
2017-05-23;Mardi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;480
2017-05-23;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1334
2017-05-23;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;312
2017-05-23;Mardi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;7985
2017-05-23;Mardi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;103
2017-05-23;Mardi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2941
2017-05-23;Mardi;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2027
2017-05-24;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;339
2017-05-24;Mercredi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;24
2017-05-24;Mercredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;161
2017-05-24;Mercredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;84
2017-05-24;Mercredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;608
2017-05-24;Mercredi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-24;Mercredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;44
2017-05-24;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;69
2017-05-24;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;226
2017-05-24;Mercredi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-24;Mercredi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;429
2017-05-24;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;180
2017-05-24;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;32
2017-05-24;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;470
2017-05-24;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1087
2017-05-24;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;57
2017-05-24;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;157
2017-05-24;Mercredi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;7927
2017-05-24;Mercredi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;114
2017-05-24;Mercredi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2643
2017-05-24;Mercredi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-05-25;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;829
2017-05-25;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;32
2017-05-25;Jeudi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;87
2017-05-25;Jeudi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;31
2017-05-25;Jeudi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;49
2017-05-25;Jeudi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;25
2017-05-25;Jeudi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;201
2017-05-25;Jeudi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;86
2017-05-25;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;115
2017-05-25;Jeudi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;34
2017-05-25;Jeudi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;155
2017-05-25;Jeudi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;79
2017-05-25;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;290
2017-05-25;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;33
2017-05-25;Jeudi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;6416
2017-05-25;Jeudi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;488
2017-05-25;Jeudi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1442
2017-05-25;Jeudi;Veille;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-05-26;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1578
2017-05-26;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;360
2017-05-26;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;66
2017-05-26;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;26
2017-05-26;Vendredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;214
2017-05-26;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;32
2017-05-26;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;353
2017-05-26;Vendredi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-26;Vendredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;62
2017-05-26;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-26;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;279
2017-05-26;Vendredi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;73
2017-05-26;Vendredi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;319
2017-05-26;Vendredi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;59
2017-05-26;Vendredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;413
2017-05-26;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;649
2017-05-26;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;51
2017-05-26;Vendredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;140
2017-05-26;Vendredi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;6978
2017-05-26;Vendredi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;122
2017-05-26;Vendredi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2625
2017-05-26;Vendredi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;50
2017-05-27;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1615
2017-05-27;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-27;Samedi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;424
2017-05-27;Samedi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-27;Samedi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;120
2017-05-27;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;45
2017-05-27;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;575
2017-05-27;Samedi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;81
2017-05-27;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-27;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;295
2017-05-27;Samedi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-27;Samedi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;310
2017-05-27;Samedi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;50
2017-05-27;Samedi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;257
2017-05-27;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;889
2017-05-27;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;215
2017-05-27;Samedi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;6589
2017-05-27;Samedi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;124
2017-05-27;Samedi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2569
2017-05-27;Samedi;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;115
2017-05-28;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;764
2017-05-28;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;147
2017-05-28;Dimanche;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;33
2017-05-28;Dimanche;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;31
2017-05-28;Dimanche;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;58
2017-05-28;Dimanche;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;214
2017-05-28;Dimanche;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;99
2017-05-28;Dimanche;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;96
2017-05-28;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;53
2017-05-28;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;268
2017-05-28;Dimanche;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;53
2017-05-28;Dimanche;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;25
2017-05-28;Dimanche;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;144
2017-05-28;Dimanche;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;124
2017-05-28;Dimanche;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;131
2017-05-28;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;286
2017-05-28;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;108
2017-05-28;Dimanche;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;5727
2017-05-28;Dimanche;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;127
2017-05-28;Dimanche;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2129
2017-05-28;Dimanche;Veille;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-28;Dimanche;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;69
2017-05-29;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2104
2017-05-29;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;494
2017-05-29;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;77
2017-05-29;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;168
2017-05-29;Lundi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;52
2017-05-29;Lundi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;436
2017-05-29;Lundi;Veille;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-29;Lundi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;#
2017-05-29;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;46
2017-05-29;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;65
2017-05-29;Lundi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;52
2017-05-29;Lundi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;27
2017-05-29;Lundi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;186
2017-05-29;Lundi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;160
2017-05-29;Lundi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-29;Lundi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;295
2017-05-29;Lundi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;920
2017-05-29;Lundi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;342
2017-05-29;Lundi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;7258
2017-05-29;Lundi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;106
2017-05-29;Lundi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2296
2017-05-29;Lundi;Veille;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-29;Lundi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;23
2017-05-30;Mardi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2151
2017-05-30;Mardi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;85
2017-05-30;Mardi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;336
2017-05-30;Mardi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;36
2017-05-30;Mardi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-30;Mardi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;242
2017-05-30;Mardi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;183
2017-05-30;Mardi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;68
2017-05-30;Mardi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;678
2017-05-30;Mardi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;32
2017-05-30;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;57
2017-05-30;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;52
2017-05-30;Mardi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;177
2017-05-30;Mardi;Veille;Reste Doubs;Zone FIMU;Resident;Periode normale;53
2017-05-30;Mardi;Veille;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;53
2017-05-30;Mardi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;343
2017-05-30;Mardi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;217
2017-05-30;Mardi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;48
2017-05-30;Mardi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;346
2017-05-30;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1497
2017-05-30;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;53
2017-05-30;Mardi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;147
2017-05-30;Mardi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;7752
2017-05-30;Mardi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;132
2017-05-30;Mardi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2757
2017-05-30;Mardi;Veille;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-30;Mardi;Veille;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;33
2017-05-31;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2061
2017-05-31;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Veille;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;427
2017-05-31;Mercredi;Veille;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;31
2017-05-31;Mercredi;Veille;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;215
2017-05-31;Mercredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;121
2017-05-31;Mercredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Veille;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;598
2017-05-31;Mercredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Veille;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;21
2017-05-31;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;68
2017-05-31;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Veille;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;95
2017-05-31;Mercredi;Veille;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;442
2017-05-31;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Resident;Periode normale;172
2017-05-31;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;42
2017-05-31;Mercredi;Veille;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;445
2017-05-31;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1158
2017-05-31;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-31;Mercredi;Veille;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;313
2017-05-31;Mercredi;Veille;Ville de Belfort;Zone FIMU;Resident;Periode normale;8147
2017-05-31;Mercredi;Veille;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;127
2017-05-31;Mercredi;Veille;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;3059
2017-05-31;Mercredi;Veille;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-31;Mercredi;Veille;Vosges;Zone FIMU;Touriste Français;Periode normale;#
