Date;JourDeLaSemaine;TypeNuitee;ZoneNuitee;ZoneAnalyse;CategorieVisiteurs;TypeDeJour;Volume
2017-05-21;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;142
2017-05-21;Dimanche;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;69
2017-05-21;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;#
2017-05-21;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;143
2017-05-21;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;322
2017-05-21;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;68
2017-05-21;Dimanche;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;6832
2017-05-21;Dimanche;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;70
2017-05-21;Dimanche;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2269
2017-05-21;Dimanche;Soir;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;37
2017-05-22;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1730
2017-05-22;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;585
2017-05-22;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;32
2017-05-22;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;175
2017-05-22;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;63
2017-05-22;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;639
2017-05-22;Lundi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;#
2017-05-22;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;38
2017-05-22;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;34
2017-05-22;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;121
2017-05-22;Lundi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;410
2017-05-22;Lundi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;139
2017-05-22;Lundi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;327
2017-05-22;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1109
2017-05-22;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;71
2017-05-22;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;134
2017-05-22;Lundi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;7928
2017-05-22;Lundi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;105
2017-05-22;Lundi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;3101
2017-05-22;Lundi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-05-23;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2287
2017-05-23;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;415
2017-05-23;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;64
2017-05-23;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;231
2017-05-23;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;116
2017-05-23;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;760
2017-05-23;Mardi;Soir;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-23;Mardi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;69
2017-05-23;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;68
2017-05-23;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;100
2017-05-23;Mardi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-23;Mardi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;446
2017-05-23;Mardi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;174
2017-05-23;Mardi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;53
2017-05-23;Mardi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;378
2017-05-23;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1261
2017-05-23;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;253
2017-05-23;Mardi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;8215
2017-05-23;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;134
2017-05-23;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2987
2017-05-24;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2125
2017-05-24;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;356
2017-05-24;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;68
2017-05-24;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;200
2017-05-24;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;98
2017-05-24;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;559
2017-05-24;Mercredi;Soir;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-24;Mercredi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;69
2017-05-24;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-24;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;182
2017-05-24;Mercredi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;35
2017-05-24;Mercredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;420
2017-05-24;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;229
2017-05-24;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-24;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;480
2017-05-24;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1030
2017-05-24;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;47
2017-05-24;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;144
2017-05-24;Mercredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;7600
2017-05-24;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;119
2017-05-24;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2627
2017-05-24;Mercredi;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-24;Mercredi;Soir;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;27
2017-05-25;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;649
2017-05-25;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;211
2017-05-25;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;35
2017-05-25;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;288
2017-05-25;Jeudi;Soir;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;48
2017-05-25;Jeudi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;108
2017-05-25;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;28
2017-05-25;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;151
2017-05-25;Jeudi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;29
2017-05-25;Jeudi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;148
2017-05-25;Jeudi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;101
2017-05-25;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;277
2017-05-25;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;38
2017-05-25;Jeudi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;6435
2017-05-25;Jeudi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;511
2017-05-25;Jeudi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1718
2017-05-25;Jeudi;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;43
2017-05-26;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1380
2017-05-26;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;27
2017-05-26;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;431
2017-05-26;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;58
2017-05-26;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;32
2017-05-26;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;211
2017-05-26;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;64
2017-05-26;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;375
2017-05-26;Vendredi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;81
2017-05-26;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;32
2017-05-26;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;211
2017-05-26;Vendredi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-26;Vendredi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;366
2017-05-26;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;99
2017-05-26;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;318
2017-05-26;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;692
2017-05-26;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;53
2017-05-26;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;180
2017-05-26;Vendredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;6991
2017-05-26;Vendredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;156
2017-05-26;Vendredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2666
2017-05-26;Vendredi;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-26;Vendredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;80
2017-05-27;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1506
2017-05-27;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;530
2017-05-27;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-27;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;97
2017-05-27;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;71
2017-05-27;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;540
2017-05-27;Samedi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;109
2017-05-27;Samedi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-27;Samedi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;290
2017-05-27;Samedi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;356
2017-05-27;Samedi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;96
2017-05-27;Samedi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;293
2017-05-27;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;743
2017-05-27;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;279
2017-05-27;Samedi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;6417
2017-05-27;Samedi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;162
2017-05-27;Samedi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2801
2017-05-27;Samedi;Soir;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;70
2017-05-28;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;856
2017-05-28;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;44
2017-05-28;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;143
2017-05-28;Dimanche;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-28;Dimanche;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;35
2017-05-28;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;76
2017-05-28;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;187
2017-05-28;Dimanche;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;44
2017-05-28;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;31
2017-05-28;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;220
2017-05-28;Dimanche;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;33
2017-05-28;Dimanche;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;160
2017-05-28;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;36
2017-05-28;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;148
2017-05-28;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;229
2017-05-28;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;95
2017-05-28;Dimanche;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;6390
2017-05-28;Dimanche;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;123
2017-05-28;Dimanche;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1918
2017-05-28;Dimanche;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-28;Dimanche;Soir;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;108
2017-05-29;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1524
2017-05-29;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;445
2017-05-29;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;65
2017-05-29;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-29;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;207
2017-05-29;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;62
2017-05-29;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;456
2017-05-29;Lundi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;25
2017-05-29;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;32
2017-05-29;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;32
2017-05-29;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;100
2017-05-29;Lundi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;31
2017-05-29;Lundi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;220
2017-05-29;Lundi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;115
2017-05-29;Lundi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-29;Lundi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;256
2017-05-29;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;944
2017-05-29;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;293
2017-05-29;Lundi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;7815
2017-05-29;Lundi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;152
2017-05-29;Lundi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;2832
2017-05-29;Lundi;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-30;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2364
2017-05-30;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;96
2017-05-30;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;257
2017-05-30;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-30;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;240
2017-05-30;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;235
2017-05-30;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;66
2017-05-30;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;672
2017-05-30;Mardi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;63
2017-05-30;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;61
2017-05-30;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;41
2017-05-30;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;136
2017-05-30;Mardi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;48
2017-05-30;Mardi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;48
2017-05-30;Mardi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;260
2017-05-30;Mardi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;180
2017-05-30;Mardi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;58
2017-05-30;Mardi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;333
2017-05-30;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1384
2017-05-30;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;246
2017-05-30;Mardi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;8148
2017-05-30;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;147
2017-05-30;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;3066
2017-05-30;Mardi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;23
2017-05-31;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;1956
2017-05-31;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;332
2017-05-31;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;31
2017-05-31;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;239
2017-05-31;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;76
2017-05-31;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;586
2017-05-31;Mercredi;Soir;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-31;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;41
2017-05-31;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-31;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;87
2017-05-31;Mercredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;432
2017-05-31;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;115
2017-05-31;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;505
2017-05-31;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1257
2017-05-31;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;21
2017-05-31;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;290
2017-05-31;Mercredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;8286
2017-05-31;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;124
2017-05-31;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;3139
2017-05-31;Mercredi;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-31;Mercredi;Soir;Vosges;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;28
2017-06-01;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;2530
2017-06-01;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;428
2017-06-01;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;45
2017-06-01;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;243
2017-06-01;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;107
2017-06-01;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;23
2017-06-01;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;740
