Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;05 jours;Periode normale;343
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;06 jours;Periode normale;400
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;07 jours;Periode normale;400
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;08 jours;Periode normale;400
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;09 jours;Periode normale;439
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;10 jours;Periode normale;485
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;11 jours;Periode normale;485
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;12 jours;Periode normale;485
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;13 jours;Periode normale;485
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;14 jours;Periode normale;485
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;01 jours;Periode normale;3440
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;02 jours;Periode normale;4816
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;03 jours;Periode normale;5898
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;04 jours;Periode normale;7135
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;05 jours;Periode normale;7854
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;06 jours;Periode normale;8270
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;07 jours;Periode normale;8270
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;08 jours;Periode normale;9202
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;09 jours;Periode normale;10175
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;10 jours;Periode normale;11093
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;11 jours;Periode normale;11093
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;12 jours;Periode normale;11093
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;13 jours;Periode normale;11093
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;14 jours;Periode normale;11093
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;01 jours;Periode normale;2008
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;02 jours;Periode normale;2921
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;03 jours;Periode normale;3632
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;04 jours;Periode normale;4082
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;05 jours;Periode normale;4449
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;06 jours;Periode normale;4717
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;07 jours;Periode normale;4717
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;08 jours;Periode normale;5361
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;09 jours;Periode normale;5655
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;10 jours;Periode normale;5931
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;11 jours;Periode normale;5931
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;12 jours;Periode normale;5931
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;13 jours;Periode normale;5931
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;14 jours;Periode normale;5931
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;01 jours;Periode normale;323
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;02 jours;Periode normale;511
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;03 jours;Periode normale;794
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;04 jours;Periode normale;897
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;05 jours;Periode normale;977
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;06 jours;Periode normale;1204
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;07 jours;Periode normale;1204
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;08 jours;Periode normale;1380
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;09 jours;Periode normale;1482
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;10 jours;Periode normale;1556
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;11 jours;Periode normale;1556
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;12 jours;Periode normale;1556
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;13 jours;Periode normale;1556
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;14 jours;Periode normale;1556
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;01 jours;Periode normale;335
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;02 jours;Periode normale;516
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;03 jours;Periode normale;617
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;04 jours;Periode normale;729
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;05 jours;Periode normale;934
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;06 jours;Periode normale;1025
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;07 jours;Periode normale;1025
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;08 jours;Periode normale;1172
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;09 jours;Periode normale;1352
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;10 jours;Periode normale;1479
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;11 jours;Periode normale;1479
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;12 jours;Periode normale;1479
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;13 jours;Periode normale;1479
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;14 jours;Periode normale;1479
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;01 jours;Periode normale;1029
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;02 jours;Periode normale;1656
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;03 jours;Periode normale;2240
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;04 jours;Periode normale;2682
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;05 jours;Periode normale;2982
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;06 jours;Periode normale;3262
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;07 jours;Periode normale;3262
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;08 jours;Periode normale;3776
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;09 jours;Periode normale;4141
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;10 jours;Periode normale;4556
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;11 jours;Periode normale;4556
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;12 jours;Periode normale;4556
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;13 jours;Periode normale;4556
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;14 jours;Periode normale;4556
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;01 jours;Periode normale;596
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;02 jours;Periode normale;996
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;03 jours;Periode normale;1185
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;04 jours;Periode normale;1560
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;05 jours;Periode normale;1765
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;06 jours;Periode normale;1848
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;07 jours;Periode normale;1848
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;08 jours;Periode normale;2194
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;09 jours;Periode normale;2473
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;10 jours;Periode normale;2657
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;11 jours;Periode normale;2657
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;12 jours;Periode normale;2657
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;13 jours;Periode normale;2657
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;14 jours;Periode normale;2657
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;01 jours;Periode normale;190
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;02 jours;Periode normale;364
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;03 jours;Periode normale;446
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;04 jours;Periode normale;581
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;05 jours;Periode normale;730
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;06 jours;Periode normale;879
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;07 jours;Periode normale;879
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;08 jours;Periode normale;943
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;09 jours;Periode normale;1116
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;10 jours;Periode normale;1235
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;11 jours;Periode normale;1235
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;12 jours;Periode normale;1235
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;13 jours;Periode normale;1235
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;14 jours;Periode normale;1235
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;01 jours;Periode normale;1448
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;02 jours;Periode normale;2165
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;03 jours;Periode normale;2586
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;04 jours;Periode normale;3015
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;05 jours;Periode normale;3279
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;06 jours;Periode normale;3483
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;07 jours;Periode normale;3483
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;08 jours;Periode normale;3716
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;09 jours;Periode normale;3950
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;10 jours;Periode normale;4009
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;11 jours;Periode normale;4009
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;12 jours;Periode normale;4009
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;13 jours;Periode normale;4009
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;14 jours;Periode normale;4009
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;01 jours;Periode normale;123
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;02 jours;Periode normale;215
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;03 jours;Periode normale;298
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;04 jours;Periode normale;336
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;05 jours;Periode normale;362
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;06 jours;Periode normale;428
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;07 jours;Periode normale;428
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;08 jours;Periode normale;479
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;09 jours;Periode normale;491
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;10 jours;Periode normale;566
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;11 jours;Periode normale;566
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;12 jours;Periode normale;566
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;13 jours;Periode normale;566
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;14 jours;Periode normale;566
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;01 jours;Periode normale;1718
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;02 jours;Periode normale;2841
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;03 jours;Periode normale;3823
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;04 jours;Periode normale;4526
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;05 jours;Periode normale;5237
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;06 jours;Periode normale;5688
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;07 jours;Periode normale;6110
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;08 jours;Periode normale;6110
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;09 jours;Periode normale;6982
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;10 jours;Periode normale;7513
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;11 jours;Periode normale;7989
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;12 jours;Periode normale;7989
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;13 jours;Periode normale;7989
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;14 jours;Periode normale;7989
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;01 jours;Periode normale;555
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;02 jours;Periode normale;1198
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;03 jours;Periode normale;1506
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;04 jours;Periode normale;1824
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;05 jours;Periode normale;2299
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;06 jours;Periode normale;2516
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;07 jours;Periode normale;2735
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;08 jours;Periode normale;2735
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;09 jours;Periode normale;3183
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;10 jours;Periode normale;3385
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;11 jours;Periode normale;3614
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;12 jours;Periode normale;3614
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;13 jours;Periode normale;3614
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;14 jours;Periode normale;3614
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;01 jours;Periode normale;37
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;02 jours;Periode normale;71
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;03 jours;Periode normale;84
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;04 jours;Periode normale;112
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;05 jours;Periode normale;132
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;06 jours;Periode normale;132
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;07 jours;Periode normale;154
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;08 jours;Periode normale;154
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;09 jours;Periode normale;163
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;10 jours;Periode normale;181
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;11 jours;Periode normale;203
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;12 jours;Periode normale;203
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;13 jours;Periode normale;203
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;14 jours;Periode normale;203
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;01 jours;Periode normale;3734
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;02 jours;Periode normale;5094
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;03 jours;Periode normale;5868
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;04 jours;Periode normale;6456
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;05 jours;Periode normale;7000
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;06 jours;Periode normale;7342
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;07 jours;Periode normale;7572
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;08 jours;Periode normale;7572
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;09 jours;Periode normale;7825
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;10 jours;Periode normale;8161
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;11 jours;Periode normale;8289
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;12 jours;Periode normale;8289
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;13 jours;Periode normale;8289
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;14 jours;Periode normale;8289
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;01 jours;Periode normale;468
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;02 jours;Periode normale;808
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;03 jours;Periode normale;1124
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;04 jours;Periode normale;1379
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;05 jours;Periode normale;1550
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;06 jours;Periode normale;1654
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;07 jours;Periode normale;1686
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;08 jours;Periode normale;1686
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;09 jours;Periode normale;1868
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;10 jours;Periode normale;2057
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;11 jours;Periode normale;2245
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;12 jours;Periode normale;2245
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;13 jours;Periode normale;2245
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;14 jours;Periode normale;2245
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;01 jours;Periode normale;954
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;02 jours;Periode normale;2010
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;03 jours;Periode normale;2719
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;04 jours;Periode normale;3230
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;05 jours;Periode normale;3722
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;06 jours;Periode normale;3946
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;07 jours;Periode normale;4180
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;08 jours;Periode normale;4180
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;09 jours;Periode normale;4644
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;10 jours;Periode normale;5060
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;11 jours;Periode normale;5397
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;12 jours;Periode normale;5397
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;13 jours;Periode normale;5397
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;14 jours;Periode normale;5397
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;01 jours;Periode normale;602
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;02 jours;Periode normale;1229
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;03 jours;Periode normale;1685
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;04 jours;Periode normale;1897
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;05 jours;Periode normale;2182
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;06 jours;Periode normale;2481
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;07 jours;Periode normale;2706
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;08 jours;Periode normale;2706
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;09 jours;Periode normale;2987
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;10 jours;Periode normale;3250
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;11 jours;Periode normale;3531
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;12 jours;Periode normale;3531
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;13 jours;Periode normale;3531
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;14 jours;Periode normale;3531
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;01 jours;Periode normale;289
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;02 jours;Periode normale;735
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;03 jours;Periode normale;955
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;04 jours;Periode normale;1326
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;05 jours;Periode normale;1589
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;06 jours;Periode normale;1803
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;07 jours;Periode normale;1923
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;08 jours;Periode normale;1923
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;09 jours;Periode normale;2113
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;10 jours;Periode normale;2339
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;11 jours;Periode normale;2433
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;12 jours;Periode normale;2433
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;13 jours;Periode normale;2433
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;14 jours;Periode normale;2433
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;01 jours;Periode normale;522
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;02 jours;Periode normale;817
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;03 jours;Periode normale;1100
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;04 jours;Periode normale;1345
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;05 jours;Periode normale;1658
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;06 jours;Periode normale;1765
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;07 jours;Periode normale;1878
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;08 jours;Periode normale;1878
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;09 jours;Periode normale;2115
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;10 jours;Periode normale;2304
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;11 jours;Periode normale;2433
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;12 jours;Periode normale;2433
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;13 jours;Periode normale;2433
