Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;04 jours;Periode normale;677
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;05 jours;Periode normale;762
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;06 jours;Periode normale;825
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;07 jours;Periode normale;882
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;08 jours;Periode normale;956
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;09 jours;Periode normale;1040
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;10 jours;Periode normale;1040
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;11 jours;Periode normale;1123
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;12 jours;Periode normale;1347
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;13 jours;Periode normale;1416
2017-06-07;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;14 jours;Periode normale;1460
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;01 jours;Periode normale;172
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;02 jours;Periode normale;219
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;03 jours;Periode normale;288
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;04 jours;Periode normale;319
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;05 jours;Periode normale;387
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;06 jours;Periode normale;434
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;07 jours;Periode normale;489
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;08 jours;Periode normale;489
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;09 jours;Periode normale;489
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;10 jours;Periode normale;506
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;11 jours;Periode normale;506
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;12 jours;Periode normale;506
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;13 jours;Periode normale;506
2017-06-07;Mercredi;Zone FIMU;NR;NR;Resident;14 jours;Periode normale;506
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;01 jours;Periode normale;2992
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;02 jours;Periode normale;4394
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;03 jours;Periode normale;5307
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;04 jours;Periode normale;6751
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;05 jours;Periode normale;7514
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;06 jours;Periode normale;8440
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;07 jours;Periode normale;9367
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;08 jours;Periode normale;10255
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;09 jours;Periode normale;11181
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;10 jours;Periode normale;11772
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;11 jours;Periode normale;12130
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;12 jours;Periode normale;12546
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;13 jours;Periode normale;13041
2017-06-07;Mercredi;Zone FIMU;NR;NR;Touriste Français;14 jours;Periode normale;13263
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;01 jours;Periode normale;1929
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;02 jours;Periode normale;2809
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;03 jours;Periode normale;3674
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;04 jours;Periode normale;4766
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;05 jours;Periode normale;5171
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;06 jours;Periode normale;5581
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;07 jours;Periode normale;5963
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;08 jours;Periode normale;6185
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;09 jours;Periode normale;6378
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;10 jours;Periode normale;6681
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;11 jours;Periode normale;6772
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;12 jours;Periode normale;7067
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;13 jours;Periode normale;7274
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Resident;14 jours;Periode normale;7365
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;01 jours;Periode normale;438
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;02 jours;Periode normale;507
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;03 jours;Periode normale;1289
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;04 jours;Periode normale;2318
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;05 jours;Periode normale;2694
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;06 jours;Periode normale;2879
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;07 jours;Periode normale;2958
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;08 jours;Periode normale;3116
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;09 jours;Periode normale;3260
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;10 jours;Periode normale;3303
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;11 jours;Periode normale;3415
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;12 jours;Periode normale;3662
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;13 jours;Periode normale;3943
2017-06-07;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;14 jours;Periode normale;4089
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;01 jours;Periode normale;292
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;02 jours;Periode normale;630
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;03 jours;Periode normale;840
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;04 jours;Periode normale;1189
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;05 jours;Periode normale;1248
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;06 jours;Periode normale;1429
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;07 jours;Periode normale;1475
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;08 jours;Periode normale;1569
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;09 jours;Periode normale;1661
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;10 jours;Periode normale;1772
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;11 jours;Periode normale;1772
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;12 jours;Periode normale;1902
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;13 jours;Periode normale;1949
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;14 jours;Periode normale;1949
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;01 jours;Periode normale;920
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;02 jours;Periode normale;1423
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;03 jours;Periode normale;2714
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;04 jours;Periode normale;5302
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;05 jours;Periode normale;6177
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;06 jours;Periode normale;6733
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;07 jours;Periode normale;7178
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;08 jours;Periode normale;7572
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;09 jours;Periode normale;7849
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;10 jours;Periode normale;8086
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;11 jours;Periode normale;8429
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;12 jours;Periode normale;8827
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;13 jours;Periode normale;9287
2017-06-07;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;14 jours;Periode normale;9499
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;01 jours;Periode normale;711
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;02 jours;Periode normale;1059
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;03 jours;Periode normale;1287
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;04 jours;Periode normale;1944
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;05 jours;Periode normale;2127
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;06 jours;Periode normale;2483
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;07 jours;Periode normale;2691
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;08 jours;Periode normale;2846
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;09 jours;Periode normale;3071
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;10 jours;Periode normale;3197
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;11 jours;Periode normale;3227
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;12 jours;Periode normale;3470
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;13 jours;Periode normale;3582
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;14 jours;Periode normale;3635
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;01 jours;Periode normale;213
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;02 jours;Periode normale;285
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;03 jours;Periode normale;689
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;04 jours;Periode normale;1439
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;05 jours;Periode normale;1707
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;06 jours;Periode normale;1914
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;07 jours;Periode normale;2029
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;08 jours;Periode normale;2147
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;09 jours;Periode normale;2219
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;10 jours;Periode normale;2287
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;11 jours;Periode normale;2455
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;12 jours;Periode normale;2635
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;13 jours;Periode normale;2920
2017-06-07;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;14 jours;Periode normale;3037
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;01 jours;Periode normale;1495
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;02 jours;Periode normale;2108
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;03 jours;Periode normale;2487
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;04 jours;Periode normale;3004
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;05 jours;Periode normale;3285
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;06 jours;Periode normale;3647
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;07 jours;Periode normale;3831
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;08 jours;Periode normale;4076
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;09 jours;Periode normale;4233
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;10 jours;Periode normale;4335
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;11 jours;Periode normale;4472
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;12 jours;Periode normale;4535
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;13 jours;Periode normale;4662
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;14 jours;Periode normale;4682
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;01 jours;Periode normale;146
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;02 jours;Periode normale;229
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;03 jours;Periode normale;499
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;04 jours;Periode normale;1032
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;05 jours;Periode normale;1194
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;06 jours;Periode normale;1250
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;07 jours;Periode normale;1329
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;08 jours;Periode normale;1384
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;09 jours;Periode normale;1430
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;10 jours;Periode normale;1481
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;11 jours;Periode normale;1537
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;12 jours;Periode normale;1555
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;13 jours;Periode normale;1622
2017-06-07;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;14 jours;Periode normale;1712
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;NR;Resident;01 jours;Periode normale;418
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;NR;Resident;02 jours;Periode normale;572
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;NR;Resident;03 jours;Periode normale;702
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;NR;Resident;04 jours;Periode normale;798
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;NR;Touriste Français;01 jours;Periode normale;418
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;NR;Touriste Français;02 jours;Periode normale;572
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;NR;Touriste Français;03 jours;Periode normale;702
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;NR;Touriste Français;04 jours;Periode normale;798
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;01 jours;Periode normale;1774
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;02 jours;Periode normale;3001
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;03 jours;Periode normale;3863
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;04 jours;Periode normale;5235
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;05 jours;Periode normale;7020
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;06 jours;Periode normale;7759
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;07 jours;Periode normale;8442
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;08 jours;Periode normale;8889
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;09 jours;Periode normale;9298
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;10 jours;Periode normale;9614
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;11 jours;Periode normale;9839
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;12 jours;Periode normale;10036
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;13 jours;Periode normale;10276
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;14 jours;Periode normale;10585
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;01 jours;Periode normale;567
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;02 jours;Periode normale;875
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;03 jours;Periode normale;1242
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;04 jours;Periode normale;2416
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;05 jours;Periode normale;4311
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;06 jours;Periode normale;4948
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;07 jours;Periode normale;5235
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;08 jours;Periode normale;5587
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;09 jours;Periode normale;5719
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;10 jours;Periode normale;6075
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;11 jours;Periode normale;6163
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;12 jours;Periode normale;6444
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;13 jours;Periode normale;6888
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;14 jours;Periode normale;7271
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;01 jours;Periode normale;46
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;02 jours;Periode normale;67
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;03 jours;Periode normale;67
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;04 jours;Periode normale;142
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;05 jours;Periode normale;204
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;06 jours;Periode normale;229
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;07 jours;Periode normale;239
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;08 jours;Periode normale;252
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;09 jours;Periode normale;252
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;10 jours;Periode normale;267
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;11 jours;Periode normale;296
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;12 jours;Periode normale;334
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;13 jours;Periode normale;373
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;14 jours;Periode normale;437
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;01 jours;Periode normale;3570
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;02 jours;Periode normale;4579
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;03 jours;Periode normale;5264
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;04 jours;Periode normale;5751
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;05 jours;Periode normale;6602
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;06 jours;Periode normale;7004
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;07 jours;Periode normale;7370
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;08 jours;Periode normale;7674
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;09 jours;Periode normale;7867
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;10 jours;Periode normale;8106
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;11 jours;Periode normale;8228
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;12 jours;Periode normale;8319
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;13 jours;Periode normale;8458
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;14 jours;Periode normale;8655
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;01 jours;Periode normale;412
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;02 jours;Periode normale;718
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;03 jours;Periode normale;976
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;04 jours;Periode normale;1937
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;05 jours;Periode normale;3710
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;06 jours;Periode normale;4132
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;07 jours;Periode normale;4318
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;08 jours;Periode normale;4460
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;09 jours;Periode normale;4627
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;10 jours;Periode normale;4805
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;11 jours;Periode normale;4836
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;12 jours;Periode normale;5017
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;13 jours;Periode normale;5385
2017-06-08;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;14 jours;Periode normale;5673
2017-06-08;Jeudi;Zone FIMU;CSP+;NR;Resident;01 jours;Periode normale;418
2017-06-08;Jeudi;Zone FIMU;CSP+;NR;Resident;02 jours;Periode normale;572
2017-06-08;Jeudi;Zone FIMU;CSP+;NR;Resident;03 jours;Periode normale;702
2017-06-08;Jeudi;Zone FIMU;CSP+;NR;Resident;04 jours;Periode normale;798
2017-06-08;Jeudi;Zone FIMU;CSP+;NR;Touriste Français;01 jours;Periode normale;418
2017-06-08;Jeudi;Zone FIMU;CSP+;NR;Touriste Français;02 jours;Periode normale;572
2017-06-08;Jeudi;Zone FIMU;CSP+;NR;Touriste Français;03 jours;Periode normale;702
2017-06-08;Jeudi;Zone FIMU;CSP+;NR;Touriste Français;04 jours;Periode normale;798
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;01 jours;Periode normale;1623
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;02 jours;Periode normale;2385
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;03 jours;Periode normale;3006
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;04 jours;Periode normale;3779
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;05 jours;Periode normale;4783
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;06 jours;Periode normale;5271
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;07 jours;Periode normale;5705
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;08 jours;Periode normale;5956
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;09 jours;Periode normale;6300
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;10 jours;Periode normale;6650
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;11 jours;Periode normale;6799
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;12 jours;Periode normale;6901
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;13 jours;Periode normale;7066
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;14 jours;Periode normale;7290
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;01 jours;Periode normale;749
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;02 jours;Periode normale;1063
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;03 jours;Periode normale;1378
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;04 jours;Periode normale;2609
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;05 jours;Periode normale;4709
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;06 jours;Periode normale;5344
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;07 jours;Periode normale;5587
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;08 jours;Periode normale;5872
2017-06-08;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;09 jours;Periode normale;6018
