Date;JourDeLaSemaine;ZoneAnalyse;Genre;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-17;Mercredi;Zone FIMU;H;Resident;08 jours;Periode normale;18235
2017-05-17;Mercredi;Zone FIMU;H;Resident;09 jours;Periode normale;18235
2017-05-17;Mercredi;Zone FIMU;H;Resident;10 jours;Periode normale;18235
2017-05-17;Mercredi;Zone FIMU;H;Resident;11 jours;Periode normale;18235
2017-05-17;Mercredi;Zone FIMU;H;Resident;12 jours;Periode normale;18235
2017-05-17;Mercredi;Zone FIMU;H;Resident;13 jours;Periode normale;18235
2017-05-17;Mercredi;Zone FIMU;H;Resident;14 jours;Periode normale;18235
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;2333
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;3933
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;4817
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;5656
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;5656
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;6803
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;7637
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;8571
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;8571
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;8571
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;8571
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;8571
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;8571
2017-05-17;Mercredi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;8571
2017-05-17;Mercredi;Zone FIMU;NR;Resident;01 jours;Periode normale;466
2017-05-17;Mercredi;Zone FIMU;NR;Resident;02 jours;Periode normale;678
2017-05-17;Mercredi;Zone FIMU;NR;Resident;03 jours;Periode normale;695
2017-05-17;Mercredi;Zone FIMU;NR;Resident;04 jours;Periode normale;765
2017-05-17;Mercredi;Zone FIMU;NR;Resident;05 jours;Periode normale;765
2017-05-17;Mercredi;Zone FIMU;NR;Resident;06 jours;Periode normale;834
2017-05-17;Mercredi;Zone FIMU;NR;Resident;07 jours;Periode normale;886
2017-05-17;Mercredi;Zone FIMU;NR;Resident;08 jours;Periode normale;955
2017-05-17;Mercredi;Zone FIMU;NR;Resident;09 jours;Periode normale;955
2017-05-17;Mercredi;Zone FIMU;NR;Resident;10 jours;Periode normale;955
2017-05-17;Mercredi;Zone FIMU;NR;Resident;11 jours;Periode normale;955
2017-05-17;Mercredi;Zone FIMU;NR;Resident;12 jours;Periode normale;955
2017-05-17;Mercredi;Zone FIMU;NR;Resident;13 jours;Periode normale;955
2017-05-17;Mercredi;Zone FIMU;NR;Resident;14 jours;Periode normale;955
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;3407
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;5022
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;6151
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;6619
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;6619
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;7690
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;8731
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;9682
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;9682
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;9682
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;9682
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;9682
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;9682
2017-05-17;Mercredi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;9682
2017-05-18;Jeudi;Zone FIMU;F;Resident;01 jours;Periode normale;7943
2017-05-18;Jeudi;Zone FIMU;F;Resident;02 jours;Periode normale;10718
2017-05-18;Jeudi;Zone FIMU;F;Resident;03 jours;Periode normale;12799
2017-05-18;Jeudi;Zone FIMU;F;Resident;04 jours;Periode normale;14256
2017-05-18;Jeudi;Zone FIMU;F;Resident;05 jours;Periode normale;15343
2017-05-18;Jeudi;Zone FIMU;F;Resident;06 jours;Periode normale;15343
2017-05-18;Jeudi;Zone FIMU;F;Resident;07 jours;Periode normale;17287
2017-05-18;Jeudi;Zone FIMU;F;Resident;08 jours;Periode normale;18608
2017-05-18;Jeudi;Zone FIMU;F;Resident;09 jours;Periode normale;19537
2017-05-18;Jeudi;Zone FIMU;F;Resident;10 jours;Periode normale;19537
2017-05-18;Jeudi;Zone FIMU;F;Resident;11 jours;Periode normale;19537
2017-05-18;Jeudi;Zone FIMU;F;Resident;12 jours;Periode normale;19537
2017-05-18;Jeudi;Zone FIMU;F;Resident;13 jours;Periode normale;19537
2017-05-18;Jeudi;Zone FIMU;F;Resident;14 jours;Periode normale;19537
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;01 jours;Periode normale;2482
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;3422
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;4278
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;4903
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;5535
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;5535
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;6477
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;7353
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;8122
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;8122
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;8122
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;8122
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;8122
2017-05-18;Jeudi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;8122
2017-05-18;Jeudi;Zone FIMU;H;Resident;01 jours;Periode normale;7419
2017-05-18;Jeudi;Zone FIMU;H;Resident;02 jours;Periode normale;9994
2017-05-18;Jeudi;Zone FIMU;H;Resident;03 jours;Periode normale;12383
2017-05-18;Jeudi;Zone FIMU;H;Resident;04 jours;Periode normale;13670
2017-05-18;Jeudi;Zone FIMU;H;Resident;05 jours;Periode normale;14689
2017-05-18;Jeudi;Zone FIMU;H;Resident;06 jours;Periode normale;14689
2017-05-18;Jeudi;Zone FIMU;H;Resident;07 jours;Periode normale;16787
2017-05-18;Jeudi;Zone FIMU;H;Resident;08 jours;Periode normale;18386
2017-05-18;Jeudi;Zone FIMU;H;Resident;09 jours;Periode normale;19490
2017-05-18;Jeudi;Zone FIMU;H;Resident;10 jours;Periode normale;19490
2017-05-18;Jeudi;Zone FIMU;H;Resident;11 jours;Periode normale;19490
2017-05-18;Jeudi;Zone FIMU;H;Resident;12 jours;Periode normale;19490
2017-05-18;Jeudi;Zone FIMU;H;Resident;13 jours;Periode normale;19490
2017-05-18;Jeudi;Zone FIMU;H;Resident;14 jours;Periode normale;19490
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;2206
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;3687
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;5124
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;5912
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;6737
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;6737
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;7861
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;8643
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;9568
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;9568
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;9568
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;9568
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;9568
2017-05-18;Jeudi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;9568
2017-05-18;Jeudi;Zone FIMU;NR;Resident;01 jours;Periode normale;413
2017-05-18;Jeudi;Zone FIMU;NR;Resident;02 jours;Periode normale;605
2017-05-18;Jeudi;Zone FIMU;NR;Resident;03 jours;Periode normale;766
2017-05-18;Jeudi;Zone FIMU;NR;Resident;04 jours;Periode normale;783
2017-05-18;Jeudi;Zone FIMU;NR;Resident;05 jours;Periode normale;854
2017-05-18;Jeudi;Zone FIMU;NR;Resident;06 jours;Periode normale;854
2017-05-18;Jeudi;Zone FIMU;NR;Resident;07 jours;Periode normale;923
2017-05-18;Jeudi;Zone FIMU;NR;Resident;08 jours;Periode normale;958
2017-05-18;Jeudi;Zone FIMU;NR;Resident;09 jours;Periode normale;1010
2017-05-18;Jeudi;Zone FIMU;NR;Resident;10 jours;Periode normale;1010
2017-05-18;Jeudi;Zone FIMU;NR;Resident;11 jours;Periode normale;1010
2017-05-18;Jeudi;Zone FIMU;NR;Resident;12 jours;Periode normale;1010
2017-05-18;Jeudi;Zone FIMU;NR;Resident;13 jours;Periode normale;1010
2017-05-18;Jeudi;Zone FIMU;NR;Resident;14 jours;Periode normale;1010
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;3374
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;4795
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;6175
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;7068
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;7505
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;7505
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;8482
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;9430
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;10351
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;10351
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;10351
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;10351
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;10351
2017-05-18;Jeudi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;10351
2017-05-19;Vendredi;Zone FIMU;F;Resident;01 jours;Periode normale;7987
2017-05-19;Vendredi;Zone FIMU;F;Resident;02 jours;Periode normale;10757
2017-05-19;Vendredi;Zone FIMU;F;Resident;03 jours;Periode normale;13015
2017-05-19;Vendredi;Zone FIMU;F;Resident;04 jours;Periode normale;14712
2017-05-19;Vendredi;Zone FIMU;F;Resident;05 jours;Periode normale;15982
2017-05-19;Vendredi;Zone FIMU;F;Resident;06 jours;Periode normale;16977
2017-05-19;Vendredi;Zone FIMU;F;Resident;07 jours;Periode normale;16977
2017-05-19;Vendredi;Zone FIMU;F;Resident;08 jours;Periode normale;18714
2017-05-19;Vendredi;Zone FIMU;F;Resident;09 jours;Periode normale;19949
2017-05-19;Vendredi;Zone FIMU;F;Resident;10 jours;Periode normale;20796
2017-05-19;Vendredi;Zone FIMU;F;Resident;11 jours;Periode normale;20796
2017-05-19;Vendredi;Zone FIMU;F;Resident;12 jours;Periode normale;20796
2017-05-19;Vendredi;Zone FIMU;F;Resident;13 jours;Periode normale;20796
2017-05-19;Vendredi;Zone FIMU;F;Resident;14 jours;Periode normale;20796
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;01 jours;Periode normale;2473
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;3902
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;4681
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;5465
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;6053
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;6660
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;6660
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;7574
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;8427
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;9191
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;9191
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;9191
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;9191
2017-05-19;Vendredi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;9191
2017-05-19;Vendredi;Zone FIMU;H;Resident;01 jours;Periode normale;6799
2017-05-19;Vendredi;Zone FIMU;H;Resident;02 jours;Periode normale;9855
2017-05-19;Vendredi;Zone FIMU;H;Resident;03 jours;Periode normale;11841
2017-05-19;Vendredi;Zone FIMU;H;Resident;04 jours;Periode normale;13830
2017-05-19;Vendredi;Zone FIMU;H;Resident;05 jours;Periode normale;15042
2017-05-19;Vendredi;Zone FIMU;H;Resident;06 jours;Periode normale;15963
2017-05-19;Vendredi;Zone FIMU;H;Resident;07 jours;Periode normale;15963
2017-05-19;Vendredi;Zone FIMU;H;Resident;08 jours;Periode normale;17783
2017-05-19;Vendredi;Zone FIMU;H;Resident;09 jours;Periode normale;19300
2017-05-19;Vendredi;Zone FIMU;H;Resident;10 jours;Periode normale;20333
2017-05-19;Vendredi;Zone FIMU;H;Resident;11 jours;Periode normale;20333
2017-05-19;Vendredi;Zone FIMU;H;Resident;12 jours;Periode normale;20333
2017-05-19;Vendredi;Zone FIMU;H;Resident;13 jours;Periode normale;20333
2017-05-19;Vendredi;Zone FIMU;H;Resident;14 jours;Periode normale;20333
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;2247
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;3579
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;4979
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;6324
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;7061
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;7859
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;7859
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;8980
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;9734
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;10655
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;10655
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;10655
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;10655
2017-05-19;Vendredi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;10655
2017-05-19;Vendredi;Zone FIMU;NR;Resident;01 jours;Periode normale;350
2017-05-19;Vendredi;Zone FIMU;NR;Resident;02 jours;Periode normale;556
2017-05-19;Vendredi;Zone FIMU;NR;Resident;03 jours;Periode normale;696
2017-05-19;Vendredi;Zone FIMU;NR;Resident;04 jours;Periode normale;841
2017-05-19;Vendredi;Zone FIMU;NR;Resident;05 jours;Periode normale;858
2017-05-19;Vendredi;Zone FIMU;NR;Resident;06 jours;Periode normale;929
2017-05-19;Vendredi;Zone FIMU;NR;Resident;07 jours;Periode normale;929
2017-05-19;Vendredi;Zone FIMU;NR;Resident;08 jours;Periode normale;999
2017-05-19;Vendredi;Zone FIMU;NR;Resident;09 jours;Periode normale;1034
2017-05-19;Vendredi;Zone FIMU;NR;Resident;10 jours;Periode normale;1069
2017-05-19;Vendredi;Zone FIMU;NR;Resident;11 jours;Periode normale;1069
2017-05-19;Vendredi;Zone FIMU;NR;Resident;12 jours;Periode normale;1069
2017-05-19;Vendredi;Zone FIMU;NR;Resident;13 jours;Periode normale;1069
2017-05-19;Vendredi;Zone FIMU;NR;Resident;14 jours;Periode normale;1069
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;3449
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;4807
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;5966
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;7228
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;7982
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;8406
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;8406
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;9310
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;10248
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;11142
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;11142
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;11142
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;11142
2017-05-19;Vendredi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;11142
2017-05-20;Samedi;Zone FIMU;F;Resident;01 jours;Periode normale;6663
2017-05-20;Samedi;Zone FIMU;F;Resident;02 jours;Periode normale;10558
2017-05-20;Samedi;Zone FIMU;F;Resident;03 jours;Periode normale;12817
2017-05-20;Samedi;Zone FIMU;F;Resident;04 jours;Periode normale;14739
2017-05-20;Samedi;Zone FIMU;F;Resident;05 jours;Periode normale;16347
2017-05-20;Samedi;Zone FIMU;F;Resident;06 jours;Periode normale;17515
2017-05-20;Samedi;Zone FIMU;F;Resident;07 jours;Periode normale;18389
2017-05-20;Samedi;Zone FIMU;F;Resident;08 jours;Periode normale;18389
2017-05-20;Samedi;Zone FIMU;F;Resident;09 jours;Periode normale;19933
2017-05-20;Samedi;Zone FIMU;F;Resident;10 jours;Periode normale;21054
2017-05-20;Samedi;Zone FIMU;F;Resident;11 jours;Periode normale;21842
2017-05-20;Samedi;Zone FIMU;F;Resident;12 jours;Periode normale;21842
2017-05-20;Samedi;Zone FIMU;F;Resident;13 jours;Periode normale;21842
2017-05-20;Samedi;Zone FIMU;F;Resident;14 jours;Periode normale;21842
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;01 jours;Periode normale;2469
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;4169
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;5443
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;6174
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;6938
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;7486
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;8057
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;8057
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;8953
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;9784
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;10550
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;10550
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;10550
2017-05-20;Samedi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;10550
2017-05-20;Samedi;Zone FIMU;H;Resident;01 jours;Periode normale;6412
2017-05-20;Samedi;Zone FIMU;H;Resident;02 jours;Periode normale;9667
2017-05-20;Samedi;Zone FIMU;H;Resident;03 jours;Periode normale;12109
2017-05-20;Samedi;Zone FIMU;H;Resident;04 jours;Periode normale;13703
2017-05-20;Samedi;Zone FIMU;H;Resident;05 jours;Periode normale;15449
2017-05-20;Samedi;Zone FIMU;H;Resident;06 jours;Periode normale;16567
2017-05-20;Samedi;Zone FIMU;H;Resident;07 jours;Periode normale;17375
2017-05-20;Samedi;Zone FIMU;H;Resident;08 jours;Periode normale;17375
2017-05-20;Samedi;Zone FIMU;H;Resident;09 jours;Periode normale;19135
2017-05-20;Samedi;Zone FIMU;H;Resident;10 jours;Periode normale;20569
2017-05-20;Samedi;Zone FIMU;H;Resident;11 jours;Periode normale;21548
2017-05-20;Samedi;Zone FIMU;H;Resident;12 jours;Periode normale;21548
2017-05-20;Samedi;Zone FIMU;H;Resident;13 jours;Periode normale;21548
2017-05-20;Samedi;Zone FIMU;H;Resident;14 jours;Periode normale;21548
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;2029
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;3658
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;4913
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;6223
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;7492
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;8220
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;8978
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;8978
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;10069
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;10845
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;11760
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;11760
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;11760
2017-05-20;Samedi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;11760
2017-05-20;Samedi;Zone FIMU;NR;Resident;01 jours;Periode normale;1385
2017-05-20;Samedi;Zone FIMU;NR;Resident;02 jours;Periode normale;567
2017-05-20;Samedi;Zone FIMU;NR;Resident;03 jours;Periode normale;738
2017-05-20;Samedi;Zone FIMU;NR;Resident;04 jours;Periode normale;844
2017-05-20;Samedi;Zone FIMU;NR;Resident;05 jours;Periode normale;914
2017-05-20;Samedi;Zone FIMU;NR;Resident;06 jours;Periode normale;931
2017-05-20;Samedi;Zone FIMU;NR;Resident;07 jours;Periode normale;985
2017-05-20;Samedi;Zone FIMU;NR;Resident;08 jours;Periode normale;985
2017-05-20;Samedi;Zone FIMU;NR;Resident;09 jours;Periode normale;1055
2017-05-20;Samedi;Zone FIMU;NR;Resident;10 jours;Periode normale;1073
2017-05-20;Samedi;Zone FIMU;NR;Resident;11 jours;Periode normale;1108
2017-05-20;Samedi;Zone FIMU;NR;Resident;12 jours;Periode normale;1108
2017-05-20;Samedi;Zone FIMU;NR;Resident;13 jours;Periode normale;1108
2017-05-20;Samedi;Zone FIMU;NR;Resident;14 jours;Periode normale;1108
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;1089
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;4218
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;5502
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;6567
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;7785
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;8528
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;8937
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;8937
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;9797
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;10739
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;11606
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;11606
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;11606
2017-05-20;Samedi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;11606
2017-05-21;Dimanche;Zone FIMU;F;Resident;01 jours;Periode normale;5128
2017-05-21;Dimanche;Zone FIMU;F;Resident;02 jours;Periode normale;8024
2017-05-21;Dimanche;Zone FIMU;F;Resident;03 jours;Periode normale;11509
2017-05-21;Dimanche;Zone FIMU;F;Resident;04 jours;Periode normale;13575
2017-05-21;Dimanche;Zone FIMU;F;Resident;05 jours;Periode normale;15293
2017-05-21;Dimanche;Zone FIMU;F;Resident;06 jours;Periode normale;16837
2017-05-21;Dimanche;Zone FIMU;F;Resident;07 jours;Periode normale;17940
2017-05-21;Dimanche;Zone FIMU;F;Resident;08 jours;Periode normale;18719
2017-05-21;Dimanche;Zone FIMU;F;Resident;09 jours;Periode normale;18719
2017-05-21;Dimanche;Zone FIMU;F;Resident;10 jours;Periode normale;20255
2017-05-21;Dimanche;Zone FIMU;F;Resident;11 jours;Periode normale;21315
2017-05-21;Dimanche;Zone FIMU;F;Resident;12 jours;Periode normale;22080
2017-05-21;Dimanche;Zone FIMU;F;Resident;13 jours;Periode normale;22080
2017-05-21;Dimanche;Zone FIMU;F;Resident;14 jours;Periode normale;22080
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;01 jours;Periode normale;1458
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;02 jours;Periode normale;3200
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;03 jours;Periode normale;4807
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;04 jours;Periode normale;5992
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;05 jours;Periode normale;6690
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;06 jours;Periode normale;7424
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;07 jours;Periode normale;7969
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;08 jours;Periode normale;8523
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;09 jours;Periode normale;8523
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;10 jours;Periode normale;9414
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;11 jours;Periode normale;10239
2017-05-21;Dimanche;Zone FIMU;F;Touriste Français;12 jours;Periode normale;10989
