Date;JourDeLaSemaine;ZoneAnalyse;Genre;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-10;Mercredi;Zone FIMU;F;Resident;01 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;02 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;03 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;04 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;05 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;06 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;07 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;08 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;09 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;10 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;11 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;12 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;13 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Resident;14 jours;Periode normale;7867
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;01 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;2280
2017-05-10;Mercredi;Zone FIMU;H;Resident;01 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;02 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;03 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;04 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;05 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;06 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;07 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;08 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;09 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;10 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;11 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;12 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;13 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Resident;14 jours;Periode normale;7030
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;2315
2017-05-10;Mercredi;Zone FIMU;NR;Resident;01 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;02 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;03 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;04 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;05 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;06 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;07 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;08 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;09 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;10 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;11 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;12 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;13 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Resident;14 jours;Periode normale;421
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;3685
2017-05-10;Mercredi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;3685
2017-05-11;Jeudi;Zone FIMU;F;Resident;01 jours;Periode normale;8319
2017-05-11;Jeudi;Zone FIMU;F;Resident;02 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;03 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;04 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;05 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;06 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;07 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;08 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;09 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;10 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;11 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;12 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;13 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Resident;14 jours;Periode normale;11129
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;01 jours;Periode normale;2333
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;3581
2017-05-11;Jeudi;Zone FIMU;H;Resident;01 jours;Periode normale;7483
2017-05-11;Jeudi;Zone FIMU;H;Resident;02 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;03 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;04 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;05 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;06 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;07 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;08 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;09 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;10 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;11 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;12 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;13 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Resident;14 jours;Periode normale;10081
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;2266
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;3528
2017-05-11;Jeudi;Zone FIMU;NR;Resident;01 jours;Periode normale;508
2017-05-11;Jeudi;Zone FIMU;NR;Resident;02 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;03 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;04 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;05 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;06 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;07 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;08 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;09 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;10 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;11 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;12 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;13 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Resident;14 jours;Periode normale;629
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;3790
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;5368
2017-05-11;Jeudi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;5368
2017-05-12;Vendredi;Zone FIMU;F;Resident;01 jours;Periode normale;8474
2017-05-12;Vendredi;Zone FIMU;F;Resident;02 jours;Periode normale;11551
2017-05-12;Vendredi;Zone FIMU;F;Resident;03 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;04 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;05 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;06 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;07 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;08 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;09 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;10 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;11 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;12 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;13 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Resident;14 jours;Periode normale;13486
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;01 jours;Periode normale;2226
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;3564
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;4605
2017-05-12;Vendredi;Zone FIMU;H;Resident;01 jours;Periode normale;8181
2017-05-12;Vendredi;Zone FIMU;H;Resident;02 jours;Periode normale;11219
2017-05-12;Vendredi;Zone FIMU;H;Resident;03 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;04 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;05 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;06 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;07 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;08 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;09 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;10 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;11 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;12 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;13 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Resident;14 jours;Periode normale;13101
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;01 jours;Periode normale;2480
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;3633
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;4802
2017-05-12;Vendredi;Zone FIMU;NR;Resident;01 jours;Periode normale;421
2017-05-12;Vendredi;Zone FIMU;NR;Resident;02 jours;Periode normale;612
2017-05-12;Vendredi;Zone FIMU;NR;Resident;03 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;04 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;05 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;06 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;07 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;08 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;09 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;10 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;11 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;12 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;13 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Resident;14 jours;Periode normale;733
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;3578
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;5319
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;11 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;12 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;13 jours;Periode normale;6594
2017-05-12;Vendredi;Zone FIMU;NR;Touriste Français;14 jours;Periode normale;6594
2017-05-13;Samedi;Zone FIMU;F;Resident;02 jours;Periode normale;123931
2017-05-13;Samedi;Zone FIMU;F;Resident;03 jours;Periode normale;169038
2017-05-13;Samedi;Zone FIMU;F;Resident;04 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;05 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;06 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;07 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;08 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;09 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;10 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;11 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;12 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;13 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Resident;14 jours;Periode normale;197971
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;02 jours;Periode normale;33947
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;03 jours;Periode normale;55229
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;04 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;05 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;06 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;07 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;08 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;09 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;10 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;11 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;12 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;13 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;F;Touriste Français;14 jours;Periode normale;72615
2017-05-13;Samedi;Zone FIMU;H;Resident;02 jours;Periode normale;120286
2017-05-13;Samedi;Zone FIMU;H;Resident;03 jours;Periode normale;165165
2017-05-13;Samedi;Zone FIMU;H;Resident;04 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;05 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;06 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;07 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;08 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;09 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;10 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;11 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;12 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;13 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Resident;14 jours;Periode normale;193414
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;02 jours;Periode normale;37506
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;03 jours;Periode normale;55897
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;04 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;05 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;06 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;07 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;08 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;09 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;10 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;11 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;12 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;13 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;H;Touriste Français;14 jours;Periode normale;73972
2017-05-13;Samedi;Zone FIMU;NR;Resident;01 jours;Periode normale;113
2017-05-13;Samedi;Zone FIMU;NR;Resident;02 jours;Periode normale;5468
2017-05-13;Samedi;Zone FIMU;NR;Resident;03 jours;Periode normale;7973
2017-05-13;Samedi;Zone FIMU;NR;Resident;04 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;05 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;06 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;07 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;08 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;09 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;10 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;11 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;12 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;13 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Resident;14 jours;Periode normale;9568
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;01 jours;Periode normale;113
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;02 jours;Periode normale;50375
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;03 jours;Periode normale;75337
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;04 jours;Periode normale;93262
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;05 jours;Periode normale;93262
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;06 jours;Periode normale;93262
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;07 jours;Periode normale;93262
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;08 jours;Periode normale;93262
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;09 jours;Periode normale;93262
2017-05-13;Samedi;Zone FIMU;NR;Touriste Français;10 jours;Periode normale;93262
