Date;JourDeLaSemaine;ZoneAnalyse;Continent;Pays;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;25
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;25
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;28
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;28
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;28
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;28
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;28
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;34
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;38
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;42
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;42
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;42
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;42
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;01 jours;Periode normale;64
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;02 jours;Periode normale;121
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;03 jours;Periode normale;149
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;04 jours;Periode normale;176
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;05 jours;Periode normale;192
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;06 jours;Periode normale;207
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;07 jours;Periode normale;212
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;08 jours;Periode normale;233
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;09 jours;Periode normale;237
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;10 jours;Periode normale;246
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;11 jours;Periode normale;257
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;12 jours;Periode normale;266
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;13 jours;Periode normale;274
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;14 jours;Periode normale;320
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;01 jours;Periode normale;38
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;02 jours;Periode normale;61
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;03 jours;Periode normale;80
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;04 jours;Periode normale;106
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;05 jours;Periode normale;116
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;06 jours;Periode normale;127
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;07 jours;Periode normale;162
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;08 jours;Periode normale;171
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;09 jours;Periode normale;180
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;10 jours;Periode normale;210
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;11 jours;Periode normale;243
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;12 jours;Periode normale;243
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;13 jours;Periode normale;261
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;14 jours;Periode normale;269
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;01 jours;Periode normale;70
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;02 jours;Periode normale;91
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;03 jours;Periode normale;110
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;04 jours;Periode normale;120
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;05 jours;Periode normale;130
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;06 jours;Periode normale;139
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;07 jours;Periode normale;142
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;08 jours;Periode normale;148
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;09 jours;Periode normale;155
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;10 jours;Periode normale;168
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;11 jours;Periode normale;170
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;12 jours;Periode normale;200
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;13 jours;Periode normale;200
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;14 jours;Periode normale;200
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;01 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;02 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;03 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;04 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;05 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;06 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;07 jours;Periode normale;23
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;08 jours;Periode normale;23
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;09 jours;Periode normale;23
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;10 jours;Periode normale;26
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;11 jours;Periode normale;30
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;12 jours;Periode normale;38
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;13 jours;Periode normale;43
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;14 jours;Periode normale;43
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;01 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;02 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;03 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;04 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;05 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;06 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;07 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;08 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;09 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;10 jours;Periode normale;33
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;11 jours;Periode normale;36
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;12 jours;Periode normale;40
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;13 jours;Periode normale;40
2017-05-27;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;14 jours;Periode normale;47
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;01 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;02 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;03 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;04 jours;Periode normale;22
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;05 jours;Periode normale;31
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;06 jours;Periode normale;39
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;07 jours;Periode normale;41
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;08 jours;Periode normale;48
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;09 jours;Periode normale;53
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;10 jours;Periode normale;66
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;11 jours;Periode normale;79
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;12 jours;Periode normale;86
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;13 jours;Periode normale;91
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;14 jours;Periode normale;91
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;01 jours;Periode normale;22
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;02 jours;Periode normale;32
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;03 jours;Periode normale;32
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;04 jours;Periode normale;45
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;05 jours;Periode normale;45
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;06 jours;Periode normale;45
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;07 jours;Periode normale;50
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;08 jours;Periode normale;50
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;09 jours;Periode normale;50
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;10 jours;Periode normale;60
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;11 jours;Periode normale;60
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;12 jours;Periode normale;60
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;13 jours;Periode normale;64
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;14 jours;Periode normale;64
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;01 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;02 jours;Periode normale;24
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;03 jours;Periode normale;38
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;04 jours;Periode normale;38
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;05 jours;Periode normale;55
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;06 jours;Periode normale;55
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;07 jours;Periode normale;58
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;08 jours;Periode normale;58
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;09 jours;Periode normale;58
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;10 jours;Periode normale;75
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;11 jours;Periode normale;80
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;12 jours;Periode normale;80
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;13 jours;Periode normale;85
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;14 jours;Periode normale;88
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;02 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;03 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;04 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;05 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;06 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;07 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;08 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;09 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;10 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;11 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;12 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;13 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;14 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;05 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;06 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;07 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;08 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;09 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;10 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;11 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;12 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;13 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;14 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;01 jours;Periode normale;76
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;02 jours;Periode normale;128
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;03 jours;Periode normale;193
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;04 jours;Periode normale;214
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;05 jours;Periode normale;233
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;06 jours;Periode normale;244
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;07 jours;Periode normale;255
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;08 jours;Periode normale;292
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;09 jours;Periode normale;307
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;10 jours;Periode normale;317
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;11 jours;Periode normale;328
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;12 jours;Periode normale;352
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;13 jours;Periode normale;368
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;14 jours;Periode normale;397
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;01 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;02 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;03 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;04 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;05 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;06 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;07 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;08 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;09 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;10 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;11 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;12 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;13 jours;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;14 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;01 jours;Periode normale;35
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;46
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;64
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;71
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;91
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;92
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;98
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;108
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;131
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;135
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;153
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;158
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;165
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;165
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;29
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;29
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;29
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;29
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;29
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;29
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;29
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;33
2017-05-28;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;33
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;01 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;02 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;03 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;04 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;05 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;06 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;07 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;08 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;09 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;10 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;11 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;12 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;13 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;14 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;01 jours;Periode normale;22
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;02 jours;Periode normale;22
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;03 jours;Periode normale;27
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;04 jours;Periode normale;27
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;05 jours;Periode normale;37
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;06 jours;Periode normale;37
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;07 jours;Periode normale;44
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;08 jours;Periode normale;44
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;09 jours;Periode normale;54
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;10 jours;Periode normale;64
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;11 jours;Periode normale;88
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;12 jours;Periode normale;91
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;13 jours;Periode normale;91
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;14 jours;Periode normale;99
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;02 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;03 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;04 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;05 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;06 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;07 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;08 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;09 jours;Periode normale;26
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;10 jours;Periode normale;26
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;11 jours;Periode normale;32
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;12 jours;Periode normale;39
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;13 jours;Periode normale;39
2017-05-28;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;14 jours;Periode normale;39
2017-05-28;Dimanche;Zone FIMU;Asie;Japon;Touriste Etranger;07 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Japon;Touriste Etranger;08 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Japon;Touriste Etranger;09 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Japon;Touriste Etranger;10 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Japon;Touriste Etranger;11 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Japon;Touriste Etranger;12 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Japon;Touriste Etranger;13 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Japon;Touriste Etranger;14 jours;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;22
2017-05-28;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;25
2017-05-28;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;25
2017-05-28;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;28
2017-05-28;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;28
2017-05-28;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;28
2017-05-28;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;28
