Date;JourDeLaSemaine;ZoneAnalyse;Continent;Pays;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;05 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;06 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;07 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;08 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;09 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;10 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;11 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;12 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;13 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;14 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;01 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;02 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;03 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;04 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;05 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;06 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;07 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;08 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;09 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;10 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;11 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;12 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;13 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;14 jours;Periode normale;#
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;01 jours;Periode normale;35
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;02 jours;Periode normale;58
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;03 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;04 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;05 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;06 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;07 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;08 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;09 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;10 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;11 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;12 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;13 jours;Periode normale;75
2017-05-12;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;14 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;33
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;53
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;56
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;02 jours;Periode normale;22
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;03 jours;Periode normale;34
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;04 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;05 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;06 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;07 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;08 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;09 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;10 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;11 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;12 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;13 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;14 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;02 jours;Periode normale;23
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;03 jours;Periode normale;78
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;04 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;05 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;06 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;07 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;08 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;09 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;10 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;11 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;12 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;13 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;14 jours;Periode normale;86
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;04 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;05 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;06 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;07 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;08 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;09 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;10 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;11 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;12 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;13 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;14 jours;Periode normale;21
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;02 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;03 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;04 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;05 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;06 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;07 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;08 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;09 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;10 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;11 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;12 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;13 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;14 jours;Periode normale;#
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;02 jours;Periode normale;35
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;03 jours;Periode normale;58
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;04 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;05 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;06 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;07 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;08 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;09 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;10 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;11 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;12 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;13 jours;Periode normale;75
2017-05-13;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;14 jours;Periode normale;75
2017-05-14;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;01 jours;Periode normale;37
2017-05-14;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;37
2017-05-14;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;47
2017-05-14;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;66
2017-05-14;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;68
