Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-06-01;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode evenement;673
2017-06-01;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode evenement;438
2017-06-01;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode evenement;38
2017-06-01;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode evenement;376
2017-06-01;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode evenement;252
2017-06-01;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode evenement;3231
2017-06-01;Jeudi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode evenement;61
2017-06-01;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode evenement;203
2017-06-01;Jeudi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode evenement;46
2017-06-01;Jeudi;Zone FIMU;NR;NR;Resident;Visiteur;Periode evenement;191
2017-06-01;Jeudi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode evenement;31
2017-06-01;Jeudi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode evenement;3018
2017-06-01;Jeudi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode evenement;31
2017-06-01;Jeudi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode evenement;31
2017-06-01;Jeudi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode evenement;274
2017-06-01;Jeudi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode evenement;2278
2017-06-01;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode evenement;346
2017-06-01;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode evenement;288
2017-06-01;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode evenement;170
2017-06-01;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode evenement;929
2017-06-01;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode evenement;599
2017-06-01;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode evenement;79
2017-06-01;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode evenement;199
2017-06-01;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode evenement;128
2017-06-01;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode evenement;1584
2017-06-01;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode evenement;28
2017-06-01;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode evenement;192
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode evenement;36
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;NR;Resident;Visiteur;Periode evenement;342
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode evenement;36
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;NR;Touriste Français;Visiteur;Periode evenement;342
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode evenement;239
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode evenement;2702
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode evenement;70
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode evenement;739
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode evenement;61
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode evenement;391
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode evenement;4223
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode evenement;50
2017-06-02;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode evenement;645
2017-06-02;Vendredi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode evenement;36
2017-06-02;Vendredi;Zone FIMU;CSP+;NR;Resident;Visiteur;Periode evenement;342
2017-06-02;Vendredi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode evenement;36
2017-06-02;Vendredi;Zone FIMU;CSP+;NR;Touriste Français;Visiteur;Periode evenement;342
2017-06-02;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode evenement;230
2017-06-02;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode evenement;1762
2017-06-02;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode evenement;45
2017-06-02;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode evenement;837
2017-06-02;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode evenement;129
2017-06-02;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode evenement;642
2017-06-02;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode evenement;74
2017-06-02;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode evenement;639
2017-06-02;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode evenement;319
2017-06-02;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode evenement;3284
2017-06-02;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode evenement;28
2017-06-02;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode evenement;166
2017-06-02;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode evenement;46
2017-06-02;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode evenement;236
2017-06-02;Vendredi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode evenement;52
2017-06-02;Vendredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode evenement;519
2017-06-02;Vendredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode evenement;36
2017-06-02;Vendredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode evenement;407
2017-06-02;Vendredi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode evenement;36
2017-06-02;Vendredi;Zone FIMU;Populaire;NR;Resident;Visiteur;Periode evenement;342
2017-06-02;Vendredi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode evenement;36
2017-06-02;Vendredi;Zone FIMU;Populaire;NR;Touriste Français;Visiteur;Periode evenement;342
2017-06-02;Vendredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode evenement;236
2017-06-02;Vendredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode evenement;2184
2017-06-02;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode evenement;25
2017-06-02;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode evenement;424
2017-06-02;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode evenement;52
2017-06-02;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode evenement;442
2017-06-02;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode evenement;103
2017-06-02;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode evenement;1130
2017-06-02;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode evenement;156
2017-06-02;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode evenement;861
2017-06-02;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode evenement;104
2017-06-02;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode evenement;315
2017-06-02;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode evenement;138
2017-06-02;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode evenement;1685
2017-06-02;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode evenement;166
2017-06-03;Samedi;Zone FIMU;CSP en croissance;pavillonnaire familial aise;Resident;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;CSP en croissance;pavillonnaire familial aise;Touriste Français;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode evenement;163
2017-06-03;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode evenement;2332
2017-06-03;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode evenement;85
2017-06-03;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode evenement;1141
2017-06-03;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode evenement;70
2017-06-03;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode evenement;294
2017-06-03;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode evenement;3836
2017-06-03;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode evenement;128
2017-06-03;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode evenement;1119
2017-06-03;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode evenement;153
2017-06-03;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode evenement;1361
2017-06-03;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode evenement;138
2017-06-03;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode evenement;1312
2017-06-03;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode evenement;406
2017-06-03;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode evenement;75
2017-06-03;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode evenement;822
2017-06-03;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode evenement;356
2017-06-03;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode evenement;3090
2017-06-03;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode evenement;35
2017-06-03;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode evenement;326
2017-06-03;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode evenement;65
2017-06-03;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode evenement;362
2017-06-03;Samedi;Zone FIMU;NR;NR;Resident;Visiteur;Periode evenement;170
2017-06-03;Samedi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode evenement;170
2017-06-03;Samedi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode evenement;2140
2017-06-03;Samedi;Zone FIMU;NR;pavillonnaire familial aise;Resident;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;NR;pavillonnaire familial aise;Touriste Français;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Populaire;pavillonnaire familial aise;Resident;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Populaire;pavillonnaire familial aise;Touriste Français;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode evenement;287
2017-06-03;Samedi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode evenement;2225
2017-06-03;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode evenement;691
2017-06-03;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode evenement;214
2017-06-03;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode evenement;100
2017-06-03;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode evenement;1719
2017-06-03;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode evenement;107
2017-06-03;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode evenement;459
2017-06-03;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode evenement;52
2017-06-03;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode evenement;450
2017-06-03;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode evenement;87
2017-06-03;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode evenement;1374
2017-06-03;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode evenement;371
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode evenement;241
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode evenement;3457
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode evenement;278
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode evenement;2135
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode evenement;97
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode evenement;326
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode evenement;4397
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode evenement;190
2017-06-04;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode evenement;2077
2017-06-04;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode evenement;243
2017-06-04;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode evenement;2007
2017-06-04;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode evenement;253
2017-06-04;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode evenement;2409
2017-06-04;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode evenement;74
2017-06-04;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode evenement;750
2017-06-04;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode evenement;170
2017-06-04;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode evenement;1421
2017-06-04;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode evenement;384
2017-06-04;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode evenement;3038
2017-06-04;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode evenement;30
2017-06-04;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode evenement;426
2017-06-04;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode evenement;22
2017-06-04;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode evenement;399
2017-06-04;Dimanche;Zone FIMU;NR;NR;Resident;Excursionniste;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;NR;NR;Resident;Visiteur;Periode evenement;127
2017-06-04;Dimanche;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode evenement;84
2017-06-04;Dimanche;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode evenement;2620
2017-06-04;Dimanche;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode evenement;344
2017-06-04;Dimanche;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode evenement;2958
2017-06-04;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode evenement;78
2017-06-04;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode evenement;1288
2017-06-04;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode evenement;69
2017-06-04;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode evenement;488
2017-06-04;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode evenement;314
2017-06-04;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode evenement;3169
2017-06-04;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode evenement;117
2017-06-04;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode evenement;858
2017-06-04;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode evenement;157
2017-06-04;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode evenement;874
2017-06-04;Dimanche;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode evenement;134
2017-06-04;Dimanche;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode evenement;1646
2017-06-04;Dimanche;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode evenement;51
2017-06-04;Dimanche;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode evenement;666
2017-06-05;Lundi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;CSP en croissance;NR;Resident;Visiteur;Periode evenement;232
2017-06-05;Lundi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;CSP en croissance;NR;Touriste Français;Visiteur;Periode evenement;232
2017-06-05;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode evenement;227
2017-06-05;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode evenement;2335
2017-06-05;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode evenement;76
2017-06-05;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode evenement;1208
2017-06-05;Lundi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode evenement;68
2017-06-05;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode evenement;337
2017-06-05;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode evenement;3626
2017-06-05;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode evenement;156
2017-06-05;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode evenement;994
2017-06-05;Lundi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;CSP+;NR;Resident;Visiteur;Periode evenement;232
2017-06-05;Lundi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;CSP+;NR;Touriste Français;Visiteur;Periode evenement;232
2017-06-05;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode evenement;93
2017-06-05;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode evenement;1150
2017-06-05;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode evenement;139
2017-06-05;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode evenement;1253
2017-06-05;Lundi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode evenement;32
2017-06-05;Lundi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode evenement;545
2017-06-05;Lundi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode evenement;113
2017-06-05;Lundi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode evenement;753
2017-06-05;Lundi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode evenement;282
2017-06-05;Lundi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode evenement;3207
2017-06-05;Lundi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode evenement;58
2017-06-05;Lundi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode evenement;175
2017-06-05;Lundi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode evenement;63
2017-06-05;Lundi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode evenement;300
2017-06-05;Lundi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode evenement;23
2017-06-05;Lundi;Zone FIMU;NR;NR;Resident;Visiteur;Periode evenement;403
2017-06-05;Lundi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode evenement;32
2017-06-05;Lundi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode evenement;347
2017-06-05;Lundi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Populaire;NR;Resident;Visiteur;Periode evenement;232
2017-06-05;Lundi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Populaire;NR;Touriste Français;Visiteur;Periode evenement;232
2017-06-05;Lundi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode evenement;286
2017-06-05;Lundi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode evenement;2157
2017-06-05;Lundi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode evenement;135
2017-06-05;Lundi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode evenement;848
2017-06-05;Lundi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode evenement;51
2017-06-05;Lundi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode evenement;325
2017-06-05;Lundi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode evenement;145
2017-06-05;Lundi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode evenement;1342
2017-06-05;Lundi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode evenement;21
2017-06-05;Lundi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode evenement;299
2017-06-05;Lundi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode evenement;78
2017-06-05;Lundi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode evenement;413
2017-06-05;Lundi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode evenement;96
2017-06-05;Lundi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode evenement;1294
2017-06-05;Lundi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode evenement;54
2017-06-05;Lundi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode evenement;322
2017-06-06;Mardi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;46
2017-06-06;Mardi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;46
2017-06-06;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;243
2017-06-06;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1646
2017-06-06;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;108
2017-06-06;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;631
2017-06-06;Mardi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;479
2017-06-06;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3723
2017-06-06;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;96
2017-06-06;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;455
2017-06-06;Mardi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;46
2017-06-06;Mardi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;46
2017-06-06;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;256
2017-06-06;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1437
2017-06-06;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;134
2017-06-06;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;632
2017-06-06;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;112
2017-06-06;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;645
2017-06-06;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;61
2017-06-06;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;364
2017-06-06;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;326
2017-06-06;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;3171
2017-06-06;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;106
2017-06-06;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;28
