Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-05-22;Lundi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;188
2017-05-22;Lundi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-22;Lundi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;175
2017-05-22;Lundi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;87
2017-05-22;Lundi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3268
2017-05-22;Lundi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;87
2017-05-22;Lundi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;173
2017-05-22;Lundi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1728
2017-05-22;Lundi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;55
2017-05-22;Lundi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;520
2017-05-22;Lundi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;277
2017-05-22;Lundi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;185
2017-05-22;Lundi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;816
2017-05-22;Lundi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;53
2017-05-22;Lundi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;625
2017-05-22;Lundi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;83
2017-05-22;Lundi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;107
2017-05-22;Lundi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1254
2017-05-22;Lundi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;132
2017-05-23;Mardi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;48
2017-05-23;Mardi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;48
2017-05-23;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;240
2017-05-23;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1679
2017-05-23;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;145
2017-05-23;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;713
2017-05-23;Mardi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;33
2017-05-23;Mardi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;52
2017-05-23;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;390
2017-05-23;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3923
2017-05-23;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;106
2017-05-23;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;511
2017-05-23;Mardi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;48
2017-05-23;Mardi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;48
2017-05-23;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;199
2017-05-23;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1507
2017-05-23;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;100
2017-05-23;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;662
2017-05-23;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;67
2017-05-23;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;441
2017-05-23;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;60
2017-05-23;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;389
2017-05-23;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;357
2017-05-23;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2995
2017-05-23;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;41
2017-05-23;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;158
2017-05-23;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;118
2017-05-23;Mardi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-23;Mardi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;136
2017-05-23;Mardi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;48
2017-05-23;Mardi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3218
2017-05-23;Mardi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;48
2017-05-23;Mardi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;48
2017-05-23;Mardi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;261
2017-05-23;Mardi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;2063
2017-05-23;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;469
2017-05-23;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;67
2017-05-23;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;355
2017-05-23;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;132
2017-05-23;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;913
2017-05-23;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;31
2017-05-23;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;748
2017-05-23;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;45
2017-05-23;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;186
2017-05-23;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;163
2017-05-23;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1380
2017-05-23;Mardi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;139
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;44
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;44
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;258
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1959
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;162
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;609
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;35
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;534
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3846
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;33
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;421
2017-05-24;Mercredi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;44
2017-05-24;Mercredi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;44
2017-05-24;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;198
2017-05-24;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1273
2017-05-24;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;103
2017-05-24;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;745
2017-05-24;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;424
2017-05-24;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;40
2017-05-24;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;436
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;380
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2921
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;31
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;120
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;21
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;124
2017-05-24;Mercredi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;59
2017-05-24;Mercredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;142
2017-05-24;Mercredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;55
2017-05-24;Mercredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3059
2017-05-24;Mercredi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;44
2017-05-24;Mercredi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;44
2017-05-24;Mercredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;164
2017-05-24;Mercredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1661
2017-05-24;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;365
2017-05-24;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;32
2017-05-24;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;317
2017-05-24;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;157
2017-05-24;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;867
2017-05-24;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;38
2017-05-24;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;569
2017-05-24;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;80
2017-05-24;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;171
2017-05-24;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;76
2017-05-24;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1403
2017-05-24;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;55
2017-05-24;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;181
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;NR;Resident;Visiteur;Periode normale;200
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;NR;Touriste Français;Visiteur;Periode normale;200
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;31
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;617
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;115
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;539
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;61
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;399
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;2993
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;37
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;245
2017-05-25;Jeudi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;CSP+;NR;Resident;Visiteur;Periode normale;200
2017-05-25;Jeudi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;CSP+;NR;Touriste Français;Visiteur;Periode normale;200
2017-05-25;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;30
2017-05-25;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;382
2017-05-25;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;68
2017-05-25;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;516
2017-05-25;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;51
2017-05-25;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;58
2017-05-25;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;285
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;241
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2474
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;106
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;32
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;171
2017-05-25;Jeudi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;23
2017-05-25;Jeudi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;290
2017-05-25;Jeudi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;273
2017-05-25;Jeudi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Populaire;NR;Resident;Visiteur;Periode normale;200
2017-05-25;Jeudi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Populaire;NR;Touriste Français;Visiteur;Periode normale;200
2017-05-25;Jeudi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;45
2017-05-25;Jeudi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1066
2017-05-25;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;52
2017-05-25;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;368
2017-05-25;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;83
2017-05-25;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;485
2017-05-25;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;145
2017-05-25;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;61
2017-05-25;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;113
2017-05-25;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;90
2017-05-25;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;918
2017-05-25;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;73
2017-05-25;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;153
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;34
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;34
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;112
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1348
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;86
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;720
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;87
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;453
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3452
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;32
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;427
2017-05-26;Vendredi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;34
2017-05-26;Vendredi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;34
2017-05-26;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;41
2017-05-26;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;694
2017-05-26;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;152
2017-05-26;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;760
2017-05-26;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;230
2017-05-26;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;54
2017-05-26;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;352
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;307
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2744
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;22
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;162
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;83
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;290
2017-05-26;Vendredi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;34
2017-05-26;Vendredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;119
2017-05-26;Vendredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;34
2017-05-26;Vendredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;2516
2017-05-26;Vendredi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;34
2017-05-26;Vendredi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;34
2017-05-26;Vendredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;149
2017-05-26;Vendredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1403
2017-05-26;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;76
2017-05-26;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;520
2017-05-26;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;141
2017-05-26;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;112
2017-05-26;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;756
2017-05-26;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;372
2017-05-26;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;127
2017-05-26;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;325
2017-05-26;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;77
2017-05-26;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1184
2017-05-26;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;31
2017-05-26;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;143
2017-05-27;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;101
2017-05-27;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1323
2017-05-27;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;66
2017-05-27;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;717
2017-05-27;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-27;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;74
2017-05-27;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;373
2017-05-27;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3121
2017-05-27;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;114
2017-05-27;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;588
2017-05-27;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;77
2017-05-27;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;736
2017-05-27;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;124
2017-05-27;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;967
2017-05-27;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;39
2017-05-27;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;299
2017-05-27;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;80
2017-05-27;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;487
2017-05-27;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;216
2017-05-27;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2630
2017-05-27;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;148
2017-05-27;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;33
2017-05-27;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;422
2017-05-27;Samedi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;106
2017-05-27;Samedi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;159
2017-05-27;Samedi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;1941
2017-05-27;Samedi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;212
2017-05-27;Samedi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1471
2017-05-27;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;26
2017-05-27;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;593
2017-05-27;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;204
2017-05-27;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;71
2017-05-27;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;631
2017-05-27;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;36
2017-05-27;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;436
2017-05-27;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;70
2017-05-27;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;253
2017-05-27;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;74
2017-05-27;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1052
2017-05-27;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;142
2017-05-28;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;Visiteur;Periode normale;194
2017-05-28;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;#
