Date;JourDeLaSemaine;ZoneAnalyse;DureeVisite;CategorieVisiteurs;TypeDeJour;Volume
2017-06-13;Mardi;Zone FIMU;Duree4h;Resident;Periode normale;1758
2017-06-13;Mardi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;41
2017-06-13;Mardi;Zone FIMU;Duree4h;Touriste Français;Periode normale;755
2017-06-13;Mardi;Zone FIMU;Duree5h;Resident;Periode normale;1047
2017-06-13;Mardi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-13;Mardi;Zone FIMU;Duree5h;Touriste Français;Periode normale;630
2017-06-13;Mardi;Zone FIMU;Duree6h;Resident;Periode normale;1013
2017-06-13;Mardi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;44
2017-06-13;Mardi;Zone FIMU;Duree6h;Touriste Français;Periode normale;374
2017-06-13;Mardi;Zone FIMU;Duree7h;Resident;Periode normale;1208
2017-06-13;Mardi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;77
2017-06-13;Mardi;Zone FIMU;Duree7h;Touriste Français;Periode normale;318
2017-06-13;Mardi;Zone FIMU;Duree8h;Resident;Periode normale;894
2017-06-13;Mardi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-13;Mardi;Zone FIMU;Duree8h;Touriste Français;Periode normale;428
2017-06-13;Mardi;Zone FIMU;Duree9h;Resident;Periode normale;658
2017-06-13;Mardi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-13;Mardi;Zone FIMU;Duree9h;Touriste Français;Periode normale;255
2017-06-14;Mercredi;Zone FIMU;Duree10h;Resident;Periode normale;354
2017-06-14;Mercredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;275
2017-06-14;Mercredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2745
2017-06-14;Mercredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;29
2017-06-14;Mercredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;833
2017-06-14;Mercredi;Zone FIMU;Duree2h;Resident;Periode normale;2459
2017-06-14;Mercredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;32
2017-06-14;Mercredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1261
2017-06-14;Mercredi;Zone FIMU;Duree3h;Resident;Periode normale;3366
2017-06-14;Mercredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;91
2017-06-14;Mercredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1733
2017-06-14;Mercredi;Zone FIMU;Duree4h;Resident;Periode normale;1388
2017-06-14;Mercredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;29
2017-06-14;Mercredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;724
2017-06-14;Mercredi;Zone FIMU;Duree5h;Resident;Periode normale;1105
2017-06-14;Mercredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-14;Mercredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;664
2017-06-14;Mercredi;Zone FIMU;Duree6h;Resident;Periode normale;1073
2017-06-14;Mercredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-14;Mercredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;462
2017-06-14;Mercredi;Zone FIMU;Duree7h;Resident;Periode normale;1296
2017-06-14;Mercredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-14;Mercredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;534
2017-06-14;Mercredi;Zone FIMU;Duree8h;Resident;Periode normale;705
2017-06-14;Mercredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-14;Mercredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;198
2017-06-14;Mercredi;Zone FIMU;Duree9h;Resident;Periode normale;757
2017-06-14;Mercredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-14;Mercredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;189
2017-06-15;Jeudi;Zone FIMU;Duree10h;Resident;Periode normale;535
2017-06-15;Jeudi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Duree10h;Touriste Français;Periode normale;152
2017-06-15;Jeudi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2457
2017-06-15;Jeudi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;38
2017-06-15;Jeudi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;773
2017-06-15;Jeudi;Zone FIMU;Duree2h;Resident;Periode normale;2348
2017-06-15;Jeudi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;45
2017-06-15;Jeudi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1378
2017-06-15;Jeudi;Zone FIMU;Duree3h;Resident;Periode normale;3127
2017-06-15;Jeudi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;87
2017-06-15;Jeudi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1454
2017-06-15;Jeudi;Zone FIMU;Duree4h;Resident;Periode normale;1631
2017-06-15;Jeudi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;35
2017-06-15;Jeudi;Zone FIMU;Duree4h;Touriste Français;Periode normale;666
2017-06-15;Jeudi;Zone FIMU;Duree5h;Resident;Periode normale;1054
2017-06-15;Jeudi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Duree5h;Touriste Français;Periode normale;518
2017-06-15;Jeudi;Zone FIMU;Duree6h;Resident;Periode normale;833
2017-06-15;Jeudi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Duree6h;Touriste Français;Periode normale;477
2017-06-15;Jeudi;Zone FIMU;Duree7h;Resident;Periode normale;1629
2017-06-15;Jeudi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Duree7h;Touriste Français;Periode normale;475
2017-06-15;Jeudi;Zone FIMU;Duree8h;Resident;Periode normale;723
2017-06-15;Jeudi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Duree8h;Touriste Français;Periode normale;384
2017-06-15;Jeudi;Zone FIMU;Duree9h;Resident;Periode normale;529
2017-06-15;Jeudi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Duree9h;Touriste Français;Periode normale;271
2017-06-16;Vendredi;Zone FIMU;Duree10h;Resident;Periode normale;590
2017-06-16;Vendredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;146
2017-06-16;Vendredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2665
2017-06-16;Vendredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;33
2017-06-16;Vendredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;656
2017-06-16;Vendredi;Zone FIMU;Duree2h;Resident;Periode normale;2896
2017-06-16;Vendredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;278
2017-06-16;Vendredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1369
2017-06-16;Vendredi;Zone FIMU;Duree3h;Resident;Periode normale;3008
2017-06-16;Vendredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;101
2017-06-16;Vendredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1760
2017-06-16;Vendredi;Zone FIMU;Duree4h;Resident;Periode normale;1981
2017-06-16;Vendredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;128
2017-06-16;Vendredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;659
2017-06-16;Vendredi;Zone FIMU;Duree5h;Resident;Periode normale;1115
2017-06-16;Vendredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;99
2017-06-16;Vendredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;383
2017-06-16;Vendredi;Zone FIMU;Duree6h;Resident;Periode normale;1261
2017-06-16;Vendredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;95
2017-06-16;Vendredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;415
2017-06-16;Vendredi;Zone FIMU;Duree7h;Resident;Periode normale;1356
2017-06-16;Vendredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;79
2017-06-16;Vendredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;451
2017-06-16;Vendredi;Zone FIMU;Duree8h;Resident;Periode normale;691
2017-06-16;Vendredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;293
2017-06-16;Vendredi;Zone FIMU;Duree9h;Resident;Periode normale;755
2017-06-16;Vendredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;235
2017-06-17;Samedi;Zone FIMU;Duree10h;Resident;Periode normale;419
2017-06-17;Samedi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-17;Samedi;Zone FIMU;Duree10h;Touriste Français;Periode normale;83
2017-06-17;Samedi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2618
2017-06-17;Samedi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;47
2017-06-17;Samedi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;872
2017-06-17;Samedi;Zone FIMU;Duree2h;Resident;Periode normale;1816
2017-06-17;Samedi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;41
2017-06-17;Samedi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1089
2017-06-17;Samedi;Zone FIMU;Duree3h;Resident;Periode normale;3097
2017-06-17;Samedi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;110
2017-06-17;Samedi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1314
2017-06-17;Samedi;Zone FIMU;Duree4h;Resident;Periode normale;1005
2017-06-17;Samedi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-06-17;Samedi;Zone FIMU;Duree4h;Touriste Français;Periode normale;823
2017-06-17;Samedi;Zone FIMU;Duree5h;Resident;Periode normale;896
2017-06-17;Samedi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;28
2017-06-17;Samedi;Zone FIMU;Duree5h;Touriste Français;Periode normale;370
2017-06-17;Samedi;Zone FIMU;Duree6h;Resident;Periode normale;520
2017-06-17;Samedi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-17;Samedi;Zone FIMU;Duree6h;Touriste Français;Periode normale;376
2017-06-17;Samedi;Zone FIMU;Duree7h;Resident;Periode normale;974
2017-06-17;Samedi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;22
2017-06-17;Samedi;Zone FIMU;Duree7h;Touriste Français;Periode normale;389
2017-06-17;Samedi;Zone FIMU;Duree8h;Resident;Periode normale;480
2017-06-17;Samedi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-17;Samedi;Zone FIMU;Duree8h;Touriste Français;Periode normale;327
2017-06-17;Samedi;Zone FIMU;Duree9h;Resident;Periode normale;518
2017-06-17;Samedi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-17;Samedi;Zone FIMU;Duree9h;Touriste Français;Periode normale;193
2017-06-18;Dimanche;Zone FIMU;Duree10h;Resident;Periode normale;306
2017-06-18;Dimanche;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;Duree10h;Touriste Français;Periode normale;87
2017-06-18;Dimanche;Zone FIMU;Duree10h-18h;Resident;Periode normale;2688
2017-06-18;Dimanche;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;224
2017-06-18;Dimanche;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;596
2017-06-18;Dimanche;Zone FIMU;Duree2h;Resident;Periode normale;1177
2017-06-18;Dimanche;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;79
2017-06-18;Dimanche;Zone FIMU;Duree2h;Touriste Français;Periode normale;442
2017-06-18;Dimanche;Zone FIMU;Duree3h;Resident;Periode normale;2110
2017-06-18;Dimanche;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;142
2017-06-18;Dimanche;Zone FIMU;Duree3h;Touriste Français;Periode normale;813
2017-06-18;Dimanche;Zone FIMU;Duree4h;Resident;Periode normale;920
2017-06-18;Dimanche;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;38
2017-06-18;Dimanche;Zone FIMU;Duree4h;Touriste Français;Periode normale;202
2017-06-18;Dimanche;Zone FIMU;Duree5h;Resident;Periode normale;555
2017-06-18;Dimanche;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;Duree5h;Touriste Français;Periode normale;273
2017-06-18;Dimanche;Zone FIMU;Duree6h;Resident;Periode normale;519
2017-06-18;Dimanche;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;Duree6h;Touriste Français;Periode normale;74
2017-06-18;Dimanche;Zone FIMU;Duree7h;Resident;Periode normale;593
2017-06-18;Dimanche;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;49
2017-06-18;Dimanche;Zone FIMU;Duree7h;Touriste Français;Periode normale;241
2017-06-18;Dimanche;Zone FIMU;Duree8h;Resident;Periode normale;371
2017-06-18;Dimanche;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;Duree8h;Touriste Français;Periode normale;177
2017-06-18;Dimanche;Zone FIMU;Duree9h;Resident;Periode normale;294
2017-06-18;Dimanche;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;Duree9h;Touriste Français;Periode normale;48
2017-06-19;Lundi;Zone FIMU;Duree10h;Resident;Periode normale;402
2017-06-19;Lundi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;24
2017-06-19;Lundi;Zone FIMU;Duree10h;Touriste Français;Periode normale;70
2017-06-19;Lundi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2617
2017-06-19;Lundi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;47
2017-06-19;Lundi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;698
2017-06-19;Lundi;Zone FIMU;Duree2h;Resident;Periode normale;1719
2017-06-19;Lundi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;21
2017-06-19;Lundi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1196
2017-06-19;Lundi;Zone FIMU;Duree3h;Resident;Periode normale;2672
2017-06-19;Lundi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;62
2017-06-19;Lundi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1505
2017-06-19;Lundi;Zone FIMU;Duree4h;Resident;Periode normale;1214
2017-06-19;Lundi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;32
2017-06-19;Lundi;Zone FIMU;Duree4h;Touriste Français;Periode normale;722
2017-06-19;Lundi;Zone FIMU;Duree5h;Resident;Periode normale;904
2017-06-19;Lundi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-19;Lundi;Zone FIMU;Duree5h;Touriste Français;Periode normale;523
2017-06-19;Lundi;Zone FIMU;Duree6h;Resident;Periode normale;1073
2017-06-19;Lundi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;57
2017-06-19;Lundi;Zone FIMU;Duree6h;Touriste Français;Periode normale;259
2017-06-19;Lundi;Zone FIMU;Duree7h;Resident;Periode normale;1012
2017-06-19;Lundi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-19;Lundi;Zone FIMU;Duree7h;Touriste Français;Periode normale;450
2017-06-19;Lundi;Zone FIMU;Duree8h;Resident;Periode normale;622
2017-06-19;Lundi;Zone FIMU;Duree8h;Touriste Français;Periode normale;320
2017-06-19;Lundi;Zone FIMU;Duree9h;Resident;Periode normale;543
2017-06-19;Lundi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-19;Lundi;Zone FIMU;Duree9h;Touriste Français;Periode normale;262
2017-06-20;Mardi;Zone FIMU;Duree10h;Resident;Periode normale;588
2017-06-20;Mardi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;29
2017-06-20;Mardi;Zone FIMU;Duree10h;Touriste Français;Periode normale;154
2017-06-20;Mardi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2461
2017-06-20;Mardi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;35
2017-06-20;Mardi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;748
2017-06-20;Mardi;Zone FIMU;Duree2h;Resident;Periode normale;2017
2017-06-20;Mardi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;36
2017-06-20;Mardi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1434
2017-06-20;Mardi;Zone FIMU;Duree3h;Resident;Periode normale;3015
2017-06-20;Mardi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;67
2017-06-20;Mardi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1455
2017-06-20;Mardi;Zone FIMU;Duree4h;Resident;Periode normale;1461
2017-06-20;Mardi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;41
2017-06-20;Mardi;Zone FIMU;Duree4h;Touriste Français;Periode normale;850
2017-06-20;Mardi;Zone FIMU;Duree5h;Resident;Periode normale;1003
2017-06-20;Mardi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;85
2017-06-20;Mardi;Zone FIMU;Duree5h;Touriste Français;Periode normale;488
2017-06-20;Mardi;Zone FIMU;Duree6h;Resident;Periode normale;638
2017-06-20;Mardi;Zone FIMU;Duree6h;Touriste Français;Periode normale;477
2017-06-20;Mardi;Zone FIMU;Duree7h;Resident;Periode normale;1192
2017-06-20;Mardi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;66
2017-06-20;Mardi;Zone FIMU;Duree7h;Touriste Français;Periode normale;460
2017-06-20;Mardi;Zone FIMU;Duree8h;Resident;Periode normale;865
2017-06-20;Mardi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;53
2017-06-20;Mardi;Zone FIMU;Duree8h;Touriste Français;Periode normale;342
2017-06-20;Mardi;Zone FIMU;Duree9h;Resident;Periode normale;607
2017-06-20;Mardi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-06-20;Mardi;Zone FIMU;Duree9h;Touriste Français;Periode normale;172
2017-06-21;Mercredi;Zone FIMU;Duree10h;Resident;Periode normale;616
2017-06-21;Mercredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-21;Mercredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;208
2017-06-21;Mercredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2631
2017-06-21;Mercredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;45
2017-06-21;Mercredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;678
2017-06-21;Mercredi;Zone FIMU;Duree2h;Resident;Periode normale;2348
2017-06-21;Mercredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;#
2017-06-21;Mercredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1677
2017-06-21;Mercredi;Zone FIMU;Duree3h;Resident;Periode normale;3358
2017-06-21;Mercredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;57
2017-06-21;Mercredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1869
2017-06-21;Mercredi;Zone FIMU;Duree4h;Resident;Periode normale;1612
2017-06-21;Mercredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;25
2017-06-21;Mercredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;754
2017-06-21;Mercredi;Zone FIMU;Duree5h;Resident;Periode normale;1229
2017-06-21;Mercredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-21;Mercredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;520
2017-06-21;Mercredi;Zone FIMU;Duree6h;Resident;Periode normale;919
2017-06-21;Mercredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-21;Mercredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;474
2017-06-21;Mercredi;Zone FIMU;Duree7h;Resident;Periode normale;1186
2017-06-21;Mercredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;26
2017-06-21;Mercredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;521
2017-06-21;Mercredi;Zone FIMU;Duree8h;Resident;Periode normale;549
2017-06-21;Mercredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-06-21;Mercredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;338
2017-06-21;Mercredi;Zone FIMU;Duree9h;Resident;Periode normale;674
2017-06-21;Mercredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;167
2017-06-22;Jeudi;Zone FIMU;Duree10h;Resident;Periode normale;398
2017-06-22;Jeudi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-06-22;Jeudi;Zone FIMU;Duree10h;Touriste Français;Periode normale;#
2017-06-22;Jeudi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2170
2017-06-22;Jeudi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;36
2017-06-22;Jeudi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;655
2017-06-22;Jeudi;Zone FIMU;Duree2h;Resident;Periode normale;2204
2017-06-22;Jeudi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;150
2017-06-22;Jeudi;Zone FIMU;Duree2h;Touriste Français;Periode normale;687
2017-06-22;Jeudi;Zone FIMU;Duree3h;Resident;Periode normale;2402
2017-06-22;Jeudi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;84
2017-06-22;Jeudi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1824
2017-06-22;Jeudi;Zone FIMU;Duree4h;Resident;Periode normale;1328
2017-06-22;Jeudi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;118
2017-06-22;Jeudi;Zone FIMU;Duree4h;Touriste Français;Periode normale;534
2017-06-22;Jeudi;Zone FIMU;Duree5h;Resident;Periode normale;1142
2017-06-22;Jeudi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;81
2017-06-22;Jeudi;Zone FIMU;Duree5h;Touriste Français;Periode normale;413
2017-06-22;Jeudi;Zone FIMU;Duree6h;Resident;Periode normale;1119
2017-06-22;Jeudi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;89
2017-06-22;Jeudi;Zone FIMU;Duree6h;Touriste Français;Periode normale;249
2017-06-22;Jeudi;Zone FIMU;Duree7h;Resident;Periode normale;1008
2017-06-22;Jeudi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-22;Jeudi;Zone FIMU;Duree7h;Touriste Français;Periode normale;588
2017-06-22;Jeudi;Zone FIMU;Duree8h;Resident;Periode normale;822
2017-06-22;Jeudi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;21
2017-06-22;Jeudi;Zone FIMU;Duree8h;Touriste Français;Periode normale;234
2017-06-22;Jeudi;Zone FIMU;Duree9h;Resident;Periode normale;794
2017-06-22;Jeudi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;39
2017-06-22;Jeudi;Zone FIMU;Duree9h;Touriste Français;Periode normale;296
2017-06-23;Vendredi;Zone FIMU;Duree10h;Resident;Periode normale;#
2017-06-23;Vendredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;#
2017-06-23;Vendredi;Zone FIMU;Duree2h;Resident;Periode normale;1191
2017-06-23;Vendredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;#
2017-06-23;Vendredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1038
2017-06-23;Vendredi;Zone FIMU;Duree3h;Resident;Periode normale;2438
2017-06-23;Vendredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;64
2017-06-23;Vendredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1575
2017-06-23;Vendredi;Zone FIMU;Duree4h;Resident;Periode normale;1395
2017-06-23;Vendredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;26
2017-06-23;Vendredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;572
2017-06-23;Vendredi;Zone FIMU;Duree5h;Resident;Periode normale;818
2017-06-23;Vendredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-06-23;Vendredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;446
2017-06-23;Vendredi;Zone FIMU;Duree6h;Resident;Periode normale;771
2017-06-23;Vendredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-06-23;Vendredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;299
2017-06-23;Vendredi;Zone FIMU;Duree7h;Resident;Periode normale;1688
2017-06-23;Vendredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-06-23;Vendredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;458
2017-06-23;Vendredi;Zone FIMU;Duree8h;Resident;Periode normale;913
2017-06-23;Vendredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;26
2017-06-23;Vendredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;404
2017-06-23;Vendredi;Zone FIMU;Duree9h;Resident;Periode normale;1002
2017-06-23;Vendredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;22
2017-06-23;Vendredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;524
