Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;CategorieVisiteurs;TypeDeJour;Volume
2017-05-22;Lundi;07:00:00;Zone FIMU;Present;Resident;Periode normale;4447
2017-05-22;Lundi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1162
2017-05-22;Lundi;07:30:00;Zone FIMU;Present;Resident;Periode normale;4886
2017-05-22;Lundi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2222
2017-05-22;Lundi;08:00:00;Zone FIMU;Present;Resident;Periode normale;11531
2017-05-22;Lundi;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;120
2017-05-22;Lundi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1494
2017-05-22;Lundi;08:30:00;Zone FIMU;Present;Resident;Periode normale;7300
2017-05-22;Lundi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;30
2017-05-22;Lundi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1561
2017-05-22;Lundi;09:00:00;Zone FIMU;Present;Resident;Periode normale;7772
2017-05-22;Lundi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1475
2017-05-22;Lundi;09:30:00;Zone FIMU;Present;Resident;Periode normale;7936
2017-05-22;Lundi;09:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;80
2017-05-22;Lundi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2093
2017-05-22;Lundi;10:00:00;Zone FIMU;Present;Resident;Periode normale;9086
2017-05-22;Lundi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;63
2017-05-22;Lundi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1370
2017-05-22;Lundi;10:30:00;Zone FIMU;Present;Resident;Periode normale;8739
2017-05-22;Lundi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;126
2017-05-22;Lundi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1710
2017-05-22;Lundi;11:00:00;Zone FIMU;Present;Resident;Periode normale;9028
2017-05-22;Lundi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2055
2017-05-22;Lundi;11:30:00;Zone FIMU;Present;Resident;Periode normale;7250
2017-05-22;Lundi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;40
2017-05-22;Lundi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2546
2017-05-22;Lundi;12:00:00;Zone FIMU;Present;Resident;Periode normale;7427
2017-05-22;Lundi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;115
2017-05-22;Lundi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2523
2017-05-22;Lundi;12:30:00;Zone FIMU;Present;Resident;Periode normale;8310
2017-05-22;Lundi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;115
2017-05-22;Lundi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2114
2017-05-22;Lundi;13:00:00;Zone FIMU;Present;Resident;Periode normale;7270
2017-05-22;Lundi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;79
2017-05-22;Lundi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3212
2017-05-22;Lundi;13:30:00;Zone FIMU;Present;Resident;Periode normale;7527
2017-05-22;Lundi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2260
2017-05-22;Lundi;14:00:00;Zone FIMU;Present;Resident;Periode normale;8181
2017-05-22;Lundi;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;102
2017-05-22;Lundi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2840
2017-05-22;Lundi;14:30:00;Zone FIMU;Present;Resident;Periode normale;8315
2017-05-22;Lundi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;42
2017-05-22;Lundi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4242
2017-05-22;Lundi;15:00:00;Zone FIMU;Present;Resident;Periode normale;8079
2017-05-22;Lundi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;149
2017-05-22;Lundi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2545
2017-05-22;Lundi;15:30:00;Zone FIMU;Present;Resident;Periode normale;8895
2017-05-22;Lundi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;63
2017-05-22;Lundi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2826
2017-05-22;Lundi;16:00:00;Zone FIMU;Present;Resident;Periode normale;8715
2017-05-22;Lundi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;126
2017-05-22;Lundi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3022
2017-05-22;Lundi;16:30:00;Zone FIMU;Present;Resident;Periode normale;10433
2017-05-22;Lundi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;121
2017-05-22;Lundi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2424
2017-05-22;Lundi;17:00:00;Zone FIMU;Present;Resident;Periode normale;10552
2017-05-22;Lundi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;114
2017-05-22;Lundi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3302
2017-05-22;Lundi;17:30:00;Zone FIMU;Present;Resident;Periode normale;10188
2017-05-22;Lundi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2894
2017-05-22;Lundi;18:00:00;Zone FIMU;Present;Resident;Periode normale;10267
2017-05-22;Lundi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3241
2017-05-22;Lundi;18:30:00;Zone FIMU;Present;Resident;Periode normale;9662
2017-05-22;Lundi;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;32
2017-05-22;Lundi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2610
2017-05-22;Lundi;19:00:00;Zone FIMU;Present;Resident;Periode normale;7259
2017-05-22;Lundi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;102
2017-05-22;Lundi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2976
2017-05-22;Lundi;19:30:00;Zone FIMU;Present;Resident;Periode normale;7214
2017-05-22;Lundi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3285
2017-05-22;Lundi;20:00:00;Zone FIMU;Present;Resident;Periode normale;6454
2017-05-22;Lundi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3206
2017-05-22;Lundi;20:30:00;Zone FIMU;Present;Resident;Periode normale;8143
2017-05-22;Lundi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;37
2017-05-22;Lundi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2855
2017-05-22;Lundi;21:00:00;Zone FIMU;Present;Resident;Periode normale;7893
2017-05-22;Lundi;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;37
2017-05-22;Lundi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2331
2017-05-22;Lundi;21:30:00;Zone FIMU;Present;Resident;Periode normale;6436
2017-05-22;Lundi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;37
2017-05-22;Lundi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2775
2017-05-22;Lundi;22:00:00;Zone FIMU;Present;Resident;Periode normale;7704
2017-05-22;Lundi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;252
2017-05-22;Lundi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3612
2017-05-22;Lundi;22:30:00;Zone FIMU;Present;Resident;Periode normale;6548
2017-05-22;Lundi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4624
2017-05-22;Lundi;23:00:00;Zone FIMU;Present;Resident;Periode normale;5107
2017-05-22;Lundi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;23
2017-05-22;Lundi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2668
2017-05-22;Lundi;23:30:00;Zone FIMU;Present;Resident;Periode normale;4571
2017-05-22;Lundi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1589
2017-05-23;Mardi;00:00:00;Zone FIMU;Present;Resident;Periode normale;2435
2017-05-23;Mardi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;984
2017-05-23;Mardi;00:30:00;Zone FIMU;Present;Resident;Periode normale;1994
2017-05-23;Mardi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;166
2017-05-23;Mardi;01:00:00;Zone FIMU;Present;Resident;Periode normale;662
2017-05-23;Mardi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;332
2017-05-23;Mardi;01:30:00;Zone FIMU;Present;Resident;Periode normale;931
2017-05-23;Mardi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;166
2017-05-23;Mardi;02:00:00;Zone FIMU;Present;Resident;Periode normale;613
2017-05-23;Mardi;02:30:00;Zone FIMU;Present;Resident;Periode normale;485
2017-05-23;Mardi;03:00:00;Zone FIMU;Present;Resident;Periode normale;425
2017-05-23;Mardi;03:30:00;Zone FIMU;Present;Resident;Periode normale;662
2017-05-23;Mardi;03:30:00;Zone FIMU;Present;Touriste Français;Periode normale;166
2017-05-23;Mardi;04:00:00;Zone FIMU;Present;Touriste Français;Periode normale;376
2017-05-23;Mardi;04:30:00;Zone FIMU;Present;Resident;Periode normale;237
2017-05-23;Mardi;04:30:00;Zone FIMU;Present;Touriste Français;Periode normale;166
2017-05-23;Mardi;05:30:00;Zone FIMU;Present;Resident;Periode normale;613
2017-05-23;Mardi;06:00:00;Zone FIMU;Present;Resident;Periode normale;877
2017-05-23;Mardi;06:30:00;Zone FIMU;Present;Resident;Periode normale;2354
2017-05-23;Mardi;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;347
2017-05-23;Mardi;07:00:00;Zone FIMU;Present;Resident;Periode normale;3130
2017-05-23;Mardi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;845
2017-05-23;Mardi;07:30:00;Zone FIMU;Present;Resident;Periode normale;5478
2017-05-23;Mardi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;56
2017-05-23;Mardi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1423
2017-05-23;Mardi;08:00:00;Zone FIMU;Present;Resident;Periode normale;6990
2017-05-23;Mardi;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;134
2017-05-23;Mardi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1726
2017-05-23;Mardi;08:30:00;Zone FIMU;Present;Resident;Periode normale;7710
2017-05-23;Mardi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;69
2017-05-23;Mardi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1175
2017-05-23;Mardi;09:00:00;Zone FIMU;Present;Resident;Periode normale;7963
2017-05-23;Mardi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1675
2017-05-23;Mardi;09:30:00;Zone FIMU;Present;Resident;Periode normale;9249
2017-05-23;Mardi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1713
2017-05-23;Mardi;10:00:00;Zone FIMU;Present;Resident;Periode normale;9321
2017-05-23;Mardi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;103
2017-05-23;Mardi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1556
2017-05-23;Mardi;10:30:00;Zone FIMU;Present;Resident;Periode normale;10882
2017-05-23;Mardi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2319
2017-05-23;Mardi;11:00:00;Zone FIMU;Present;Resident;Periode normale;9553
2017-05-23;Mardi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1962
2017-05-23;Mardi;11:30:00;Zone FIMU;Present;Resident;Periode normale;10480
2017-05-23;Mardi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2681
2017-05-23;Mardi;12:00:00;Zone FIMU;Present;Resident;Periode normale;9970
2017-05-23;Mardi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;242
2017-05-23;Mardi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3492
2017-05-23;Mardi;12:30:00;Zone FIMU;Present;Resident;Periode normale;10442
2017-05-23;Mardi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;169
2017-05-23;Mardi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3006
2017-05-23;Mardi;13:00:00;Zone FIMU;Present;Resident;Periode normale;8766
2017-05-23;Mardi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;37
2017-05-23;Mardi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3048
2017-05-23;Mardi;13:30:00;Zone FIMU;Present;Resident;Periode normale;8961
2017-05-23;Mardi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4017
2017-05-23;Mardi;14:00:00;Zone FIMU;Present;Resident;Periode normale;10320
2017-05-23;Mardi;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;80
2017-05-23;Mardi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2751
2017-05-23;Mardi;14:30:00;Zone FIMU;Present;Resident;Periode normale;8190
2017-05-23;Mardi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;71
2017-05-23;Mardi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2381
2017-05-23;Mardi;15:00:00;Zone FIMU;Present;Resident;Periode normale;8820
2017-05-23;Mardi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;88
2017-05-23;Mardi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2349
2017-05-23;Mardi;15:30:00;Zone FIMU;Present;Resident;Periode normale;10761
2017-05-23;Mardi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;104
2017-05-23;Mardi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2313
2017-05-23;Mardi;16:00:00;Zone FIMU;Present;Resident;Periode normale;8143
2017-05-23;Mardi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;238
2017-05-23;Mardi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3148
2017-05-23;Mardi;16:30:00;Zone FIMU;Present;Resident;Periode normale;10044
2017-05-23;Mardi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;126
2017-05-23;Mardi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2413
2017-05-23;Mardi;17:00:00;Zone FIMU;Present;Resident;Periode normale;9950
2017-05-23;Mardi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;37
2017-05-23;Mardi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2848
2017-05-23;Mardi;17:30:00;Zone FIMU;Present;Resident;Periode normale;11502
2017-05-23;Mardi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;56
2017-05-23;Mardi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3433
2017-05-23;Mardi;18:00:00;Zone FIMU;Present;Resident;Periode normale;8789
2017-05-23;Mardi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;104
2017-05-23;Mardi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2218
2017-05-23;Mardi;18:30:00;Zone FIMU;Present;Resident;Periode normale;8545
2017-05-23;Mardi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2514
2017-05-23;Mardi;19:00:00;Zone FIMU;Present;Resident;Periode normale;8000
2017-05-23;Mardi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3633
2017-05-23;Mardi;19:30:00;Zone FIMU;Present;Resident;Periode normale;8407
2017-05-23;Mardi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;56
2017-05-23;Mardi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3500
2017-05-23;Mardi;20:00:00;Zone FIMU;Present;Resident;Periode normale;8149
2017-05-23;Mardi;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;160
2017-05-23;Mardi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3337
2017-05-23;Mardi;20:30:00;Zone FIMU;Present;Resident;Periode normale;8359
2017-05-23;Mardi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;47
2017-05-23;Mardi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3476
2017-05-23;Mardi;21:00:00;Zone FIMU;Present;Resident;Periode normale;10806
2017-05-23;Mardi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2835
2017-05-23;Mardi;21:30:00;Zone FIMU;Present;Resident;Periode normale;3641
2017-05-23;Mardi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1845
2017-05-23;Mardi;22:00:00;Zone FIMU;Present;Resident;Periode normale;8955
2017-05-23;Mardi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2387
2017-05-23;Mardi;22:30:00;Zone FIMU;Present;Resident;Periode normale;7965
2017-05-23;Mardi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3275
2017-05-23;Mardi;23:00:00;Zone FIMU;Present;Resident;Periode normale;6413
2017-05-23;Mardi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2076
2017-05-23;Mardi;23:30:00;Zone FIMU;Present;Resident;Periode normale;4222
2017-05-23;Mardi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2500
2017-05-24;Mercredi;00:00:00;Zone FIMU;Present;Resident;Periode normale;3509
2017-05-24;Mercredi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;743
2017-05-24;Mercredi;00:30:00;Zone FIMU;Present;Resident;Periode normale;1071
2017-05-24;Mercredi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;493
2017-05-24;Mercredi;01:00:00;Zone FIMU;Present;Resident;Periode normale;822
2017-05-24;Mercredi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;402
2017-05-24;Mercredi;01:30:00;Zone FIMU;Present;Resident;Periode normale;298
2017-05-24;Mercredi;02:00:00;Zone FIMU;Present;Resident;Periode normale;1636
2017-05-24;Mercredi;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;230
2017-05-24;Mercredi;02:30:00;Zone FIMU;Present;Resident;Periode normale;2165
2017-05-24;Mercredi;03:00:00;Zone FIMU;Present;Resident;Periode normale;285
2017-05-24;Mercredi;03:00:00;Zone FIMU;Present;Touriste Français;Periode normale;199
2017-05-24;Mercredi;03:30:00;Zone FIMU;Present;Resident;Periode normale;895
2017-05-24;Mercredi;04:00:00;Zone FIMU;Present;Touriste Français;Periode normale;253
2017-05-24;Mercredi;04:30:00;Zone FIMU;Present;Resident;Periode normale;895
2017-05-24;Mercredi;04:30:00;Zone FIMU;Present;Touriste Français;Periode normale;452
2017-05-24;Mercredi;05:00:00;Zone FIMU;Present;Resident;Periode normale;298
2017-05-24;Mercredi;05:30:00;Zone FIMU;Present;Resident;Periode normale;576
2017-05-24;Mercredi;06:00:00;Zone FIMU;Present;Resident;Periode normale;2185
2017-05-24;Mercredi;06:30:00;Zone FIMU;Present;Resident;Periode normale;1935
2017-05-24;Mercredi;07:00:00;Zone FIMU;Present;Resident;Periode normale;3355
2017-05-24;Mercredi;07:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;214
2017-05-24;Mercredi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;880
2017-05-24;Mercredi;07:30:00;Zone FIMU;Present;Resident;Periode normale;7321
2017-05-24;Mercredi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1351
2017-05-24;Mercredi;08:00:00;Zone FIMU;Present;Resident;Periode normale;9850
2017-05-24;Mercredi;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;168
2017-05-24;Mercredi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1384
2017-05-24;Mercredi;08:30:00;Zone FIMU;Present;Resident;Periode normale;9257
2017-05-24;Mercredi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;135
2017-05-24;Mercredi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1300
2017-05-24;Mercredi;09:00:00;Zone FIMU;Present;Resident;Periode normale;9275
2017-05-24;Mercredi;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;142
2017-05-24;Mercredi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1588
2017-05-24;Mercredi;09:30:00;Zone FIMU;Present;Resident;Periode normale;9808
2017-05-24;Mercredi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;986
2017-05-24;Mercredi;10:00:00;Zone FIMU;Present;Resident;Periode normale;10186
2017-05-24;Mercredi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;47
2017-05-24;Mercredi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2468
2017-05-24;Mercredi;10:30:00;Zone FIMU;Present;Resident;Periode normale;11010
2017-05-24;Mercredi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;133
2017-05-24;Mercredi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2168
2017-05-24;Mercredi;11:00:00;Zone FIMU;Present;Resident;Periode normale;9124
2017-05-24;Mercredi;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;47
2017-05-24;Mercredi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2139
2017-05-24;Mercredi;11:30:00;Zone FIMU;Present;Resident;Periode normale;8439
2017-05-24;Mercredi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2302
2017-05-24;Mercredi;12:00:00;Zone FIMU;Present;Resident;Periode normale;9559
2017-05-24;Mercredi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2890
2017-05-24;Mercredi;12:30:00;Zone FIMU;Present;Resident;Periode normale;10477
2017-05-24;Mercredi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;56
2017-05-24;Mercredi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2900
2017-05-24;Mercredi;13:00:00;Zone FIMU;Present;Resident;Periode normale;7447
2017-05-24;Mercredi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;70
2017-05-24;Mercredi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3839
2017-05-24;Mercredi;13:30:00;Zone FIMU;Present;Resident;Periode normale;8278
2017-05-24;Mercredi;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;146
2017-05-24;Mercredi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2354
2017-05-24;Mercredi;14:00:00;Zone FIMU;Present;Resident;Periode normale;9995
2017-05-24;Mercredi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2383
2017-05-24;Mercredi;14:30:00;Zone FIMU;Present;Resident;Periode normale;10132
2017-05-24;Mercredi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;180
2017-05-24;Mercredi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2677
2017-05-24;Mercredi;15:00:00;Zone FIMU;Present;Resident;Periode normale;9393
2017-05-24;Mercredi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;33
2017-05-24;Mercredi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2511
2017-05-24;Mercredi;15:30:00;Zone FIMU;Present;Resident;Periode normale;9027
2017-05-24;Mercredi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;120
2017-05-24;Mercredi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2687
2017-05-24;Mercredi;16:00:00;Zone FIMU;Present;Resident;Periode normale;8766
2017-05-24;Mercredi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;47
2017-05-24;Mercredi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2866
2017-05-24;Mercredi;16:30:00;Zone FIMU;Present;Resident;Periode normale;11310
2017-05-24;Mercredi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;200
2017-05-24;Mercredi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2848
2017-05-24;Mercredi;17:00:00;Zone FIMU;Present;Resident;Periode normale;8963
2017-05-24;Mercredi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;104
2017-05-24;Mercredi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3006
2017-05-24;Mercredi;17:30:00;Zone FIMU;Present;Resident;Periode normale;9002
2017-05-24;Mercredi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;36
2017-05-24;Mercredi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2852
2017-05-24;Mercredi;18:00:00;Zone FIMU;Present;Resident;Periode normale;8065
2017-05-24;Mercredi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2788
2017-05-24;Mercredi;18:30:00;Zone FIMU;Present;Resident;Periode normale;7816
2017-05-24;Mercredi;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;161
2017-05-24;Mercredi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3062
2017-05-24;Mercredi;19:00:00;Zone FIMU;Present;Resident;Periode normale;6473
2017-05-24;Mercredi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;46
2017-05-24;Mercredi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2025
2017-05-24;Mercredi;19:30:00;Zone FIMU;Present;Resident;Periode normale;7062
2017-05-24;Mercredi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2207
2017-05-24;Mercredi;20:00:00;Zone FIMU;Present;Resident;Periode normale;7536
2017-05-24;Mercredi;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;177
2017-05-24;Mercredi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2319
2017-05-24;Mercredi;20:30:00;Zone FIMU;Present;Resident;Periode normale;6732
2017-05-24;Mercredi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;36
2017-05-24;Mercredi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2687
2017-05-24;Mercredi;21:00:00;Zone FIMU;Present;Resident;Periode normale;6902
2017-05-24;Mercredi;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;36
2017-05-24;Mercredi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2181
2017-05-24;Mercredi;21:30:00;Zone FIMU;Present;Resident;Periode normale;7175
2017-05-24;Mercredi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;138
2017-05-24;Mercredi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2589
2017-05-24;Mercredi;22:00:00;Zone FIMU;Present;Resident;Periode normale;7336
2017-05-24;Mercredi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;41
2017-05-24;Mercredi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2150
2017-05-24;Mercredi;22:30:00;Zone FIMU;Present;Resident;Periode normale;7408
2017-05-24;Mercredi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1200
2017-05-24;Mercredi;23:00:00;Zone FIMU;Present;Resident;Periode normale;7618
2017-05-24;Mercredi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;31
2017-05-24;Mercredi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4812
2017-05-24;Mercredi;23:30:00;Zone FIMU;Present;Resident;Periode normale;6377
2017-05-24;Mercredi;23:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;23
2017-05-24;Mercredi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2088
2017-05-25;Jeudi;00:00:00;Zone FIMU;Present;Resident;Periode normale;5202
2017-05-25;Jeudi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1263
2017-05-25;Jeudi;00:30:00;Zone FIMU;Present;Resident;Periode normale;4572
