Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;CategorieVisiteurs;TypeDeJour;Volume
2017-06-03;Samedi;23:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;9332
2017-06-03;Samedi;23:30:00;Zone FIMU;Present;Resident;Periode evenement;17031
2017-06-03;Samedi;23:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;465
2017-06-03;Samedi;23:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;7477
2017-06-04;Dimanche;00:00:00;Zone FIMU;Present;Resident;Periode evenement;12689
2017-06-04;Dimanche;00:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;333
2017-06-04;Dimanche;00:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;7325
2017-06-04;Dimanche;00:30:00;Zone FIMU;Present;Resident;Periode evenement;8188
2017-06-04;Dimanche;00:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;402
2017-06-04;Dimanche;00:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;9213
2017-06-04;Dimanche;01:00:00;Zone FIMU;Present;Resident;Periode evenement;8363
2017-06-04;Dimanche;01:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;79
2017-06-04;Dimanche;01:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;10441
2017-06-04;Dimanche;01:30:00;Zone FIMU;Present;Resident;Periode evenement;4194
2017-06-04;Dimanche;01:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4202
2017-06-04;Dimanche;02:00:00;Zone FIMU;Present;Resident;Periode evenement;2202
2017-06-04;Dimanche;02:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2505
2017-06-04;Dimanche;02:30:00;Zone FIMU;Present;Resident;Periode evenement;1542
2017-06-04;Dimanche;02:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;126
2017-06-04;Dimanche;02:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;981
2017-06-04;Dimanche;03:00:00;Zone FIMU;Present;Resident;Periode evenement;1508
2017-06-04;Dimanche;03:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;51
2017-06-04;Dimanche;03:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;659
2017-06-04;Dimanche;03:30:00;Zone FIMU;Present;Resident;Periode evenement;772
2017-06-04;Dimanche;03:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;982
2017-06-04;Dimanche;04:00:00;Zone FIMU;Present;Resident;Periode evenement;632
2017-06-04;Dimanche;04:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;246
2017-06-04;Dimanche;04:30:00;Zone FIMU;Present;Resident;Periode evenement;338
2017-06-04;Dimanche;04:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;302
2017-06-04;Dimanche;05:00:00;Zone FIMU;Present;Resident;Periode evenement;370
2017-06-04;Dimanche;05:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;890
2017-06-04;Dimanche;05:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;570
2017-06-04;Dimanche;06:00:00;Zone FIMU;Present;Resident;Periode evenement;622
2017-06-04;Dimanche;06:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;219
2017-06-04;Dimanche;06:30:00;Zone FIMU;Present;Resident;Periode evenement;718
2017-06-04;Dimanche;06:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;176
2017-06-04;Dimanche;06:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;705
2017-06-04;Dimanche;07:00:00;Zone FIMU;Present;Resident;Periode evenement;259
2017-06-04;Dimanche;07:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;45
2017-06-04;Dimanche;07:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1276
2017-06-04;Dimanche;07:30:00;Zone FIMU;Present;Resident;Periode evenement;1951
2017-06-04;Dimanche;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;54
2017-06-04;Dimanche;07:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1769
2017-06-04;Dimanche;08:00:00;Zone FIMU;Present;Resident;Periode evenement;2367
2017-06-04;Dimanche;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;90
2017-06-04;Dimanche;08:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2865
2017-06-04;Dimanche;08:30:00;Zone FIMU;Present;Resident;Periode evenement;6166
2017-06-04;Dimanche;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;167
2017-06-04;Dimanche;08:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;3249
2017-06-04;Dimanche;09:00:00;Zone FIMU;Present;Resident;Periode evenement;5991
2017-06-04;Dimanche;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;249
2017-06-04;Dimanche;09:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4941
2017-06-04;Dimanche;09:30:00;Zone FIMU;Present;Resident;Periode evenement;6757
2017-06-04;Dimanche;09:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;244
2017-06-04;Dimanche;09:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;3550
2017-06-04;Dimanche;10:00:00;Zone FIMU;Present;Resident;Periode evenement;7281
2017-06-04;Dimanche;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;52
2017-06-04;Dimanche;10:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4182
2017-06-04;Dimanche;10:30:00;Zone FIMU;Present;Resident;Periode evenement;6783
2017-06-04;Dimanche;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;151
2017-06-04;Dimanche;10:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4118
2017-06-04;Dimanche;11:00:00;Zone FIMU;Present;Resident;Periode evenement;4674
2017-06-04;Dimanche;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;227
2017-06-04;Dimanche;11:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4259
2017-06-04;Dimanche;11:30:00;Zone FIMU;Present;Resident;Periode evenement;6148
2017-06-04;Dimanche;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;372
2017-06-04;Dimanche;11:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4693
2017-06-04;Dimanche;12:00:00;Zone FIMU;Present;Resident;Periode evenement;6270
2017-06-04;Dimanche;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;116
2017-06-04;Dimanche;12:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4322
2017-06-04;Dimanche;12:30:00;Zone FIMU;Present;Resident;Periode evenement;6337
2017-06-04;Dimanche;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;275
2017-06-04;Dimanche;12:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;5022
2017-06-04;Dimanche;13:00:00;Zone FIMU;Present;Resident;Periode evenement;7118
2017-06-04;Dimanche;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;426
2017-06-04;Dimanche;13:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;5642
2017-06-04;Dimanche;13:30:00;Zone FIMU;Present;Resident;Periode evenement;5376
2017-06-04;Dimanche;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;332
2017-06-04;Dimanche;13:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;5236
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Resident;Periode evenement;6115
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;711
2017-06-04;Dimanche;14:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4642
2017-06-04;Dimanche;14:30:00;Zone FIMU;Present;Resident;Periode evenement;9324
2017-06-04;Dimanche;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;198
2017-06-04;Dimanche;14:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6053
2017-06-04;Dimanche;15:00:00;Zone FIMU;Present;Resident;Periode evenement;9584
2017-06-04;Dimanche;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;338
2017-06-04;Dimanche;15:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6230
2017-06-04;Dimanche;15:30:00;Zone FIMU;Present;Resident;Periode evenement;12980
2017-06-04;Dimanche;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;453
2017-06-04;Dimanche;15:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;8874
2017-06-04;Dimanche;16:00:00;Zone FIMU;Present;Resident;Periode evenement;10033
2017-06-04;Dimanche;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;611
2017-06-04;Dimanche;16:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;7647
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Resident;Periode evenement;13263
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;595
2017-06-04;Dimanche;16:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;9978
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Resident;Periode evenement;14376
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;554
2017-06-04;Dimanche;17:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;9268
2017-06-04;Dimanche;17:30:00;Zone FIMU;Present;Resident;Periode evenement;14543
2017-06-04;Dimanche;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;563
2017-06-04;Dimanche;17:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;10540
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Resident;Periode evenement;16525
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;351
2017-06-04;Dimanche;18:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;11844
2017-06-04;Dimanche;18:30:00;Zone FIMU;Present;Resident;Periode evenement;16636
2017-06-04;Dimanche;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;255
2017-06-04;Dimanche;18:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;11782
2017-06-04;Dimanche;19:00:00;Zone FIMU;Present;Resident;Periode evenement;15505
2017-06-04;Dimanche;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;308
2017-06-04;Dimanche;19:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;11565
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Resident;Periode evenement;15715
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;603
2017-06-04;Dimanche;19:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;11994
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Resident;Periode evenement;17685
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;452
2017-06-04;Dimanche;20:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;10829
2017-06-04;Dimanche;20:30:00;Zone FIMU;Present;Resident;Periode evenement;16171
2017-06-04;Dimanche;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;438
2017-06-04;Dimanche;20:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;11266
2017-06-04;Dimanche;21:00:00;Zone FIMU;Present;Resident;Periode evenement;13863
2017-06-04;Dimanche;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;237
2017-06-04;Dimanche;21:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;11699
2017-06-04;Dimanche;21:30:00;Zone FIMU;Present;Resident;Periode evenement;16806
2017-06-04;Dimanche;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;544
2017-06-04;Dimanche;21:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;13076
2017-06-04;Dimanche;22:00:00;Zone FIMU;Present;Resident;Periode evenement;20297
2017-06-04;Dimanche;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;417
2017-06-04;Dimanche;22:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;11512
2017-06-04;Dimanche;22:30:00;Zone FIMU;Present;Resident;Periode evenement;20206
2017-06-04;Dimanche;22:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;399
2017-06-04;Dimanche;22:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;11392
2017-06-04;Dimanche;23:00:00;Zone FIMU;Present;Resident;Periode evenement;19094
2017-06-04;Dimanche;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;343
2017-06-04;Dimanche;23:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;12030
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Resident;Periode evenement;18104
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;552
2017-06-04;Dimanche;23:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;12453
2017-06-05;Lundi;00:00:00;Zone FIMU;Present;Resident;Periode evenement;16540
2017-06-05;Lundi;00:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;385
2017-06-05;Lundi;00:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;11336
2017-06-05;Lundi;00:30:00;Zone FIMU;Present;Resident;Periode evenement;13705
2017-06-05;Lundi;00:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;292
2017-06-05;Lundi;00:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;8843
2017-06-05;Lundi;01:00:00;Zone FIMU;Present;Resident;Periode evenement;11287
2017-06-05;Lundi;01:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8771
2017-06-05;Lundi;01:30:00;Zone FIMU;Present;Resident;Periode evenement;5987
2017-06-05;Lundi;01:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;37
2017-06-05;Lundi;01:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4303
2017-06-05;Lundi;02:00:00;Zone FIMU;Present;Resident;Periode evenement;2778
2017-06-05;Lundi;02:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;3300
2017-06-05;Lundi;02:30:00;Zone FIMU;Present;Resident;Periode evenement;2874
2017-06-05;Lundi;02:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1499
2017-06-05;Lundi;03:00:00;Zone FIMU;Present;Resident;Periode evenement;2629
2017-06-05;Lundi;03:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1329
2017-06-05;Lundi;03:30:00;Zone FIMU;Present;Resident;Periode evenement;770
2017-06-05;Lundi;03:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;772
2017-06-05;Lundi;04:00:00;Zone FIMU;Present;Resident;Periode evenement;954
2017-06-05;Lundi;04:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;745
2017-06-05;Lundi;04:30:00;Zone FIMU;Present;Resident;Periode evenement;794
2017-06-05;Lundi;04:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;187
2017-06-05;Lundi;05:00:00;Zone FIMU;Present;Resident;Periode evenement;654
2017-06-05;Lundi;05:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;187
2017-06-05;Lundi;05:30:00;Zone FIMU;Present;Resident;Periode evenement;261
2017-06-05;Lundi;06:00:00;Zone FIMU;Present;Resident;Periode evenement;492
2017-06-05;Lundi;06:30:00;Zone FIMU;Present;Resident;Periode evenement;654
2017-06-05;Lundi;06:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;67
2017-06-05;Lundi;07:00:00;Zone FIMU;Present;Resident;Periode evenement;1015
2017-06-05;Lundi;07:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;270
2017-06-05;Lundi;07:30:00;Zone FIMU;Present;Resident;Periode evenement;1755
2017-06-05;Lundi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;07:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;696
2017-06-05;Lundi;08:00:00;Zone FIMU;Present;Resident;Periode evenement;2046
2017-06-05;Lundi;08:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1647
2017-06-05;Lundi;08:30:00;Zone FIMU;Present;Resident;Periode evenement;3817
2017-06-05;Lundi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;189
2017-06-05;Lundi;08:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;628
2017-06-05;Lundi;09:00:00;Zone FIMU;Present;Resident;Periode evenement;5633
2017-06-05;Lundi;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;09:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2510
2017-06-05;Lundi;09:30:00;Zone FIMU;Present;Resident;Periode evenement;5489
2017-06-05;Lundi;09:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;09:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1474
2017-06-05;Lundi;10:00:00;Zone FIMU;Present;Resident;Periode evenement;4936
2017-06-05;Lundi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;120
2017-06-05;Lundi;10:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;518
2017-06-05;Lundi;10:30:00;Zone FIMU;Present;Resident;Periode evenement;6817
2017-06-05;Lundi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;51
2017-06-05;Lundi;10:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2596
2017-06-05;Lundi;11:00:00;Zone FIMU;Present;Resident;Periode evenement;5645
2017-06-05;Lundi;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;167
2017-06-05;Lundi;11:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2197
2017-06-05;Lundi;11:30:00;Zone FIMU;Present;Resident;Periode evenement;7201
2017-06-05;Lundi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;211
2017-06-05;Lundi;11:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1598
2017-06-05;Lundi;12:00:00;Zone FIMU;Present;Resident;Periode evenement;7725
2017-06-05;Lundi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;210
2017-06-05;Lundi;12:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;3277
2017-06-05;Lundi;12:30:00;Zone FIMU;Present;Resident;Periode evenement;7176
2017-06-05;Lundi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;193
2017-06-05;Lundi;12:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2358
2017-06-05;Lundi;13:00:00;Zone FIMU;Present;Resident;Periode evenement;7567
2017-06-05;Lundi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;214
2017-06-05;Lundi;13:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;3562
2017-06-05;Lundi;13:30:00;Zone FIMU;Present;Resident;Periode evenement;5647
2017-06-05;Lundi;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;284
2017-06-05;Lundi;13:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2883
2017-06-05;Lundi;14:00:00;Zone FIMU;Present;Resident;Periode evenement;9000
2017-06-05;Lundi;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;138
2017-06-05;Lundi;14:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;3766
2017-06-05;Lundi;14:30:00;Zone FIMU;Present;Resident;Periode evenement;9143
2017-06-05;Lundi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;211
2017-06-05;Lundi;14:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;5615
2017-06-05;Lundi;15:00:00;Zone FIMU;Present;Resident;Periode evenement;9581
2017-06-05;Lundi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;163
2017-06-05;Lundi;15:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;5780
2017-06-05;Lundi;15:30:00;Zone FIMU;Present;Resident;Periode evenement;12653
2017-06-05;Lundi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;248
2017-06-05;Lundi;15:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;7325
2017-06-05;Lundi;16:00:00;Zone FIMU;Present;Resident;Periode evenement;13393
2017-06-05;Lundi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;280
2017-06-05;Lundi;16:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;7044
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Resident;Periode evenement;12727
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;379
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6661
2017-06-05;Lundi;17:00:00;Zone FIMU;Present;Resident;Periode evenement;13761
2017-06-05;Lundi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;104
2017-06-05;Lundi;17:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;7215
2017-06-05;Lundi;17:30:00;Zone FIMU;Present;Resident;Periode evenement;11667
2017-06-05;Lundi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;215
2017-06-05;Lundi;17:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;5971
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Resident;Periode evenement;11274
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;602
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6969
2017-06-05;Lundi;18:30:00;Zone FIMU;Present;Resident;Periode evenement;12259
2017-06-05;Lundi;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;303
2017-06-05;Lundi;18:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6980
2017-06-05;Lundi;19:00:00;Zone FIMU;Present;Resident;Periode evenement;12169
2017-06-05;Lundi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;81
2017-06-05;Lundi;19:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6635
2017-06-05;Lundi;19:30:00;Zone FIMU;Present;Resident;Periode evenement;11261
2017-06-05;Lundi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;363
2017-06-05;Lundi;19:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;7345
2017-06-05;Lundi;20:00:00;Zone FIMU;Present;Resident;Periode evenement;10376
2017-06-05;Lundi;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;467
2017-06-05;Lundi;20:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6552
2017-06-05;Lundi;20:30:00;Zone FIMU;Present;Resident;Periode evenement;10192
2017-06-05;Lundi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;84
2017-06-05;Lundi;20:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;5205
2017-06-05;Lundi;21:00:00;Zone FIMU;Present;Resident;Periode evenement;9202
2017-06-05;Lundi;21:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4957
2017-06-05;Lundi;21:30:00;Zone FIMU;Present;Resident;Periode evenement;7941
2017-06-05;Lundi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;84
2017-06-05;Lundi;21:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;3259
2017-06-05;Lundi;22:00:00;Zone FIMU;Present;Resident;Periode evenement;7884
2017-06-05;Lundi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;134
2017-06-05;Lundi;22:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2884
2017-06-05;Lundi;22:30:00;Zone FIMU;Present;Resident;Periode evenement;7256
2017-06-05;Lundi;22:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;218
2017-06-05;Lundi;22:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;3257
2017-06-05;Lundi;23:00:00;Zone FIMU;Present;Resident;Periode evenement;8755
2017-06-05;Lundi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;44
2017-06-05;Lundi;23:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2035
2017-06-05;Lundi;23:30:00;Zone FIMU;Present;Resident;Periode evenement;4892
2017-06-05;Lundi;23:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;59
2017-06-05;Lundi;23:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1406
2017-06-06;Mardi;00:00:00;Zone FIMU;Present;Resident;Periode normale;3984
2017-06-06;Mardi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1151
2017-06-06;Mardi;00:30:00;Zone FIMU;Present;Resident;Periode normale;2680
2017-06-06;Mardi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;593
2017-06-06;Mardi;01:00:00;Zone FIMU;Present;Resident;Periode normale;1401
2017-06-06;Mardi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;130
2017-06-06;Mardi;01:30:00;Zone FIMU;Present;Resident;Periode normale;991
2017-06-06;Mardi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;944
2017-06-06;Mardi;02:00:00;Zone FIMU;Present;Resident;Periode normale;1672
2017-06-06;Mardi;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;540
2017-06-06;Mardi;02:30:00;Zone FIMU;Present;Resident;Periode normale;1115
2017-06-06;Mardi;02:30:00;Zone FIMU;Present;Touriste Français;Periode normale;129
2017-06-06;Mardi;03:00:00;Zone FIMU;Present;Resident;Periode normale;338
2017-06-06;Mardi;04:00:00;Zone FIMU;Present;Resident;Periode normale;578
2017-06-06;Mardi;04:30:00;Zone FIMU;Present;Resident;Periode normale;315
2017-06-06;Mardi;05:00:00;Zone FIMU;Present;Resident;Periode normale;338
2017-06-06;Mardi;05:30:00;Zone FIMU;Present;Resident;Periode normale;338
2017-06-06;Mardi;06:00:00;Zone FIMU;Present;Resident;Periode normale;1869
2017-06-06;Mardi;06:00:00;Zone FIMU;Present;Touriste Français;Periode normale;142
2017-06-06;Mardi;06:30:00;Zone FIMU;Present;Resident;Periode normale;1652
2017-06-06;Mardi;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;444
2017-06-06;Mardi;07:00:00;Zone FIMU;Present;Resident;Periode normale;3808
2017-06-06;Mardi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1106
2017-06-06;Mardi;07:30:00;Zone FIMU;Present;Resident;Periode normale;8798
2017-06-06;Mardi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1073
2017-06-06;Mardi;08:00:00;Zone FIMU;Present;Resident;Periode normale;8141
2017-06-06;Mardi;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;95
2017-06-06;Mardi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3047
2017-06-06;Mardi;08:30:00;Zone FIMU;Present;Resident;Periode normale;7662
2017-06-06;Mardi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2303
2017-06-06;Mardi;09:00:00;Zone FIMU;Present;Resident;Periode normale;9182
2017-06-06;Mardi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1610
2017-06-06;Mardi;09:30:00;Zone FIMU;Present;Resident;Periode normale;9808
2017-06-06;Mardi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1961
2017-06-06;Mardi;10:00:00;Zone FIMU;Present;Resident;Periode normale;7890
2017-06-06;Mardi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;52
2017-06-06;Mardi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1490
2017-06-06;Mardi;10:30:00;Zone FIMU;Present;Resident;Periode normale;10303
2017-06-06;Mardi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;96
2017-06-06;Mardi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1535
