Date;JourDeLaSemaine;ZoneAnalyse;Nationalite;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;774
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;894
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;1050
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1177
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1271
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1362
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1671
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;2235
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;2497
2017-06-15;Jeudi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;2654
2017-06-15;Jeudi;Zone FIMU;Français;Resident;01 jours;Periode normale;15381
2017-06-15;Jeudi;Zone FIMU;Français;Resident;02 jours;Periode normale;21645
2017-06-15;Jeudi;Zone FIMU;Français;Resident;03 jours;Periode normale;25599
2017-06-15;Jeudi;Zone FIMU;Français;Resident;04 jours;Periode normale;28330
2017-06-15;Jeudi;Zone FIMU;Français;Resident;05 jours;Periode normale;29613
2017-06-15;Jeudi;Zone FIMU;Français;Resident;06 jours;Periode normale;33679
2017-06-15;Jeudi;Zone FIMU;Français;Resident;07 jours;Periode normale;36566
2017-06-15;Jeudi;Zone FIMU;Français;Resident;08 jours;Periode normale;38899
2017-06-15;Jeudi;Zone FIMU;Français;Resident;09 jours;Periode normale;41013
2017-06-15;Jeudi;Zone FIMU;Français;Resident;10 jours;Periode normale;42966
2017-06-15;Jeudi;Zone FIMU;Français;Resident;11 jours;Periode normale;46024
2017-06-15;Jeudi;Zone FIMU;Français;Resident;12 jours;Periode normale;50352
2017-06-15;Jeudi;Zone FIMU;Français;Resident;13 jours;Periode normale;52014
2017-06-15;Jeudi;Zone FIMU;Français;Resident;14 jours;Periode normale;53767
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;6787
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;10656
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;14082
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;16502
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;18933
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;22781
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;25490
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;28298
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;30545
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;32422
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;39710
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;52691
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;56984
2017-06-15;Jeudi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;59226
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;307
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;480
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;596
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;740
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;840
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;939
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;1048
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1204
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1331
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1425
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1516
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;1825
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;2390
2017-06-16;Vendredi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;2644
2017-06-16;Vendredi;Zone FIMU;Français;Resident;01 jours;Periode normale;16358
2017-06-16;Vendredi;Zone FIMU;Français;Resident;02 jours;Periode normale;22031
2017-06-16;Vendredi;Zone FIMU;Français;Resident;03 jours;Periode normale;26662
2017-06-16;Vendredi;Zone FIMU;Français;Resident;04 jours;Periode normale;29992
2017-06-16;Vendredi;Zone FIMU;Français;Resident;05 jours;Periode normale;32297
2017-06-16;Vendredi;Zone FIMU;Français;Resident;06 jours;Periode normale;33483
2017-06-16;Vendredi;Zone FIMU;Français;Resident;07 jours;Periode normale;37144
2017-06-16;Vendredi;Zone FIMU;Français;Resident;08 jours;Periode normale;39758
2017-06-16;Vendredi;Zone FIMU;Français;Resident;09 jours;Periode normale;41864
2017-06-16;Vendredi;Zone FIMU;Français;Resident;10 jours;Periode normale;43901
2017-06-16;Vendredi;Zone FIMU;Français;Resident;11 jours;Periode normale;45779
2017-06-16;Vendredi;Zone FIMU;Français;Resident;12 jours;Periode normale;48684
2017-06-16;Vendredi;Zone FIMU;Français;Resident;13 jours;Periode normale;52727
2017-06-16;Vendredi;Zone FIMU;Français;Resident;14 jours;Periode normale;54259
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;7781
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;11229
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;14561
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;17593
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;19867
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;22296
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;26052
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;28561
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;31331
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;33407
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;35225
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;42525
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;55562
2017-06-16;Vendredi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;59923
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;323
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;528
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;696
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;811
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;938
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;1037
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;1136
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1243
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1399
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1526
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1617
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;1707
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;2016
2017-06-17;Samedi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;2585
2017-06-17;Samedi;Zone FIMU;Français;Resident;01 jours;Periode normale;12951
2017-06-17;Samedi;Zone FIMU;Français;Resident;02 jours;Periode normale;21336
2017-06-17;Samedi;Zone FIMU;Français;Resident;03 jours;Periode normale;26179
2017-06-17;Samedi;Zone FIMU;Français;Resident;04 jours;Periode normale;30251
2017-06-17;Samedi;Zone FIMU;Français;Resident;05 jours;Periode normale;33189
2017-06-17;Samedi;Zone FIMU;Français;Resident;06 jours;Periode normale;35312
2017-06-17;Samedi;Zone FIMU;Français;Resident;07 jours;Periode normale;36280
2017-06-17;Samedi;Zone FIMU;Français;Resident;08 jours;Periode normale;39605
2017-06-17;Samedi;Zone FIMU;Français;Resident;09 jours;Periode normale;42061
2017-06-17;Samedi;Zone FIMU;Français;Resident;10 jours;Periode normale;44020
2017-06-17;Samedi;Zone FIMU;Français;Resident;11 jours;Periode normale;45939
2017-06-17;Samedi;Zone FIMU;Français;Resident;12 jours;Periode normale;47734
2017-06-17;Samedi;Zone FIMU;Français;Resident;13 jours;Periode normale;50320
2017-06-17;Samedi;Zone FIMU;Français;Resident;14 jours;Periode normale;54226
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;6187
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;11722
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;14843
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;18027
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;20978
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;23138
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;25416
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;29034
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;31444
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;34177
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;36192
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;37999
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;45332
2017-06-17;Samedi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;58222
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;210
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;414
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;603
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;765
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;880
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;1007
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;1107
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1203
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1311
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1466
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1583
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;1673
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;1764
2017-06-18;Dimanche;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;2073
2017-06-18;Dimanche;Zone FIMU;Français;Resident;01 jours;Periode normale;9368
2017-06-18;Dimanche;Zone FIMU;Français;Resident;02 jours;Periode normale;15823
2017-06-18;Dimanche;Zone FIMU;Français;Resident;03 jours;Periode normale;23367
2017-06-18;Dimanche;Zone FIMU;Français;Resident;04 jours;Periode normale;27839
2017-06-18;Dimanche;Zone FIMU;Français;Resident;05 jours;Periode normale;31640
2017-06-18;Dimanche;Zone FIMU;Français;Resident;06 jours;Periode normale;34299
2017-06-18;Dimanche;Zone FIMU;Français;Resident;07 jours;Periode normale;36265
2017-06-18;Dimanche;Zone FIMU;Français;Resident;08 jours;Periode normale;37007
2017-06-18;Dimanche;Zone FIMU;Français;Resident;09 jours;Periode normale;40150
2017-06-18;Dimanche;Zone FIMU;Français;Resident;10 jours;Periode normale;42571
2017-06-18;Dimanche;Zone FIMU;Français;Resident;11 jours;Periode normale;44451
2017-06-18;Dimanche;Zone FIMU;Français;Resident;12 jours;Periode normale;46242
2017-06-18;Dimanche;Zone FIMU;Français;Resident;13 jours;Periode normale;47979
2017-06-18;Dimanche;Zone FIMU;Français;Resident;14 jours;Periode normale;50477
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;3938
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;8047
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;13262
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;16278
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;19366
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;22249
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;24380
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;26529
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;30098
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;32440
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;35112
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;37103
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;38897
2017-06-18;Dimanche;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;46107
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;194
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;297
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;488
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;670
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;832
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;947
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;1074
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1173
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1270
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1376
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1531
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;1645
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;1735
2017-06-19;Lundi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;1826
2017-06-19;Lundi;Zone FIMU;Français;Resident;01 jours;Periode normale;13283
2017-06-19;Lundi;Zone FIMU;Français;Resident;02 jours;Periode normale;16233
2017-06-19;Lundi;Zone FIMU;Français;Resident;03 jours;Periode normale;21219
2017-06-19;Lundi;Zone FIMU;Français;Resident;04 jours;Periode normale;26179
2017-06-19;Lundi;Zone FIMU;Français;Resident;05 jours;Periode normale;29920
2017-06-19;Lundi;Zone FIMU;Français;Resident;06 jours;Periode normale;33318
2017-06-19;Lundi;Zone FIMU;Français;Resident;07 jours;Periode normale;35753
2017-06-19;Lundi;Zone FIMU;Français;Resident;08 jours;Periode normale;37507
2017-06-19;Lundi;Zone FIMU;Français;Resident;09 jours;Periode normale;38203
2017-06-19;Lundi;Zone FIMU;Français;Resident;10 jours;Periode normale;41172
2017-06-19;Lundi;Zone FIMU;Français;Resident;11 jours;Periode normale;43396
2017-06-19;Lundi;Zone FIMU;Français;Resident;12 jours;Periode normale;45225
2017-06-19;Lundi;Zone FIMU;Français;Resident;13 jours;Periode normale;46959
2017-06-19;Lundi;Zone FIMU;Français;Resident;14 jours;Periode normale;48641
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;6413
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;8503
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;12116
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;15832
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;18455
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;21294
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;23968
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;25985
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;28119
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;31623
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;33871
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;36436
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;38338
2017-06-19;Lundi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;40104
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;215
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;310
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;405
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;594
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;773
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;925
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;1036
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1155
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1254
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1349
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1443
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;1598
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;1709
2017-06-20;Mardi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;1799
2017-06-20;Mardi;Zone FIMU;Français;Resident;01 jours;Periode normale;13985
2017-06-20;Mardi;Zone FIMU;Français;Resident;02 jours;Periode normale;18052
2017-06-20;Mardi;Zone FIMU;Français;Resident;03 jours;Periode normale;20476
2017-06-20;Mardi;Zone FIMU;Français;Resident;04 jours;Periode normale;24569
2017-06-20;Mardi;Zone FIMU;Français;Resident;05 jours;Periode normale;28803
2017-06-20;Mardi;Zone FIMU;Français;Resident;06 jours;Periode normale;32163
2017-06-20;Mardi;Zone FIMU;Français;Resident;07 jours;Periode normale;35239
2017-06-20;Mardi;Zone FIMU;Français;Resident;08 jours;Periode normale;37386
2017-06-20;Mardi;Zone FIMU;Français;Resident;09 jours;Periode normale;38958
2017-06-20;Mardi;Zone FIMU;Français;Resident;10 jours;Periode normale;39610
2017-06-20;Mardi;Zone FIMU;Français;Resident;11 jours;Periode normale;42429
2017-06-20;Mardi;Zone FIMU;Français;Resident;12 jours;Periode normale;44550
2017-06-20;Mardi;Zone FIMU;Français;Resident;13 jours;Periode normale;46256
2017-06-20;Mardi;Zone FIMU;Français;Resident;14 jours;Periode normale;47942
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;7325
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;10357
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;12172
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;15552
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;18851
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;21279
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;23913
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;26492
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;28461
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;30540
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;33972
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;36162
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;38649
2017-06-20;Mardi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;40537
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;220
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;334
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;414
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;509
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;698
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;871
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;1023
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1127
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1252
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1351
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1448
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;1541
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;1697
2017-06-21;Mercredi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;1807
2017-06-21;Mercredi;Zone FIMU;Français;Resident;01 jours;Periode normale;15746
2017-06-21;Mercredi;Zone FIMU;Français;Resident;02 jours;Periode normale;20526
2017-06-21;Mercredi;Zone FIMU;Français;Resident;03 jours;Periode normale;23533
2017-06-21;Mercredi;Zone FIMU;Français;Resident;04 jours;Periode normale;25554
2017-06-21;Mercredi;Zone FIMU;Français;Resident;05 jours;Periode normale;29049
2017-06-21;Mercredi;Zone FIMU;Français;Resident;06 jours;Periode normale;32717
2017-06-21;Mercredi;Zone FIMU;Français;Resident;07 jours;Periode normale;35597
2017-06-21;Mercredi;Zone FIMU;Français;Resident;08 jours;Periode normale;38233
2017-06-21;Mercredi;Zone FIMU;Français;Resident;09 jours;Periode normale;40145
2017-06-21;Mercredi;Zone FIMU;Français;Resident;10 jours;Periode normale;41557
2017-06-21;Mercredi;Zone FIMU;Français;Resident;11 jours;Periode normale;42177
2017-06-21;Mercredi;Zone FIMU;Français;Resident;12 jours;Periode normale;44815
2017-06-21;Mercredi;Zone FIMU;Français;Resident;13 jours;Periode normale;46787
2017-06-21;Mercredi;Zone FIMU;Français;Resident;14 jours;Periode normale;48475
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;7512
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;11274
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;13849
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;15545
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;18744
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;21890
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;24222
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;26626
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;29170
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;31112
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;33179
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;36591
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;38688
2017-06-21;Mercredi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;41100
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;231
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;360
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;474
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;554
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;649
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;833
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;1003
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1155
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1260
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1381
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1478
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;1575
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;1668
2017-06-22;Jeudi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;1824
2017-06-22;Jeudi;Zone FIMU;Français;Resident;01 jours;Periode normale;13326
2017-06-22;Jeudi;Zone FIMU;Français;Resident;02 jours;Periode normale;20161
2017-06-22;Jeudi;Zone FIMU;Français;Resident;03 jours;Periode normale;23601
2017-06-22;Jeudi;Zone FIMU;Français;Resident;04 jours;Periode normale;26184
2017-06-22;Jeudi;Zone FIMU;Français;Resident;05 jours;Periode normale;28011
2017-06-22;Jeudi;Zone FIMU;Français;Resident;06 jours;Periode normale;31133
