Date;JourDeLaSemaine;ZoneAnalyse;Nationalite;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-06-22;Jeudi;Zone FIMU;Français;Resident;07 jours;Periode normale;34562
2017-06-22;Jeudi;Zone FIMU;Français;Resident;08 jours;Periode normale;37262
2017-06-22;Jeudi;Zone FIMU;Français;Resident;09 jours;Periode normale;39725
2017-06-22;Jeudi;Zone FIMU;Français;Resident;10 jours;Periode normale;41496
2017-06-22;Jeudi;Zone FIMU;Français;Resident;11 jours;Periode normale;42813
2017-06-22;Jeudi;Zone FIMU;Français;Resident;12 jours;Periode normale;43412
2017-06-22;Jeudi;Zone FIMU;Français;Resident;13 jours;Periode normale;45832
2017-06-22;Jeudi;Zone FIMU;Français;Resident;14 jours;Periode normale;47741
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;6644
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;11112
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;14199
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;16442
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;18100
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;21218
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;24232
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;26412
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;28742
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;31210
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;33089
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;35119
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;38468
2017-06-22;Jeudi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;40397
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;01 jours;Periode normale;178
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;02 jours;Periode normale;344
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;03 jours;Periode normale;457
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;04 jours;Periode normale;569
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;05 jours;Periode normale;646
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;06 jours;Periode normale;741
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;07 jours;Periode normale;927
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;08 jours;Periode normale;1079
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;09 jours;Periode normale;1215
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;10 jours;Periode normale;1320
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;11 jours;Periode normale;1441
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;12 jours;Periode normale;1538
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;13 jours;Periode normale;1635
2017-06-23;Vendredi;Zone FIMU;Etranger;Touriste Etranger;14 jours;Periode normale;1727
2017-06-23;Vendredi;Zone FIMU;Français;Resident;01 jours;Periode normale;10606
2017-06-23;Vendredi;Zone FIMU;Français;Resident;02 jours;Periode normale;16955
2017-06-23;Vendredi;Zone FIMU;Français;Resident;03 jours;Periode normale;22821
2017-06-23;Vendredi;Zone FIMU;Français;Resident;04 jours;Periode normale;25887
2017-06-23;Vendredi;Zone FIMU;Français;Resident;05 jours;Periode normale;28244
2017-06-23;Vendredi;Zone FIMU;Français;Resident;06 jours;Periode normale;29947
2017-06-23;Vendredi;Zone FIMU;Français;Resident;07 jours;Periode normale;32913
2017-06-23;Vendredi;Zone FIMU;Français;Resident;08 jours;Periode normale;36052
2017-06-23;Vendredi;Zone FIMU;Français;Resident;09 jours;Periode normale;38655
2017-06-23;Vendredi;Zone FIMU;Français;Resident;10 jours;Periode normale;40999
2017-06-23;Vendredi;Zone FIMU;Français;Resident;11 jours;Periode normale;42673
2017-06-23;Vendredi;Zone FIMU;Français;Resident;12 jours;Periode normale;43981
2017-06-23;Vendredi;Zone FIMU;Français;Resident;13 jours;Periode normale;44568
2017-06-23;Vendredi;Zone FIMU;Français;Resident;14 jours;Periode normale;46932
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;01 jours;Periode normale;5620
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;02 jours;Periode normale;9674
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;03 jours;Periode normale;13690
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;04 jours;Periode normale;16533
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;05 jours;Periode normale;18655
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;06 jours;Periode normale;20270
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;07 jours;Periode normale;23274
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;08 jours;Periode normale;26138
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;09 jours;Periode normale;28289
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;10 jours;Periode normale;30539
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;11 jours;Periode normale;32956
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;12 jours;Periode normale;34786
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;13 jours;Periode normale;36794
2017-06-23;Vendredi;Zone FIMU;Français;Touriste Français;14 jours;Periode normale;40105
