Date;JourDeLaSemaine;ZoneAnalyse;Age;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;01 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;02 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;03 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;04 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;05 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;06 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;07 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;08 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;09 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;10 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;11 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;12 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;13 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Resident;14 jours;Periode normale;1431
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;01 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;02 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;03 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;04 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;05 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;06 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;07 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;08 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;09 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;10 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;11 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;12 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;13 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;18-24;Touriste Français;14 jours;Periode normale;900
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;01 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;02 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;03 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;04 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;05 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;06 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;07 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;08 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;09 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;10 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;11 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;12 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;13 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Resident;14 jours;Periode normale;1717
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;01 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;02 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;03 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;04 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;05 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;06 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;07 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;08 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;09 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;10 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;11 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;12 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;13 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;25-34;Touriste Français;14 jours;Periode normale;1100
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;01 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;02 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;03 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;04 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;05 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;06 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;07 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;08 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;09 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;10 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;11 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;12 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;13 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Resident;14 jours;Periode normale;2084
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;01 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;02 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;03 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;04 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;05 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;06 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;07 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;08 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;09 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;1117
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;01 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;02 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;03 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;04 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;05 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;06 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;07 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;08 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;09 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;10 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;11 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;12 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;13 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Resident;14 jours;Periode normale;2071
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;1234
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;01 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;02 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;03 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;04 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;05 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;06 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;07 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;08 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;09 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;10 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;11 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;12 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;13 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Resident;14 jours;Periode normale;2113
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;01 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;02 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;03 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;04 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;05 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;06 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;07 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;08 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;09 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;10 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;11 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;12 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;13 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;55-64;Touriste Français;14 jours;Periode normale;1120
2017-05-10;Mercredi;Zone FIMU;<18;Resident;01 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;02 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;03 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;04 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;05 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;06 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;07 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;08 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;09 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;10 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;11 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;12 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;13 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Resident;14 jours;Periode normale;3061
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;01 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;02 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;03 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;04 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;05 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;06 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;07 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;08 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;09 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;10 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;11 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;12 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;13 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;<18;Touriste Français;14 jours;Periode normale;1619
2017-05-10;Mercredi;Zone FIMU;>65;Resident;01 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;02 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;03 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;04 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;05 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;06 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;07 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;08 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;09 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;10 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;11 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;12 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;13 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Resident;14 jours;Periode normale;2841
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;01 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;02 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;03 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;04 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;05 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;06 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;07 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;08 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;09 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;10 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;11 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;12 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;13 jours;Periode normale;1189
2017-05-10;Mercredi;Zone FIMU;>65;Touriste Français;14 jours;Periode normale;1189
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;01 jours;Periode normale;1603
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;02 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;03 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;04 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;05 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;06 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;07 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;08 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;09 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;10 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;11 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;12 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;13 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Resident;14 jours;Periode normale;2067
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;01 jours;Periode normale;906
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;02 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;03 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;04 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;05 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;06 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;07 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;08 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;09 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;10 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;11 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;12 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;13 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;18-24;Touriste Français;14 jours;Periode normale;1307
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;01 jours;Periode normale;1839
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;02 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;03 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;04 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;05 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;06 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;07 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;08 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;09 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;10 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;11 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;12 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;13 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Resident;14 jours;Periode normale;2478
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;01 jours;Periode normale;1112
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;02 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;03 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;04 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;05 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;06 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;07 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;08 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;09 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;10 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;11 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;12 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;13 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;25-34;Touriste Français;14 jours;Periode normale;1645
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;01 jours;Periode normale;2206
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;02 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;03 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;04 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;05 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;06 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;07 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;08 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;09 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;10 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;11 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;12 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;13 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Resident;14 jours;Periode normale;2914
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;01 jours;Periode normale;1227
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;02 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;03 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;04 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;05 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;06 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;07 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;08 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;09 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;1718
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;01 jours;Periode normale;2424
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;02 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;03 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;04 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;05 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;06 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;07 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;08 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;09 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;10 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;11 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;12 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;13 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Resident;14 jours;Periode normale;3084
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;1190
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;1803
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;01 jours;Periode normale;2131
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;02 jours;Periode normale;2908
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;03 jours;Periode normale;2908
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;04 jours;Periode normale;2908
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;05 jours;Periode normale;2908
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;06 jours;Periode normale;2908
2017-05-11;Jeudi;Zone FIMU;55-64;Resident;07 jours;Periode normale;2908
