Date;JourDeLaSemaine;ZoneAnalyse;Age;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-06-05;Lundi;Zone FIMU;55-64;Touriste Français;14 jours;Periode evenement;7745
2017-06-05;Lundi;Zone FIMU;<18;Resident;01 jours;Periode evenement;3076
2017-06-05;Lundi;Zone FIMU;<18;Resident;02 jours;Periode evenement;5138
2017-06-05;Lundi;Zone FIMU;<18;Resident;03 jours;Periode evenement;6044
2017-06-05;Lundi;Zone FIMU;<18;Resident;04 jours;Periode evenement;7270
2017-06-05;Lundi;Zone FIMU;<18;Resident;05 jours;Periode evenement;7967
2017-06-05;Lundi;Zone FIMU;<18;Resident;06 jours;Periode evenement;8534
2017-06-05;Lundi;Zone FIMU;<18;Resident;07 jours;Periode evenement;9045
2017-06-05;Lundi;Zone FIMU;<18;Resident;08 jours;Periode evenement;9411
2017-06-05;Lundi;Zone FIMU;<18;Resident;09 jours;Periode evenement;9596
2017-06-05;Lundi;Zone FIMU;<18;Resident;10 jours;Periode evenement;9956
2017-06-05;Lundi;Zone FIMU;<18;Resident;11 jours;Periode evenement;10275
2017-06-05;Lundi;Zone FIMU;<18;Resident;12 jours;Periode evenement;10384
2017-06-05;Lundi;Zone FIMU;<18;Resident;13 jours;Periode evenement;10672
2017-06-05;Lundi;Zone FIMU;<18;Resident;14 jours;Periode evenement;11043
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;01 jours;Periode evenement;1960
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;02 jours;Periode evenement;4530
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;03 jours;Periode evenement;5447
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;04 jours;Periode evenement;6252
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;05 jours;Periode evenement;6886
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;06 jours;Periode evenement;7357
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;07 jours;Periode evenement;7860
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;08 jours;Periode evenement;8131
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;09 jours;Periode evenement;8541
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;10 jours;Periode evenement;9134
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;11 jours;Periode evenement;9678
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;12 jours;Periode evenement;9965
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;13 jours;Periode evenement;10364
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;14 jours;Periode evenement;10693
2017-06-05;Lundi;Zone FIMU;>65;Resident;01 jours;Periode evenement;2810
2017-06-05;Lundi;Zone FIMU;>65;Resident;02 jours;Periode evenement;4609
2017-06-05;Lundi;Zone FIMU;>65;Resident;03 jours;Periode evenement;5380
2017-06-05;Lundi;Zone FIMU;>65;Resident;04 jours;Periode evenement;6327
2017-06-05;Lundi;Zone FIMU;>65;Resident;05 jours;Periode evenement;7106
2017-06-05;Lundi;Zone FIMU;>65;Resident;06 jours;Periode evenement;7594
2017-06-05;Lundi;Zone FIMU;>65;Resident;07 jours;Periode evenement;8149
2017-06-05;Lundi;Zone FIMU;>65;Resident;08 jours;Periode evenement;8532
2017-06-05;Lundi;Zone FIMU;>65;Resident;09 jours;Periode evenement;8733
2017-06-05;Lundi;Zone FIMU;>65;Resident;10 jours;Periode evenement;8997
2017-06-05;Lundi;Zone FIMU;>65;Resident;11 jours;Periode evenement;9301
2017-06-05;Lundi;Zone FIMU;>65;Resident;12 jours;Periode evenement;9421
2017-06-05;Lundi;Zone FIMU;>65;Resident;13 jours;Periode evenement;9702
2017-06-05;Lundi;Zone FIMU;>65;Resident;14 jours;Periode evenement;10061
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;01 jours;Periode evenement;1419
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;02 jours;Periode evenement;3311
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;03 jours;Periode evenement;3897
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;04 jours;Periode evenement;4451
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;05 jours;Periode evenement;4967
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;06 jours;Periode evenement;5319
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;07 jours;Periode evenement;5743
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;08 jours;Periode evenement;5932
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;09 jours;Periode evenement;6209
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;10 jours;Periode evenement;6645
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;11 jours;Periode evenement;7059
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;12 jours;Periode evenement;7232
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;13 jours;Periode evenement;7553
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;14 jours;Periode evenement;7807
2017-06-06;Mardi;Zone FIMU;18-24;Resident;01 jours;Periode normale;1487
2017-06-06;Mardi;Zone FIMU;18-24;Resident;02 jours;Periode normale;2110
2017-06-06;Mardi;Zone FIMU;18-24;Resident;03 jours;Periode normale;2852
2017-06-06;Mardi;Zone FIMU;18-24;Resident;04 jours;Periode normale;3187
2017-06-06;Mardi;Zone FIMU;18-24;Resident;05 jours;Periode normale;3533
2017-06-06;Mardi;Zone FIMU;18-24;Resident;06 jours;Periode normale;3760
2017-06-06;Mardi;Zone FIMU;18-24;Resident;07 jours;Periode normale;3969
2017-06-06;Mardi;Zone FIMU;18-24;Resident;08 jours;Periode normale;4128
2017-06-06;Mardi;Zone FIMU;18-24;Resident;09 jours;Periode normale;4259
2017-06-06;Mardi;Zone FIMU;18-24;Resident;10 jours;Periode normale;4329
2017-06-06;Mardi;Zone FIMU;18-24;Resident;11 jours;Periode normale;4476
2017-06-06;Mardi;Zone FIMU;18-24;Resident;12 jours;Periode normale;4606
2017-06-06;Mardi;Zone FIMU;18-24;Resident;13 jours;Periode normale;4644
2017-06-06;Mardi;Zone FIMU;18-24;Resident;14 jours;Periode normale;4757
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;01 jours;Periode normale;796
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;02 jours;Periode normale;1583
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;03 jours;Periode normale;2828
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;04 jours;Periode normale;3297
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;05 jours;Periode normale;3630
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;06 jours;Periode normale;3953
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;07 jours;Periode normale;4196
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;08 jours;Periode normale;4462
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;09 jours;Periode normale;4618
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;10 jours;Periode normale;4839
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;11 jours;Periode normale;5121
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;12 jours;Periode normale;5403
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;13 jours;Periode normale;5529
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;14 jours;Periode normale;5746
2017-06-06;Mardi;Zone FIMU;25-34;Resident;01 jours;Periode normale;1805
2017-06-06;Mardi;Zone FIMU;25-34;Resident;02 jours;Periode normale;2763
2017-06-06;Mardi;Zone FIMU;25-34;Resident;03 jours;Periode normale;3733
2017-06-06;Mardi;Zone FIMU;25-34;Resident;04 jours;Periode normale;4178
2017-06-06;Mardi;Zone FIMU;25-34;Resident;05 jours;Periode normale;4717
2017-06-06;Mardi;Zone FIMU;25-34;Resident;06 jours;Periode normale;5027
2017-06-06;Mardi;Zone FIMU;25-34;Resident;07 jours;Periode normale;5282
2017-06-06;Mardi;Zone FIMU;25-34;Resident;08 jours;Periode normale;5533
2017-06-06;Mardi;Zone FIMU;25-34;Resident;09 jours;Periode normale;5723
2017-06-06;Mardi;Zone FIMU;25-34;Resident;10 jours;Periode normale;5808
2017-06-06;Mardi;Zone FIMU;25-34;Resident;11 jours;Periode normale;6011
2017-06-06;Mardi;Zone FIMU;25-34;Resident;12 jours;Periode normale;6213
2017-06-06;Mardi;Zone FIMU;25-34;Resident;13 jours;Periode normale;6271
2017-06-06;Mardi;Zone FIMU;25-34;Resident;14 jours;Periode normale;6405
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;01 jours;Periode normale;969
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;02 jours;Periode normale;2196
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;03 jours;Periode normale;4276
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;04 jours;Periode normale;4937
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;05 jours;Periode normale;5376
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;06 jours;Periode normale;5815
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;07 jours;Periode normale;6168
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;08 jours;Periode normale;6467
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;09 jours;Periode normale;6630
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;10 jours;Periode normale;6888
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;11 jours;Periode normale;7330
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;12 jours;Periode normale;7763
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;13 jours;Periode normale;7994
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;14 jours;Periode normale;8278
2017-06-06;Mardi;Zone FIMU;35-44;Resident;01 jours;Periode normale;2062
2017-06-06;Mardi;Zone FIMU;35-44;Resident;02 jours;Periode normale;2948
2017-06-06;Mardi;Zone FIMU;35-44;Resident;03 jours;Periode normale;4040
2017-06-06;Mardi;Zone FIMU;35-44;Resident;04 jours;Periode normale;4378
2017-06-06;Mardi;Zone FIMU;35-44;Resident;05 jours;Periode normale;4813
2017-06-06;Mardi;Zone FIMU;35-44;Resident;06 jours;Periode normale;5174
2017-06-06;Mardi;Zone FIMU;35-44;Resident;07 jours;Periode normale;5484
2017-06-06;Mardi;Zone FIMU;35-44;Resident;08 jours;Periode normale;5682
2017-06-06;Mardi;Zone FIMU;35-44;Resident;09 jours;Periode normale;5885
2017-06-06;Mardi;Zone FIMU;35-44;Resident;10 jours;Periode normale;6032
2017-06-06;Mardi;Zone FIMU;35-44;Resident;11 jours;Periode normale;6284
2017-06-06;Mardi;Zone FIMU;35-44;Resident;12 jours;Periode normale;6449
2017-06-06;Mardi;Zone FIMU;35-44;Resident;13 jours;Periode normale;6497
2017-06-06;Mardi;Zone FIMU;35-44;Resident;14 jours;Periode normale;6650
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;01 jours;Periode normale;1047
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;02 jours;Periode normale;2113
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;03 jours;Periode normale;4012
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;04 jours;Periode normale;4755
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;05 jours;Periode normale;5215
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;06 jours;Periode normale;5627
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;07 jours;Periode normale;5942
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;08 jours;Periode normale;6301
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;09 jours;Periode normale;6506
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;6846
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;7320
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;7697
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;7927
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;8208
2017-06-06;Mardi;Zone FIMU;45-54;Resident;01 jours;Periode normale;2363
2017-06-06;Mardi;Zone FIMU;45-54;Resident;02 jours;Periode normale;3311
2017-06-06;Mardi;Zone FIMU;45-54;Resident;03 jours;Periode normale;4405
2017-06-06;Mardi;Zone FIMU;45-54;Resident;04 jours;Periode normale;4929
2017-06-06;Mardi;Zone FIMU;45-54;Resident;05 jours;Periode normale;5495
2017-06-06;Mardi;Zone FIMU;45-54;Resident;06 jours;Periode normale;5814
2017-06-06;Mardi;Zone FIMU;45-54;Resident;07 jours;Periode normale;6212
2017-06-06;Mardi;Zone FIMU;45-54;Resident;08 jours;Periode normale;6467
2017-06-06;Mardi;Zone FIMU;45-54;Resident;09 jours;Periode normale;6672
2017-06-06;Mardi;Zone FIMU;45-54;Resident;10 jours;Periode normale;6755
2017-06-06;Mardi;Zone FIMU;45-54;Resident;11 jours;Periode normale;6942
2017-06-06;Mardi;Zone FIMU;45-54;Resident;12 jours;Periode normale;7161
2017-06-06;Mardi;Zone FIMU;45-54;Resident;13 jours;Periode normale;7221
2017-06-06;Mardi;Zone FIMU;45-54;Resident;14 jours;Periode normale;7429
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;1047
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;2294
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;4545
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;5342
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;5907
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;6322
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;6592
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;6910
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;7115
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;7492
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;7984
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;8448
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;8729
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;9047
2017-06-06;Mardi;Zone FIMU;55-64;Resident;01 jours;Periode normale;2084
2017-06-06;Mardi;Zone FIMU;55-64;Resident;02 jours;Periode normale;2992
2017-06-06;Mardi;Zone FIMU;55-64;Resident;03 jours;Periode normale;4155
2017-06-06;Mardi;Zone FIMU;55-64;Resident;04 jours;Periode normale;4651
2017-06-06;Mardi;Zone FIMU;55-64;Resident;05 jours;Periode normale;5141
2017-06-06;Mardi;Zone FIMU;55-64;Resident;06 jours;Periode normale;5428
2017-06-06;Mardi;Zone FIMU;55-64;Resident;07 jours;Periode normale;5752
2017-06-06;Mardi;Zone FIMU;55-64;Resident;08 jours;Periode normale;6049
2017-06-06;Mardi;Zone FIMU;55-64;Resident;09 jours;Periode normale;6265
2017-06-06;Mardi;Zone FIMU;55-64;Resident;10 jours;Periode normale;6355
2017-06-06;Mardi;Zone FIMU;55-64;Resident;11 jours;Periode normale;6599
2017-06-06;Mardi;Zone FIMU;55-64;Resident;12 jours;Periode normale;6781
2017-06-06;Mardi;Zone FIMU;55-64;Resident;13 jours;Periode normale;6814
2017-06-06;Mardi;Zone FIMU;55-64;Resident;14 jours;Periode normale;6987
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;01 jours;Periode normale;1024
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;02 jours;Periode normale;2313
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;03 jours;Periode normale;4306
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;04 jours;Periode normale;5006
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;05 jours;Periode normale;5414
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;06 jours;Periode normale;5796
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;07 jours;Periode normale;6193
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;08 jours;Periode normale;6569
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;09 jours;Periode normale;6814
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;10 jours;Periode normale;7184
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;11 jours;Periode normale;7660
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;12 jours;Periode normale;8073
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;13 jours;Periode normale;8286
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;14 jours;Periode normale;8622
2017-06-06;Mardi;Zone FIMU;<18;Resident;01 jours;Periode normale;3161
2017-06-06;Mardi;Zone FIMU;<18;Resident;02 jours;Periode normale;4538
2017-06-06;Mardi;Zone FIMU;<18;Resident;03 jours;Periode normale;6162
2017-06-06;Mardi;Zone FIMU;<18;Resident;04 jours;Periode normale;6839
2017-06-06;Mardi;Zone FIMU;<18;Resident;05 jours;Periode normale;7609
2017-06-06;Mardi;Zone FIMU;<18;Resident;06 jours;Periode normale;8147
2017-06-06;Mardi;Zone FIMU;<18;Resident;07 jours;Periode normale;8617
2017-06-06;Mardi;Zone FIMU;<18;Resident;08 jours;Periode normale;9018
2017-06-06;Mardi;Zone FIMU;<18;Resident;09 jours;Periode normale;9328
2017-06-06;Mardi;Zone FIMU;<18;Resident;10 jours;Periode normale;9490
2017-06-06;Mardi;Zone FIMU;<18;Resident;11 jours;Periode normale;9804
2017-06-06;Mardi;Zone FIMU;<18;Resident;12 jours;Periode normale;10096
2017-06-06;Mardi;Zone FIMU;<18;Resident;13 jours;Periode normale;10183
2017-06-06;Mardi;Zone FIMU;<18;Resident;14 jours;Periode normale;10440
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;01 jours;Periode normale;1442
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;02 jours;Periode normale;3112
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;03 jours;Periode normale;5909
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;04 jours;Periode normale;6864
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;05 jours;Periode normale;7513
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;06 jours;Periode normale;8112
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;07 jours;Periode normale;8586
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;08 jours;Periode normale;9087
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;09 jours;Periode normale;9370
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;10 jours;Periode normale;9824
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;11 jours;Periode normale;10477
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;12 jours;Periode normale;11069
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;13 jours;Periode normale;11385
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;14 jours;Periode normale;11814
2017-06-06;Mardi;Zone FIMU;>65;Resident;01 jours;Periode normale;2853
2017-06-06;Mardi;Zone FIMU;>65;Resident;02 jours;Periode normale;4041
2017-06-06;Mardi;Zone FIMU;>65;Resident;03 jours;Periode normale;5480
2017-06-06;Mardi;Zone FIMU;>65;Resident;04 jours;Periode normale;6051
2017-06-06;Mardi;Zone FIMU;>65;Resident;05 jours;Periode normale;6759
2017-06-06;Mardi;Zone FIMU;>65;Resident;06 jours;Periode normale;7409
2017-06-06;Mardi;Zone FIMU;>65;Resident;07 jours;Periode normale;7793
2017-06-06;Mardi;Zone FIMU;>65;Resident;08 jours;Periode normale;8237
2017-06-06;Mardi;Zone FIMU;>65;Resident;09 jours;Periode normale;8537
2017-06-06;Mardi;Zone FIMU;>65;Resident;10 jours;Periode normale;8709
2017-06-06;Mardi;Zone FIMU;>65;Resident;11 jours;Periode normale;8932
2017-06-06;Mardi;Zone FIMU;>65;Resident;12 jours;Periode normale;9203
2017-06-06;Mardi;Zone FIMU;>65;Resident;13 jours;Periode normale;9311
2017-06-06;Mardi;Zone FIMU;>65;Resident;14 jours;Periode normale;9560
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;01 jours;Periode normale;1033
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;02 jours;Periode normale;2314
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;03 jours;Periode normale;4362
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;04 jours;Periode normale;4951
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;05 jours;Periode normale;5430
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;06 jours;Periode normale;5933
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;07 jours;Periode normale;6293
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;08 jours;Periode normale;6727
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;09 jours;Periode normale;6929
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;10 jours;Periode normale;7234
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;11 jours;Periode normale;7718
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;12 jours;Periode normale;8164
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;13 jours;Periode normale;8355
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;14 jours;Periode normale;8696
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;01 jours;Periode normale;1461
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;02 jours;Periode normale;1997
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;03 jours;Periode normale;2511
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;04 jours;Periode normale;3180
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;05 jours;Periode normale;3479
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;06 jours;Periode normale;3779
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;07 jours;Periode normale;3976
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;08 jours;Periode normale;4154
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;09 jours;Periode normale;4299
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;10 jours;Periode normale;4406
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;11 jours;Periode normale;4472
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;12 jours;Periode normale;4607
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;13 jours;Periode normale;4729
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;14 jours;Periode normale;4766
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;01 jours;Periode normale;785
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;02 jours;Periode normale;1144
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;03 jours;Periode normale;1884
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;04 jours;Periode normale;3115
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;05 jours;Periode normale;3578
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;06 jours;Periode normale;3880
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;07 jours;Periode normale;4172
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;08 jours;Periode normale;4400
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;09 jours;Periode normale;4657
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;10 jours;Periode normale;4806
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;11 jours;Periode normale;5026
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;12 jours;Periode normale;5303
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;13 jours;Periode normale;5582
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;14 jours;Periode normale;5707
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;01 jours;Periode normale;1742
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;02 jours;Periode normale;2496
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;03 jours;Periode normale;3245
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;04 jours;Periode normale;4139
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;05 jours;Periode normale;4527
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;06 jours;Periode normale;5013
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;07 jours;Periode normale;5285
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;08 jours;Periode normale;5513
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;09 jours;Periode normale;5752
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;10 jours;Periode normale;5919
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;11 jours;Periode normale;6002
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;12 jours;Periode normale;6194
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;13 jours;Periode normale;6389
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;14 jours;Periode normale;6459
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;01 jours;Periode normale;952
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;02 jours;Periode normale;1408
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;03 jours;Periode normale;2592
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;04 jours;Periode normale;4646
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;05 jours;Periode normale;5289
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;06 jours;Periode normale;5697
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;07 jours;Periode normale;6094
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;08 jours;Periode normale;6433
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;09 jours;Periode normale;6722
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;10 jours;Periode normale;6880
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;11 jours;Periode normale;7135
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;12 jours;Periode normale;7571
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;13 jours;Periode normale;8002
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;14 jours;Periode normale;8220
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;01 jours;Periode normale;2183
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;02 jours;Periode normale;2889
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;03 jours;Periode normale;3565
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;04 jours;Periode normale;4549
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;05 jours;Periode normale;4834
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;06 jours;Periode normale;5216
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;07 jours;Periode normale;5546
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;08 jours;Periode normale;5797
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;09 jours;Periode normale;5976
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;10 jours;Periode normale;6143
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;11 jours;Periode normale;6279
