Date;JourDeLaSemaine;Genre;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-12;Jeudi;F;Excursionniste;Journee;Résident ;All-FIMU;1134
2016-05-12;Jeudi;F;Excursionniste;Journee;Touriste Français;All-FIMU;341
2016-05-12;Jeudi;H;Visiteur;Journee;Résident ;All-FIMU;6434
2016-05-12;Jeudi;H;Visiteur;Journee;Touriste Français;All-FIMU;2109
2016-05-12;Jeudi;H;Excursionniste;Journee;Résident ;All-FIMU;1124
2016-05-12;Jeudi;H;Excursionniste;Journee;Touriste Français;All-FIMU;383
2016-05-12;Jeudi;NR;Visiteur;Journee;Résident ;All-FIMU;321
2016-05-12;Jeudi;NR;Visiteur;Journee;Touriste Français;All-FIMU;86
2016-05-12;Jeudi;NR;Excursionniste;Journee;Résident ;All-FIMU;60
2016-05-12;Jeudi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-13;Vendredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;15667
2016-05-13;Vendredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;5069
2016-05-13;Vendredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2320
2016-05-13;Vendredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;815
2016-05-13;Vendredi;F;Visiteur;Journee;Résident ;All-FIMU;7678
2016-05-13;Vendredi;F;Visiteur;Journee;Touriste Français;All-FIMU;2241
2016-05-13;Vendredi;F;Excursionniste;Journee;Résident ;All-FIMU;1135
2016-05-13;Vendredi;F;Excursionniste;Journee;Touriste Français;All-FIMU;365
2016-05-13;Vendredi;H;Visiteur;Journee;Résident ;All-FIMU;7527
2016-05-13;Vendredi;H;Visiteur;Journee;Touriste Français;All-FIMU;2720
2016-05-13;Vendredi;H;Excursionniste;Journee;Résident ;All-FIMU;1095
2016-05-13;Vendredi;H;Excursionniste;Journee;Touriste Français;All-FIMU;415
2016-05-13;Vendredi;NR;Visiteur;Journee;Résident ;All-FIMU;462
2016-05-13;Vendredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;108
2016-05-13;Vendredi;NR;Excursionniste;Journee;Résident ;All-FIMU;90
2016-05-13;Vendredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;35
2016-05-14;Samedi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;20182
2016-05-14;Samedi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;12322
2016-05-14;Samedi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2786
2016-05-14;Samedi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;2040
2016-05-14;Samedi;F;Visiteur;Journee;Résident ;All-FIMU;9860
2016-05-14;Samedi;F;Visiteur;Journee;Touriste Français;All-FIMU;5760
2016-05-14;Samedi;F;Excursionniste;Journee;Résident ;All-FIMU;1368
2016-05-14;Samedi;F;Excursionniste;Journee;Touriste Français;All-FIMU;975
2016-05-14;Samedi;H;Visiteur;Journee;Résident ;All-FIMU;9910
2016-05-14;Samedi;H;Visiteur;Journee;Touriste Français;All-FIMU;6378
2016-05-14;Samedi;H;Excursionniste;Journee;Résident ;All-FIMU;1368
2016-05-14;Samedi;H;Excursionniste;Journee;Touriste Français;All-FIMU;1043
2016-05-14;Samedi;NR;Visiteur;Journee;Résident ;All-FIMU;412
2016-05-14;Samedi;NR;Visiteur;Journee;Touriste Français;All-FIMU;184
2016-05-14;Samedi;NR;Excursionniste;Journee;Résident ;All-FIMU;50
2016-05-14;Samedi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;22
2016-05-15;Dimanche;CUMUL;Visiteur;Journee;Résident ;All-FIMU;20617
2016-05-15;Dimanche;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;16193
2016-05-15;Dimanche;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;3101
2016-05-15;Dimanche;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;2445
2016-05-15;Dimanche;F;Visiteur;Journee;Résident ;All-FIMU;10062
2016-05-15;Dimanche;F;Visiteur;Journee;Touriste Français;All-FIMU;7598
2016-05-15;Dimanche;F;Excursionniste;Journee;Résident ;All-FIMU;1440
2016-05-15;Dimanche;F;Excursionniste;Journee;Touriste Français;All-FIMU;1146
2016-05-15;Dimanche;H;Visiteur;Journee;Résident ;All-FIMU;10213
2016-05-15;Dimanche;H;Visiteur;Journee;Touriste Français;All-FIMU;8339
2016-05-15;Dimanche;H;Excursionniste;Journee;Résident ;All-FIMU;1601
2016-05-15;Dimanche;H;Excursionniste;Journee;Touriste Français;All-FIMU;1263
2016-05-15;Dimanche;NR;Visiteur;Journee;Résident ;All-FIMU;342
2016-05-15;Dimanche;NR;Visiteur;Journee;Touriste Français;All-FIMU;256
2016-05-15;Dimanche;NR;Excursionniste;Journee;Résident ;All-FIMU;60
2016-05-15;Dimanche;NR;Excursionniste;Journee;Touriste Français;All-FIMU;36
2016-05-16;Lundi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13500
2016-05-16;Lundi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;6381
2016-05-16;Lundi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2156
2016-05-16;Lundi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;1091
2016-05-16;Lundi;F;Visiteur;Journee;Résident ;All-FIMU;6604
2016-05-16;Lundi;F;Visiteur;Journee;Touriste Français;All-FIMU;2868
2016-05-16;Lundi;F;Excursionniste;Journee;Résident ;All-FIMU;1068
2016-05-16;Lundi;F;Excursionniste;Journee;Touriste Français;All-FIMU;524
2016-05-16;Lundi;H;Visiteur;Journee;Résident ;All-FIMU;6604
2016-05-16;Lundi;H;Visiteur;Journee;Touriste Français;All-FIMU;3417
2016-05-16;Lundi;H;Excursionniste;Journee;Résident ;All-FIMU;1048
2016-05-16;Lundi;H;Excursionniste;Journee;Touriste Français;All-FIMU;553
2016-05-16;Lundi;NR;Visiteur;Journee;Résident ;All-FIMU;292
2016-05-16;Lundi;NR;Visiteur;Journee;Touriste Français;All-FIMU;96
2016-05-16;Lundi;NR;Excursionniste;Journee;Résident ;All-FIMU;40
2016-05-16;Lundi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-17;Mardi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13858
2016-05-17;Mardi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3534
2016-05-17;Mardi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2088
2016-05-17;Mardi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;739
2016-05-17;Mardi;F;Visiteur;Journee;Résident ;All-FIMU;7035
2016-05-17;Mardi;F;Visiteur;Journee;Touriste Français;All-FIMU;1731
2016-05-17;Mardi;F;Excursionniste;Journee;Résident ;All-FIMU;1019
2016-05-17;Mardi;F;Excursionniste;Journee;Touriste Français;All-FIMU;359
2016-05-17;Mardi;H;Visiteur;Journee;Résident ;All-FIMU;6430
2016-05-17;Mardi;H;Visiteur;Journee;Touriste Français;All-FIMU;1717
2016-05-17;Mardi;H;Excursionniste;Journee;Résident ;All-FIMU;1009
2016-05-17;Mardi;H;Excursionniste;Journee;Touriste Français;All-FIMU;366
2016-05-17;Mardi;NR;Visiteur;Journee;Résident ;All-FIMU;393
2016-05-17;Mardi;NR;Visiteur;Journee;Touriste Français;All-FIMU;86
2016-05-17;Mardi;NR;Excursionniste;Journee;Résident ;All-FIMU;60
2016-05-17;Mardi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-18;Mercredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13358
2016-05-18;Mercredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3819
2016-05-18;Mercredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2352
2016-05-18;Mercredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;772
2016-05-18;Mercredi;F;Visiteur;Journee;Résident ;All-FIMU;6922
2016-05-18;Mercredi;F;Visiteur;Journee;Touriste Français;All-FIMU;1888
2016-05-18;Mercredi;F;Excursionniste;Journee;Résident ;All-FIMU;1252
2016-05-18;Mercredi;F;Excursionniste;Journee;Touriste Français;All-FIMU;397
2016-05-18;Mercredi;H;Visiteur;Journee;Résident ;All-FIMU;6103
2016-05-18;Mercredi;H;Visiteur;Journee;Touriste Français;All-FIMU;1852
2016-05-18;Mercredi;H;Excursionniste;Journee;Résident ;All-FIMU;1050
2016-05-18;Mercredi;H;Excursionniste;Journee;Touriste Français;All-FIMU;348
2016-05-18;Mercredi;NR;Visiteur;Journee;Résident ;All-FIMU;333
2016-05-18;Mercredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;79
2016-05-18;Mercredi;NR;Excursionniste;Journee;Résident ;All-FIMU;50
2016-05-18;Mercredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;27
2016-05-19;Jeudi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13444
2016-05-19;Jeudi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3720
2016-05-19;Jeudi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2143
2016-05-19;Jeudi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;613
2016-05-19;Jeudi;F;Visiteur;Journee;Résident ;All-FIMU;6950
2016-05-19;Jeudi;F;Visiteur;Journee;Touriste Français;All-FIMU;1800
2016-05-19;Jeudi;F;Excursionniste;Journee;Résident ;All-FIMU;1102
2016-05-19;Jeudi;F;Excursionniste;Journee;Touriste Français;All-FIMU;262
2016-05-19;Jeudi;H;Visiteur;Journee;Résident ;All-FIMU;6110
2016-05-19;Jeudi;H;Visiteur;Journee;Touriste Français;All-FIMU;1800
2016-05-19;Jeudi;H;Excursionniste;Journee;Résident ;All-FIMU;991
2016-05-19;Jeudi;H;Excursionniste;Journee;Touriste Français;All-FIMU;326
2016-05-19;Jeudi;NR;Visiteur;Journee;Résident ;All-FIMU;384
2016-05-19;Jeudi;NR;Visiteur;Journee;Touriste Français;All-FIMU;120
2016-05-19;Jeudi;NR;Excursionniste;Journee;Résident ;All-FIMU;50
2016-05-19;Jeudi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;25
2016-05-20;Vendredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;14301
2016-05-20;Vendredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;4245
2016-05-20;Vendredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2125
2016-05-20;Vendredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;704
2016-05-20;Vendredi;F;Visiteur;Journee;Résident ;All-FIMU;7495
2016-05-20;Vendredi;F;Visiteur;Journee;Touriste Français;All-FIMU;2087
2016-05-20;Vendredi;F;Excursionniste;Journee;Résident ;All-FIMU;1144
2016-05-20;Vendredi;F;Excursionniste;Journee;Touriste Français;All-FIMU;349
2016-05-20;Vendredi;H;Visiteur;Journee;Résident ;All-FIMU;6411
2016-05-20;Vendredi;H;Visiteur;Journee;Touriste Français;All-FIMU;2079
2016-05-20;Vendredi;H;Excursionniste;Journee;Résident ;All-FIMU;931
2016-05-20;Vendredi;H;Excursionniste;Journee;Touriste Français;All-FIMU;335
2016-05-20;Vendredi;NR;Visiteur;Journee;Résident ;All-FIMU;395
2016-05-20;Vendredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;79
2016-05-20;Vendredi;NR;Excursionniste;Journee;Résident ;All-FIMU;50
2016-05-20;Vendredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-21;Samedi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;11964
2016-05-21;Samedi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3536
2016-05-21;Samedi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1702
2016-05-21;Samedi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;510
2016-05-21;Samedi;F;Visiteur;Journee;Résident ;All-FIMU;6367
2016-05-21;Samedi;F;Visiteur;Journee;Touriste Français;All-FIMU;1754
2016-05-21;Samedi;F;Excursionniste;Journee;Résident ;All-FIMU;922
2016-05-21;Samedi;F;Excursionniste;Journee;Touriste Français;All-FIMU;278
2016-05-21;Samedi;H;Visiteur;Journee;Résident ;All-FIMU;5374
2016-05-21;Samedi;H;Visiteur;Journee;Touriste Français;All-FIMU;1696
2016-05-21;Samedi;H;Excursionniste;Journee;Résident ;All-FIMU;750
2016-05-21;Samedi;H;Excursionniste;Journee;Touriste Français;All-FIMU;217
2016-05-21;Samedi;NR;Visiteur;Journee;Résident ;All-FIMU;223
2016-05-21;Samedi;NR;Visiteur;Journee;Touriste Français;All-FIMU;86
2016-05-21;Samedi;NR;Excursionniste;Journee;Résident ;All-FIMU;30
2016-05-21;Samedi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-22;Dimanche;CUMUL;Visiteur;Journee;Résident ;All-FIMU;7785
2016-05-22;Dimanche;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;1865
2016-05-22;Dimanche;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1165
2016-05-22;Dimanche;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;351
2016-05-22;Dimanche;F;Visiteur;Journee;Résident ;All-FIMU;3908
2016-05-22;Dimanche;F;Visiteur;Journee;Touriste Français;All-FIMU;802
2016-05-22;Dimanche;F;Excursionniste;Journee;Résident ;All-FIMU;608
2016-05-22;Dimanche;F;Excursionniste;Journee;Touriste Français;All-FIMU;158
2016-05-22;Dimanche;H;Visiteur;Journee;Résident ;All-FIMU;3705
2016-05-22;Dimanche;H;Visiteur;Journee;Touriste Français;All-FIMU;1011
2016-05-22;Dimanche;H;Excursionniste;Journee;Résident ;All-FIMU;537
2016-05-22;Dimanche;H;Excursionniste;Journee;Touriste Français;All-FIMU;193
2016-05-22;Dimanche;NR;Visiteur;Journee;Résident ;All-FIMU;172
2016-05-22;Dimanche;NR;Visiteur;Journee;Touriste Français;All-FIMU;52
2016-05-22;Dimanche;NR;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-23;Lundi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;12326
2016-05-23;Lundi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3342
2016-05-23;Lundi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2162
2016-05-23;Lundi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;634
2016-05-23;Lundi;F;Visiteur;Journee;Résident ;All-FIMU;6392
2016-05-23;Lundi;F;Visiteur;Journee;Touriste Français;All-FIMU;1508
2016-05-23;Lundi;F;Excursionniste;Journee;Résident ;All-FIMU;1127
2016-05-23;Lundi;F;Excursionniste;Journee;Touriste Français;All-FIMU;282
2016-05-23;Lundi;H;Visiteur;Journee;Résident ;All-FIMU;5650
2016-05-23;Lundi;H;Visiteur;Journee;Touriste Français;All-FIMU;1733
2016-05-23;Lundi;H;Excursionniste;Journee;Résident ;All-FIMU;975
2016-05-23;Lundi;H;Excursionniste;Journee;Touriste Français;All-FIMU;310
2016-05-23;Lundi;NR;Visiteur;Journee;Résident ;All-FIMU;284
2016-05-23;Lundi;NR;Visiteur;Journee;Touriste Français;All-FIMU;101
2016-05-23;Lundi;NR;Excursionniste;Journee;Résident ;All-FIMU;60
2016-05-23;Lundi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;42
2016-05-24;Mardi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13997
2016-05-24;Mardi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3770
2016-05-24;Mardi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2237
2016-05-24;Mardi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;723
2016-05-24;Mardi;F;Visiteur;Journee;Résident ;All-FIMU;7314
2016-05-24;Mardi;F;Visiteur;Journee;Touriste Français;All-FIMU;1812
2016-05-24;Mardi;F;Excursionniste;Journee;Résident ;All-FIMU;1139
2016-05-24;Mardi;F;Excursionniste;Journee;Touriste Français;All-FIMU;311
2016-05-24;Mardi;H;Visiteur;Journee;Résident ;All-FIMU;6348
2016-05-24;Mardi;H;Visiteur;Journee;Touriste Français;All-FIMU;1863
2016-05-24;Mardi;H;Excursionniste;Journee;Résident ;All-FIMU;1017
2016-05-24;Mardi;H;Excursionniste;Journee;Touriste Français;All-FIMU;376
2016-05-24;Mardi;NR;Visiteur;Journee;Résident ;All-FIMU;335
2016-05-24;Mardi;NR;Visiteur;Journee;Touriste Français;All-FIMU;95
2016-05-24;Mardi;NR;Excursionniste;Journee;Résident ;All-FIMU;81
2016-05-24;Mardi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;36
2016-05-25;Mercredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;14033
2016-05-25;Mercredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3410
2016-05-25;Mercredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2299
2016-05-25;Mercredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;655
2016-05-25;Mercredi;F;Visiteur;Journee;Résident ;All-FIMU;7292
2016-05-25;Mercredi;F;Visiteur;Journee;Touriste Français;All-FIMU;1567
2016-05-25;Mercredi;F;Excursionniste;Journee;Résident ;All-FIMU;1170
2016-05-25;Mercredi;F;Excursionniste;Journee;Touriste Français;All-FIMU;281
2016-05-25;Mercredi;H;Visiteur;Journee;Résident ;All-FIMU;6426
2016-05-25;Mercredi;H;Visiteur;Journee;Touriste Français;All-FIMU;1756
2016-05-25;Mercredi;H;Excursionniste;Journee;Résident ;All-FIMU;1079
2016-05-25;Mercredi;H;Excursionniste;Journee;Touriste Français;All-FIMU;348
2016-05-25;Mercredi;NR;Visiteur;Journee;Résident ;All-FIMU;315
2016-05-25;Mercredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;87
2016-05-25;Mercredi;NR;Excursionniste;Journee;Résident ;All-FIMU;50
2016-05-25;Mercredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;26
2016-05-26;Jeudi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;14334
2016-05-26;Jeudi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3904
2016-05-26;Jeudi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2493
2016-05-26;Jeudi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;616
2016-05-26;Jeudi;F;Visiteur;Journee;Résident ;All-FIMU;7422
2016-05-26;Jeudi;F;Visiteur;Journee;Touriste Français;All-FIMU;1913
2016-05-26;Jeudi;F;Excursionniste;Journee;Résident ;All-FIMU;1191
2016-05-26;Jeudi;F;Excursionniste;Journee;Touriste Français;All-FIMU;342
2016-05-26;Jeudi;H;Visiteur;Journee;Résident ;All-FIMU;6566
2016-05-26;Jeudi;H;Visiteur;Journee;Touriste Français;All-FIMU;1906
2016-05-26;Jeudi;H;Excursionniste;Journee;Résident ;All-FIMU;1252
2016-05-26;Jeudi;H;Excursionniste;Journee;Touriste Français;All-FIMU;254
2016-05-26;Jeudi;NR;Visiteur;Journee;Résident ;All-FIMU;346
2016-05-26;Jeudi;NR;Visiteur;Journee;Touriste Français;All-FIMU;85
2016-05-26;Jeudi;NR;Excursionniste;Journee;Résident ;All-FIMU;50
2016-05-26;Jeudi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-27;Vendredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;14605
2016-05-27;Vendredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;4252
2016-05-27;Vendredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2275
2016-05-27;Vendredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;771
2016-05-27;Vendredi;F;Visiteur;Journee;Résident ;All-FIMU;7430
2016-05-27;Vendredi;F;Visiteur;Journee;Touriste Français;All-FIMU;1837
2016-05-27;Vendredi;F;Excursionniste;Journee;Résident ;All-FIMU;1092
2016-05-27;Vendredi;F;Excursionniste;Journee;Touriste Français;All-FIMU;280
2016-05-27;Vendredi;H;Visiteur;Journee;Résident ;All-FIMU;6726
2016-05-27;Vendredi;H;Visiteur;Journee;Touriste Français;All-FIMU;2356
2016-05-27;Vendredi;H;Excursionniste;Journee;Résident ;All-FIMU;1112
2016-05-27;Vendredi;H;Excursionniste;Journee;Touriste Français;All-FIMU;476
2016-05-27;Vendredi;NR;Visiteur;Journee;Résident ;All-FIMU;449
2016-05-27;Vendredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;59
2016-05-27;Vendredi;NR;Excursionniste;Journee;Résident ;All-FIMU;71
2016-05-27;Vendredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-28;Samedi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;11609
2016-05-28;Samedi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;4024
2016-05-28;Samedi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1815
2016-05-28;Samedi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;721
2016-05-28;Samedi;F;Visiteur;Journee;Résident ;All-FIMU;5963
2016-05-28;Samedi;F;Visiteur;Journee;Touriste Français;All-FIMU;1990
2016-05-28;Samedi;F;Excursionniste;Journee;Résident ;All-FIMU;979
2016-05-28;Samedi;F;Excursionniste;Journee;Touriste Français;All-FIMU;349
2016-05-28;Samedi;H;Visiteur;Journee;Résident ;All-FIMU;5391
2016-05-28;Samedi;H;Visiteur;Journee;Touriste Français;All-FIMU;1975
2016-05-28;Samedi;H;Excursionniste;Journee;Résident ;All-FIMU;826
2016-05-28;Samedi;H;Excursionniste;Journee;Touriste Français;All-FIMU;357
2016-05-28;Samedi;NR;Visiteur;Journee;Résident ;All-FIMU;255
2016-05-28;Samedi;NR;Visiteur;Journee;Touriste Français;All-FIMU;59
2016-05-28;Samedi;NR;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-28;Samedi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-29;Dimanche;CUMUL;Visiteur;Journee;Résident ;All-FIMU;8297
2016-05-29;Dimanche;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;2111
2016-05-29;Dimanche;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1275
2016-05-29;Dimanche;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;407
2016-05-29;Dimanche;F;Visiteur;Journee;Résident ;All-FIMU;4200
2016-05-29;Dimanche;F;Visiteur;Journee;Touriste Français;All-FIMU;978
2016-05-29;Dimanche;F;Excursionniste;Journee;Résident ;All-FIMU;592
2016-05-29;Dimanche;F;Excursionniste;Journee;Touriste Français;All-FIMU;146
2016-05-29;Dimanche;H;Visiteur;Journee;Résident ;All-FIMU;3883
2016-05-29;Dimanche;H;Visiteur;Journee;Touriste Français;All-FIMU;1087
2016-05-29;Dimanche;H;Excursionniste;Journee;Résident ;All-FIMU;643
2016-05-29;Dimanche;H;Excursionniste;Journee;Touriste Français;All-FIMU;254
2016-05-29;Dimanche;NR;Visiteur;Journee;Résident ;All-FIMU;214
2016-05-29;Dimanche;NR;Visiteur;Journee;Touriste Français;All-FIMU;46
2016-05-29;Dimanche;NR;Excursionniste;Journee;Résident ;All-FIMU;40
2016-05-29;Dimanche;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-30;Lundi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;12370
2016-05-30;Lundi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3126
2016-05-30;Lundi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2217
2016-05-30;Lundi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;610
2016-05-30;Lundi;F;Visiteur;Journee;Résident ;All-FIMU;6492
2016-05-30;Lundi;F;Visiteur;Journee;Touriste Français;All-FIMU;1490
2016-05-30;Lundi;F;Excursionniste;Journee;Résident ;All-FIMU;1175
2016-05-30;Lundi;F;Excursionniste;Journee;Touriste Français;All-FIMU;280
2016-05-30;Lundi;H;Visiteur;Journee;Résident ;All-FIMU;5541
2016-05-30;Lundi;H;Visiteur;Journee;Touriste Français;All-FIMU;1563
2016-05-30;Lundi;H;Excursionniste;Journee;Résident ;All-FIMU;981
2016-05-30;Lundi;H;Excursionniste;Journee;Touriste Français;All-FIMU;309
2016-05-30;Lundi;NR;Visiteur;Journee;Résident ;All-FIMU;337
2016-05-30;Lundi;NR;Visiteur;Journee;Touriste Français;All-FIMU;73
2016-05-30;Lundi;NR;Excursionniste;Journee;Résident ;All-FIMU;61
2016-05-30;Lundi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;21
2016-05-31;Mardi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13437
2016-05-31;Mardi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3384
2016-05-31;Mardi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1983
2016-05-31;Mardi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;641
2016-05-31;Mardi;F;Visiteur;Journee;Résident ;All-FIMU;7046
2016-05-31;Mardi;F;Visiteur;Journee;Touriste Français;All-FIMU;1667
2016-05-31;Mardi;F;Excursionniste;Journee;Résident ;All-FIMU;1084
2016-05-31;Mardi;F;Excursionniste;Journee;Touriste Français;All-FIMU;293
2016-05-31;Mardi;H;Visiteur;Journee;Résident ;All-FIMU;6064
2016-05-31;Mardi;H;Visiteur;Journee;Touriste Français;All-FIMU;1645
2016-05-31;Mardi;H;Excursionniste;Journee;Résident ;All-FIMU;859
2016-05-31;Mardi;H;Excursionniste;Journee;Touriste Français;All-FIMU;328
2016-05-31;Mardi;NR;Visiteur;Journee;Résident ;All-FIMU;327
2016-05-31;Mardi;NR;Visiteur;Journee;Touriste Français;All-FIMU;72
2016-05-31;Mardi;NR;Excursionniste;Journee;Résident ;All-FIMU;40
2016-05-31;Mardi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-06-01;Mercredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13549
2016-06-01;Mercredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3554
2016-06-01;Mercredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2055
2016-06-01;Mercredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;514
2016-06-01;Mercredi;F;Visiteur;Journee;Résident ;All-FIMU;7143
2016-06-01;Mercredi;F;Visiteur;Journee;Touriste Français;All-FIMU;1696
2016-06-01;Mercredi;F;Excursionniste;Journee;Résident ;All-FIMU;1084
2016-06-01;Mercredi;F;Excursionniste;Journee;Touriste Français;All-FIMU;230
2016-06-01;Mercredi;H;Visiteur;Journee;Résident ;All-FIMU;6079
2016-06-01;Mercredi;H;Visiteur;Journee;Touriste Français;All-FIMU;1770
2016-06-01;Mercredi;H;Excursionniste;Journee;Résident ;All-FIMU;941
2016-06-01;Mercredi;H;Excursionniste;Journee;Touriste Français;All-FIMU;271
2016-06-01;Mercredi;NR;Visiteur;Journee;Résident ;All-FIMU;327
2016-06-01;Mercredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;88
2016-06-01;Mercredi;NR;Excursionniste;Journee;Résident ;All-FIMU;30
2016-06-01;Mercredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-06-02;Jeudi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13389
2016-06-02;Jeudi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3738
2016-06-02;Jeudi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2219
