Date;JourDeLaSemaine;Geolife;CSP;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-02;Lundi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;178
2016-05-02;Lundi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;34
2016-05-02;Lundi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;56
2016-05-02;Lundi;residence secondaire;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;27
2016-05-02;Lundi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;545
2016-05-02;Lundi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;361
2016-05-02;Lundi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;89
2016-05-02;Lundi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;90
2016-05-02;Lundi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;357
2016-05-02;Lundi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;758
2016-05-02;Lundi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;59
2016-05-02;Lundi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;160
2016-05-02;Lundi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;456
2016-05-02;Lundi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;198
2016-05-02;Lundi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;59
2016-05-02;Lundi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;41
2016-05-02;Lundi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;3335
2016-05-02;Lundi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;318
2016-05-02;Lundi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;337
2016-05-02;Lundi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;34
2016-05-02;Lundi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;942
2016-05-02;Lundi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;120
2016-05-02;Lundi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;228
2016-05-02;Lundi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;27
2016-05-02;Lundi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;3106
2016-05-02;Lundi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;113
2016-05-02;Lundi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;526
2016-05-02;Lundi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;27
2016-05-02;Lundi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;92
2016-05-02;Lundi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-03;Mardi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;14215
2016-05-03;Mardi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3716
2016-05-03;Mardi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2439
2016-05-03;Mardi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;684
2016-05-03;Mardi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;387
2016-05-03;Mardi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;49
2016-05-03;Mardi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;79
2016-05-03;Mardi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-03;Mardi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;1490
2016-05-03;Mardi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;610
2016-05-03;Mardi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;238
2016-05-03;Mardi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;93
2016-05-03;Mardi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;1798
2016-05-03;Mardi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;546
2016-05-03;Mardi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;248
2016-05-03;Mardi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;66
2016-05-03;Mardi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;1470
2016-05-03;Mardi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;248
2016-05-03;Mardi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;238
2016-05-03;Mardi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;40
2016-05-03;Mardi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;42
2016-05-03;Mardi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;616
2016-05-03;Mardi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;305
2016-05-03;Mardi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;89
2016-05-03;Mardi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;93
2016-05-03;Mardi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;397
2016-05-03;Mardi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;838
2016-05-03;Mardi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;59
2016-05-03;Mardi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;187
2016-05-03;Mardi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;586
2016-05-03;Mardi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;277
2016-05-03;Mardi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;69
2016-05-03;Mardi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;87
2016-05-03;Mardi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;3398
2016-05-03;Mardi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;468
2016-05-03;Mardi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;427
2016-05-03;Mardi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;46
2016-05-03;Mardi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;1003
2016-05-03;Mardi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;78
2016-05-03;Mardi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;327
2016-05-03;Mardi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-03;Mardi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;3070
2016-05-03;Mardi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;149
2016-05-03;Mardi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;665
2016-05-03;Mardi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;40
2016-05-03;Mardi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;106
2016-05-03;Mardi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-04;Mercredi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13208
2016-05-04;Mercredi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3622
2016-05-04;Mercredi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2323
2016-05-04;Mercredi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;686
2016-05-04;Mercredi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;348
2016-05-04;Mercredi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;35
2016-05-04;Mercredi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;29
2016-05-04;Mercredi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-04;Mercredi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;1213
2016-05-04;Mercredi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;615
2016-05-04;Mercredi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;169
2016-05-04;Mercredi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;154
2016-05-04;Mercredi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;1731
2016-05-04;Mercredi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;600
2016-05-04;Mercredi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;218
2016-05-04;Mercredi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;73
2016-05-04;Mercredi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;1472
2016-05-04;Mercredi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;286
2016-05-04;Mercredi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;189
2016-05-04;Mercredi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;36
2016-05-04;Mercredi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;50
2016-05-04;Mercredi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;447
2016-05-04;Mercredi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;300
2016-05-04;Mercredi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;69
2016-05-04;Mercredi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;80
2016-05-04;Mercredi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;328
2016-05-04;Mercredi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;672
2016-05-04;Mercredi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;39
2016-05-04;Mercredi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;88
2016-05-04;Mercredi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;378
2016-05-04;Mercredi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;236
2016-05-04;Mercredi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-04;Mercredi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;88
2016-05-04;Mercredi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;3283
2016-05-04;Mercredi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;429
2016-05-04;Mercredi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;348
2016-05-04;Mercredi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;51
2016-05-04;Mercredi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;974
2016-05-04;Mercredi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;164
2016-05-04;Mercredi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;358
2016-05-04;Mercredi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;29
2016-05-04;Mercredi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;3034
2016-05-04;Mercredi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;150
2016-05-04;Mercredi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;895
2016-05-04;Mercredi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;51
2016-05-04;Mercredi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;85
2016-05-04;Mercredi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;29
2016-05-05;Jeudi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;9924
2016-05-05;Jeudi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3319
2016-05-05;Jeudi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1726
2016-05-05;Jeudi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;708
2016-05-05;Jeudi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;328
2016-05-05;Jeudi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;51
2016-05-05;Jeudi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;39
2016-05-05;Jeudi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;22
2016-05-05;Jeudi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;627
2016-05-05;Jeudi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;569
2016-05-05;Jeudi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;119
2016-05-05;Jeudi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;105
2016-05-05;Jeudi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;1085
2016-05-05;Jeudi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;509
2016-05-05;Jeudi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;179
2016-05-05;Jeudi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;97
2016-05-05;Jeudi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;846
2016-05-05;Jeudi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;310
2016-05-05;Jeudi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;129
2016-05-05;Jeudi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;37
2016-05-05;Jeudi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;73
2016-05-05;Jeudi;residence secondaire;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;22
2016-05-05;Jeudi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;298
2016-05-05;Jeudi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;347
2016-05-05;Jeudi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;39
2016-05-05;Jeudi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;82
2016-05-05;Jeudi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;159
2016-05-05;Jeudi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;421
2016-05-05;Jeudi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-05;Jeudi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;105
2016-05-05;Jeudi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;239
2016-05-05;Jeudi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;169
2016-05-05;Jeudi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;29
2016-05-05;Jeudi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;52
2016-05-05;Jeudi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;2798
2016-05-05;Jeudi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;480
2016-05-05;Jeudi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;288
2016-05-05;Jeudi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;75
2016-05-05;Jeudi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;806
2016-05-05;Jeudi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;147
2016-05-05;Jeudi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;278
2016-05-05;Jeudi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;22
2016-05-05;Jeudi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;2738
2016-05-05;Jeudi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;133
2016-05-05;Jeudi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;607
2016-05-05;Jeudi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;37
2016-05-05;Jeudi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;110
2016-05-05;Jeudi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;52
2016-05-06;Vendredi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;12746
2016-05-06;Vendredi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;4165
2016-05-06;Vendredi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1928
2016-05-06;Vendredi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;656
2016-05-06;Vendredi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;378
2016-05-06;Vendredi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;57
2016-05-06;Vendredi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;69
2016-05-06;Vendredi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;21
2016-05-06;Vendredi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;1146
2016-05-06;Vendredi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;610
2016-05-06;Vendredi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;119
2016-05-06;Vendredi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;107
2016-05-06;Vendredi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;1545
2016-05-06;Vendredi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;574
2016-05-06;Vendredi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;239
2016-05-06;Vendredi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;57
2016-05-06;Vendredi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;1405
2016-05-06;Vendredi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;373
2016-05-06;Vendredi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;149
2016-05-06;Vendredi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;57
2016-05-06;Vendredi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;78
2016-05-06;Vendredi;residence secondaire;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-06;Vendredi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;408
2016-05-06;Vendredi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;380
2016-05-06;Vendredi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;29
2016-05-06;Vendredi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;21
2016-05-06;Vendredi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;319
2016-05-06;Vendredi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;947
2016-05-06;Vendredi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-06;Vendredi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;158
2016-05-06;Vendredi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;408
2016-05-06;Vendredi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;201
2016-05-06;Vendredi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;29
2016-05-06;Vendredi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;50
2016-05-06;Vendredi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;3210
2016-05-06;Vendredi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;509
2016-05-06;Vendredi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;319
2016-05-06;Vendredi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;107
2016-05-06;Vendredi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;1146
2016-05-06;Vendredi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;114
2016-05-06;Vendredi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;348
2016-05-06;Vendredi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-06;Vendredi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;2781
2016-05-06;Vendredi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;150
2016-05-06;Vendredi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;608
2016-05-06;Vendredi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-06;Vendredi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;172
2016-05-06;Vendredi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;50
2016-05-07;Samedi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;12245
2016-05-07;Samedi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;4059
2016-05-07;Samedi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1729
2016-05-07;Samedi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;641
2016-05-07;Samedi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;389
2016-05-07;Samedi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;73
2016-05-07;Samedi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;79
2016-05-07;Samedi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;21
2016-05-07;Samedi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;978
2016-05-07;Samedi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;512
2016-05-07;Samedi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;109
2016-05-07;Samedi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;94
2016-05-07;Samedi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;1527
2016-05-07;Samedi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;637
2016-05-07;Samedi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;219
2016-05-07;Samedi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;72
2016-05-07;Samedi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;1367
2016-05-07;Samedi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;329
2016-05-07;Samedi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;149
2016-05-07;Samedi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;29
2016-05-07;Samedi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;51
2016-05-07;Samedi;residence secondaire;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-07;Samedi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;409
2016-05-07;Samedi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;417
2016-05-07;Samedi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;59
2016-05-07;Samedi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;58
2016-05-07;Samedi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;239
2016-05-07;Samedi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;659
2016-05-07;Samedi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-07;Samedi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;116
2016-05-07;Samedi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;379
2016-05-07;Samedi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;358
2016-05-07;Samedi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-07;Samedi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;79
2016-05-07;Samedi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;3244
2016-05-07;Samedi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;519
2016-05-07;Samedi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;329
2016-05-07;Samedi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;72
2016-05-07;Samedi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;968
2016-05-07;Samedi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;183
2016-05-07;Samedi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;199
2016-05-07;Samedi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-07;Samedi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;2745
2016-05-07;Samedi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;168
2016-05-07;Samedi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;558
2016-05-07;Samedi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;36
2016-05-07;Samedi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;153
2016-05-07;Samedi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;50
2016-05-08;Dimanche;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;8738
2016-05-08;Dimanche;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;2266
2016-05-08;Dimanche;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1450
