Date;JourDeLaSemaine;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-30;Samedi;Visiteur;3J;Touriste Français;All-FIMU;8405
2016-04-30;Samedi;Visiteur;3J;Touriste Etranger;All-FIMU;2344
2016-04-30;Samedi;Visiteur;4J;Résident ;All-FIMU;27047
2016-04-30;Samedi;Visiteur;4J;Touriste Français;All-FIMU;9890
2016-04-30;Samedi;Visiteur;4J;Touriste Etranger;All-FIMU;2976
2016-04-30;Samedi;Visiteur;5J;Résident ;All-FIMU;29691
2016-04-30;Samedi;Visiteur;5J;Touriste Français;All-FIMU;11001
2016-04-30;Samedi;Visiteur;5J;Touriste Etranger;All-FIMU;3354
2016-04-30;Samedi;Visiteur;6J;Résident ;All-FIMU;31771
2016-04-30;Samedi;Visiteur;6J;Touriste Français;All-FIMU;12027
2016-04-30;Samedi;Visiteur;6J;Touriste Etranger;All-FIMU;3763
2016-04-30;Samedi;Visiteur;7J;Résident ;All-FIMU;32831
2016-04-30;Samedi;Visiteur;7J;Touriste Français;All-FIMU;12951
2016-04-30;Samedi;Visiteur;7J;Touriste Etranger;All-FIMU;4094
2016-04-30;Samedi;Visiteur;8J;Résident ;All-FIMU;34653
2016-04-30;Samedi;Visiteur;8J;Touriste Français;All-FIMU;14439
2016-04-30;Samedi;Visiteur;8J;Touriste Etranger;All-FIMU;4559
2016-04-30;Samedi;Visiteur;9J;Résident ;All-FIMU;37208
2016-04-30;Samedi;Visiteur;9J;Touriste Français;All-FIMU;16042
2016-04-30;Samedi;Visiteur;9J;Touriste Etranger;All-FIMU;4888
2016-04-30;Samedi;Visiteur;10J;Résident ;All-FIMU;39070
2016-04-30;Samedi;Visiteur;10J;Touriste Français;All-FIMU;17389
2016-04-30;Samedi;Visiteur;10J;Touriste Etranger;All-FIMU;5252
2016-04-30;Samedi;Visiteur;11J;Résident ;All-FIMU;39070
2016-04-30;Samedi;Visiteur;11J;Touriste Français;All-FIMU;17389
2016-04-30;Samedi;Visiteur;11J;Touriste Etranger;All-FIMU;5252
2016-04-30;Samedi;Visiteur;12J;Résident ;All-FIMU;39070
2016-04-30;Samedi;Visiteur;12J;Touriste Français;All-FIMU;17389
2016-04-30;Samedi;Visiteur;12J;Touriste Etranger;All-FIMU;5252
2016-04-30;Samedi;Visiteur;13J;Résident ;All-FIMU;39070
2016-04-30;Samedi;Visiteur;13J;Touriste Français;All-FIMU;17389
2016-04-30;Samedi;Visiteur;13J;Touriste Etranger;All-FIMU;5252
2016-04-30;Samedi;Visiteur;14J;Résident ;All-FIMU;39070
2016-04-30;Samedi;Visiteur;14J;Touriste Français;All-FIMU;17389
2016-04-30;Samedi;Visiteur;14J;Touriste Etranger;All-FIMU;5252
2016-05-01;Dimanche;Visiteur;1J;Résident ;All-FIMU;8150
2016-05-01;Dimanche;Visiteur;1J;Touriste Français;All-FIMU;2514
2016-05-01;Dimanche;Visiteur;1J;Touriste Etranger;All-FIMU;745
2016-05-01;Dimanche;Visiteur;2J;Résident ;All-FIMU;13702
2016-05-01;Dimanche;Visiteur;2J;Touriste Français;All-FIMU;4944
2016-05-01;Dimanche;Visiteur;2J;Touriste Etranger;All-FIMU;1570
2016-05-01;Dimanche;Visiteur;3J;Résident ;All-FIMU;20881
2016-05-01;Dimanche;Visiteur;3J;Touriste Français;All-FIMU;7622
2016-05-01;Dimanche;Visiteur;3J;Touriste Etranger;All-FIMU;2251
2016-05-01;Dimanche;Visiteur;4J;Résident ;All-FIMU;25154
2016-05-01;Dimanche;Visiteur;4J;Touriste Français;All-FIMU;9634
2016-05-01;Dimanche;Visiteur;4J;Touriste Etranger;All-FIMU;2744
2016-05-01;Dimanche;Visiteur;5J;Résident ;All-FIMU;28287
2016-05-01;Dimanche;Visiteur;5J;Touriste Français;All-FIMU;11106
2016-05-01;Dimanche;Visiteur;5J;Touriste Etranger;All-FIMU;3374
2016-05-01;Dimanche;Visiteur;6J;Résident ;All-FIMU;30865
2016-05-01;Dimanche;Visiteur;6J;Touriste Français;All-FIMU;12199
2016-05-01;Dimanche;Visiteur;6J;Touriste Etranger;All-FIMU;3754
2016-05-01;Dimanche;Visiteur;7J;Résident ;All-FIMU;32888
2016-05-01;Dimanche;Visiteur;7J;Touriste Français;All-FIMU;13203
2016-05-01;Dimanche;Visiteur;7J;Touriste Etranger;All-FIMU;4164
2016-05-01;Dimanche;Visiteur;8J;Résident ;All-FIMU;33830
2016-05-01;Dimanche;Visiteur;8J;Touriste Français;All-FIMU;14120
2016-05-01;Dimanche;Visiteur;8J;Touriste Etranger;All-FIMU;4493
2016-05-01;Dimanche;Visiteur;9J;Résident ;All-FIMU;35555
2016-05-01;Dimanche;Visiteur;9J;Touriste Français;All-FIMU;15592
2016-05-01;Dimanche;Visiteur;9J;Touriste Etranger;All-FIMU;4953
2016-05-01;Dimanche;Visiteur;10J;Résident ;All-FIMU;38004
2016-05-01;Dimanche;Visiteur;10J;Touriste Français;All-FIMU;17182
2016-05-01;Dimanche;Visiteur;10J;Touriste Etranger;All-FIMU;5275
2016-05-01;Dimanche;Visiteur;11J;Résident ;All-FIMU;39779
2016-05-01;Dimanche;Visiteur;11J;Touriste Français;All-FIMU;18520
2016-05-01;Dimanche;Visiteur;11J;Touriste Etranger;All-FIMU;5630
2016-05-01;Dimanche;Visiteur;12J;Résident ;All-FIMU;39779
2016-05-01;Dimanche;Visiteur;12J;Touriste Français;All-FIMU;18520
2016-05-01;Dimanche;Visiteur;12J;Touriste Etranger;All-FIMU;5630
2016-05-01;Dimanche;Visiteur;13J;Résident ;All-FIMU;39779
2016-05-01;Dimanche;Visiteur;13J;Touriste Français;All-FIMU;18520
2016-05-01;Dimanche;Visiteur;13J;Touriste Etranger;All-FIMU;5630
2016-05-01;Dimanche;Visiteur;14J;Résident ;All-FIMU;39779
2016-05-01;Dimanche;Visiteur;14J;Touriste Français;All-FIMU;18520
2016-05-01;Dimanche;Visiteur;14J;Touriste Etranger;All-FIMU;5630
2016-05-02;Lundi;Visiteur;1J;Résident ;All-FIMU;13301
2016-05-02;Lundi;Visiteur;1J;Touriste Français;All-FIMU;3260
2016-05-02;Lundi;Visiteur;1J;Touriste Etranger;All-FIMU;738
2016-05-02;Lundi;Visiteur;2J;Résident ;All-FIMU;15822
2016-05-02;Lundi;Visiteur;2J;Touriste Français;All-FIMU;4926
2016-05-02;Lundi;Visiteur;2J;Touriste Etranger;All-FIMU;1281
2016-05-02;Lundi;Visiteur;3J;Résident ;All-FIMU;19971
2016-05-02;Lundi;Visiteur;3J;Touriste Français;All-FIMU;7171
2016-05-02;Lundi;Visiteur;3J;Touriste Etranger;All-FIMU;2054
2016-05-02;Lundi;Visiteur;4J;Résident ;All-FIMU;24845
2016-05-02;Lundi;Visiteur;4J;Touriste Français;All-FIMU;9200
2016-05-02;Lundi;Visiteur;4J;Touriste Etranger;All-FIMU;2674
2016-05-02;Lundi;Visiteur;5J;Résident ;All-FIMU;28270
2016-05-02;Lundi;Visiteur;5J;Touriste Français;All-FIMU;10960
2016-05-02;Lundi;Visiteur;5J;Touriste Etranger;All-FIMU;3148
2016-05-02;Lundi;Visiteur;6J;Résident ;All-FIMU;31099
2016-05-02;Lundi;Visiteur;6J;Touriste Français;All-FIMU;12333
2016-05-02;Lundi;Visiteur;6J;Touriste Etranger;All-FIMU;3737
2016-05-02;Lundi;Visiteur;7J;Résident ;All-FIMU;33461
2016-05-02;Lundi;Visiteur;7J;Touriste Français;All-FIMU;13365
2016-05-02;Lundi;Visiteur;7J;Touriste Etranger;All-FIMU;4114
2016-05-02;Lundi;Visiteur;8J;Résident ;All-FIMU;35208
2016-05-02;Lundi;Visiteur;8J;Touriste Français;All-FIMU;14310
2016-05-02;Lundi;Visiteur;8J;Touriste Etranger;All-FIMU;4518
2016-05-02;Lundi;Visiteur;9J;Résident ;All-FIMU;36092
2016-05-02;Lundi;Visiteur;9J;Touriste Français;All-FIMU;15208
2016-05-02;Lundi;Visiteur;9J;Touriste Etranger;All-FIMU;4845
2016-05-02;Lundi;Visiteur;10J;Résident ;All-FIMU;37720
2016-05-02;Lundi;Visiteur;10J;Touriste Français;All-FIMU;16655
2016-05-02;Lundi;Visiteur;10J;Touriste Etranger;All-FIMU;5289
2016-05-02;Lundi;Visiteur;11J;Résident ;All-FIMU;39943
2016-05-02;Lundi;Visiteur;11J;Touriste Français;All-FIMU;18211
2016-05-02;Lundi;Visiteur;11J;Touriste Etranger;All-FIMU;5606
2016-05-02;Lundi;Visiteur;12J;Résident ;All-FIMU;41611
2016-05-02;Lundi;Visiteur;12J;Touriste Français;All-FIMU;19528
2016-05-02;Lundi;Visiteur;12J;Touriste Etranger;All-FIMU;5959
2016-05-02;Lundi;Visiteur;13J;Résident ;All-FIMU;41611
2016-05-02;Lundi;Visiteur;13J;Touriste Français;All-FIMU;19528
2016-05-02;Lundi;Visiteur;13J;Touriste Etranger;All-FIMU;5959
2016-05-02;Lundi;Visiteur;14J;Résident ;All-FIMU;41611
2016-05-02;Lundi;Visiteur;14J;Touriste Français;All-FIMU;19528
2016-05-02;Lundi;Visiteur;14J;Touriste Etranger;All-FIMU;5959
2016-05-03;Mardi;Visiteur;1J;Résident ;All-FIMU;14220
2016-05-03;Mardi;Visiteur;1J;Touriste Français;All-FIMU;3722
2016-05-03;Mardi;Visiteur;1J;Touriste Etranger;All-FIMU;822
2016-05-03;Mardi;Visiteur;2J;Résident ;All-FIMU;18682
2016-05-03;Mardi;Visiteur;2J;Touriste Français;All-FIMU;5201
2016-05-03;Mardi;Visiteur;2J;Touriste Etranger;All-FIMU;1297
2016-05-03;Mardi;Visiteur;3J;Résident ;All-FIMU;20650
2016-05-03;Mardi;Visiteur;3J;Touriste Français;All-FIMU;6711
2016-05-03;Mardi;Visiteur;3J;Touriste Etranger;All-FIMU;1793
2016-05-03;Mardi;Visiteur;4J;Résident ;All-FIMU;24078
2016-05-03;Mardi;Visiteur;4J;Touriste Français;All-FIMU;8835
2016-05-03;Mardi;Visiteur;4J;Touriste Etranger;All-FIMU;2528
2016-05-03;Mardi;Visiteur;5J;Résident ;All-FIMU;28262
2016-05-03;Mardi;Visiteur;5J;Touriste Français;All-FIMU;10656
2016-05-03;Mardi;Visiteur;5J;Touriste Etranger;All-FIMU;3116
2016-05-03;Mardi;Visiteur;6J;Résident ;All-FIMU;31303
2016-05-03;Mardi;Visiteur;6J;Touriste Français;All-FIMU;12275
2016-05-03;Mardi;Visiteur;6J;Touriste Etranger;All-FIMU;3564
2016-05-03;Mardi;Visiteur;7J;Résident ;All-FIMU;33867
2016-05-03;Mardi;Visiteur;7J;Touriste Français;All-FIMU;13568
2016-05-03;Mardi;Visiteur;7J;Touriste Etranger;All-FIMU;4151
2016-05-03;Mardi;Visiteur;8J;Résident ;All-FIMU;35904
2016-05-03;Mardi;Visiteur;8J;Touriste Français;All-FIMU;14562
2016-05-03;Mardi;Visiteur;8J;Touriste Etranger;All-FIMU;4514
2016-05-03;Mardi;Visiteur;9J;Résident ;All-FIMU;37474
2016-05-03;Mardi;Visiteur;9J;Touriste Français;All-FIMU;15489
2016-05-03;Mardi;Visiteur;9J;Touriste Etranger;All-FIMU;4914
2016-05-03;Mardi;Visiteur;10J;Résident ;All-FIMU;38329
2016-05-03;Mardi;Visiteur;10J;Touriste Français;All-FIMU;16379
2016-05-03;Mardi;Visiteur;10J;Touriste Etranger;All-FIMU;5240
2016-05-03;Mardi;Visiteur;11J;Résident ;All-FIMU;39820
2016-05-03;Mardi;Visiteur;11J;Touriste Français;All-FIMU;17829
2016-05-03;Mardi;Visiteur;11J;Touriste Etranger;All-FIMU;5676
2016-05-03;Mardi;Visiteur;12J;Résident ;All-FIMU;41917
2016-05-03;Mardi;Visiteur;12J;Touriste Français;All-FIMU;19346
2016-05-03;Mardi;Visiteur;12J;Touriste Etranger;All-FIMU;6322
2016-05-03;Mardi;Visiteur;13J;Résident ;All-FIMU;43507
2016-05-03;Mardi;Visiteur;13J;Touriste Français;All-FIMU;20636
2016-05-03;Mardi;Visiteur;13J;Touriste Etranger;All-FIMU;6322
2016-05-03;Mardi;Visiteur;14J;Résident ;All-FIMU;43507
2016-05-03;Mardi;Visiteur;14J;Touriste Français;All-FIMU;20636
2016-05-03;Mardi;Visiteur;14J;Touriste Etranger;All-FIMU;6322
2016-05-04;Mercredi;Visiteur;1J;Résident ;All-FIMU;13212
2016-05-04;Mercredi;Visiteur;1J;Touriste Français;All-FIMU;3627
2016-05-04;Mercredi;Visiteur;1J;Touriste Etranger;All-FIMU;791
2016-05-04;Mercredi;Visiteur;2J;Résident ;All-FIMU;19410
2016-05-04;Mercredi;Visiteur;2J;Touriste Français;All-FIMU;5759
2016-05-04;Mercredi;Visiteur;2J;Touriste Etranger;All-FIMU;1351
2016-05-04;Mercredi;Visiteur;3J;Résident ;All-FIMU;22822
2016-05-04;Mercredi;Visiteur;3J;Touriste Français;All-FIMU;7009
2016-05-04;Mercredi;Visiteur;3J;Touriste Etranger;All-FIMU;1770
2016-05-04;Mercredi;Visiteur;4J;Résident ;All-FIMU;24444
2016-05-04;Mercredi;Visiteur;4J;Touriste Français;All-FIMU;8495
2016-05-04;Mercredi;Visiteur;4J;Touriste Etranger;All-FIMU;2242
2016-05-04;Mercredi;Visiteur;5J;Résident ;All-FIMU;27459
2016-05-04;Mercredi;Visiteur;5J;Touriste Français;All-FIMU;10526
2016-05-04;Mercredi;Visiteur;5J;Touriste Etranger;All-FIMU;2963
2016-05-04;Mercredi;Visiteur;6J;Résident ;All-FIMU;31269
2016-05-04;Mercredi;Visiteur;6J;Touriste Français;All-FIMU;12288
2016-05-04;Mercredi;Visiteur;6J;Touriste Etranger;All-FIMU;3536
2016-05-04;Mercredi;Visiteur;7J;Résident ;All-FIMU;34075
2016-05-04;Mercredi;Visiteur;7J;Touriste Français;All-FIMU;13851
2016-05-04;Mercredi;Visiteur;7J;Touriste Etranger;All-FIMU;3975
2016-05-04;Mercredi;Visiteur;8J;Résident ;All-FIMU;36303
2016-05-04;Mercredi;Visiteur;8J;Touriste Français;All-FIMU;15083
2016-05-04;Mercredi;Visiteur;8J;Touriste Etranger;All-FIMU;4552
2016-05-04;Mercredi;Visiteur;9J;Résident ;All-FIMU;38193
2016-05-04;Mercredi;Visiteur;9J;Touriste Français;All-FIMU;16065
2016-05-04;Mercredi;Visiteur;9J;Touriste Etranger;All-FIMU;4914
2016-05-04;Mercredi;Visiteur;10J;Résident ;All-FIMU;39686
2016-05-04;Mercredi;Visiteur;10J;Touriste Français;All-FIMU;16966
2016-05-04;Mercredi;Visiteur;10J;Touriste Etranger;All-FIMU;5311
2016-05-04;Mercredi;Visiteur;11J;Résident ;All-FIMU;40502
2016-05-04;Mercredi;Visiteur;11J;Touriste Français;All-FIMU;17855
2016-05-04;Mercredi;Visiteur;11J;Touriste Etranger;All-FIMU;5639
2016-05-04;Mercredi;Visiteur;12J;Résident ;All-FIMU;41904
2016-05-04;Mercredi;Visiteur;12J;Touriste Français;All-FIMU;19286
2016-05-04;Mercredi;Visiteur;12J;Touriste Etranger;All-FIMU;6358
2016-05-04;Mercredi;Visiteur;13J;Résident ;All-FIMU;43924
2016-05-04;Mercredi;Visiteur;13J;Touriste Français;All-FIMU;20808
2016-05-04;Mercredi;Visiteur;13J;Touriste Etranger;All-FIMU;6358
2016-05-04;Mercredi;Visiteur;14J;Résident ;All-FIMU;45337
2016-05-04;Mercredi;Visiteur;14J;Touriste Français;All-FIMU;22069
2016-05-04;Mercredi;Visiteur;14J;Touriste Etranger;All-FIMU;6702
2016-05-05;Jeudi;Visiteur;1J;Résident ;All-FIMU;9930
2016-05-05;Jeudi;Visiteur;1J;Touriste Français;All-FIMU;3326
2016-05-05;Jeudi;Visiteur;1J;Touriste Etranger;All-FIMU;1138
2016-05-05;Jeudi;Visiteur;2J;Résident ;All-FIMU;17111
2016-05-05;Jeudi;Visiteur;2J;Touriste Français;All-FIMU;6043
2016-05-05;Jeudi;Visiteur;2J;Touriste Etranger;All-FIMU;1709
2016-05-05;Jeudi;Visiteur;3J;Résident ;All-FIMU;22539
2016-05-05;Jeudi;Visiteur;3J;Touriste Français;All-FIMU;8055
2016-05-05;Jeudi;Visiteur;3J;Touriste Etranger;All-FIMU;2272
2016-05-05;Jeudi;Visiteur;4J;Résident ;All-FIMU;25557
2016-05-05;Jeudi;Visiteur;4J;Touriste Français;All-FIMU;9270
2016-05-05;Jeudi;Visiteur;4J;Touriste Etranger;All-FIMU;2665
2016-05-05;Jeudi;Visiteur;5J;Résident ;All-FIMU;26972
2016-05-05;Jeudi;Visiteur;5J;Touriste Français;All-FIMU;10740
2016-05-05;Jeudi;Visiteur;5J;Touriste Etranger;All-FIMU;3108
2016-05-05;Jeudi;Visiteur;6J;Résident ;All-FIMU;29780
2016-05-05;Jeudi;Visiteur;6J;Touriste Français;All-FIMU;12723
2016-05-05;Jeudi;Visiteur;6J;Touriste Etranger;All-FIMU;3820
2016-05-05;Jeudi;Visiteur;7J;Résident ;All-FIMU;33286
2016-05-05;Jeudi;Visiteur;7J;Touriste Français;All-FIMU;14432
2016-05-05;Jeudi;Visiteur;7J;Touriste Etranger;All-FIMU;4390
2016-05-05;Jeudi;Visiteur;8J;Résident ;All-FIMU;35946
2016-05-05;Jeudi;Visiteur;8J;Touriste Français;All-FIMU;15978
2016-05-05;Jeudi;Visiteur;8J;Touriste Etranger;All-FIMU;4827
2016-05-05;Jeudi;Visiteur;9J;Résident ;All-FIMU;38097
2016-05-05;Jeudi;Visiteur;9J;Touriste Français;All-FIMU;17213
2016-05-05;Jeudi;Visiteur;9J;Touriste Etranger;All-FIMU;5388
2016-05-05;Jeudi;Visiteur;10J;Résident ;All-FIMU;39930
2016-05-05;Jeudi;Visiteur;10J;Touriste Français;All-FIMU;18196
2016-05-05;Jeudi;Visiteur;10J;Touriste Etranger;All-FIMU;5746
2016-05-05;Jeudi;Visiteur;11J;Résident ;All-FIMU;41304
2016-05-05;Jeudi;Visiteur;11J;Touriste Français;All-FIMU;19080
2016-05-05;Jeudi;Visiteur;11J;Touriste Etranger;All-FIMU;6140
2016-05-05;Jeudi;Visiteur;12J;Résident ;All-FIMU;42061
2016-05-05;Jeudi;Visiteur;12J;Touriste Français;All-FIMU;19946
2016-05-05;Jeudi;Visiteur;12J;Touriste Etranger;All-FIMU;6880
2016-05-05;Jeudi;Visiteur;13J;Résident ;All-FIMU;43416
2016-05-05;Jeudi;Visiteur;13J;Touriste Français;All-FIMU;21356
2016-05-05;Jeudi;Visiteur;13J;Touriste Etranger;All-FIMU;6880
2016-05-05;Jeudi;Visiteur;14J;Résident ;All-FIMU;45338
2016-05-05;Jeudi;Visiteur;14J;Touriste Français;All-FIMU;22858
2016-05-05;Jeudi;Visiteur;14J;Touriste Etranger;All-FIMU;7174
2016-05-06;Vendredi;Visiteur;1J;Résident ;All-FIMU;12753
2016-05-06;Vendredi;Visiteur;1J;Touriste Français;All-FIMU;4171
2016-05-06;Vendredi;Visiteur;1J;Touriste Etranger;All-FIMU;1254
2016-05-06;Vendredi;Visiteur;2J;Résident ;All-FIMU;16702
2016-05-06;Vendredi;Visiteur;2J;Touriste Français;All-FIMU;6345
2016-05-06;Vendredi;Visiteur;2J;Touriste Etranger;All-FIMU;2010
2016-05-06;Vendredi;Visiteur;3J;Résident ;All-FIMU;22026
2016-05-06;Vendredi;Visiteur;3J;Touriste Français;All-FIMU;8713
2016-05-06;Vendredi;Visiteur;3J;Touriste Etranger;All-FIMU;2534
2016-05-06;Vendredi;Visiteur;4J;Résident ;All-FIMU;26733
2016-05-06;Vendredi;Visiteur;4J;Touriste Français;All-FIMU;10589
2016-05-06;Vendredi;Visiteur;4J;Touriste Etranger;All-FIMU;3071
2016-05-06;Vendredi;Visiteur;5J;Résident ;All-FIMU;29345
2016-05-06;Vendredi;Visiteur;5J;Touriste Français;All-FIMU;11756
2016-05-06;Vendredi;Visiteur;5J;Touriste Etranger;All-FIMU;3445
2016-05-06;Vendredi;Visiteur;6J;Résident ;All-FIMU;30552
2016-05-06;Vendredi;Visiteur;6J;Touriste Français;All-FIMU;13166
2016-05-06;Vendredi;Visiteur;6J;Touriste Etranger;All-FIMU;3877
2016-05-06;Vendredi;Visiteur;7J;Résident ;All-FIMU;32995
2016-05-06;Vendredi;Visiteur;7J;Touriste Français;All-FIMU;15086
2016-05-06;Vendredi;Visiteur;7J;Touriste Etranger;All-FIMU;4571
2016-05-06;Vendredi;Visiteur;8J;Résident ;All-FIMU;36126
2016-05-06;Vendredi;Visiteur;8J;Touriste Français;All-FIMU;16732
2016-05-06;Vendredi;Visiteur;8J;Touriste Etranger;All-FIMU;5137
2016-05-06;Vendredi;Visiteur;9J;Résident ;All-FIMU;38609
2016-05-06;Vendredi;Visiteur;9J;Touriste Français;All-FIMU;18232
2016-05-06;Vendredi;Visiteur;9J;Touriste Etranger;All-FIMU;5567
2016-05-06;Vendredi;Visiteur;10J;Résident ;All-FIMU;40583
2016-05-06;Vendredi;Visiteur;10J;Touriste Français;All-FIMU;19455
2016-05-06;Vendredi;Visiteur;10J;Touriste Etranger;All-FIMU;6116
2016-05-06;Vendredi;Visiteur;11J;Résident ;All-FIMU;42338
2016-05-06;Vendredi;Visiteur;11J;Touriste Français;All-FIMU;20427
2016-05-06;Vendredi;Visiteur;11J;Touriste Etranger;All-FIMU;6478
2016-05-06;Vendredi;Visiteur;12J;Résident ;All-FIMU;43585
2016-05-06;Vendredi;Visiteur;12J;Touriste Français;All-FIMU;21301
2016-05-06;Vendredi;Visiteur;12J;Touriste Etranger;All-FIMU;7176
2016-05-06;Vendredi;Visiteur;13J;Résident ;All-FIMU;44243
2016-05-06;Vendredi;Visiteur;13J;Touriste Français;All-FIMU;22162
2016-05-06;Vendredi;Visiteur;13J;Touriste Etranger;All-FIMU;7176
2016-05-06;Vendredi;Visiteur;14J;Résident ;All-FIMU;45489
2016-05-06;Vendredi;Visiteur;14J;Touriste Français;All-FIMU;23516
2016-05-06;Vendredi;Visiteur;14J;Touriste Etranger;All-FIMU;7595
2016-05-07;Samedi;Visiteur;1J;Résident ;All-FIMU;12248
2016-05-07;Samedi;Visiteur;1J;Touriste Français;All-FIMU;4064
2016-05-07;Samedi;Visiteur;1J;Touriste Etranger;All-FIMU;1104
2016-05-07;Samedi;Visiteur;2J;Résident ;All-FIMU;18358
2016-05-07;Samedi;Visiteur;2J;Touriste Français;All-FIMU;6972
2016-05-07;Samedi;Visiteur;2J;Touriste Etranger;All-FIMU;1997
2016-05-07;Samedi;Visiteur;3J;Résident ;All-FIMU;21432
2016-05-07;Samedi;Visiteur;3J;Touriste Français;All-FIMU;8921
2016-05-07;Samedi;Visiteur;3J;Touriste Etranger;All-FIMU;2722
2016-05-07;Samedi;Visiteur;4J;Résident ;All-FIMU;26184
2016-05-07;Samedi;Visiteur;4J;Touriste Français;All-FIMU;11152
2016-05-07;Samedi;Visiteur;4J;Touriste Etranger;All-FIMU;3202
2016-05-07;Samedi;Visiteur;5J;Résident ;All-FIMU;30397
2016-05-07;Samedi;Visiteur;5J;Touriste Français;All-FIMU;12963
2016-05-07;Samedi;Visiteur;5J;Touriste Etranger;All-FIMU;3719
2016-05-07;Samedi;Visiteur;6J;Résident ;All-FIMU;32733
2016-05-07;Samedi;Visiteur;6J;Touriste Français;All-FIMU;14092
2016-05-07;Samedi;Visiteur;6J;Touriste Etranger;All-FIMU;4081
2016-05-07;Samedi;Visiteur;7J;Résident ;All-FIMU;33791
2016-05-07;Samedi;Visiteur;7J;Touriste Français;All-FIMU;15491
2016-05-07;Samedi;Visiteur;7J;Touriste Etranger;All-FIMU;4514
2016-05-07;Samedi;Visiteur;8J;Résident ;All-FIMU;35937
2016-05-07;Samedi;Visiteur;8J;Touriste Français;All-FIMU;17379
2016-05-07;Samedi;Visiteur;8J;Touriste Etranger;All-FIMU;5195
2016-05-07;Samedi;Visiteur;9J;Résident ;All-FIMU;38882
2016-05-07;Samedi;Visiteur;9J;Touriste Français;All-FIMU;18983
2016-05-07;Samedi;Visiteur;9J;Touriste Etranger;All-FIMU;5748
2016-05-07;Samedi;Visiteur;10J;Résident ;All-FIMU;41158
2016-05-07;Samedi;Visiteur;10J;Touriste Français;All-FIMU;20453
2016-05-07;Samedi;Visiteur;10J;Touriste Etranger;All-FIMU;6171
2016-05-07;Samedi;Visiteur;11J;Résident ;All-FIMU;43035
2016-05-07;Samedi;Visiteur;11J;Touriste Français;All-FIMU;21650
2016-05-07;Samedi;Visiteur;11J;Touriste Etranger;All-FIMU;6723
2016-05-07;Samedi;Visiteur;12J;Résident ;All-FIMU;44722
2016-05-07;Samedi;Visiteur;12J;Touriste Français;All-FIMU;22614
2016-05-07;Samedi;Visiteur;12J;Touriste Etranger;All-FIMU;7459
2016-05-07;Samedi;Visiteur;13J;Résident ;All-FIMU;45880
2016-05-07;Samedi;Visiteur;13J;Touriste Français;All-FIMU;23489
2016-05-07;Samedi;Visiteur;13J;Touriste Etranger;All-FIMU;7459
2016-05-07;Samedi;Visiteur;14J;Résident ;All-FIMU;46509
2016-05-07;Samedi;Visiteur;14J;Touriste Français;All-FIMU;24345
2016-05-07;Samedi;Visiteur;14J;Touriste Etranger;All-FIMU;7772
2016-05-08;Dimanche;Visiteur;1J;Résident ;All-FIMU;8744
2016-05-08;Dimanche;Visiteur;1J;Touriste Français;All-FIMU;2272
2016-05-08;Dimanche;Visiteur;1J;Touriste Etranger;All-FIMU;636
2016-05-08;Dimanche;Visiteur;2J;Résident ;All-FIMU;15470
2016-05-08;Dimanche;Visiteur;2J;Touriste Français;All-FIMU;5492
2016-05-08;Dimanche;Visiteur;2J;Touriste Etranger;All-FIMU;1479
2016-05-08;Dimanche;Visiteur;3J;Résident ;All-FIMU;20877
2016-05-08;Dimanche;Visiteur;3J;Touriste Français;All-FIMU;8251
2016-05-08;Dimanche;Visiteur;3J;Touriste Etranger;All-FIMU;2331
2016-05-08;Dimanche;Visiteur;4J;Résident ;All-FIMU;23595
2016-05-08;Dimanche;Visiteur;4J;Touriste Français;All-FIMU;10104
2016-05-08;Dimanche;Visiteur;4J;Touriste Etranger;All-FIMU;3034
2016-05-08;Dimanche;Visiteur;5J;Résident ;All-FIMU;28003
2016-05-08;Dimanche;Visiteur;5J;Touriste Français;All-FIMU;12224
2016-05-08;Dimanche;Visiteur;5J;Touriste Etranger;All-FIMU;3506
2016-05-08;Dimanche;Visiteur;6J;Résident ;All-FIMU;31940
2016-05-08;Dimanche;Visiteur;6J;Touriste Français;All-FIMU;13946
2016-05-08;Dimanche;Visiteur;6J;Touriste Etranger;All-FIMU;4000
2016-05-08;Dimanche;Visiteur;7J;Résident ;All-FIMU;34169
2016-05-08;Dimanche;Visiteur;7J;Touriste Français;All-FIMU;15064
2016-05-08;Dimanche;Visiteur;7J;Touriste Etranger;All-FIMU;4368
2016-05-08;Dimanche;Visiteur;8J;Résident ;All-FIMU;35118
2016-05-08;Dimanche;Visiteur;8J;Touriste Français;All-FIMU;16440
2016-05-08;Dimanche;Visiteur;8J;Touriste Etranger;All-FIMU;4800
2016-05-08;Dimanche;Visiteur;9J;Résident ;All-FIMU;37187
2016-05-08;Dimanche;Visiteur;9J;Touriste Français;All-FIMU;18304
2016-05-08;Dimanche;Visiteur;9J;Touriste Etranger;All-FIMU;5469
2016-05-08;Dimanche;Visiteur;10J;Résident ;All-FIMU;40075
2016-05-08;Dimanche;Visiteur;10J;Touriste Français;All-FIMU;19901
2016-05-08;Dimanche;Visiteur;10J;Touriste Etranger;All-FIMU;6017
2016-05-08;Dimanche;Visiteur;11J;Résident ;All-FIMU;42284
2016-05-08;Dimanche;Visiteur;11J;Touriste Français;All-FIMU;21360
