Date;JourDeLaSemaine;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-08;Dimanche;Visiteur;11J;Touriste Etranger;All-FIMU;6428
2016-05-08;Dimanche;Visiteur;12J;Résident ;All-FIMU;44123
2016-05-08;Dimanche;Visiteur;12J;Touriste Français;All-FIMU;22564
2016-05-08;Dimanche;Visiteur;12J;Touriste Etranger;All-FIMU;7324
2016-05-08;Dimanche;Visiteur;13J;Résident ;All-FIMU;45772
2016-05-08;Dimanche;Visiteur;13J;Touriste Français;All-FIMU;23509
2016-05-08;Dimanche;Visiteur;13J;Touriste Etranger;All-FIMU;7324
2016-05-08;Dimanche;Visiteur;14J;Résident ;All-FIMU;46911
2016-05-08;Dimanche;Visiteur;14J;Touriste Français;All-FIMU;24386
2016-05-08;Dimanche;Visiteur;14J;Touriste Etranger;All-FIMU;7701
2016-05-09;Lundi;Visiteur;1J;Résident ;All-FIMU;13206
2016-05-09;Lundi;Visiteur;1J;Touriste Français;All-FIMU;3465
2016-05-09;Lundi;Visiteur;1J;Touriste Etranger;All-FIMU;727
2016-05-09;Lundi;Visiteur;2J;Résident ;All-FIMU;16368
2016-05-09;Lundi;Visiteur;2J;Touriste Français;All-FIMU;4872
2016-05-09;Lundi;Visiteur;2J;Touriste Etranger;All-FIMU;1169
2016-05-09;Lundi;Visiteur;3J;Résident ;All-FIMU;21801
2016-05-09;Lundi;Visiteur;3J;Touriste Français;All-FIMU;7857
2016-05-09;Lundi;Visiteur;3J;Touriste Etranger;All-FIMU;1987
2016-05-09;Lundi;Visiteur;4J;Résident ;All-FIMU;26143
2016-05-09;Lundi;Visiteur;4J;Touriste Français;All-FIMU;10342
2016-05-09;Lundi;Visiteur;4J;Touriste Etranger;All-FIMU;2805
2016-05-09;Lundi;Visiteur;5J;Résident ;All-FIMU;28404
2016-05-09;Lundi;Visiteur;5J;Touriste Français;All-FIMU;12134
2016-05-09;Lundi;Visiteur;5J;Touriste Etranger;All-FIMU;3498
2016-05-09;Lundi;Visiteur;6J;Résident ;All-FIMU;31736
2016-05-09;Lundi;Visiteur;6J;Touriste Français;All-FIMU;13808
2016-05-09;Lundi;Visiteur;6J;Touriste Etranger;All-FIMU;3948
2016-05-09;Lundi;Visiteur;7J;Résident ;All-FIMU;34808
2016-05-09;Lundi;Visiteur;7J;Touriste Français;All-FIMU;15270
2016-05-09;Lundi;Visiteur;7J;Touriste Etranger;All-FIMU;4423
2016-05-09;Lundi;Visiteur;8J;Résident ;All-FIMU;36699
2016-05-09;Lundi;Visiteur;8J;Touriste Français;All-FIMU;16271
2016-05-09;Lundi;Visiteur;8J;Touriste Etranger;All-FIMU;4777
2016-05-09;Lundi;Visiteur;9J;Résident ;All-FIMU;37589
2016-05-09;Lundi;Visiteur;9J;Touriste Français;All-FIMU;17635
2016-05-09;Lundi;Visiteur;9J;Touriste Etranger;All-FIMU;5203
2016-05-09;Lundi;Visiteur;10J;Résident ;All-FIMU;39500
2016-05-09;Lundi;Visiteur;10J;Touriste Français;All-FIMU;19485
2016-05-09;Lundi;Visiteur;10J;Touriste Etranger;All-FIMU;5871
2016-05-09;Lundi;Visiteur;11J;Résident ;All-FIMU;42102
2016-05-09;Lundi;Visiteur;11J;Touriste Français;All-FIMU;20998
2016-05-09;Lundi;Visiteur;11J;Touriste Etranger;All-FIMU;6405
2016-05-09;Lundi;Visiteur;12J;Résident ;All-FIMU;44133
2016-05-09;Lundi;Visiteur;12J;Touriste Français;All-FIMU;22421
2016-05-09;Lundi;Visiteur;12J;Touriste Etranger;All-FIMU;7343
2016-05-09;Lundi;Visiteur;13J;Résident ;All-FIMU;45864
2016-05-09;Lundi;Visiteur;13J;Touriste Français;All-FIMU;23581
2016-05-09;Lundi;Visiteur;13J;Touriste Etranger;All-FIMU;7343
2016-05-09;Lundi;Visiteur;14J;Résident ;All-FIMU;47364
2016-05-09;Lundi;Visiteur;14J;Touriste Français;All-FIMU;24524
2016-05-09;Lundi;Visiteur;14J;Touriste Etranger;All-FIMU;7685
2016-05-10;Mardi;Visiteur;1J;Résident ;All-FIMU;13762
2016-05-10;Mardi;Visiteur;1J;Touriste Français;All-FIMU;3845
2016-05-10;Mardi;Visiteur;1J;Touriste Etranger;All-FIMU;835
2016-05-10;Mardi;Visiteur;2J;Résident ;All-FIMU;18350
2016-05-10;Mardi;Visiteur;2J;Touriste Français;All-FIMU;5445
2016-05-10;Mardi;Visiteur;2J;Touriste Etranger;All-FIMU;1252
2016-05-10;Mardi;Visiteur;3J;Résident ;All-FIMU;20974
2016-05-10;Mardi;Visiteur;3J;Touriste Français;All-FIMU;6770
2016-05-10;Mardi;Visiteur;3J;Touriste Etranger;All-FIMU;1665
2016-05-10;Mardi;Visiteur;4J;Résident ;All-FIMU;25582
2016-05-10;Mardi;Visiteur;4J;Touriste Français;All-FIMU;9695
2016-05-10;Mardi;Visiteur;4J;Touriste Etranger;All-FIMU;2463
2016-05-10;Mardi;Visiteur;5J;Résident ;All-FIMU;29358
2016-05-10;Mardi;Visiteur;5J;Touriste Français;All-FIMU;12067
2016-05-10;Mardi;Visiteur;5J;Touriste Etranger;All-FIMU;3267
2016-05-10;Mardi;Visiteur;6J;Résident ;All-FIMU;31401
2016-05-10;Mardi;Visiteur;6J;Touriste Français;All-FIMU;13809
2016-05-10;Mardi;Visiteur;6J;Touriste Etranger;All-FIMU;3950
2016-05-10;Mardi;Visiteur;7J;Résident ;All-FIMU;34336
2016-05-10;Mardi;Visiteur;7J;Touriste Français;All-FIMU;15320
2016-05-10;Mardi;Visiteur;7J;Touriste Etranger;All-FIMU;4381
2016-05-10;Mardi;Visiteur;8J;Résident ;All-FIMU;37041
2016-05-10;Mardi;Visiteur;8J;Touriste Français;All-FIMU;16651
2016-05-10;Mardi;Visiteur;8J;Touriste Etranger;All-FIMU;4828
2016-05-10;Mardi;Visiteur;9J;Résident ;All-FIMU;38763
2016-05-10;Mardi;Visiteur;9J;Touriste Français;All-FIMU;17602
2016-05-10;Mardi;Visiteur;9J;Touriste Etranger;All-FIMU;5176
2016-05-10;Mardi;Visiteur;10J;Résident ;All-FIMU;39585
2016-05-10;Mardi;Visiteur;10J;Touriste Français;All-FIMU;18945
2016-05-10;Mardi;Visiteur;10J;Touriste Etranger;All-FIMU;5601
2016-05-10;Mardi;Visiteur;11J;Résident ;All-FIMU;41398
2016-05-10;Mardi;Visiteur;11J;Touriste Français;All-FIMU;20784
2016-05-10;Mardi;Visiteur;11J;Touriste Etranger;All-FIMU;6259
2016-05-10;Mardi;Visiteur;12J;Résident ;All-FIMU;43762
2016-05-10;Mardi;Visiteur;12J;Touriste Français;All-FIMU;22249
2016-05-10;Mardi;Visiteur;12J;Touriste Etranger;All-FIMU;7195
2016-05-10;Mardi;Visiteur;13J;Résident ;All-FIMU;45765
2016-05-10;Mardi;Visiteur;13J;Touriste Français;All-FIMU;23604
2016-05-10;Mardi;Visiteur;13J;Touriste Etranger;All-FIMU;7195
2016-05-10;Mardi;Visiteur;14J;Résident ;All-FIMU;47428
2016-05-10;Mardi;Visiteur;14J;Touriste Français;All-FIMU;24737
2016-05-10;Mardi;Visiteur;14J;Touriste Etranger;All-FIMU;7724
2016-05-11;Mercredi;Visiteur;1J;Résident ;All-FIMU;13988
2016-05-11;Mercredi;Visiteur;1J;Touriste Français;All-FIMU;3871
2016-05-11;Mercredi;Visiteur;1J;Touriste Etranger;All-FIMU;900
2016-05-11;Mercredi;Visiteur;2J;Résident ;All-FIMU;19333
2016-05-11;Mercredi;Visiteur;2J;Touriste Français;All-FIMU;5971
2016-05-11;Mercredi;Visiteur;2J;Touriste Etranger;All-FIMU;1387
2016-05-11;Mercredi;Visiteur;3J;Résident ;All-FIMU;22923
2016-05-11;Mercredi;Visiteur;3J;Touriste Français;All-FIMU;7318
2016-05-11;Mercredi;Visiteur;3J;Touriste Etranger;All-FIMU;1776
2016-05-11;Mercredi;Visiteur;4J;Résident ;All-FIMU;25169
2016-05-11;Mercredi;Visiteur;4J;Touriste Français;All-FIMU;8546
2016-05-11;Mercredi;Visiteur;4J;Touriste Etranger;All-FIMU;2179
2016-05-11;Mercredi;Visiteur;5J;Résident ;All-FIMU;29281
2016-05-11;Mercredi;Visiteur;5J;Touriste Français;All-FIMU;11368
2016-05-11;Mercredi;Visiteur;5J;Touriste Etranger;All-FIMU;2969
2016-05-11;Mercredi;Visiteur;6J;Résident ;All-FIMU;32730
2016-05-11;Mercredi;Visiteur;6J;Touriste Français;All-FIMU;13684
2016-05-11;Mercredi;Visiteur;6J;Touriste Etranger;All-FIMU;3770
2016-05-11;Mercredi;Visiteur;7J;Résident ;All-FIMU;34585
2016-05-11;Mercredi;Visiteur;7J;Touriste Français;All-FIMU;15400
2016-05-11;Mercredi;Visiteur;7J;Touriste Etranger;All-FIMU;4449
2016-05-11;Mercredi;Visiteur;8J;Résident ;All-FIMU;37062
2016-05-11;Mercredi;Visiteur;8J;Touriste Français;All-FIMU;16798
2016-05-11;Mercredi;Visiteur;8J;Touriste Etranger;All-FIMU;4866
2016-05-11;Mercredi;Visiteur;9J;Résident ;All-FIMU;39399
2016-05-11;Mercredi;Visiteur;9J;Touriste Français;All-FIMU;18058
2016-05-11;Mercredi;Visiteur;9J;Touriste Etranger;All-FIMU;5297
2016-05-11;Mercredi;Visiteur;10J;Résident ;All-FIMU;41003
2016-05-11;Mercredi;Visiteur;10J;Touriste Français;All-FIMU;18990
2016-05-11;Mercredi;Visiteur;10J;Touriste Etranger;All-FIMU;5643
2016-05-11;Mercredi;Visiteur;11J;Résident ;All-FIMU;41745
2016-05-11;Mercredi;Visiteur;11J;Touriste Français;All-FIMU;20312
2016-05-11;Mercredi;Visiteur;11J;Touriste Etranger;All-FIMU;6064
2016-05-11;Mercredi;Visiteur;12J;Résident ;All-FIMU;43510
2016-05-11;Mercredi;Visiteur;12J;Touriste Français;All-FIMU;22124
2016-05-11;Mercredi;Visiteur;12J;Touriste Etranger;All-FIMU;7239
2016-05-11;Mercredi;Visiteur;13J;Résident ;All-FIMU;45726
2016-05-11;Mercredi;Visiteur;13J;Touriste Français;All-FIMU;23571
2016-05-11;Mercredi;Visiteur;13J;Touriste Etranger;All-FIMU;7239
2016-05-11;Mercredi;Visiteur;14J;Résident ;All-FIMU;47601
2016-05-11;Mercredi;Visiteur;14J;Touriste Français;All-FIMU;24896
2016-05-11;Mercredi;Visiteur;14J;Touriste Etranger;All-FIMU;7635
2016-05-12;Jeudi;Visiteur;1J;Résident ;All-FIMU;13653
2016-05-12;Jeudi;Visiteur;1J;Touriste Français;All-FIMU;4068
2016-05-12;Jeudi;Visiteur;1J;Touriste Etranger;All-FIMU;791
2016-05-12;Jeudi;Visiteur;2J;Résident ;All-FIMU;19355
2016-05-12;Jeudi;Visiteur;2J;Touriste Français;All-FIMU;6074
2016-05-12;Jeudi;Visiteur;2J;Touriste Etranger;All-FIMU;1434
2016-05-12;Jeudi;Visiteur;3J;Résident ;All-FIMU;23240
2016-05-12;Jeudi;Visiteur;3J;Touriste Français;All-FIMU;7755
2016-05-12;Jeudi;Visiteur;3J;Touriste Etranger;All-FIMU;1854
2016-05-12;Jeudi;Visiteur;4J;Résident ;All-FIMU;26252
2016-05-12;Jeudi;Visiteur;4J;Touriste Français;All-FIMU;9004
2016-05-12;Jeudi;Visiteur;4J;Touriste Etranger;All-FIMU;2213
2016-05-12;Jeudi;Visiteur;5J;Résident ;All-FIMU;28340
2016-05-12;Jeudi;Visiteur;5J;Touriste Français;All-FIMU;10204
2016-05-12;Jeudi;Visiteur;5J;Touriste Etranger;All-FIMU;2603
2016-05-12;Jeudi;Visiteur;6J;Résident ;All-FIMU;32195
2016-05-12;Jeudi;Visiteur;6J;Touriste Français;All-FIMU;12964
2016-05-12;Jeudi;Visiteur;6J;Touriste Etranger;All-FIMU;3383
2016-05-12;Jeudi;Visiteur;7J;Résident ;All-FIMU;35417
2016-05-12;Jeudi;Visiteur;7J;Touriste Français;All-FIMU;15243
2016-05-12;Jeudi;Visiteur;7J;Touriste Etranger;All-FIMU;4168
2016-05-12;Jeudi;Visiteur;8J;Résident ;All-FIMU;37154
2016-05-12;Jeudi;Visiteur;8J;Touriste Français;All-FIMU;16925
2016-05-12;Jeudi;Visiteur;8J;Touriste Etranger;All-FIMU;4838
2016-05-12;Jeudi;Visiteur;9J;Résident ;All-FIMU;39423
2016-05-12;Jeudi;Visiteur;9J;Touriste Français;All-FIMU;18292
2016-05-12;Jeudi;Visiteur;9J;Touriste Etranger;All-FIMU;5250
2016-05-12;Jeudi;Visiteur;10J;Résident ;All-FIMU;41501
2016-05-12;Jeudi;Visiteur;10J;Touriste Français;All-FIMU;19510
2016-05-12;Jeudi;Visiteur;10J;Touriste Etranger;All-FIMU;5681
2016-05-12;Jeudi;Visiteur;11J;Résident ;All-FIMU;43047
2016-05-12;Jeudi;Visiteur;11J;Touriste Français;All-FIMU;20390
2016-05-12;Jeudi;Visiteur;11J;Touriste Etranger;All-FIMU;6023
2016-05-12;Jeudi;Visiteur;12J;Résident ;All-FIMU;43760
2016-05-12;Jeudi;Visiteur;12J;Touriste Français;All-FIMU;21699
2016-05-12;Jeudi;Visiteur;12J;Touriste Etranger;All-FIMU;7099
2016-05-12;Jeudi;Visiteur;13J;Résident ;All-FIMU;45436
2016-05-12;Jeudi;Visiteur;13J;Touriste Français;All-FIMU;23518
2016-05-12;Jeudi;Visiteur;13J;Touriste Etranger;All-FIMU;7099
2016-05-12;Jeudi;Visiteur;14J;Résident ;All-FIMU;47504
2016-05-12;Jeudi;Visiteur;14J;Touriste Français;All-FIMU;24922
2016-05-12;Jeudi;Visiteur;14J;Touriste Etranger;All-FIMU;7605
2016-05-13;Vendredi;Visiteur;1J;Résident ;All-FIMU;15668
2016-05-13;Vendredi;Visiteur;1J;Touriste Français;All-FIMU;5071
2016-05-13;Vendredi;Visiteur;1J;Touriste Etranger;All-FIMU;1456
2016-05-13;Vendredi;Visiteur;2J;Résident ;All-FIMU;20703
2016-05-13;Vendredi;Visiteur;2J;Touriste Français;All-FIMU;7318
2016-05-13;Vendredi;Visiteur;2J;Touriste Etranger;All-FIMU;1954
2016-05-13;Vendredi;Visiteur;3J;Résident ;All-FIMU;25025
2016-05-13;Vendredi;Visiteur;3J;Touriste Français;All-FIMU;9015
2016-05-13;Vendredi;Visiteur;3J;Touriste Etranger;All-FIMU;2490
2016-05-13;Vendredi;Visiteur;4J;Résident ;All-FIMU;28080
2016-05-13;Vendredi;Visiteur;4J;Touriste Français;All-FIMU;10484
2016-05-13;Vendredi;Visiteur;4J;Touriste Etranger;All-FIMU;2894
2016-05-13;Vendredi;Visiteur;5J;Résident ;All-FIMU;30603
2016-05-13;Vendredi;Visiteur;5J;Touriste Français;All-FIMU;11583
2016-05-13;Vendredi;Visiteur;5J;Touriste Etranger;All-FIMU;3235
2016-05-13;Vendredi;Visiteur;6J;Résident ;All-FIMU;32341
2016-05-13;Vendredi;Visiteur;6J;Touriste Français;All-FIMU;12745
2016-05-13;Vendredi;Visiteur;6J;Touriste Etranger;All-FIMU;3620
2016-05-13;Vendredi;Visiteur;7J;Résident ;All-FIMU;35769
2016-05-13;Vendredi;Visiteur;7J;Touriste Français;All-FIMU;15369
2016-05-13;Vendredi;Visiteur;7J;Touriste Etranger;All-FIMU;4392
2016-05-13;Vendredi;Visiteur;8J;Résident ;All-FIMU;38713
2016-05-13;Vendredi;Visiteur;8J;Touriste Français;All-FIMU;17572
2016-05-13;Vendredi;Visiteur;8J;Touriste Etranger;All-FIMU;5165
2016-05-13;Vendredi;Visiteur;9J;Résident ;All-FIMU;40241
2016-05-13;Vendredi;Visiteur;9J;Touriste Français;All-FIMU;19217
2016-05-13;Vendredi;Visiteur;9J;Touriste Etranger;All-FIMU;5829
2016-05-13;Vendredi;Visiteur;10J;Résident ;All-FIMU;42301
2016-05-13;Vendredi;Visiteur;10J;Touriste Français;All-FIMU;20555
2016-05-13;Vendredi;Visiteur;10J;Touriste Etranger;All-FIMU;6229
2016-05-13;Vendredi;Visiteur;11J;Résident ;All-FIMU;44171
2016-05-13;Vendredi;Visiteur;11J;Touriste Français;All-FIMU;21701
2016-05-13;Vendredi;Visiteur;11J;Touriste Etranger;All-FIMU;6654
2016-05-13;Vendredi;Visiteur;12J;Résident ;All-FIMU;45588
2016-05-13;Vendredi;Visiteur;12J;Touriste Français;All-FIMU;22554
2016-05-13;Vendredi;Visiteur;12J;Touriste Etranger;All-FIMU;7420
2016-05-13;Vendredi;Visiteur;13J;Résident ;All-FIMU;46211
2016-05-13;Vendredi;Visiteur;13J;Touriste Français;All-FIMU;23832
2016-05-13;Vendredi;Visiteur;13J;Touriste Etranger;All-FIMU;7420
2016-05-13;Vendredi;Visiteur;14J;Résident ;All-FIMU;47779
2016-05-13;Vendredi;Visiteur;14J;Touriste Français;All-FIMU;25628
2016-05-13;Vendredi;Visiteur;14J;Touriste Etranger;All-FIMU;8071
2016-05-14;Samedi;Visiteur;1J;Résident ;All-FIMU;20183
2016-05-14;Samedi;Visiteur;1J;Touriste Français;All-FIMU;12323
2016-05-14;Samedi;Visiteur;1J;Touriste Etranger;All-FIMU;2415
2016-05-14;Samedi;Visiteur;2J;Résident ;All-FIMU;27156
2016-05-14;Samedi;Visiteur;2J;Touriste Français;All-FIMU;15340
2016-05-14;Samedi;Visiteur;2J;Touriste Etranger;All-FIMU;3325
2016-05-14;Samedi;Visiteur;3J;Résident ;All-FIMU;30979
2016-05-14;Samedi;Visiteur;3J;Touriste Français;All-FIMU;17357
2016-05-14;Samedi;Visiteur;3J;Touriste Etranger;All-FIMU;3785
2016-05-14;Samedi;Visiteur;4J;Résident ;All-FIMU;34410
2016-05-14;Samedi;Visiteur;4J;Touriste Français;All-FIMU;18874
2016-05-14;Samedi;Visiteur;4J;Touriste Etranger;All-FIMU;4299
2016-05-14;Samedi;Visiteur;5J;Résident ;All-FIMU;36946
2016-05-14;Samedi;Visiteur;5J;Touriste Français;All-FIMU;20182
2016-05-14;Samedi;Visiteur;5J;Touriste Etranger;All-FIMU;4673
2016-05-14;Samedi;Visiteur;6J;Résident ;All-FIMU;39079
2016-05-14;Samedi;Visiteur;6J;Touriste Français;All-FIMU;21200
2016-05-14;Samedi;Visiteur;6J;Touriste Etranger;All-FIMU;4998
2016-05-14;Samedi;Visiteur;7J;Résident ;All-FIMU;40457
2016-05-14;Samedi;Visiteur;7J;Touriste Français;All-FIMU;22291
2016-05-14;Samedi;Visiteur;7J;Touriste Etranger;All-FIMU;5367
2016-05-14;Samedi;Visiteur;8J;Résident ;All-FIMU;42952
2016-05-14;Samedi;Visiteur;8J;Touriste Français;All-FIMU;24727
2016-05-14;Samedi;Visiteur;8J;Touriste Etranger;All-FIMU;6112
2016-05-14;Samedi;Visiteur;9J;Résident ;All-FIMU;45357
2016-05-14;Samedi;Visiteur;9J;Touriste Français;All-FIMU;26847
2016-05-14;Samedi;Visiteur;9J;Touriste Etranger;All-FIMU;6872
2016-05-14;Samedi;Visiteur;10J;Résident ;All-FIMU;46534
2016-05-14;Samedi;Visiteur;10J;Touriste Français;All-FIMU;28411
2016-05-14;Samedi;Visiteur;10J;Touriste Etranger;All-FIMU;7528
2016-05-14;Samedi;Visiteur;11J;Résident ;All-FIMU;48285
2016-05-14;Samedi;Visiteur;11J;Touriste Français;All-FIMU;29613
2016-05-14;Samedi;Visiteur;11J;Touriste Etranger;All-FIMU;7929
2016-05-14;Samedi;Visiteur;12J;Résident ;All-FIMU;49875
2016-05-14;Samedi;Visiteur;12J;Touriste Français;All-FIMU;30658
2016-05-14;Samedi;Visiteur;12J;Touriste Etranger;All-FIMU;8684
2016-05-14;Samedi;Visiteur;13J;Résident ;All-FIMU;51122
2016-05-14;Samedi;Visiteur;13J;Touriste Français;All-FIMU;31479
2016-05-14;Samedi;Visiteur;13J;Touriste Etranger;All-FIMU;8684
2016-05-14;Samedi;Visiteur;14J;Résident ;All-FIMU;51666
2016-05-14;Samedi;Visiteur;14J;Touriste Français;All-FIMU;32682
2016-05-14;Samedi;Visiteur;14J;Touriste Etranger;All-FIMU;9102
2016-05-15;Dimanche;Visiteur;1J;Résident ;All-FIMU;20619
2016-05-15;Dimanche;Visiteur;1J;Touriste Français;All-FIMU;16194
2016-05-15;Dimanche;Visiteur;1J;Touriste Etranger;All-FIMU;2426
2016-05-15;Dimanche;Visiteur;2J;Résident ;All-FIMU;29039
2016-05-15;Dimanche;Visiteur;2J;Touriste Français;All-FIMU;23162
2016-05-15;Dimanche;Visiteur;2J;Touriste Etranger;All-FIMU;3767
2016-05-15;Dimanche;Visiteur;3J;Résident ;All-FIMU;34449
2016-05-15;Dimanche;Visiteur;3J;Touriste Français;All-FIMU;25761
2016-05-15;Dimanche;Visiteur;3J;Touriste Etranger;All-FIMU;4483
2016-05-15;Dimanche;Visiteur;4J;Résident ;All-FIMU;37672
2016-05-15;Dimanche;Visiteur;4J;Touriste Français;All-FIMU;27660
2016-05-15;Dimanche;Visiteur;4J;Touriste Etranger;All-FIMU;4924
2016-05-15;Dimanche;Visiteur;5J;Résident ;All-FIMU;40593
2016-05-15;Dimanche;Visiteur;5J;Touriste Français;All-FIMU;29120
2016-05-15;Dimanche;Visiteur;5J;Touriste Etranger;All-FIMU;5439
2016-05-15;Dimanche;Visiteur;6J;Résident ;All-FIMU;42819
2016-05-15;Dimanche;Visiteur;6J;Touriste Français;All-FIMU;30366
2016-05-15;Dimanche;Visiteur;6J;Touriste Etranger;All-FIMU;5816
2016-05-15;Dimanche;Visiteur;7J;Résident ;All-FIMU;44672
2016-05-15;Dimanche;Visiteur;7J;Touriste Français;All-FIMU;31320
2016-05-15;Dimanche;Visiteur;7J;Touriste Etranger;All-FIMU;6133
2016-05-15;Dimanche;Visiteur;8J;Résident ;All-FIMU;45851
2016-05-15;Dimanche;Visiteur;8J;Touriste Français;All-FIMU;32386
2016-05-15;Dimanche;Visiteur;8J;Touriste Etranger;All-FIMU;6496
2016-05-15;Dimanche;Visiteur;9J;Résident ;All-FIMU;48117
2016-05-15;Dimanche;Visiteur;9J;Touriste Français;All-FIMU;34691
2016-05-15;Dimanche;Visiteur;9J;Touriste Etranger;All-FIMU;7241
2016-05-15;Dimanche;Visiteur;10J;Résident ;All-FIMU;50233
2016-05-15;Dimanche;Visiteur;10J;Touriste Français;All-FIMU;36678
2016-05-15;Dimanche;Visiteur;10J;Touriste Etranger;All-FIMU;8005
2016-05-15;Dimanche;Visiteur;11J;Résident ;All-FIMU;51260
2016-05-15;Dimanche;Visiteur;11J;Touriste Français;All-FIMU;38136
2016-05-15;Dimanche;Visiteur;11J;Touriste Etranger;All-FIMU;8652
2016-05-15;Dimanche;Visiteur;12J;Résident ;All-FIMU;52842
2016-05-15;Dimanche;Visiteur;12J;Touriste Français;All-FIMU;39279
2016-05-15;Dimanche;Visiteur;12J;Touriste Etranger;All-FIMU;9458
2016-05-15;Dimanche;Visiteur;13J;Résident ;All-FIMU;54332
2016-05-15;Dimanche;Visiteur;13J;Touriste Français;All-FIMU;40264
2016-05-15;Dimanche;Visiteur;13J;Touriste Etranger;All-FIMU;9458
2016-05-15;Dimanche;Visiteur;14J;Résident ;All-FIMU;55450
2016-05-15;Dimanche;Visiteur;14J;Touriste Français;All-FIMU;41056
2016-05-15;Dimanche;Visiteur;14J;Touriste Etranger;All-FIMU;9787
2016-05-16;Lundi;Visiteur;1J;Résident ;All-FIMU;13502
2016-05-16;Lundi;Visiteur;1J;Touriste Français;All-FIMU;6382
2016-05-16;Lundi;Visiteur;1J;Touriste Etranger;All-FIMU;1505
2016-05-16;Lundi;Visiteur;2J;Résident ;All-FIMU;25109
2016-05-16;Lundi;Visiteur;2J;Touriste Français;All-FIMU;19896
2016-05-16;Lundi;Visiteur;2J;Touriste Etranger;All-FIMU;3155
2016-05-16;Lundi;Visiteur;3J;Résident ;All-FIMU;32198
2016-05-16;Lundi;Visiteur;3J;Touriste Français;All-FIMU;26480
2016-05-16;Lundi;Visiteur;3J;Touriste Etranger;All-FIMU;4409
2016-05-16;Lundi;Visiteur;4J;Résident ;All-FIMU;36988
2016-05-16;Lundi;Visiteur;4J;Touriste Français;All-FIMU;28925
2016-05-16;Lundi;Visiteur;4J;Touriste Etranger;All-FIMU;5090
2016-05-16;Lundi;Visiteur;5J;Résident ;All-FIMU;39973
2016-05-16;Lundi;Visiteur;5J;Touriste Français;All-FIMU;30740
2016-05-16;Lundi;Visiteur;5J;Touriste Etranger;All-FIMU;5520
2016-05-16;Lundi;Visiteur;6J;Résident ;All-FIMU;42675
2016-05-16;Lundi;Visiteur;6J;Touriste Français;All-FIMU;32170
2016-05-16;Lundi;Visiteur;6J;Touriste Etranger;All-FIMU;6020
2016-05-16;Lundi;Visiteur;7J;Résident ;All-FIMU;44833
2016-05-16;Lundi;Visiteur;7J;Touriste Français;All-FIMU;33361
2016-05-16;Lundi;Visiteur;7J;Touriste Etranger;All-FIMU;6379
2016-05-16;Lundi;Visiteur;8J;Résident ;All-FIMU;46548
2016-05-16;Lundi;Visiteur;8J;Touriste Français;All-FIMU;34285
2016-05-16;Lundi;Visiteur;8J;Touriste Etranger;All-FIMU;6687
2016-05-16;Lundi;Visiteur;9J;Résident ;All-FIMU;47637
2016-05-16;Lundi;Visiteur;9J;Touriste Français;All-FIMU;35348
2016-05-16;Lundi;Visiteur;9J;Touriste Etranger;All-FIMU;7056
2016-05-16;Lundi;Visiteur;10J;Résident ;All-FIMU;49734
2016-05-16;Lundi;Visiteur;10J;Touriste Français;All-FIMU;37623
2016-05-16;Lundi;Visiteur;10J;Touriste Etranger;All-FIMU;7793
2016-05-16;Lundi;Visiteur;11J;Résident ;All-FIMU;51751
2016-05-16;Lundi;Visiteur;11J;Touriste Français;All-FIMU;39603
2016-05-16;Lundi;Visiteur;11J;Touriste Etranger;All-FIMU;8559
2016-05-16;Lundi;Visiteur;12J;Résident ;All-FIMU;52719
2016-05-16;Lundi;Visiteur;12J;Touriste Français;All-FIMU;41037
2016-05-16;Lundi;Visiteur;12J;Touriste Etranger;All-FIMU;9589
2016-05-16;Lundi;Visiteur;13J;Résident ;All-FIMU;54242
2016-05-16;Lundi;Visiteur;13J;Touriste Français;All-FIMU;42144
2016-05-16;Lundi;Visiteur;13J;Touriste Etranger;All-FIMU;9589
2016-05-16;Lundi;Visiteur;14J;Résident ;All-FIMU;55684
2016-05-16;Lundi;Visiteur;14J;Touriste Français;All-FIMU;43110
2016-05-16;Lundi;Visiteur;14J;Touriste Etranger;All-FIMU;10003
2016-05-17;Mardi;Visiteur;1J;Résident ;All-FIMU;13860
2016-05-17;Mardi;Visiteur;1J;Touriste Français;All-FIMU;3535
2016-05-17;Mardi;Visiteur;1J;Touriste Etranger;All-FIMU;922
2016-05-17;Mardi;Visiteur;2J;Résident ;All-FIMU;20877
2016-05-17;Mardi;Visiteur;2J;Touriste Français;All-FIMU;8789
2016-05-17;Mardi;Visiteur;2J;Touriste Etranger;All-FIMU;2155
2016-05-17;Mardi;Visiteur;3J;Résident ;All-FIMU;30881
2016-05-17;Mardi;Visiteur;3J;Touriste Français;All-FIMU;22051
2016-05-17;Mardi;Visiteur;3J;Touriste Etranger;All-FIMU;3689
2016-05-17;Mardi;Visiteur;4J;Résident ;All-FIMU;36979
2016-05-17;Mardi;Visiteur;4J;Touriste Français;All-FIMU;28454
2016-05-17;Mardi;Visiteur;4J;Touriste Etranger;All-FIMU;4904
2016-05-17;Mardi;Visiteur;5J;Résident ;All-FIMU;40189
2016-05-17;Mardi;Visiteur;5J;Touriste Français;All-FIMU;30329
2016-05-17;Mardi;Visiteur;5J;Touriste Etranger;All-FIMU;5546
2016-05-17;Mardi;Visiteur;6J;Résident ;All-FIMU;42531
