Date;JourDeLaSemaine;Heure;Presence30Min;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-15;Dimanche;13:30:00;Présent;Touriste Français;All-FIMU;2522
2016-05-15;Dimanche;13:30:00;Présent;Touriste Etranger;All-FIMU;1062
2016-05-15;Dimanche;14:00:00;Présent;Résident ;All-FIMU;5820
2016-05-15;Dimanche;14:00:00;Présent;Touriste Français;All-FIMU;2690
2016-05-15;Dimanche;14:00:00;Présent;Touriste Etranger;All-FIMU;1023
2016-05-15;Dimanche;14:30:00;Présent;Résident ;All-FIMU;6394
2016-05-15;Dimanche;14:30:00;Présent;Touriste Français;All-FIMU;3128
2016-05-15;Dimanche;14:30:00;Présent;Touriste Etranger;All-FIMU;1038
2016-05-15;Dimanche;15:00:00;Présent;Résident ;All-FIMU;7306
2016-05-15;Dimanche;15:00:00;Présent;Touriste Français;All-FIMU;3915
2016-05-15;Dimanche;15:00:00;Présent;Touriste Etranger;All-FIMU;1109
2016-05-15;Dimanche;15:30:00;Présent;Résident ;All-FIMU;8287
2016-05-15;Dimanche;15:30:00;Présent;Touriste Français;All-FIMU;4891
2016-05-15;Dimanche;15:30:00;Présent;Touriste Etranger;All-FIMU;1177
2016-05-15;Dimanche;16:00:00;Présent;Résident ;All-FIMU;9872
2016-05-15;Dimanche;16:00:00;Présent;Touriste Français;All-FIMU;5911
2016-05-15;Dimanche;16:00:00;Présent;Touriste Etranger;All-FIMU;1225
2016-05-15;Dimanche;16:30:00;Présent;Résident ;All-FIMU;11471
2016-05-15;Dimanche;16:30:00;Présent;Touriste Français;All-FIMU;7369
2016-05-15;Dimanche;16:30:00;Présent;Touriste Etranger;All-FIMU;1281
2016-05-15;Dimanche;17:00:00;Présent;Résident ;All-FIMU;13478
2016-05-15;Dimanche;17:00:00;Présent;Touriste Français;All-FIMU;9145
2016-05-15;Dimanche;17:00:00;Présent;Touriste Etranger;All-FIMU;1359
2016-05-15;Dimanche;17:30:00;Présent;Résident ;All-FIMU;15472
2016-05-15;Dimanche;17:30:00;Présent;Touriste Français;All-FIMU;10673
2016-05-15;Dimanche;17:30:00;Présent;Touriste Etranger;All-FIMU;1419
2016-05-15;Dimanche;18:00:00;Présent;Résident ;All-FIMU;17032
2016-05-15;Dimanche;18:00:00;Présent;Touriste Français;All-FIMU;11798
2016-05-15;Dimanche;18:00:00;Présent;Touriste Etranger;All-FIMU;1456
2016-05-15;Dimanche;18:30:00;Présent;Résident ;All-FIMU;17837
2016-05-15;Dimanche;18:30:00;Présent;Touriste Français;All-FIMU;12449
2016-05-15;Dimanche;18:30:00;Présent;Touriste Etranger;All-FIMU;1484
2016-05-15;Dimanche;19:00:00;Présent;Résident ;All-FIMU;17719
2016-05-15;Dimanche;19:00:00;Présent;Touriste Français;All-FIMU;12776
2016-05-15;Dimanche;19:00:00;Présent;Touriste Etranger;All-FIMU;1467
2016-05-15;Dimanche;19:30:00;Présent;Résident ;All-FIMU;16977
2016-05-15;Dimanche;19:30:00;Présent;Touriste Français;All-FIMU;12338
2016-05-15;Dimanche;19:30:00;Présent;Touriste Etranger;All-FIMU;1433
2016-05-15;Dimanche;20:00:00;Présent;Résident ;All-FIMU;16460
2016-05-15;Dimanche;20:00:00;Présent;Touriste Français;All-FIMU;11472
2016-05-15;Dimanche;20:00:00;Présent;Touriste Etranger;All-FIMU;1418
2016-05-15;Dimanche;20:30:00;Présent;Résident ;All-FIMU;15503
2016-05-15;Dimanche;20:30:00;Présent;Touriste Français;All-FIMU;10484
2016-05-15;Dimanche;20:30:00;Présent;Touriste Etranger;All-FIMU;1374
2016-05-15;Dimanche;21:00:00;Présent;Résident ;All-FIMU;14807
2016-05-15;Dimanche;21:00:00;Présent;Touriste Français;All-FIMU;9408
2016-05-15;Dimanche;21:00:00;Présent;Touriste Etranger;All-FIMU;1308
2016-05-15;Dimanche;21:30:00;Présent;Résident ;All-FIMU;13288
2016-05-15;Dimanche;21:30:00;Présent;Touriste Français;All-FIMU;8114
2016-05-15;Dimanche;21:30:00;Présent;Touriste Etranger;All-FIMU;1204
2016-05-15;Dimanche;22:00:00;Présent;Résident ;All-FIMU;11529
2016-05-15;Dimanche;22:00:00;Présent;Touriste Français;All-FIMU;7487
2016-05-15;Dimanche;22:00:00;Présent;Touriste Etranger;All-FIMU;1120
2016-05-15;Dimanche;22:30:00;Présent;Résident ;All-FIMU;10529
2016-05-15;Dimanche;22:30:00;Présent;Touriste Français;All-FIMU;7062
2016-05-15;Dimanche;22:30:00;Présent;Touriste Etranger;All-FIMU;1041
2016-05-15;Dimanche;23:00:00;Présent;Résident ;All-FIMU;9975
2016-05-15;Dimanche;23:00:00;Présent;Touriste Français;All-FIMU;6523
2016-05-15;Dimanche;23:00:00;Présent;Touriste Etranger;All-FIMU;990
2016-05-15;Dimanche;23:30:00;Présent;Résident ;All-FIMU;9354
2016-05-15;Dimanche;23:30:00;Présent;Touriste Français;All-FIMU;5867
2016-05-15;Dimanche;23:30:00;Présent;Touriste Etranger;All-FIMU;933
2016-05-16;Lundi;12:00:00;Présent;Résident ;All-FIMU;5342
2016-05-16;Lundi;12:00:00;Présent;Touriste Français;All-FIMU;1975
2016-05-16;Lundi;12:00:00;Présent;Touriste Etranger;All-FIMU;682
2016-05-16;Lundi;12:30:00;Présent;Résident ;All-FIMU;5496
2016-05-16;Lundi;12:30:00;Présent;Touriste Français;All-FIMU;2106
2016-05-16;Lundi;12:30:00;Présent;Touriste Etranger;All-FIMU;809
2016-05-16;Lundi;13:00:00;Présent;Résident ;All-FIMU;5433
2016-05-16;Lundi;13:00:00;Présent;Touriste Français;All-FIMU;2280
2016-05-16;Lundi;13:00:00;Présent;Touriste Etranger;All-FIMU;754
2016-05-16;Lundi;13:30:00;Présent;Résident ;All-FIMU;5757
2016-05-16;Lundi;13:30:00;Présent;Touriste Français;All-FIMU;2426
2016-05-16;Lundi;13:30:00;Présent;Touriste Etranger;All-FIMU;723
2016-05-16;Lundi;14:00:00;Présent;Résident ;All-FIMU;6382
2016-05-16;Lundi;14:00:00;Présent;Touriste Français;All-FIMU;2738
2016-05-16;Lundi;14:00:00;Présent;Touriste Etranger;All-FIMU;741
2016-05-16;Lundi;14:30:00;Présent;Résident ;All-FIMU;7147
2016-05-16;Lundi;14:30:00;Présent;Touriste Français;All-FIMU;3102
2016-05-16;Lundi;14:30:00;Présent;Touriste Etranger;All-FIMU;828
2016-05-16;Lundi;15:00:00;Présent;Résident ;All-FIMU;7628
2016-05-16;Lundi;15:00:00;Présent;Touriste Français;All-FIMU;3457
2016-05-16;Lundi;15:00:00;Présent;Touriste Etranger;All-FIMU;928
2016-05-16;Lundi;15:30:00;Présent;Résident ;All-FIMU;8071
2016-05-16;Lundi;15:30:00;Présent;Touriste Français;All-FIMU;3806
2016-05-16;Lundi;15:30:00;Présent;Touriste Etranger;All-FIMU;845
2016-05-16;Lundi;16:00:00;Présent;Résident ;All-FIMU;8828
2016-05-16;Lundi;16:00:00;Présent;Touriste Français;All-FIMU;4217
2016-05-16;Lundi;16:00:00;Présent;Touriste Etranger;All-FIMU;830
2016-05-16;Lundi;16:30:00;Présent;Résident ;All-FIMU;9840
2016-05-16;Lundi;16:30:00;Présent;Touriste Français;All-FIMU;4698
2016-05-16;Lundi;16:30:00;Présent;Touriste Etranger;All-FIMU;795
2016-05-16;Lundi;17:00:00;Présent;Résident ;All-FIMU;10835
2016-05-16;Lundi;17:00:00;Présent;Touriste Français;All-FIMU;5056
2016-05-16;Lundi;17:00:00;Présent;Touriste Etranger;All-FIMU;788
2016-05-16;Lundi;17:30:00;Présent;Résident ;All-FIMU;11348
2016-05-16;Lundi;17:30:00;Présent;Touriste Français;All-FIMU;5312
2016-05-16;Lundi;17:30:00;Présent;Touriste Etranger;All-FIMU;782
2016-05-16;Lundi;18:00:00;Présent;Résident ;All-FIMU;11576
2016-05-16;Lundi;18:00:00;Présent;Touriste Français;All-FIMU;5292
2016-05-16;Lundi;18:00:00;Présent;Touriste Etranger;All-FIMU;780
2016-05-16;Lundi;18:30:00;Présent;Résident ;All-FIMU;11296
2016-05-16;Lundi;18:30:00;Présent;Touriste Français;All-FIMU;5105
2016-05-16;Lundi;18:30:00;Présent;Touriste Etranger;All-FIMU;756
2016-05-16;Lundi;19:00:00;Présent;Résident ;All-FIMU;10739
2016-05-16;Lundi;19:00:00;Présent;Touriste Français;All-FIMU;4754
2016-05-16;Lundi;19:00:00;Présent;Touriste Etranger;All-FIMU;733
2016-05-16;Lundi;19:30:00;Présent;Résident ;All-FIMU;9996
2016-05-16;Lundi;19:30:00;Présent;Touriste Français;All-FIMU;4318
2016-05-16;Lundi;19:30:00;Présent;Touriste Etranger;All-FIMU;707
2016-05-16;Lundi;20:00:00;Présent;Résident ;All-FIMU;9318
2016-05-16;Lundi;20:00:00;Présent;Touriste Français;All-FIMU;3856
2016-05-16;Lundi;20:00:00;Présent;Touriste Etranger;All-FIMU;700
2016-05-16;Lundi;20:30:00;Présent;Résident ;All-FIMU;8463
2016-05-16;Lundi;20:30:00;Présent;Touriste Français;All-FIMU;3366
2016-05-16;Lundi;20:30:00;Présent;Touriste Etranger;All-FIMU;687
2016-05-16;Lundi;21:00:00;Présent;Résident ;All-FIMU;7777
2016-05-16;Lundi;21:00:00;Présent;Touriste Français;All-FIMU;2843
2016-05-16;Lundi;21:00:00;Présent;Touriste Etranger;All-FIMU;638
2016-05-16;Lundi;21:30:00;Présent;Résident ;All-FIMU;6798
2016-05-16;Lundi;21:30:00;Présent;Touriste Français;All-FIMU;2309
2016-05-16;Lundi;21:30:00;Présent;Touriste Etranger;All-FIMU;582
2016-05-16;Lundi;22:00:00;Présent;Résident ;All-FIMU;5939
2016-05-16;Lundi;22:00:00;Présent;Touriste Français;All-FIMU;1774
2016-05-16;Lundi;22:00:00;Présent;Touriste Etranger;All-FIMU;508
2016-05-16;Lundi;22:30:00;Présent;Résident ;All-FIMU;5593
2016-05-16;Lundi;22:30:00;Présent;Touriste Français;All-FIMU;1531
2016-05-16;Lundi;22:30:00;Présent;Touriste Etranger;All-FIMU;457
2016-05-16;Lundi;23:00:00;Présent;Résident ;All-FIMU;5364
2016-05-16;Lundi;23:00:00;Présent;Touriste Français;All-FIMU;1352
2016-05-16;Lundi;23:00:00;Présent;Touriste Etranger;All-FIMU;416
2016-05-16;Lundi;23:30:00;Présent;Résident ;All-FIMU;5174
2016-05-16;Lundi;23:30:00;Présent;Touriste Français;All-FIMU;1224
2016-05-16;Lundi;23:30:00;Présent;Touriste Etranger;All-FIMU;399
2016-05-17;Mardi;12:00:00;Présent;Résident ;All-FIMU;9450
2016-05-17;Mardi;12:00:00;Présent;Touriste Français;All-FIMU;2952
2016-05-17;Mardi;12:00:00;Présent;Touriste Etranger;All-FIMU;322
2016-05-17;Mardi;12:30:00;Présent;Résident ;All-FIMU;9241
2016-05-17;Mardi;12:30:00;Présent;Touriste Français;All-FIMU;3015
2016-05-17;Mardi;12:30:00;Présent;Touriste Etranger;All-FIMU;346
2016-05-17;Mardi;13:00:00;Présent;Résident ;All-FIMU;8847
2016-05-17;Mardi;13:00:00;Présent;Touriste Français;All-FIMU;3068
2016-05-17;Mardi;13:00:00;Présent;Touriste Etranger;All-FIMU;356
2016-05-17;Mardi;13:30:00;Présent;Résident ;All-FIMU;7981
2016-05-17;Mardi;13:30:00;Présent;Touriste Français;All-FIMU;2719
2016-05-17;Mardi;13:30:00;Présent;Touriste Etranger;All-FIMU;346
2016-05-17;Mardi;14:00:00;Présent;Résident ;All-FIMU;7980
2016-05-17;Mardi;14:00:00;Présent;Touriste Français;All-FIMU;2363
2016-05-17;Mardi;14:00:00;Présent;Touriste Etranger;All-FIMU;320
2016-05-17;Mardi;14:30:00;Présent;Résident ;All-FIMU;7998
2016-05-17;Mardi;14:30:00;Présent;Touriste Français;All-FIMU;2247
2016-05-17;Mardi;14:30:00;Présent;Touriste Etranger;All-FIMU;271
2016-05-17;Mardi;15:00:00;Présent;Résident ;All-FIMU;8289
2016-05-17;Mardi;15:00:00;Présent;Touriste Français;All-FIMU;2410
2016-05-17;Mardi;15:00:00;Présent;Touriste Etranger;All-FIMU;151
2016-05-17;Mardi;15:30:00;Présent;Résident ;All-FIMU;8240
2016-05-17;Mardi;15:30:00;Présent;Touriste Français;All-FIMU;2589
2016-05-17;Mardi;15:30:00;Présent;Touriste Etranger;All-FIMU;201
2016-05-17;Mardi;16:00:00;Présent;Résident ;All-FIMU;8385
2016-05-17;Mardi;16:00:00;Présent;Touriste Français;All-FIMU;2542
2016-05-17;Mardi;16:00:00;Présent;Touriste Etranger;All-FIMU;280
2016-05-17;Mardi;16:30:00;Présent;Résident ;All-FIMU;8715
2016-05-17;Mardi;16:30:00;Présent;Touriste Français;All-FIMU;2504
2016-05-17;Mardi;16:30:00;Présent;Touriste Etranger;All-FIMU;309
2016-05-17;Mardi;17:00:00;Présent;Résident ;All-FIMU;9094
2016-05-17;Mardi;17:00:00;Présent;Touriste Français;All-FIMU;2758
2016-05-17;Mardi;17:00:00;Présent;Touriste Etranger;All-FIMU;316
2016-05-17;Mardi;17:30:00;Présent;Résident ;All-FIMU;9376
2016-05-17;Mardi;17:30:00;Présent;Touriste Français;All-FIMU;2918
2016-05-17;Mardi;17:30:00;Présent;Touriste Etranger;All-FIMU;383
2016-05-17;Mardi;18:00:00;Présent;Résident ;All-FIMU;8897
2016-05-17;Mardi;18:00:00;Présent;Touriste Français;All-FIMU;2920
2016-05-17;Mardi;18:00:00;Présent;Touriste Etranger;All-FIMU;449
2016-05-17;Mardi;18:30:00;Présent;Résident ;All-FIMU;8144
2016-05-17;Mardi;18:30:00;Présent;Touriste Français;All-FIMU;2573
2016-05-17;Mardi;18:30:00;Présent;Touriste Etranger;All-FIMU;499
2016-05-17;Mardi;19:00:00;Présent;Résident ;All-FIMU;7374
2016-05-17;Mardi;19:00:00;Présent;Touriste Français;All-FIMU;2341
2016-05-17;Mardi;19:00:00;Présent;Touriste Etranger;All-FIMU;440
2016-05-17;Mardi;19:30:00;Présent;Résident ;All-FIMU;6685
2016-05-17;Mardi;19:30:00;Présent;Touriste Français;All-FIMU;2122
2016-05-17;Mardi;19:30:00;Présent;Touriste Etranger;All-FIMU;496
2016-05-17;Mardi;20:00:00;Présent;Résident ;All-FIMU;6217
2016-05-17;Mardi;20:00:00;Présent;Touriste Français;All-FIMU;1964
2016-05-17;Mardi;20:00:00;Présent;Touriste Etranger;All-FIMU;449
2016-05-17;Mardi;20:30:00;Présent;Résident ;All-FIMU;5723
2016-05-17;Mardi;20:30:00;Présent;Touriste Français;All-FIMU;1872
2016-05-17;Mardi;20:30:00;Présent;Touriste Etranger;All-FIMU;435
2016-05-17;Mardi;21:00:00;Présent;Résident ;All-FIMU;5671
2016-05-17;Mardi;21:00:00;Présent;Touriste Français;All-FIMU;1785
2016-05-17;Mardi;21:00:00;Présent;Touriste Etranger;All-FIMU;412
2016-05-17;Mardi;21:30:00;Présent;Résident ;All-FIMU;5393
2016-05-17;Mardi;21:30:00;Présent;Touriste Français;All-FIMU;1650
2016-05-17;Mardi;21:30:00;Présent;Touriste Etranger;All-FIMU;416
2016-05-17;Mardi;22:00:00;Présent;Résident ;All-FIMU;5243
2016-05-17;Mardi;22:00:00;Présent;Touriste Français;All-FIMU;1327
2016-05-17;Mardi;22:00:00;Présent;Touriste Etranger;All-FIMU;417
2016-05-17;Mardi;22:30:00;Présent;Résident ;All-FIMU;5142
2016-05-17;Mardi;22:30:00;Présent;Touriste Français;All-FIMU;1177
2016-05-17;Mardi;22:30:00;Présent;Touriste Etranger;All-FIMU;417
2016-05-17;Mardi;23:00:00;Présent;Résident ;All-FIMU;5078
2016-05-17;Mardi;23:00:00;Présent;Touriste Français;All-FIMU;1126
2016-05-17;Mardi;23:00:00;Présent;Touriste Etranger;All-FIMU;407
2016-05-17;Mardi;23:30:00;Présent;Résident ;All-FIMU;4985
2016-05-17;Mardi;23:30:00;Présent;Touriste Français;All-FIMU;1087
2016-05-17;Mardi;23:30:00;Présent;Touriste Etranger;All-FIMU;384
2016-05-18;Mercredi;12:00:00;Présent;Résident ;All-FIMU;9075
2016-05-18;Mercredi;12:00:00;Présent;Touriste Français;All-FIMU;2673
2016-05-18;Mercredi;12:00:00;Présent;Touriste Etranger;All-FIMU;380
2016-05-18;Mercredi;12:30:00;Présent;Résident ;All-FIMU;8952
2016-05-18;Mercredi;12:30:00;Présent;Touriste Français;All-FIMU;2603
2016-05-18;Mercredi;12:30:00;Présent;Touriste Etranger;All-FIMU;291
2016-05-18;Mercredi;13:00:00;Présent;Résident ;All-FIMU;8628
2016-05-18;Mercredi;13:00:00;Présent;Touriste Français;All-FIMU;2624
2016-05-18;Mercredi;13:00:00;Présent;Touriste Etranger;All-FIMU;335
2016-05-18;Mercredi;13:30:00;Présent;Résident ;All-FIMU;8082
2016-05-18;Mercredi;13:30:00;Présent;Touriste Français;All-FIMU;2558
2016-05-18;Mercredi;13:30:00;Présent;Touriste Etranger;All-FIMU;370
2016-05-18;Mercredi;14:00:00;Présent;Résident ;All-FIMU;7804
2016-05-18;Mercredi;14:00:00;Présent;Touriste Français;All-FIMU;2619
2016-05-18;Mercredi;14:00:00;Présent;Touriste Etranger;All-FIMU;360
2016-05-18;Mercredi;14:30:00;Présent;Résident ;All-FIMU;7967
2016-05-18;Mercredi;14:30:00;Présent;Touriste Français;All-FIMU;2744
2016-05-18;Mercredi;14:30:00;Présent;Touriste Etranger;All-FIMU;312
2016-05-18;Mercredi;15:00:00;Présent;Résident ;All-FIMU;8049
2016-05-18;Mercredi;15:00:00;Présent;Touriste Français;All-FIMU;2860
2016-05-18;Mercredi;15:00:00;Présent;Touriste Etranger;All-FIMU;196
2016-05-18;Mercredi;15:30:00;Présent;Résident ;All-FIMU;8506
2016-05-18;Mercredi;15:30:00;Présent;Touriste Français;All-FIMU;2791
2016-05-18;Mercredi;15:30:00;Présent;Touriste Etranger;All-FIMU;255
2016-05-18;Mercredi;16:00:00;Présent;Résident ;All-FIMU;8450
2016-05-18;Mercredi;16:00:00;Présent;Touriste Français;All-FIMU;2793
2016-05-18;Mercredi;16:00:00;Présent;Touriste Etranger;All-FIMU;297
2016-05-18;Mercredi;16:30:00;Présent;Résident ;All-FIMU;8531
2016-05-18;Mercredi;16:30:00;Présent;Touriste Français;All-FIMU;2910
2016-05-18;Mercredi;16:30:00;Présent;Touriste Etranger;All-FIMU;449
2016-05-18;Mercredi;17:00:00;Présent;Résident ;All-FIMU;8446
2016-05-18;Mercredi;17:00:00;Présent;Touriste Français;All-FIMU;2935
2016-05-18;Mercredi;17:00:00;Présent;Touriste Etranger;All-FIMU;521
2016-05-18;Mercredi;17:30:00;Présent;Résident ;All-FIMU;8070
2016-05-18;Mercredi;17:30:00;Présent;Touriste Français;All-FIMU;2773
2016-05-18;Mercredi;17:30:00;Présent;Touriste Etranger;All-FIMU;468
2016-05-18;Mercredi;18:00:00;Présent;Résident ;All-FIMU;7576
2016-05-18;Mercredi;18:00:00;Présent;Touriste Français;All-FIMU;2584
2016-05-18;Mercredi;18:00:00;Présent;Touriste Etranger;All-FIMU;337
2016-05-18;Mercredi;18:30:00;Présent;Résident ;All-FIMU;7080
2016-05-18;Mercredi;18:30:00;Présent;Touriste Français;All-FIMU;2454
2016-05-18;Mercredi;18:30:00;Présent;Touriste Etranger;All-FIMU;348
2016-05-18;Mercredi;19:00:00;Présent;Résident ;All-FIMU;6783
2016-05-18;Mercredi;19:00:00;Présent;Touriste Français;All-FIMU;2357
2016-05-18;Mercredi;19:00:00;Présent;Touriste Etranger;All-FIMU;455
2016-05-18;Mercredi;19:30:00;Présent;Résident ;All-FIMU;6744
2016-05-18;Mercredi;19:30:00;Présent;Touriste Français;All-FIMU;2138
2016-05-18;Mercredi;19:30:00;Présent;Touriste Etranger;All-FIMU;538
2016-05-18;Mercredi;20:00:00;Présent;Résident ;All-FIMU;6440
2016-05-18;Mercredi;20:00:00;Présent;Touriste Français;All-FIMU;2068
2016-05-18;Mercredi;20:00:00;Présent;Touriste Etranger;All-FIMU;540
2016-05-18;Mercredi;20:30:00;Présent;Résident ;All-FIMU;6147
2016-05-18;Mercredi;20:30:00;Présent;Touriste Français;All-FIMU;1984
2016-05-18;Mercredi;20:30:00;Présent;Touriste Etranger;All-FIMU;488
2016-05-18;Mercredi;21:00:00;Présent;Résident ;All-FIMU;5790
2016-05-18;Mercredi;21:00:00;Présent;Touriste Français;All-FIMU;1943
2016-05-18;Mercredi;21:00:00;Présent;Touriste Etranger;All-FIMU;441
2016-05-18;Mercredi;21:30:00;Présent;Résident ;All-FIMU;5717
2016-05-18;Mercredi;21:30:00;Présent;Touriste Français;All-FIMU;1741
2016-05-18;Mercredi;21:30:00;Présent;Touriste Etranger;All-FIMU;463
2016-05-18;Mercredi;22:00:00;Présent;Résident ;All-FIMU;5600
2016-05-18;Mercredi;22:00:00;Présent;Touriste Français;All-FIMU;1396
2016-05-18;Mercredi;22:00:00;Présent;Touriste Etranger;All-FIMU;470
2016-05-18;Mercredi;22:30:00;Présent;Résident ;All-FIMU;5292
2016-05-18;Mercredi;22:30:00;Présent;Touriste Français;All-FIMU;1211
2016-05-18;Mercredi;22:30:00;Présent;Touriste Etranger;All-FIMU;466
2016-05-18;Mercredi;23:00:00;Présent;Résident ;All-FIMU;5036
2016-05-18;Mercredi;23:00:00;Présent;Touriste Français;All-FIMU;1153
2016-05-18;Mercredi;23:00:00;Présent;Touriste Etranger;All-FIMU;438
2016-05-18;Mercredi;23:30:00;Présent;Résident ;All-FIMU;4822
2016-05-18;Mercredi;23:30:00;Présent;Touriste Français;All-FIMU;1095
2016-05-18;Mercredi;23:30:00;Présent;Touriste Etranger;All-FIMU;403
2016-05-19;Jeudi;12:00:00;Présent;Résident ;All-FIMU;7971
2016-05-19;Jeudi;12:00:00;Présent;Touriste Français;All-FIMU;2491
2016-05-19;Jeudi;12:00:00;Présent;Touriste Etranger;All-FIMU;347
2016-05-19;Jeudi;12:30:00;Présent;Résident ;All-FIMU;7828
2016-05-19;Jeudi;12:30:00;Présent;Touriste Français;All-FIMU;2852
2016-05-19;Jeudi;12:30:00;Présent;Touriste Etranger;All-FIMU;357
2016-05-19;Jeudi;13:00:00;Présent;Résident ;All-FIMU;7742
2016-05-19;Jeudi;13:00:00;Présent;Touriste Français;All-FIMU;2975
2016-05-19;Jeudi;13:00:00;Présent;Touriste Etranger;All-FIMU;311
2016-05-19;Jeudi;13:30:00;Présent;Résident ;All-FIMU;7523
2016-05-19;Jeudi;13:30:00;Présent;Touriste Français;All-FIMU;2910
2016-05-19;Jeudi;13:30:00;Présent;Touriste Etranger;All-FIMU;295
2016-05-19;Jeudi;14:00:00;Présent;Résident ;All-FIMU;7786
2016-05-19;Jeudi;14:00:00;Présent;Touriste Français;All-FIMU;2590
2016-05-19;Jeudi;14:00:00;Présent;Touriste Etranger;All-FIMU;243
2016-05-19;Jeudi;14:30:00;Présent;Résident ;All-FIMU;7511
2016-05-19;Jeudi;14:30:00;Présent;Touriste Français;All-FIMU;2310
2016-05-19;Jeudi;14:30:00;Présent;Touriste Etranger;All-FIMU;268
2016-05-19;Jeudi;15:00:00;Présent;Résident ;All-FIMU;7026
2016-05-19;Jeudi;15:00:00;Présent;Touriste Français;All-FIMU;1904
2016-05-19;Jeudi;15:00:00;Présent;Touriste Etranger;All-FIMU;324
2016-05-19;Jeudi;15:30:00;Présent;Résident ;All-FIMU;7136
2016-05-19;Jeudi;15:30:00;Présent;Touriste Français;All-FIMU;1902
2016-05-19;Jeudi;15:30:00;Présent;Touriste Etranger;All-FIMU;334
2016-05-19;Jeudi;16:00:00;Présent;Résident ;All-FIMU;7946
2016-05-19;Jeudi;16:00:00;Présent;Touriste Français;All-FIMU;2013
2016-05-19;Jeudi;16:00:00;Présent;Touriste Etranger;All-FIMU;312
2016-05-19;Jeudi;16:30:00;Présent;Résident ;All-FIMU;9019
2016-05-19;Jeudi;16:30:00;Présent;Touriste Français;All-FIMU;2441
2016-05-19;Jeudi;16:30:00;Présent;Touriste Etranger;All-FIMU;253
2016-05-19;Jeudi;17:00:00;Présent;Résident ;All-FIMU;8723
2016-05-19;Jeudi;17:00:00;Présent;Touriste Français;All-FIMU;2561
2016-05-19;Jeudi;17:00:00;Présent;Touriste Etranger;All-FIMU;209
2016-05-19;Jeudi;17:30:00;Présent;Résident ;All-FIMU;8441
2016-05-19;Jeudi;17:30:00;Présent;Touriste Français;All-FIMU;2580
2016-05-19;Jeudi;17:30:00;Présent;Touriste Etranger;All-FIMU;197
2016-05-19;Jeudi;18:00:00;Présent;Résident ;All-FIMU;8504
2016-05-19;Jeudi;18:00:00;Présent;Touriste Français;All-FIMU;2457
2016-05-19;Jeudi;18:00:00;Présent;Touriste Etranger;All-FIMU;233
2016-05-19;Jeudi;18:30:00;Présent;Résident ;All-FIMU;8865
2016-05-19;Jeudi;18:30:00;Présent;Touriste Français;All-FIMU;2533
2016-05-19;Jeudi;18:30:00;Présent;Touriste Etranger;All-FIMU;288
2016-05-19;Jeudi;19:00:00;Présent;Résident ;All-FIMU;8789
2016-05-19;Jeudi;19:00:00;Présent;Touriste Français;All-FIMU;2454
2016-05-19;Jeudi;19:00:00;Présent;Touriste Etranger;All-FIMU;333
2016-05-19;Jeudi;19:30:00;Présent;Résident ;All-FIMU;7713
2016-05-19;Jeudi;19:30:00;Présent;Touriste Français;All-FIMU;2380
2016-05-19;Jeudi;19:30:00;Présent;Touriste Etranger;All-FIMU;435
2016-05-19;Jeudi;20:00:00;Présent;Résident ;All-FIMU;7073
2016-05-19;Jeudi;20:00:00;Présent;Touriste Français;All-FIMU;2245
2016-05-19;Jeudi;20:00:00;Présent;Touriste Etranger;All-FIMU;393
2016-05-19;Jeudi;20:30:00;Présent;Résident ;All-FIMU;6178
2016-05-19;Jeudi;20:30:00;Présent;Touriste Français;All-FIMU;2144
2016-05-19;Jeudi;20:30:00;Présent;Touriste Etranger;All-FIMU;385
2016-05-19;Jeudi;21:00:00;Présent;Résident ;All-FIMU;6054
2016-05-19;Jeudi;21:00:00;Présent;Touriste Français;All-FIMU;1933
2016-05-19;Jeudi;21:00:00;Présent;Touriste Etranger;All-FIMU;366
2016-05-19;Jeudi;21:30:00;Présent;Résident ;All-FIMU;5790
2016-05-19;Jeudi;21:30:00;Présent;Touriste Français;All-FIMU;1806
2016-05-19;Jeudi;21:30:00;Présent;Touriste Etranger;All-FIMU;408
2016-05-19;Jeudi;22:00:00;Présent;Résident ;All-FIMU;5574
2016-05-19;Jeudi;22:00:00;Présent;Touriste Français;All-FIMU;1537
2016-05-19;Jeudi;22:00:00;Présent;Touriste Etranger;All-FIMU;446
2016-05-19;Jeudi;22:30:00;Présent;Résident ;All-FIMU;5389
2016-05-19;Jeudi;22:30:00;Présent;Touriste Français;All-FIMU;1343
2016-05-19;Jeudi;22:30:00;Présent;Touriste Etranger;All-FIMU;483
2016-05-19;Jeudi;23:00:00;Présent;Résident ;All-FIMU;5247
2016-05-19;Jeudi;23:00:00;Présent;Touriste Français;All-FIMU;1248
2016-05-19;Jeudi;23:00:00;Présent;Touriste Etranger;All-FIMU;478
2016-05-19;Jeudi;23:30:00;Présent;Résident ;All-FIMU;5084
2016-05-19;Jeudi;23:30:00;Présent;Touriste Français;All-FIMU;1153
2016-05-19;Jeudi;23:30:00;Présent;Touriste Etranger;All-FIMU;467
2016-05-20;Vendredi;12:00:00;Présent;Résident ;All-FIMU;8604
2016-05-20;Vendredi;12:00:00;Présent;Touriste Français;All-FIMU;2862
2016-05-20;Vendredi;12:00:00;Présent;Touriste Etranger;All-FIMU;173
2016-05-20;Vendredi;12:30:00;Présent;Résident ;All-FIMU;7986
