Date;JourDeLaSemaine;Heure;Presence30Min;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-02;Lundi;20:00:00;Présent;Touriste Etranger;All-FIMU;358
2016-05-02;Lundi;20:30:00;Présent;Résident ;All-FIMU;6241
2016-05-02;Lundi;20:30:00;Présent;Touriste Français;All-FIMU;1904
2016-05-02;Lundi;20:30:00;Présent;Touriste Etranger;All-FIMU;353
2016-05-02;Lundi;21:00:00;Présent;Résident ;All-FIMU;6049
2016-05-02;Lundi;21:00:00;Présent;Touriste Français;All-FIMU;1691
2016-05-02;Lundi;21:00:00;Présent;Touriste Etranger;All-FIMU;334
2016-05-02;Lundi;21:30:00;Présent;Résident ;All-FIMU;5814
2016-05-02;Lundi;21:30:00;Présent;Touriste Français;All-FIMU;1480
2016-05-02;Lundi;21:30:00;Présent;Touriste Etranger;All-FIMU;326
2016-05-02;Lundi;22:00:00;Présent;Résident ;All-FIMU;5481
2016-05-02;Lundi;22:00:00;Présent;Touriste Français;All-FIMU;1154
2016-05-02;Lundi;22:00:00;Présent;Touriste Etranger;All-FIMU;317
2016-05-02;Lundi;22:30:00;Présent;Résident ;All-FIMU;5218
2016-05-02;Lundi;22:30:00;Présent;Touriste Français;All-FIMU;1067
2016-05-02;Lundi;22:30:00;Présent;Touriste Etranger;All-FIMU;316
2016-05-02;Lundi;23:00:00;Présent;Résident ;All-FIMU;5079
2016-05-02;Lundi;23:00:00;Présent;Touriste Français;All-FIMU;1044
2016-05-02;Lundi;23:00:00;Présent;Touriste Etranger;All-FIMU;310
2016-05-02;Lundi;23:30:00;Présent;Résident ;All-FIMU;4902
2016-05-02;Lundi;23:30:00;Présent;Touriste Français;All-FIMU;1018
2016-05-02;Lundi;23:30:00;Présent;Touriste Etranger;All-FIMU;301
2016-05-03;Mardi;12:00:00;Présent;Résident ;All-FIMU;8676
2016-05-03;Mardi;12:00:00;Présent;Touriste Français;All-FIMU;2672
2016-05-03;Mardi;12:00:00;Présent;Touriste Etranger;All-FIMU;355
2016-05-03;Mardi;12:30:00;Présent;Résident ;All-FIMU;8485
2016-05-03;Mardi;12:30:00;Présent;Touriste Français;All-FIMU;2753
2016-05-03;Mardi;12:30:00;Présent;Touriste Etranger;All-FIMU;244
2016-05-03;Mardi;13:00:00;Présent;Résident ;All-FIMU;8230
2016-05-03;Mardi;13:00:00;Présent;Touriste Français;All-FIMU;2875
2016-05-03;Mardi;13:00:00;Présent;Touriste Etranger;All-FIMU;261
2016-05-03;Mardi;13:30:00;Présent;Résident ;All-FIMU;7932
2016-05-03;Mardi;13:30:00;Présent;Touriste Français;All-FIMU;2656
2016-05-03;Mardi;13:30:00;Présent;Touriste Etranger;All-FIMU;309
2016-05-03;Mardi;14:00:00;Présent;Résident ;All-FIMU;8192
2016-05-03;Mardi;14:00:00;Présent;Touriste Français;All-FIMU;2415
2016-05-03;Mardi;14:00:00;Présent;Touriste Etranger;All-FIMU;315
2016-05-03;Mardi;14:30:00;Présent;Résident ;All-FIMU;8457
2016-05-03;Mardi;14:30:00;Présent;Touriste Français;All-FIMU;2339
2016-05-03;Mardi;14:30:00;Présent;Touriste Etranger;All-FIMU;376
2016-05-03;Mardi;15:00:00;Présent;Résident ;All-FIMU;8598
2016-05-03;Mardi;15:00:00;Présent;Touriste Français;All-FIMU;2276
2016-05-03;Mardi;15:00:00;Présent;Touriste Etranger;All-FIMU;361
2016-05-03;Mardi;15:30:00;Présent;Résident ;All-FIMU;8855
2016-05-03;Mardi;15:30:00;Présent;Touriste Français;All-FIMU;2345
2016-05-03;Mardi;15:30:00;Présent;Touriste Etranger;All-FIMU;394
2016-05-03;Mardi;16:00:00;Présent;Résident ;All-FIMU;9159
2016-05-03;Mardi;16:00:00;Présent;Touriste Français;All-FIMU;2405
2016-05-03;Mardi;16:00:00;Présent;Touriste Etranger;All-FIMU;363
2016-05-03;Mardi;16:30:00;Présent;Résident ;All-FIMU;9680
2016-05-03;Mardi;16:30:00;Présent;Touriste Français;All-FIMU;2523
2016-05-03;Mardi;16:30:00;Présent;Touriste Etranger;All-FIMU;274
2016-05-03;Mardi;17:00:00;Présent;Résident ;All-FIMU;9499
2016-05-03;Mardi;17:00:00;Présent;Touriste Français;All-FIMU;2493
2016-05-03;Mardi;17:00:00;Présent;Touriste Etranger;All-FIMU;239
2016-05-03;Mardi;17:30:00;Présent;Résident ;All-FIMU;9182
2016-05-03;Mardi;17:30:00;Présent;Touriste Français;All-FIMU;2301
2016-05-03;Mardi;17:30:00;Présent;Touriste Etranger;All-FIMU;236
2016-05-03;Mardi;18:00:00;Présent;Résident ;All-FIMU;8399
2016-05-03;Mardi;18:00:00;Présent;Touriste Français;All-FIMU;2069
2016-05-03;Mardi;18:00:00;Présent;Touriste Etranger;All-FIMU;267
2016-05-03;Mardi;18:30:00;Présent;Résident ;All-FIMU;7909
2016-05-03;Mardi;18:30:00;Présent;Touriste Français;All-FIMU;1965
2016-05-03;Mardi;18:30:00;Présent;Touriste Etranger;All-FIMU;237
2016-05-03;Mardi;19:00:00;Présent;Résident ;All-FIMU;7411
2016-05-03;Mardi;19:00:00;Présent;Touriste Français;All-FIMU;1857
2016-05-03;Mardi;19:00:00;Présent;Touriste Etranger;All-FIMU;252
2016-05-03;Mardi;19:30:00;Présent;Résident ;All-FIMU;6889
2016-05-03;Mardi;19:30:00;Présent;Touriste Français;All-FIMU;1776
2016-05-03;Mardi;19:30:00;Présent;Touriste Etranger;All-FIMU;263
2016-05-03;Mardi;20:00:00;Présent;Résident ;All-FIMU;6691
2016-05-03;Mardi;20:00:00;Présent;Touriste Français;All-FIMU;1714
2016-05-03;Mardi;20:00:00;Présent;Touriste Etranger;All-FIMU;303
2016-05-03;Mardi;20:30:00;Présent;Résident ;All-FIMU;6401
2016-05-03;Mardi;20:30:00;Présent;Touriste Français;All-FIMU;1715
2016-05-03;Mardi;20:30:00;Présent;Touriste Etranger;All-FIMU;328
2016-05-03;Mardi;21:00:00;Présent;Résident ;All-FIMU;6348
2016-05-03;Mardi;21:00:00;Présent;Touriste Français;All-FIMU;1621
2016-05-03;Mardi;21:00:00;Présent;Touriste Etranger;All-FIMU;319
2016-05-03;Mardi;21:30:00;Présent;Résident ;All-FIMU;6002
2016-05-03;Mardi;21:30:00;Présent;Touriste Français;All-FIMU;1438
2016-05-03;Mardi;21:30:00;Présent;Touriste Etranger;All-FIMU;323
2016-05-03;Mardi;22:00:00;Présent;Résident ;All-FIMU;5773
2016-05-03;Mardi;22:00:00;Présent;Touriste Français;All-FIMU;1267
2016-05-03;Mardi;22:00:00;Présent;Touriste Etranger;All-FIMU;313
2016-05-03;Mardi;22:30:00;Présent;Résident ;All-FIMU;5561
2016-05-03;Mardi;22:30:00;Présent;Touriste Français;All-FIMU;1188
2016-05-03;Mardi;22:30:00;Présent;Touriste Etranger;All-FIMU;304
2016-05-03;Mardi;23:00:00;Présent;Résident ;All-FIMU;5412
2016-05-03;Mardi;23:00:00;Présent;Touriste Français;All-FIMU;1154
2016-05-03;Mardi;23:00:00;Présent;Touriste Etranger;All-FIMU;289
2016-05-03;Mardi;23:30:00;Présent;Résident ;All-FIMU;5245
2016-05-03;Mardi;23:30:00;Présent;Touriste Français;All-FIMU;1102
2016-05-03;Mardi;23:30:00;Présent;Touriste Etranger;All-FIMU;278
2016-05-04;Mercredi;12:00:00;Présent;Résident ;All-FIMU;8346
2016-05-04;Mercredi;12:00:00;Présent;Touriste Français;All-FIMU;2540
2016-05-04;Mercredi;12:00:00;Présent;Touriste Etranger;All-FIMU;196
2016-05-04;Mercredi;12:30:00;Présent;Résident ;All-FIMU;8037
2016-05-04;Mercredi;12:30:00;Présent;Touriste Français;All-FIMU;2676
2016-05-04;Mercredi;12:30:00;Présent;Touriste Etranger;All-FIMU;234
2016-05-04;Mercredi;13:00:00;Présent;Résident ;All-FIMU;7980
2016-05-04;Mercredi;13:00:00;Présent;Touriste Français;All-FIMU;2660
2016-05-04;Mercredi;13:00:00;Présent;Touriste Etranger;All-FIMU;253
2016-05-04;Mercredi;13:30:00;Présent;Résident ;All-FIMU;7765
2016-05-04;Mercredi;13:30:00;Présent;Touriste Français;All-FIMU;2664
2016-05-04;Mercredi;13:30:00;Présent;Touriste Etranger;All-FIMU;221
2016-05-04;Mercredi;14:00:00;Présent;Résident ;All-FIMU;8134
2016-05-04;Mercredi;14:00:00;Présent;Touriste Français;All-FIMU;2523
2016-05-04;Mercredi;14:00:00;Présent;Touriste Etranger;All-FIMU;194
2016-05-04;Mercredi;14:30:00;Présent;Résident ;All-FIMU;8456
2016-05-04;Mercredi;14:30:00;Présent;Touriste Français;All-FIMU;2342
2016-05-04;Mercredi;14:30:00;Présent;Touriste Etranger;All-FIMU;255
2016-05-04;Mercredi;15:00:00;Présent;Résident ;All-FIMU;8563
2016-05-04;Mercredi;15:00:00;Présent;Touriste Français;All-FIMU;2437
2016-05-04;Mercredi;15:00:00;Présent;Touriste Etranger;All-FIMU;251
2016-05-04;Mercredi;15:30:00;Présent;Résident ;All-FIMU;8843
2016-05-04;Mercredi;15:30:00;Présent;Touriste Français;All-FIMU;2653
2016-05-04;Mercredi;15:30:00;Présent;Touriste Etranger;All-FIMU;252
2016-05-04;Mercredi;16:00:00;Présent;Résident ;All-FIMU;9107
2016-05-04;Mercredi;16:00:00;Présent;Touriste Français;All-FIMU;2691
2016-05-04;Mercredi;16:00:00;Présent;Touriste Etranger;All-FIMU;209
2016-05-04;Mercredi;16:30:00;Présent;Résident ;All-FIMU;9611
2016-05-04;Mercredi;16:30:00;Présent;Touriste Français;All-FIMU;2703
2016-05-04;Mercredi;16:30:00;Présent;Touriste Etranger;All-FIMU;248
2016-05-04;Mercredi;17:00:00;Présent;Résident ;All-FIMU;9484
2016-05-04;Mercredi;17:00:00;Présent;Touriste Français;All-FIMU;2562
2016-05-04;Mercredi;17:00:00;Présent;Touriste Etranger;All-FIMU;258
2016-05-04;Mercredi;17:30:00;Présent;Résident ;All-FIMU;8617
2016-05-04;Mercredi;17:30:00;Présent;Touriste Français;All-FIMU;2582
2016-05-04;Mercredi;17:30:00;Présent;Touriste Etranger;All-FIMU;289
2016-05-04;Mercredi;18:00:00;Présent;Résident ;All-FIMU;7925
2016-05-04;Mercredi;18:00:00;Présent;Touriste Français;All-FIMU;2297
2016-05-04;Mercredi;18:00:00;Présent;Touriste Etranger;All-FIMU;387
2016-05-04;Mercredi;18:30:00;Présent;Résident ;All-FIMU;7674
2016-05-04;Mercredi;18:30:00;Présent;Touriste Français;All-FIMU;2315
2016-05-04;Mercredi;18:30:00;Présent;Touriste Etranger;All-FIMU;392
2016-05-04;Mercredi;19:00:00;Présent;Résident ;All-FIMU;7693
2016-05-04;Mercredi;19:00:00;Présent;Touriste Français;All-FIMU;2158
2016-05-04;Mercredi;19:00:00;Présent;Touriste Etranger;All-FIMU;459
2016-05-04;Mercredi;19:30:00;Présent;Résident ;All-FIMU;7483
2016-05-04;Mercredi;19:30:00;Présent;Touriste Français;All-FIMU;1849
2016-05-04;Mercredi;19:30:00;Présent;Touriste Etranger;All-FIMU;372
2016-05-04;Mercredi;20:00:00;Présent;Résident ;All-FIMU;6891
2016-05-04;Mercredi;20:00:00;Présent;Touriste Français;All-FIMU;1563
2016-05-04;Mercredi;20:00:00;Présent;Touriste Etranger;All-FIMU;367
2016-05-04;Mercredi;20:30:00;Présent;Résident ;All-FIMU;6353
2016-05-04;Mercredi;20:30:00;Présent;Touriste Français;All-FIMU;1391
2016-05-04;Mercredi;20:30:00;Présent;Touriste Etranger;All-FIMU;315
2016-05-04;Mercredi;21:00:00;Présent;Résident ;All-FIMU;5874
2016-05-04;Mercredi;21:00:00;Présent;Touriste Français;All-FIMU;1254
2016-05-04;Mercredi;21:00:00;Présent;Touriste Etranger;All-FIMU;306
2016-05-04;Mercredi;21:30:00;Présent;Résident ;All-FIMU;5651
2016-05-04;Mercredi;21:30:00;Présent;Touriste Français;All-FIMU;1155
2016-05-04;Mercredi;21:30:00;Présent;Touriste Etranger;All-FIMU;300
2016-05-04;Mercredi;22:00:00;Présent;Résident ;All-FIMU;5473
2016-05-04;Mercredi;22:00:00;Présent;Touriste Français;All-FIMU;1133
2016-05-04;Mercredi;22:00:00;Présent;Touriste Etranger;All-FIMU;320
2016-05-04;Mercredi;22:30:00;Présent;Résident ;All-FIMU;5276
2016-05-04;Mercredi;22:30:00;Présent;Touriste Français;All-FIMU;1083
2016-05-04;Mercredi;22:30:00;Présent;Touriste Etranger;All-FIMU;317
2016-05-04;Mercredi;23:00:00;Présent;Résident ;All-FIMU;5087
2016-05-04;Mercredi;23:00:00;Présent;Touriste Français;All-FIMU;1054
2016-05-04;Mercredi;23:00:00;Présent;Touriste Etranger;All-FIMU;317
2016-05-04;Mercredi;23:30:00;Présent;Résident ;All-FIMU;4886
2016-05-04;Mercredi;23:30:00;Présent;Touriste Français;All-FIMU;1027
2016-05-04;Mercredi;23:30:00;Présent;Touriste Etranger;All-FIMU;310
2016-05-05;Jeudi;12:00:00;Présent;Résident ;All-FIMU;6064
2016-05-05;Jeudi;12:00:00;Présent;Touriste Français;All-FIMU;1538
2016-05-05;Jeudi;12:00:00;Présent;Touriste Etranger;All-FIMU;288
2016-05-05;Jeudi;12:30:00;Présent;Résident ;All-FIMU;5915
2016-05-05;Jeudi;12:30:00;Présent;Touriste Français;All-FIMU;1492
2016-05-05;Jeudi;12:30:00;Présent;Touriste Etranger;All-FIMU;425
2016-05-05;Jeudi;13:00:00;Présent;Résident ;All-FIMU;5547
2016-05-05;Jeudi;13:00:00;Présent;Touriste Français;All-FIMU;1489
2016-05-05;Jeudi;13:00:00;Présent;Touriste Etranger;All-FIMU;498
2016-05-05;Jeudi;13:30:00;Présent;Résident ;All-FIMU;5365
2016-05-05;Jeudi;13:30:00;Présent;Touriste Français;All-FIMU;1480
2016-05-05;Jeudi;13:30:00;Présent;Touriste Etranger;All-FIMU;431
2016-05-05;Jeudi;14:00:00;Présent;Résident ;All-FIMU;5315
2016-05-05;Jeudi;14:00:00;Présent;Touriste Français;All-FIMU;1548
2016-05-05;Jeudi;14:00:00;Présent;Touriste Etranger;All-FIMU;373
2016-05-05;Jeudi;14:30:00;Présent;Résident ;All-FIMU;5368
2016-05-05;Jeudi;14:30:00;Présent;Touriste Français;All-FIMU;1630
2016-05-05;Jeudi;14:30:00;Présent;Touriste Etranger;All-FIMU;452
2016-05-05;Jeudi;15:00:00;Présent;Résident ;All-FIMU;5257
2016-05-05;Jeudi;15:00:00;Présent;Touriste Français;All-FIMU;1708
2016-05-05;Jeudi;15:00:00;Présent;Touriste Etranger;All-FIMU;462
2016-05-05;Jeudi;15:30:00;Présent;Résident ;All-FIMU;5270
2016-05-05;Jeudi;15:30:00;Présent;Touriste Français;All-FIMU;1808
2016-05-05;Jeudi;15:30:00;Présent;Touriste Etranger;All-FIMU;480
2016-05-05;Jeudi;16:00:00;Présent;Résident ;All-FIMU;5486
2016-05-05;Jeudi;16:00:00;Présent;Touriste Français;All-FIMU;1929
2016-05-05;Jeudi;16:00:00;Présent;Touriste Etranger;All-FIMU;561
2016-05-05;Jeudi;16:30:00;Présent;Résident ;All-FIMU;5801
2016-05-05;Jeudi;16:30:00;Présent;Touriste Français;All-FIMU;2022
2016-05-05;Jeudi;16:30:00;Présent;Touriste Etranger;All-FIMU;607
2016-05-05;Jeudi;17:00:00;Présent;Résident ;All-FIMU;6048
2016-05-05;Jeudi;17:00:00;Présent;Touriste Français;All-FIMU;2080
2016-05-05;Jeudi;17:00:00;Présent;Touriste Etranger;All-FIMU;672
2016-05-05;Jeudi;17:30:00;Présent;Résident ;All-FIMU;6009
2016-05-05;Jeudi;17:30:00;Présent;Touriste Français;All-FIMU;2024
2016-05-05;Jeudi;17:30:00;Présent;Touriste Etranger;All-FIMU;596
2016-05-05;Jeudi;18:00:00;Présent;Résident ;All-FIMU;6210
2016-05-05;Jeudi;18:00:00;Présent;Touriste Français;All-FIMU;1840
2016-05-05;Jeudi;18:00:00;Présent;Touriste Etranger;All-FIMU;607
2016-05-05;Jeudi;18:30:00;Présent;Résident ;All-FIMU;6123
2016-05-05;Jeudi;18:30:00;Présent;Touriste Français;All-FIMU;1639
2016-05-05;Jeudi;18:30:00;Présent;Touriste Etranger;All-FIMU;560
2016-05-05;Jeudi;19:00:00;Présent;Résident ;All-FIMU;6115
2016-05-05;Jeudi;19:00:00;Présent;Touriste Français;All-FIMU;1530
2016-05-05;Jeudi;19:00:00;Présent;Touriste Etranger;All-FIMU;615
2016-05-05;Jeudi;19:30:00;Présent;Résident ;All-FIMU;5572
2016-05-05;Jeudi;19:30:00;Présent;Touriste Français;All-FIMU;1523
2016-05-05;Jeudi;19:30:00;Présent;Touriste Etranger;All-FIMU;603
2016-05-05;Jeudi;20:00:00;Présent;Résident ;All-FIMU;5351
2016-05-05;Jeudi;20:00:00;Présent;Touriste Français;All-FIMU;1537
2016-05-05;Jeudi;20:00:00;Présent;Touriste Etranger;All-FIMU;577
2016-05-05;Jeudi;20:30:00;Présent;Résident ;All-FIMU;5144
2016-05-05;Jeudi;20:30:00;Présent;Touriste Français;All-FIMU;1517
2016-05-05;Jeudi;20:30:00;Présent;Touriste Etranger;All-FIMU;568
2016-05-05;Jeudi;21:00:00;Présent;Résident ;All-FIMU;4975
2016-05-05;Jeudi;21:00:00;Présent;Touriste Français;All-FIMU;1446
2016-05-05;Jeudi;21:00:00;Présent;Touriste Etranger;All-FIMU;549
2016-05-05;Jeudi;21:30:00;Présent;Résident ;All-FIMU;4759
2016-05-05;Jeudi;21:30:00;Présent;Touriste Français;All-FIMU;1335
2016-05-05;Jeudi;21:30:00;Présent;Touriste Etranger;All-FIMU;509
2016-05-05;Jeudi;22:00:00;Présent;Résident ;All-FIMU;4551
2016-05-05;Jeudi;22:00:00;Présent;Touriste Français;All-FIMU;1230
2016-05-05;Jeudi;22:00:00;Présent;Touriste Etranger;All-FIMU;492
2016-05-05;Jeudi;22:30:00;Présent;Résident ;All-FIMU;4512
2016-05-05;Jeudi;22:30:00;Présent;Touriste Français;All-FIMU;1175
2016-05-05;Jeudi;22:30:00;Présent;Touriste Etranger;All-FIMU;473
2016-05-05;Jeudi;23:00:00;Présent;Résident ;All-FIMU;4505
2016-05-05;Jeudi;23:00:00;Présent;Touriste Français;All-FIMU;1140
2016-05-05;Jeudi;23:00:00;Présent;Touriste Etranger;All-FIMU;457
2016-05-05;Jeudi;23:30:00;Présent;Résident ;All-FIMU;4440
2016-05-05;Jeudi;23:30:00;Présent;Touriste Français;All-FIMU;1113
2016-05-05;Jeudi;23:30:00;Présent;Touriste Etranger;All-FIMU;442
2016-05-06;Vendredi;12:00:00;Présent;Résident ;All-FIMU;8447
2016-05-06;Vendredi;12:00:00;Présent;Touriste Français;All-FIMU;2544
2016-05-06;Vendredi;12:00:00;Présent;Touriste Etranger;All-FIMU;734
2016-05-06;Vendredi;12:30:00;Présent;Résident ;All-FIMU;7704
2016-05-06;Vendredi;12:30:00;Présent;Touriste Français;All-FIMU;2451
2016-05-06;Vendredi;12:30:00;Présent;Touriste Etranger;All-FIMU;707
2016-05-06;Vendredi;13:00:00;Présent;Résident ;All-FIMU;6994
2016-05-06;Vendredi;13:00:00;Présent;Touriste Français;All-FIMU;2220
2016-05-06;Vendredi;13:00:00;Présent;Touriste Etranger;All-FIMU;660
2016-05-06;Vendredi;13:30:00;Présent;Résident ;All-FIMU;6715
2016-05-06;Vendredi;13:30:00;Présent;Touriste Français;All-FIMU;2105
2016-05-06;Vendredi;13:30:00;Présent;Touriste Etranger;All-FIMU;538
2016-05-06;Vendredi;14:00:00;Présent;Résident ;All-FIMU;7256
2016-05-06;Vendredi;14:00:00;Présent;Touriste Français;All-FIMU;2114
2016-05-06;Vendredi;14:00:00;Présent;Touriste Etranger;All-FIMU;539
2016-05-06;Vendredi;14:30:00;Présent;Résident ;All-FIMU;7814
2016-05-06;Vendredi;14:30:00;Présent;Touriste Français;All-FIMU;2212
2016-05-06;Vendredi;14:30:00;Présent;Touriste Etranger;All-FIMU;583
2016-05-06;Vendredi;15:00:00;Présent;Résident ;All-FIMU;8150
2016-05-06;Vendredi;15:00:00;Présent;Touriste Français;All-FIMU;2336
2016-05-06;Vendredi;15:00:00;Présent;Touriste Etranger;All-FIMU;572
2016-05-06;Vendredi;15:30:00;Présent;Résident ;All-FIMU;8015
2016-05-06;Vendredi;15:30:00;Présent;Touriste Français;All-FIMU;2502
2016-05-06;Vendredi;15:30:00;Présent;Touriste Etranger;All-FIMU;586
2016-05-06;Vendredi;16:00:00;Présent;Résident ;All-FIMU;8153
2016-05-06;Vendredi;16:00:00;Présent;Touriste Français;All-FIMU;2761
2016-05-06;Vendredi;16:00:00;Présent;Touriste Etranger;All-FIMU;573
2016-05-06;Vendredi;16:30:00;Présent;Résident ;All-FIMU;8269
2016-05-06;Vendredi;16:30:00;Présent;Touriste Français;All-FIMU;2834
2016-05-06;Vendredi;16:30:00;Présent;Touriste Etranger;All-FIMU;648
2016-05-06;Vendredi;17:00:00;Présent;Résident ;All-FIMU;8590
2016-05-06;Vendredi;17:00:00;Présent;Touriste Français;All-FIMU;2940
2016-05-06;Vendredi;17:00:00;Présent;Touriste Etranger;All-FIMU;611
2016-05-06;Vendredi;17:30:00;Présent;Résident ;All-FIMU;8645
2016-05-06;Vendredi;17:30:00;Présent;Touriste Français;All-FIMU;2873
2016-05-06;Vendredi;17:30:00;Présent;Touriste Etranger;All-FIMU;522
2016-05-06;Vendredi;18:00:00;Présent;Résident ;All-FIMU;8130
2016-05-06;Vendredi;18:00:00;Présent;Touriste Français;All-FIMU;2786
2016-05-06;Vendredi;18:00:00;Présent;Touriste Etranger;All-FIMU;453
2016-05-06;Vendredi;18:30:00;Présent;Résident ;All-FIMU;7086
2016-05-06;Vendredi;18:30:00;Présent;Touriste Français;All-FIMU;2664
2016-05-06;Vendredi;18:30:00;Présent;Touriste Etranger;All-FIMU;534
2016-05-06;Vendredi;19:00:00;Présent;Résident ;All-FIMU;6166
2016-05-06;Vendredi;19:00:00;Présent;Touriste Français;All-FIMU;2507
2016-05-06;Vendredi;19:00:00;Présent;Touriste Etranger;All-FIMU;581
2016-05-06;Vendredi;19:30:00;Présent;Résident ;All-FIMU;5998
2016-05-06;Vendredi;19:30:00;Présent;Touriste Français;All-FIMU;2285
2016-05-06;Vendredi;19:30:00;Présent;Touriste Etranger;All-FIMU;596
2016-05-06;Vendredi;20:00:00;Présent;Résident ;All-FIMU;5873
2016-05-06;Vendredi;20:00:00;Présent;Touriste Français;All-FIMU;2016
2016-05-06;Vendredi;20:00:00;Présent;Touriste Etranger;All-FIMU;504
2016-05-06;Vendredi;20:30:00;Présent;Résident ;All-FIMU;5783
2016-05-06;Vendredi;20:30:00;Présent;Touriste Français;All-FIMU;1818
2016-05-06;Vendredi;20:30:00;Présent;Touriste Etranger;All-FIMU;528
2016-05-06;Vendredi;21:00:00;Présent;Résident ;All-FIMU;5453
2016-05-06;Vendredi;21:00:00;Présent;Touriste Français;All-FIMU;1716
2016-05-06;Vendredi;21:00:00;Présent;Touriste Etranger;All-FIMU;495
2016-05-06;Vendredi;21:30:00;Présent;Résident ;All-FIMU;5326
2016-05-06;Vendredi;21:30:00;Présent;Touriste Français;All-FIMU;1581
2016-05-06;Vendredi;21:30:00;Présent;Touriste Etranger;All-FIMU;479
2016-05-06;Vendredi;22:00:00;Présent;Résident ;All-FIMU;5108
2016-05-06;Vendredi;22:00:00;Présent;Touriste Français;All-FIMU;1437
2016-05-06;Vendredi;22:00:00;Présent;Touriste Etranger;All-FIMU;453
2016-05-06;Vendredi;22:30:00;Présent;Résident ;All-FIMU;4982
2016-05-06;Vendredi;22:30:00;Présent;Touriste Français;All-FIMU;1342
2016-05-06;Vendredi;22:30:00;Présent;Touriste Etranger;All-FIMU;432
2016-05-06;Vendredi;23:00:00;Présent;Résident ;All-FIMU;4852
2016-05-06;Vendredi;23:00:00;Présent;Touriste Français;All-FIMU;1282
2016-05-06;Vendredi;23:00:00;Présent;Touriste Etranger;All-FIMU;418
2016-05-06;Vendredi;23:30:00;Présent;Résident ;All-FIMU;4695
2016-05-06;Vendredi;23:30:00;Présent;Touriste Français;All-FIMU;1233
2016-05-06;Vendredi;23:30:00;Présent;Touriste Etranger;All-FIMU;409
2016-05-07;Samedi;12:00:00;Présent;Résident ;All-FIMU;7289
2016-05-07;Samedi;12:00:00;Présent;Touriste Français;All-FIMU;1875
2016-05-07;Samedi;12:00:00;Présent;Touriste Etranger;All-FIMU;572
2016-05-07;Samedi;12:30:00;Présent;Résident ;All-FIMU;6766
2016-05-07;Samedi;12:30:00;Présent;Touriste Français;All-FIMU;1943
2016-05-07;Samedi;12:30:00;Présent;Touriste Etranger;All-FIMU;485
2016-05-07;Samedi;13:00:00;Présent;Résident ;All-FIMU;6600
2016-05-07;Samedi;13:00:00;Présent;Touriste Français;All-FIMU;1947
2016-05-07;Samedi;13:00:00;Présent;Touriste Etranger;All-FIMU;486
2016-05-07;Samedi;13:30:00;Présent;Résident ;All-FIMU;6276
2016-05-07;Samedi;13:30:00;Présent;Touriste Français;All-FIMU;1968
2016-05-07;Samedi;13:30:00;Présent;Touriste Etranger;All-FIMU;510
2016-05-07;Samedi;14:00:00;Présent;Résident ;All-FIMU;6309
2016-05-07;Samedi;14:00:00;Présent;Touriste Français;All-FIMU;1969
2016-05-07;Samedi;14:00:00;Présent;Touriste Etranger;All-FIMU;494
2016-05-07;Samedi;14:30:00;Présent;Résident ;All-FIMU;6355
2016-05-07;Samedi;14:30:00;Présent;Touriste Français;All-FIMU;1932
2016-05-07;Samedi;14:30:00;Présent;Touriste Etranger;All-FIMU;484
2016-05-07;Samedi;15:00:00;Présent;Résident ;All-FIMU;6692
2016-05-07;Samedi;15:00:00;Présent;Touriste Français;All-FIMU;2003
2016-05-07;Samedi;15:00:00;Présent;Touriste Etranger;All-FIMU;487
2016-05-07;Samedi;15:30:00;Présent;Résident ;All-FIMU;6934
2016-05-07;Samedi;15:30:00;Présent;Touriste Français;All-FIMU;2063
2016-05-07;Samedi;15:30:00;Présent;Touriste Etranger;All-FIMU;465
2016-05-07;Samedi;16:00:00;Présent;Résident ;All-FIMU;7176
2016-05-07;Samedi;16:00:00;Présent;Touriste Français;All-FIMU;2209
2016-05-07;Samedi;16:00:00;Présent;Touriste Etranger;All-FIMU;496
2016-05-07;Samedi;16:30:00;Présent;Résident ;All-FIMU;7252
2016-05-07;Samedi;16:30:00;Présent;Touriste Français;All-FIMU;2408
2016-05-07;Samedi;16:30:00;Présent;Touriste Etranger;All-FIMU;522
2016-05-07;Samedi;17:00:00;Présent;Résident ;All-FIMU;7437
2016-05-07;Samedi;17:00:00;Présent;Touriste Français;All-FIMU;2566
2016-05-07;Samedi;17:00:00;Présent;Touriste Etranger;All-FIMU;549
2016-05-07;Samedi;17:30:00;Présent;Résident ;All-FIMU;7449
2016-05-07;Samedi;17:30:00;Présent;Touriste Français;All-FIMU;2697
2016-05-07;Samedi;17:30:00;Présent;Touriste Etranger;All-FIMU;520
2016-05-07;Samedi;18:00:00;Présent;Résident ;All-FIMU;7472
2016-05-07;Samedi;18:00:00;Présent;Touriste Français;All-FIMU;2585
2016-05-07;Samedi;18:00:00;Présent;Touriste Etranger;All-FIMU;472
2016-05-07;Samedi;18:30:00;Présent;Résident ;All-FIMU;7284
2016-05-07;Samedi;18:30:00;Présent;Touriste Français;All-FIMU;2404
2016-05-07;Samedi;18:30:00;Présent;Touriste Etranger;All-FIMU;466
2016-05-07;Samedi;19:00:00;Présent;Résident ;All-FIMU;7116
2016-05-07;Samedi;19:00:00;Présent;Touriste Français;All-FIMU;2101
2016-05-07;Samedi;19:00:00;Présent;Touriste Etranger;All-FIMU;476
