Date;JourDeLaSemaine;DureeVisite;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-27;Vendredi;Duree10h-18h;Résident ;All-FIMU;1704
2016-05-27;Vendredi;Duree10h-18h;Touriste Français;All-FIMU;237
2016-05-27;Vendredi;Duree10h-18h;Touriste Etranger;All-FIMU;100
2016-05-28;Samedi;Duree1h;Résident ;All-FIMU;3910
2016-05-28;Samedi;Duree1h;Touriste Français;All-FIMU;1534
2016-05-28;Samedi;Duree1h;Touriste Etranger;All-FIMU;315
2016-05-28;Samedi;Duree2h;Résident ;All-FIMU;2552
2016-05-28;Samedi;Duree2h;Touriste Français;All-FIMU;1076
2016-05-28;Samedi;Duree2h;Touriste Etranger;All-FIMU;251
2016-05-28;Samedi;Duree3h;Résident ;All-FIMU;2338
2016-05-28;Samedi;Duree3h;Touriste Français;All-FIMU;916
2016-05-28;Samedi;Duree3h;Touriste Etranger;All-FIMU;254
2016-05-28;Samedi;Duree4h;Résident ;All-FIMU;1531
2016-05-28;Samedi;Duree4h;Touriste Français;All-FIMU;656
2016-05-28;Samedi;Duree4h;Touriste Etranger;All-FIMU;333
2016-05-28;Samedi;Duree5h;Résident ;All-FIMU;735
2016-05-28;Samedi;Duree5h;Touriste Français;All-FIMU;313
2016-05-28;Samedi;Duree5h;Touriste Etranger;All-FIMU;62
2016-05-28;Samedi;Duree6h;Résident ;All-FIMU;765
2016-05-28;Samedi;Duree6h;Touriste Français;All-FIMU;247
2016-05-28;Samedi;Duree6h;Touriste Etranger;All-FIMU;63
2016-05-28;Samedi;Duree7h;Résident ;All-FIMU;541
2016-05-28;Samedi;Duree7h;Touriste Français;All-FIMU;193
2016-05-28;Samedi;Duree7h;Touriste Etranger;All-FIMU;29
2016-05-28;Samedi;Duree8h;Résident ;All-FIMU;469
2016-05-28;Samedi;Duree8h;Touriste Français;All-FIMU;104
2016-05-28;Samedi;Duree8h;Touriste Etranger;All-FIMU;24
2016-05-28;Samedi;Duree9h;Résident ;All-FIMU;510
2016-05-28;Samedi;Duree9h;Touriste Français;All-FIMU;99
2016-05-28;Samedi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-28;Samedi;Duree10h;Résident ;All-FIMU;408
2016-05-28;Samedi;Duree10h;Touriste Français;All-FIMU;56
2016-05-28;Samedi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-28;Samedi;Duree10h-18h;Résident ;All-FIMU;1919
2016-05-28;Samedi;Duree10h-18h;Touriste Français;All-FIMU;358
2016-05-28;Samedi;Duree10h-18h;Touriste Etranger;All-FIMU;141
2016-05-29;Dimanche;Duree1h;Résident ;All-FIMU;2350
2016-05-29;Dimanche;Duree1h;Touriste Français;All-FIMU;1223
2016-05-29;Dimanche;Duree1h;Touriste Etranger;All-FIMU;215
2016-05-29;Dimanche;Duree2h;Résident ;All-FIMU;960
2016-05-29;Dimanche;Duree2h;Touriste Français;All-FIMU;459
2016-05-29;Dimanche;Duree2h;Touriste Etranger;All-FIMU;122
2016-05-29;Dimanche;Duree3h;Résident ;All-FIMU;1635
2016-05-29;Dimanche;Duree3h;Touriste Français;All-FIMU;458
2016-05-29;Dimanche;Duree3h;Touriste Etranger;All-FIMU;139
2016-05-29;Dimanche;Duree4h;Résident ;All-FIMU;940
2016-05-29;Dimanche;Duree4h;Touriste Français;All-FIMU;352
2016-05-29;Dimanche;Duree4h;Touriste Etranger;All-FIMU;169
2016-05-29;Dimanche;Duree5h;Résident ;All-FIMU;705
2016-05-29;Dimanche;Duree5h;Touriste Français;All-FIMU;186
2016-05-29;Dimanche;Duree5h;Touriste Etranger;All-FIMU;49
2016-05-29;Dimanche;Duree6h;Résident ;All-FIMU;633
2016-05-29;Dimanche;Duree6h;Touriste Français;All-FIMU;134
2016-05-29;Dimanche;Duree6h;Touriste Etranger;All-FIMU;65
2016-05-29;Dimanche;Duree7h;Résident ;All-FIMU;429
2016-05-29;Dimanche;Duree7h;Touriste Français;All-FIMU;97
2016-05-29;Dimanche;Duree7h;Touriste Etranger;All-FIMU;#
2016-05-29;Dimanche;Duree8h;Résident ;All-FIMU;367
2016-05-29;Dimanche;Duree8h;Touriste Français;All-FIMU;53
2016-05-29;Dimanche;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-29;Dimanche;Duree9h;Résident ;All-FIMU;470
2016-05-29;Dimanche;Duree9h;Touriste Français;All-FIMU;#
2016-05-29;Dimanche;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-29;Dimanche;Duree10h;Résident ;All-FIMU;408
2016-05-29;Dimanche;Duree10h;Touriste Français;All-FIMU;#
2016-05-29;Dimanche;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-29;Dimanche;Duree10h-18h;Résident ;All-FIMU;1758
2016-05-29;Dimanche;Duree10h-18h;Touriste Français;All-FIMU;355
2016-05-29;Dimanche;Duree10h-18h;Touriste Etranger;All-FIMU;96
2016-05-30;Lundi;Duree1h;Résident ;All-FIMU;4151
2016-05-30;Lundi;Duree1h;Touriste Français;All-FIMU;1138
2016-05-30;Lundi;Duree1h;Touriste Etranger;All-FIMU;237
2016-05-30;Lundi;Duree2h;Résident ;All-FIMU;2024
2016-05-30;Lundi;Duree2h;Touriste Français;All-FIMU;738
2016-05-30;Lundi;Duree2h;Touriste Etranger;All-FIMU;99
2016-05-30;Lundi;Duree3h;Résident ;All-FIMU;2106
2016-05-30;Lundi;Duree3h;Touriste Français;All-FIMU;473
2016-05-30;Lundi;Duree3h;Touriste Etranger;All-FIMU;130
2016-05-30;Lundi;Duree4h;Résident ;All-FIMU;1595
2016-05-30;Lundi;Duree4h;Touriste Français;All-FIMU;474
2016-05-30;Lundi;Duree4h;Touriste Etranger;All-FIMU;193
2016-05-30;Lundi;Duree5h;Résident ;All-FIMU;1001
2016-05-30;Lundi;Duree5h;Touriste Français;All-FIMU;276
2016-05-30;Lundi;Duree5h;Touriste Etranger;All-FIMU;46
2016-05-30;Lundi;Duree6h;Résident ;All-FIMU;1257
2016-05-30;Lundi;Duree6h;Touriste Français;All-FIMU;415
2016-05-30;Lundi;Duree6h;Touriste Etranger;All-FIMU;30
2016-05-30;Lundi;Duree7h;Résident ;All-FIMU;909
2016-05-30;Lundi;Duree7h;Touriste Français;All-FIMU;194
2016-05-30;Lundi;Duree7h;Touriste Etranger;All-FIMU;30
2016-05-30;Lundi;Duree8h;Résident ;All-FIMU;746
2016-05-30;Lundi;Duree8h;Touriste Français;All-FIMU;133
2016-05-30;Lundi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-30;Lundi;Duree9h;Résident ;All-FIMU;490
2016-05-30;Lundi;Duree9h;Touriste Français;All-FIMU;72
2016-05-30;Lundi;Duree9h;Touriste Etranger;All-FIMU;34
2016-05-30;Lundi;Duree10h;Résident ;All-FIMU;327
2016-05-30;Lundi;Duree10h;Touriste Français;All-FIMU;67
2016-05-30;Lundi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-30;Lundi;Duree10h-18h;Résident ;All-FIMU;1983
2016-05-30;Lundi;Duree10h-18h;Touriste Français;All-FIMU;261
2016-05-30;Lundi;Duree10h-18h;Touriste Etranger;All-FIMU;92
2016-05-31;Mardi;Duree1h;Résident ;All-FIMU;4653
2016-05-31;Mardi;Duree1h;Touriste Français;All-FIMU;1594
2016-05-31;Mardi;Duree1h;Touriste Etranger;All-FIMU;265
2016-05-31;Mardi;Duree2h;Résident ;All-FIMU;2260
2016-05-31;Mardi;Duree2h;Touriste Français;All-FIMU;744
2016-05-31;Mardi;Duree2h;Touriste Etranger;All-FIMU;121
2016-05-31;Mardi;Duree3h;Résident ;All-FIMU;2618
2016-05-31;Mardi;Duree3h;Touriste Français;All-FIMU;624
2016-05-31;Mardi;Duree3h;Touriste Etranger;All-FIMU;158
2016-05-31;Mardi;Duree4h;Résident ;All-FIMU;1707
2016-05-31;Mardi;Duree4h;Touriste Français;All-FIMU;425
2016-05-31;Mardi;Duree4h;Touriste Etranger;All-FIMU;197
2016-05-31;Mardi;Duree5h;Résident ;All-FIMU;961
2016-05-31;Mardi;Duree5h;Touriste Français;All-FIMU;273
2016-05-31;Mardi;Duree5h;Touriste Etranger;All-FIMU;44
2016-05-31;Mardi;Duree6h;Résident ;All-FIMU;1350
2016-05-31;Mardi;Duree6h;Touriste Français;All-FIMU;529
2016-05-31;Mardi;Duree6h;Touriste Etranger;All-FIMU;64
2016-05-31;Mardi;Duree7h;Résident ;All-FIMU;992
2016-05-31;Mardi;Duree7h;Touriste Français;All-FIMU;224
2016-05-31;Mardi;Duree7h;Touriste Etranger;All-FIMU;33
2016-05-31;Mardi;Duree8h;Résident ;All-FIMU;787
2016-05-31;Mardi;Duree8h;Touriste Français;All-FIMU;204
2016-05-31;Mardi;Duree8h;Touriste Etranger;All-FIMU;24
2016-05-31;Mardi;Duree9h;Résident ;All-FIMU;756
2016-05-31;Mardi;Duree9h;Touriste Français;All-FIMU;89
2016-05-31;Mardi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-31;Mardi;Duree10h;Résident ;All-FIMU;337
2016-05-31;Mardi;Duree10h;Touriste Français;All-FIMU;36
2016-05-31;Mardi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-31;Mardi;Duree10h-18h;Résident ;All-FIMU;1759
2016-05-31;Mardi;Duree10h-18h;Touriste Français;All-FIMU;230
2016-05-31;Mardi;Duree10h-18h;Touriste Etranger;All-FIMU;106
2016-06-01;Mercredi;Duree1h;Résident ;All-FIMU;4247
2016-06-01;Mercredi;Duree1h;Touriste Français;All-FIMU;1724
2016-06-01;Mercredi;Duree1h;Touriste Etranger;All-FIMU;300
2016-06-01;Mercredi;Duree2h;Résident ;All-FIMU;2722
2016-06-01;Mercredi;Duree2h;Touriste Français;All-FIMU;875
2016-06-01;Mercredi;Duree2h;Touriste Etranger;All-FIMU;181
2016-06-01;Mercredi;Duree3h;Résident ;All-FIMU;2527
2016-06-01;Mercredi;Duree3h;Touriste Français;All-FIMU;885
2016-06-01;Mercredi;Duree3h;Touriste Etranger;All-FIMU;149
2016-06-01;Mercredi;Duree4h;Résident ;All-FIMU;1852
2016-06-01;Mercredi;Duree4h;Touriste Français;All-FIMU;462
2016-06-01;Mercredi;Duree4h;Touriste Etranger;All-FIMU;236
2016-06-01;Mercredi;Duree5h;Résident ;All-FIMU;1002
2016-06-01;Mercredi;Duree5h;Touriste Français;All-FIMU;208
2016-06-01;Mercredi;Duree5h;Touriste Etranger;All-FIMU;65
2016-06-01;Mercredi;Duree6h;Résident ;All-FIMU;1289
2016-06-01;Mercredi;Duree6h;Touriste Français;All-FIMU;418
2016-06-01;Mercredi;Duree6h;Touriste Etranger;All-FIMU;59
2016-06-01;Mercredi;Duree7h;Résident ;All-FIMU;992
2016-06-01;Mercredi;Duree7h;Touriste Français;All-FIMU;201
2016-06-01;Mercredi;Duree7h;Touriste Etranger;All-FIMU;#
2016-06-01;Mercredi;Duree8h;Résident ;All-FIMU;655
2016-06-01;Mercredi;Duree8h;Touriste Français;All-FIMU;125
2016-06-01;Mercredi;Duree8h;Touriste Etranger;All-FIMU;22
2016-06-01;Mercredi;Duree9h;Résident ;All-FIMU;552
2016-06-01;Mercredi;Duree9h;Touriste Français;All-FIMU;118
2016-06-01;Mercredi;Duree9h;Touriste Etranger;All-FIMU;#
2016-06-01;Mercredi;Duree10h;Résident ;All-FIMU;378
2016-06-01;Mercredi;Duree10h;Touriste Français;All-FIMU;53
2016-06-01;Mercredi;Duree10h;Touriste Etranger;All-FIMU;#
2016-06-01;Mercredi;Duree10h-18h;Résident ;All-FIMU;1750
2016-06-01;Mercredi;Duree10h-18h;Touriste Français;All-FIMU;233
2016-06-01;Mercredi;Duree10h-18h;Touriste Etranger;All-FIMU;133
2016-06-02;Jeudi;Duree1h;Résident ;All-FIMU;4555
2016-06-02;Jeudi;Duree1h;Touriste Français;All-FIMU;1282
2016-06-02;Jeudi;Duree1h;Touriste Etranger;All-FIMU;294
2016-06-02;Jeudi;Duree2h;Résident ;All-FIMU;2252
2016-06-02;Jeudi;Duree2h;Touriste Français;All-FIMU;806
2016-06-02;Jeudi;Duree2h;Touriste Etranger;All-FIMU;128
2016-06-02;Jeudi;Duree3h;Résident ;All-FIMU;2774
2016-06-02;Jeudi;Duree3h;Touriste Français;All-FIMU;785
2016-06-02;Jeudi;Duree3h;Touriste Etranger;All-FIMU;178
2016-06-02;Jeudi;Duree4h;Résident ;All-FIMU;1904
2016-06-02;Jeudi;Duree4h;Touriste Français;All-FIMU;546
2016-06-02;Jeudi;Duree4h;Touriste Etranger;All-FIMU;292
2016-06-02;Jeudi;Duree5h;Résident ;All-FIMU;1115
2016-06-02;Jeudi;Duree5h;Touriste Français;All-FIMU;349
2016-06-02;Jeudi;Duree5h;Touriste Etranger;All-FIMU;27
2016-06-02;Jeudi;Duree6h;Résident ;All-FIMU;1361
2016-06-02;Jeudi;Duree6h;Touriste Français;All-FIMU;485
2016-06-02;Jeudi;Duree6h;Touriste Etranger;All-FIMU;60
2016-06-02;Jeudi;Duree7h;Résident ;All-FIMU;849
2016-06-02;Jeudi;Duree7h;Touriste Français;All-FIMU;276
2016-06-02;Jeudi;Duree7h;Touriste Etranger;All-FIMU;24
2016-06-02;Jeudi;Duree8h;Résident ;All-FIMU;634
2016-06-02;Jeudi;Duree8h;Touriste Français;All-FIMU;114
2016-06-02;Jeudi;Duree8h;Touriste Etranger;All-FIMU;#
2016-06-02;Jeudi;Duree9h;Résident ;All-FIMU;522
2016-06-02;Jeudi;Duree9h;Touriste Français;All-FIMU;59
2016-06-02;Jeudi;Duree9h;Touriste Etranger;All-FIMU;#
2016-06-02;Jeudi;Duree10h;Résident ;All-FIMU;358
2016-06-02;Jeudi;Duree10h;Touriste Français;All-FIMU;60
2016-06-02;Jeudi;Duree10h;Touriste Etranger;All-FIMU;#
2016-06-02;Jeudi;Duree10h-18h;Résident ;All-FIMU;1709
2016-06-02;Jeudi;Duree10h-18h;Touriste Français;All-FIMU;241
2016-06-02;Jeudi;Duree10h-18h;Touriste Etranger;All-FIMU;114
2016-06-03;Vendredi;Duree1h;Résident ;All-FIMU;5180
2016-06-03;Vendredi;Duree1h;Touriste Français;All-FIMU;1762
2016-06-03;Vendredi;Duree1h;Touriste Etranger;All-FIMU;298
2016-06-03;Vendredi;Duree2h;Résident ;All-FIMU;2457
2016-06-03;Vendredi;Duree2h;Touriste Français;All-FIMU;974
2016-06-03;Vendredi;Duree2h;Touriste Etranger;All-FIMU;210
2016-06-03;Vendredi;Duree3h;Résident ;All-FIMU;2784
2016-06-03;Vendredi;Duree3h;Touriste Français;All-FIMU;777
2016-06-03;Vendredi;Duree3h;Touriste Etranger;All-FIMU;206
2016-06-03;Vendredi;Duree4h;Résident ;All-FIMU;2170
2016-06-03;Vendredi;Duree4h;Touriste Français;All-FIMU;707
2016-06-03;Vendredi;Duree4h;Touriste Etranger;All-FIMU;282
2016-06-03;Vendredi;Duree5h;Résident ;All-FIMU;1023
2016-06-03;Vendredi;Duree5h;Touriste Français;All-FIMU;342
2016-06-03;Vendredi;Duree5h;Touriste Etranger;All-FIMU;66
2016-06-03;Vendredi;Duree6h;Résident ;All-FIMU;1484
2016-06-03;Vendredi;Duree6h;Touriste Français;All-FIMU;393
2016-06-03;Vendredi;Duree6h;Touriste Etranger;All-FIMU;53
2016-06-03;Vendredi;Duree7h;Résident ;All-FIMU;819
2016-06-03;Vendredi;Duree7h;Touriste Français;All-FIMU;177
2016-06-03;Vendredi;Duree7h;Touriste Etranger;All-FIMU;52
2016-06-03;Vendredi;Duree8h;Résident ;All-FIMU;686
2016-06-03;Vendredi;Duree8h;Touriste Français;All-FIMU;140
2016-06-03;Vendredi;Duree8h;Touriste Etranger;All-FIMU;29
2016-06-03;Vendredi;Duree9h;Résident ;All-FIMU;542
2016-06-03;Vendredi;Duree9h;Touriste Français;All-FIMU;66
2016-06-03;Vendredi;Duree9h;Touriste Etranger;All-FIMU;#
2016-06-03;Vendredi;Duree10h;Résident ;All-FIMU;389
2016-06-03;Vendredi;Duree10h;Touriste Français;All-FIMU;68
2016-06-03;Vendredi;Duree10h;Touriste Etranger;All-FIMU;#
2016-06-03;Vendredi;Duree10h-18h;Résident ;All-FIMU;1658
2016-06-03;Vendredi;Duree10h-18h;Touriste Français;All-FIMU;206
2016-06-03;Vendredi;Duree10h-18h;Touriste Etranger;All-FIMU;121
2016-06-04;Samedi;Duree1h;Résident ;All-FIMU;3912
2016-06-04;Samedi;Duree1h;Touriste Français;All-FIMU;1333
2016-06-04;Samedi;Duree1h;Touriste Etranger;All-FIMU;353
2016-06-04;Samedi;Duree2h;Résident ;All-FIMU;2366
2016-06-04;Samedi;Duree2h;Touriste Français;All-FIMU;1149
2016-06-04;Samedi;Duree2h;Touriste Etranger;All-FIMU;239
2016-06-04;Samedi;Duree3h;Résident ;All-FIMU;2314
2016-06-04;Samedi;Duree3h;Touriste Français;All-FIMU;1060
2016-06-04;Samedi;Duree3h;Touriste Etranger;All-FIMU;277
2016-06-04;Samedi;Duree4h;Résident ;All-FIMU;1505
2016-06-04;Samedi;Duree4h;Touriste Français;All-FIMU;537
2016-06-04;Samedi;Duree4h;Touriste Etranger;All-FIMU;330
2016-06-04;Samedi;Duree5h;Résident ;All-FIMU;583
2016-06-04;Samedi;Duree5h;Touriste Français;All-FIMU;257
2016-06-04;Samedi;Duree5h;Touriste Etranger;All-FIMU;86
2016-06-04;Samedi;Duree6h;Résident ;All-FIMU;962
2016-06-04;Samedi;Duree6h;Touriste Français;All-FIMU;291
2016-06-04;Samedi;Duree6h;Touriste Etranger;All-FIMU;129
2016-06-04;Samedi;Duree7h;Résident ;All-FIMU;419
2016-06-04;Samedi;Duree7h;Touriste Français;All-FIMU;117
2016-06-04;Samedi;Duree7h;Touriste Etranger;All-FIMU;64
2016-06-04;Samedi;Duree8h;Résident ;All-FIMU;553
2016-06-04;Samedi;Duree8h;Touriste Français;All-FIMU;84
2016-06-04;Samedi;Duree8h;Touriste Etranger;All-FIMU;45
2016-06-04;Samedi;Duree9h;Résident ;All-FIMU;481
2016-06-04;Samedi;Duree9h;Touriste Français;All-FIMU;70
2016-06-04;Samedi;Duree9h;Touriste Etranger;All-FIMU;47
2016-06-04;Samedi;Duree10h;Résident ;All-FIMU;563
2016-06-04;Samedi;Duree10h;Touriste Français;All-FIMU;54
2016-06-04;Samedi;Duree10h;Touriste Etranger;All-FIMU;#
2016-06-04;Samedi;Duree10h-18h;Résident ;All-FIMU;1925
2016-06-04;Samedi;Duree10h-18h;Touriste Français;All-FIMU;377
2016-06-04;Samedi;Duree10h-18h;Touriste Etranger;All-FIMU;155
2016-06-05;Dimanche;Duree1h;Résident ;All-FIMU;2489
2016-06-05;Dimanche;Duree1h;Touriste Français;All-FIMU;1466
2016-06-05;Dimanche;Duree1h;Touriste Etranger;All-FIMU;560
2016-06-05;Dimanche;Duree2h;Résident ;All-FIMU;1096
2016-06-05;Dimanche;Duree2h;Touriste Français;All-FIMU;777
2016-06-05;Dimanche;Duree2h;Touriste Etranger;All-FIMU;297
2016-06-05;Dimanche;Duree3h;Résident ;All-FIMU;1413
2016-06-05;Dimanche;Duree3h;Touriste Français;All-FIMU;652
2016-06-05;Dimanche;Duree3h;Touriste Etranger;All-FIMU;250
2016-06-05;Dimanche;Duree4h;Résident ;All-FIMU;942
2016-06-05;Dimanche;Duree4h;Touriste Français;All-FIMU;283
2016-06-05;Dimanche;Duree4h;Touriste Etranger;All-FIMU;160
2016-06-05;Dimanche;Duree5h;Résident ;All-FIMU;583
2016-06-05;Dimanche;Duree5h;Touriste Français;All-FIMU;169
2016-06-05;Dimanche;Duree5h;Touriste Etranger;All-FIMU;47
2016-06-05;Dimanche;Duree6h;Résident ;All-FIMU;563
2016-06-05;Dimanche;Duree6h;Touriste Français;All-FIMU;145
2016-06-05;Dimanche;Duree6h;Touriste Etranger;All-FIMU;45
2016-06-05;Dimanche;Duree7h;Résident ;All-FIMU;420
2016-06-05;Dimanche;Duree7h;Touriste Français;All-FIMU;87
2016-06-05;Dimanche;Duree7h;Touriste Etranger;All-FIMU;#
2016-06-05;Dimanche;Duree8h;Résident ;All-FIMU;399
2016-06-05;Dimanche;Duree8h;Touriste Français;All-FIMU;30
2016-06-05;Dimanche;Duree8h;Touriste Etranger;All-FIMU;23
2016-06-05;Dimanche;Duree9h;Résident ;All-FIMU;502
2016-06-05;Dimanche;Duree9h;Touriste Français;All-FIMU;52
2016-06-05;Dimanche;Duree9h;Touriste Etranger;All-FIMU;#
2016-06-05;Dimanche;Duree10h;Résident ;All-FIMU;235
2016-06-05;Dimanche;Duree10h;Touriste Français;All-FIMU;61
2016-06-05;Dimanche;Duree10h;Touriste Etranger;All-FIMU;43
2016-06-05;Dimanche;Duree10h-18h;Résident ;All-FIMU;1926
2016-06-05;Dimanche;Duree10h-18h;Touriste Français;All-FIMU;297
2016-06-05;Dimanche;Duree10h-18h;Touriste Etranger;All-FIMU;120
2016-06-06;Lundi;Duree1h;Résident ;All-FIMU;3898
2016-06-06;Lundi;Duree1h;Touriste Français;All-FIMU;1273
2016-06-06;Lundi;Duree1h;Touriste Etranger;All-FIMU;302
2016-06-06;Lundi;Duree2h;Résident ;All-FIMU;2708
2016-06-06;Lundi;Duree2h;Touriste Français;All-FIMU;797
2016-06-06;Lundi;Duree2h;Touriste Etranger;All-FIMU;122
2016-06-06;Lundi;Duree3h;Résident ;All-FIMU;2400
2016-06-06;Lundi;Duree3h;Touriste Français;All-FIMU;777
2016-06-06;Lundi;Duree3h;Touriste Etranger;All-FIMU;218
2016-06-06;Lundi;Duree4h;Résident ;All-FIMU;2144
2016-06-06;Lundi;Duree4h;Touriste Français;All-FIMU;704
2016-06-06;Lundi;Duree4h;Touriste Etranger;All-FIMU;212
2016-06-06;Lundi;Duree5h;Résident ;All-FIMU;1148
2016-06-06;Lundi;Duree5h;Touriste Français;All-FIMU;266
2016-06-06;Lundi;Duree5h;Touriste Etranger;All-FIMU;38
2016-06-06;Lundi;Duree6h;Résident ;All-FIMU;1456
2016-06-06;Lundi;Duree6h;Touriste Français;All-FIMU;462
2016-06-06;Lundi;Duree6h;Touriste Etranger;All-FIMU;85
2016-06-06;Lundi;Duree7h;Résident ;All-FIMU;1005
2016-06-06;Lundi;Duree7h;Touriste Français;All-FIMU;236
2016-06-06;Lundi;Duree7h;Touriste Etranger;All-FIMU;#
2016-06-06;Lundi;Duree8h;Résident ;All-FIMU;636
2016-06-06;Lundi;Duree8h;Touriste Français;All-FIMU;99
2016-06-06;Lundi;Duree8h;Touriste Etranger;All-FIMU;29
2016-06-06;Lundi;Duree9h;Résident ;All-FIMU;543
2016-06-06;Lundi;Duree9h;Touriste Français;All-FIMU;142
2016-06-06;Lundi;Duree9h;Touriste Etranger;All-FIMU;#
2016-06-06;Lundi;Duree10h;Résident ;All-FIMU;235
2016-06-06;Lundi;Duree10h;Touriste Français;All-FIMU;57
2016-06-06;Lundi;Duree10h;Touriste Etranger;All-FIMU;#
2016-06-06;Lundi;Duree10h-18h;Résident ;All-FIMU;1723
2016-06-06;Lundi;Duree10h-18h;Touriste Français;All-FIMU;225
2016-06-06;Lundi;Duree10h-18h;Touriste Etranger;All-FIMU;106
2016-06-07;Mardi;Duree1h;Résident ;All-FIMU;4555
2016-06-07;Mardi;Duree1h;Touriste Français;All-FIMU;1484
2016-06-07;Mardi;Duree1h;Touriste Etranger;All-FIMU;326
2016-06-07;Mardi;Duree2h;Résident ;All-FIMU;2431
2016-06-07;Mardi;Duree2h;Touriste Français;All-FIMU;819
2016-06-07;Mardi;Duree2h;Touriste Etranger;All-FIMU;139
2016-06-07;Mardi;Duree3h;Résident ;All-FIMU;2616
2016-06-07;Mardi;Duree3h;Touriste Français;All-FIMU;678
2016-06-07;Mardi;Duree3h;Touriste Etranger;All-FIMU;176
2016-06-07;Mardi;Duree4h;Résident ;All-FIMU;2051
2016-06-07;Mardi;Duree4h;Touriste Français;All-FIMU;518
2016-06-07;Mardi;Duree4h;Touriste Etranger;All-FIMU;266
2016-06-07;Mardi;Duree5h;Résident ;All-FIMU;964
2016-06-07;Mardi;Duree5h;Touriste Français;All-FIMU;365
2016-06-07;Mardi;Duree5h;Touriste Etranger;All-FIMU;27
2016-06-07;Mardi;Duree6h;Résident ;All-FIMU;1600
2016-06-07;Mardi;Duree6h;Touriste Français;All-FIMU;450
2016-06-07;Mardi;Duree6h;Touriste Etranger;All-FIMU;81
2016-06-07;Mardi;Duree7h;Résident ;All-FIMU;830
2016-06-07;Mardi;Duree7h;Touriste Français;All-FIMU;297
2016-06-07;Mardi;Duree7h;Touriste Etranger;All-FIMU;24
2016-06-07;Mardi;Duree8h;Résident ;All-FIMU;759
2016-06-07;Mardi;Duree8h;Touriste Français;All-FIMU;217
2016-06-07;Mardi;Duree8h;Touriste Etranger;All-FIMU;#
2016-06-07;Mardi;Duree9h;Résident ;All-FIMU;574
2016-06-07;Mardi;Duree9h;Touriste Français;All-FIMU;98
2016-06-07;Mardi;Duree9h;Touriste Etranger;All-FIMU;25
2016-06-07;Mardi;Duree10h;Résident ;All-FIMU;338
2016-06-07;Mardi;Duree10h;Touriste Français;All-FIMU;26
2016-06-07;Mardi;Duree10h;Touriste Etranger;All-FIMU;#
2016-06-07;Mardi;Duree10h-18h;Résident ;All-FIMU;1744
2016-06-07;Mardi;Duree10h-18h;Touriste Français;All-FIMU;297
2016-06-07;Mardi;Duree10h-18h;Touriste Etranger;All-FIMU;114
