Date;JourDeLaSemaine;DureeVisite;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-03;Mardi;Duree10h;Touriste Français;All-FIMU;32
2016-05-03;Mardi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-03;Mardi;Duree10h-18h;Résident ;All-FIMU;1848
2016-05-03;Mardi;Duree10h-18h;Touriste Français;All-FIMU;233
2016-05-03;Mardi;Duree10h-18h;Touriste Etranger;All-FIMU;77
2016-05-04;Mercredi;Duree1h;Résident ;All-FIMU;5322
2016-05-04;Mercredi;Duree1h;Touriste Français;All-FIMU;1704
2016-05-04;Mercredi;Duree1h;Touriste Etranger;All-FIMU;334
2016-05-04;Mercredi;Duree2h;Résident ;All-FIMU;2566
2016-05-04;Mercredi;Duree2h;Touriste Français;All-FIMU;825
2016-05-04;Mercredi;Duree2h;Touriste Etranger;All-FIMU;162
2016-05-04;Mercredi;Duree3h;Résident ;All-FIMU;2596
2016-05-04;Mercredi;Duree3h;Touriste Français;All-FIMU;861
2016-05-04;Mercredi;Duree3h;Touriste Etranger;All-FIMU;146
2016-05-04;Mercredi;Duree4h;Résident ;All-FIMU;1940
2016-05-04;Mercredi;Duree4h;Touriste Français;All-FIMU;615
2016-05-04;Mercredi;Duree4h;Touriste Etranger;All-FIMU;237
2016-05-04;Mercredi;Duree5h;Résident ;All-FIMU;885
2016-05-04;Mercredi;Duree5h;Touriste Français;All-FIMU;243
2016-05-04;Mercredi;Duree5h;Touriste Etranger;All-FIMU;49
2016-05-04;Mercredi;Duree6h;Résident ;All-FIMU;1114
2016-05-04;Mercredi;Duree6h;Touriste Français;All-FIMU;382
2016-05-04;Mercredi;Duree6h;Touriste Etranger;All-FIMU;31
2016-05-04;Mercredi;Duree7h;Résident ;All-FIMU;855
2016-05-04;Mercredi;Duree7h;Touriste Français;All-FIMU;209
2016-05-04;Mercredi;Duree7h;Touriste Etranger;All-FIMU;#
2016-05-04;Mercredi;Duree8h;Résident ;All-FIMU;517
2016-05-04;Mercredi;Duree8h;Touriste Français;All-FIMU;114
2016-05-04;Mercredi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-04;Mercredi;Duree9h;Résident ;All-FIMU;517
2016-05-04;Mercredi;Duree9h;Touriste Français;All-FIMU;120
2016-05-04;Mercredi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-04;Mercredi;Duree10h;Résident ;All-FIMU;487
2016-05-04;Mercredi;Duree10h;Touriste Français;All-FIMU;35
2016-05-04;Mercredi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-04;Mercredi;Duree10h-18h;Résident ;All-FIMU;1850
2016-05-04;Mercredi;Duree10h-18h;Touriste Français;All-FIMU;231
2016-05-04;Mercredi;Duree10h-18h;Touriste Etranger;All-FIMU;79
2016-05-05;Jeudi;Duree1h;Résident ;All-FIMU;2689
2016-05-05;Jeudi;Duree1h;Touriste Français;All-FIMU;1240
2016-05-05;Jeudi;Duree1h;Touriste Etranger;All-FIMU;344
2016-05-05;Jeudi;Duree2h;Résident ;All-FIMU;1832
2016-05-05;Jeudi;Duree2h;Touriste Français;All-FIMU;880
2016-05-05;Jeudi;Duree2h;Touriste Etranger;All-FIMU;255
2016-05-05;Jeudi;Duree3h;Résident ;All-FIMU;2141
2016-05-05;Jeudi;Duree3h;Touriste Français;All-FIMU;782
2016-05-05;Jeudi;Duree3h;Touriste Etranger;All-FIMU;159
2016-05-05;Jeudi;Duree4h;Résident ;All-FIMU;1135
2016-05-05;Jeudi;Duree4h;Touriste Français;All-FIMU;386
2016-05-05;Jeudi;Duree4h;Touriste Etranger;All-FIMU;303
2016-05-05;Jeudi;Duree5h;Résident ;All-FIMU;597
2016-05-05;Jeudi;Duree5h;Touriste Français;All-FIMU;229
2016-05-05;Jeudi;Duree5h;Touriste Etranger;All-FIMU;39
2016-05-05;Jeudi;Duree6h;Résident ;All-FIMU;667
2016-05-05;Jeudi;Duree6h;Touriste Français;All-FIMU;270
2016-05-05;Jeudi;Duree6h;Touriste Etranger;All-FIMU;106
2016-05-05;Jeudi;Duree7h;Résident ;All-FIMU;418
2016-05-05;Jeudi;Duree7h;Touriste Français;All-FIMU;88
2016-05-05;Jeudi;Duree7h;Touriste Etranger;All-FIMU;48
2016-05-05;Jeudi;Duree8h;Résident ;All-FIMU;488
2016-05-05;Jeudi;Duree8h;Touriste Français;All-FIMU;79
2016-05-05;Jeudi;Duree8h;Touriste Etranger;All-FIMU;39
2016-05-05;Jeudi;Duree9h;Résident ;All-FIMU;288
2016-05-05;Jeudi;Duree9h;Touriste Français;All-FIMU;83
2016-05-05;Jeudi;Duree9h;Touriste Etranger;All-FIMU;37
2016-05-05;Jeudi;Duree10h;Résident ;All-FIMU;328
2016-05-05;Jeudi;Duree10h;Touriste Français;All-FIMU;68
2016-05-05;Jeudi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-05;Jeudi;Duree10h-18h;Résident ;All-FIMU;2121
2016-05-05;Jeudi;Duree10h-18h;Touriste Français;All-FIMU;422
2016-05-05;Jeudi;Duree10h-18h;Touriste Etranger;All-FIMU;104
2016-05-06;Vendredi;Duree1h;Résident ;All-FIMU;3809
2016-05-06;Vendredi;Duree1h;Touriste Français;All-FIMU;1648
2016-05-06;Vendredi;Duree1h;Touriste Etranger;All-FIMU;344
2016-05-06;Vendredi;Duree2h;Résident ;All-FIMU;2383
2016-05-06;Vendredi;Duree2h;Touriste Français;All-FIMU;953
2016-05-06;Vendredi;Duree2h;Touriste Etranger;All-FIMU;272
2016-05-06;Vendredi;Duree3h;Résident ;All-FIMU;2861
2016-05-06;Vendredi;Duree3h;Touriste Français;All-FIMU;1036
2016-05-06;Vendredi;Duree3h;Touriste Etranger;All-FIMU;274
2016-05-06;Vendredi;Duree4h;Résident ;All-FIMU;1924
2016-05-06;Vendredi;Duree4h;Touriste Français;All-FIMU;652
2016-05-06;Vendredi;Duree4h;Touriste Etranger;All-FIMU;293
2016-05-06;Vendredi;Duree5h;Résident ;All-FIMU;797
2016-05-06;Vendredi;Duree5h;Touriste Français;All-FIMU;304
2016-05-06;Vendredi;Duree5h;Touriste Etranger;All-FIMU;99
2016-05-06;Vendredi;Duree6h;Résident ;All-FIMU;1027
2016-05-06;Vendredi;Duree6h;Touriste Français;All-FIMU;380
2016-05-06;Vendredi;Duree6h;Touriste Etranger;All-FIMU;78
2016-05-06;Vendredi;Duree7h;Résident ;All-FIMU;598
2016-05-06;Vendredi;Duree7h;Touriste Français;All-FIMU;171
2016-05-06;Vendredi;Duree7h;Touriste Etranger;All-FIMU;55
2016-05-06;Vendredi;Duree8h;Résident ;All-FIMU;588
2016-05-06;Vendredi;Duree8h;Touriste Français;All-FIMU;147
2016-05-06;Vendredi;Duree8h;Touriste Etranger;All-FIMU;28
2016-05-06;Vendredi;Duree9h;Résident ;All-FIMU;528
2016-05-06;Vendredi;Duree9h;Touriste Français;All-FIMU;86
2016-05-06;Vendredi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-06;Vendredi;Duree10h;Résident ;All-FIMU;339
2016-05-06;Vendredi;Duree10h;Touriste Français;All-FIMU;82
2016-05-06;Vendredi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-06;Vendredi;Duree10h-18h;Résident ;All-FIMU;1844
2016-05-06;Vendredi;Duree10h-18h;Touriste Français;All-FIMU;339
2016-05-06;Vendredi;Duree10h-18h;Touriste Etranger;All-FIMU;109
2016-05-07;Samedi;Duree1h;Résident ;All-FIMU;3394
2016-05-07;Samedi;Duree1h;Touriste Français;All-FIMU;1472
2016-05-07;Samedi;Duree1h;Touriste Etranger;All-FIMU;361
2016-05-07;Samedi;Duree2h;Résident ;All-FIMU;2655
2016-05-07;Samedi;Duree2h;Touriste Français;All-FIMU;1082
2016-05-07;Samedi;Duree2h;Touriste Etranger;All-FIMU;193
2016-05-07;Samedi;Duree3h;Résident ;All-FIMU;2805
2016-05-07;Samedi;Duree3h;Touriste Français;All-FIMU;1202
2016-05-07;Samedi;Duree3h;Touriste Etranger;All-FIMU;305
2016-05-07;Samedi;Duree4h;Résident ;All-FIMU;1537
2016-05-07;Samedi;Duree4h;Touriste Français;All-FIMU;629
2016-05-07;Samedi;Duree4h;Touriste Etranger;All-FIMU;246
2016-05-07;Samedi;Duree5h;Résident ;All-FIMU;788
2016-05-07;Samedi;Duree5h;Touriste Français;All-FIMU;211
2016-05-07;Samedi;Duree5h;Touriste Etranger;All-FIMU;45
2016-05-07;Samedi;Duree6h;Résident ;All-FIMU;888
2016-05-07;Samedi;Duree6h;Touriste Français;All-FIMU;207
2016-05-07;Samedi;Duree6h;Touriste Etranger;All-FIMU;72
2016-05-07;Samedi;Duree7h;Résident ;All-FIMU;449
2016-05-07;Samedi;Duree7h;Touriste Français;All-FIMU;197
2016-05-07;Samedi;Duree7h;Touriste Etranger;All-FIMU;30
2016-05-07;Samedi;Duree8h;Résident ;All-FIMU;519
2016-05-07;Samedi;Duree8h;Touriste Français;All-FIMU;130
2016-05-07;Samedi;Duree8h;Touriste Etranger;All-FIMU;21
2016-05-07;Samedi;Duree9h;Résident ;All-FIMU;449
2016-05-07;Samedi;Duree9h;Touriste Français;All-FIMU;91
2016-05-07;Samedi;Duree9h;Touriste Etranger;All-FIMU;40
2016-05-07;Samedi;Duree10h;Résident ;All-FIMU;389
2016-05-07;Samedi;Duree10h;Touriste Français;All-FIMU;48
2016-05-07;Samedi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-07;Samedi;Duree10h-18h;Résident ;All-FIMU;1866
2016-05-07;Samedi;Duree10h-18h;Touriste Français;All-FIMU;297
2016-05-07;Samedi;Duree10h-18h;Touriste Etranger;All-FIMU;116
2016-05-08;Dimanche;Duree1h;Résident ;All-FIMU;2338
2016-05-08;Dimanche;Duree1h;Touriste Français;All-FIMU;823
2016-05-08;Dimanche;Duree1h;Touriste Etranger;All-FIMU;170
2016-05-08;Dimanche;Duree2h;Résident ;All-FIMU;1339
2016-05-08;Dimanche;Duree2h;Touriste Français;All-FIMU;477
2016-05-08;Dimanche;Duree2h;Touriste Etranger;All-FIMU;138
2016-05-08;Dimanche;Duree3h;Résident ;All-FIMU;1549
2016-05-08;Dimanche;Duree3h;Touriste Français;All-FIMU;589
2016-05-08;Dimanche;Duree3h;Touriste Etranger;All-FIMU;142
2016-05-08;Dimanche;Duree4h;Résident ;All-FIMU;1159
2016-05-08;Dimanche;Duree4h;Touriste Français;All-FIMU;246
2016-05-08;Dimanche;Duree4h;Touriste Etranger;All-FIMU;147
2016-05-08;Dimanche;Duree5h;Résident ;All-FIMU;549
2016-05-08;Dimanche;Duree5h;Touriste Français;All-FIMU;183
2016-05-08;Dimanche;Duree5h;Touriste Etranger;All-FIMU;32
2016-05-08;Dimanche;Duree6h;Résident ;All-FIMU;679
2016-05-08;Dimanche;Duree6h;Touriste Français;All-FIMU;111
2016-05-08;Dimanche;Duree6h;Touriste Etranger;All-FIMU;25
2016-05-08;Dimanche;Duree7h;Résident ;All-FIMU;419
2016-05-08;Dimanche;Duree7h;Touriste Français;All-FIMU;61
2016-05-08;Dimanche;Duree7h;Touriste Etranger;All-FIMU;25
2016-05-08;Dimanche;Duree8h;Résident ;All-FIMU;449
2016-05-08;Dimanche;Duree8h;Touriste Français;All-FIMU;162
2016-05-08;Dimanche;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-08;Dimanche;Duree9h;Résident ;All-FIMU;359
2016-05-08;Dimanche;Duree9h;Touriste Français;All-FIMU;81
2016-05-08;Dimanche;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-08;Dimanche;Duree10h;Résident ;All-FIMU;319
2016-05-08;Dimanche;Duree10h;Touriste Français;All-FIMU;104
2016-05-08;Dimanche;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-08;Dimanche;Duree10h-18h;Résident ;All-FIMU;2048
2016-05-08;Dimanche;Duree10h-18h;Touriste Français;All-FIMU;248
2016-05-08;Dimanche;Duree10h-18h;Touriste Etranger;All-FIMU;98
2016-05-09;Lundi;Duree1h;Résident ;All-FIMU;3952
2016-05-09;Lundi;Duree1h;Touriste Français;All-FIMU;1063
2016-05-09;Lundi;Duree1h;Touriste Etranger;All-FIMU;205
2016-05-09;Lundi;Duree2h;Résident ;All-FIMU;2091
2016-05-09;Lundi;Duree2h;Touriste Français;All-FIMU;790
2016-05-09;Lundi;Duree2h;Touriste Etranger;All-FIMU;105
2016-05-09;Lundi;Duree3h;Résident ;All-FIMU;2481
2016-05-09;Lundi;Duree3h;Touriste Français;All-FIMU;615
2016-05-09;Lundi;Duree3h;Touriste Etranger;All-FIMU;157
2016-05-09;Lundi;Duree4h;Résident ;All-FIMU;1911
2016-05-09;Lundi;Duree4h;Touriste Français;All-FIMU;526
2016-05-09;Lundi;Duree4h;Touriste Etranger;All-FIMU;206
2016-05-09;Lundi;Duree5h;Résident ;All-FIMU;930
2016-05-09;Lundi;Duree5h;Touriste Français;All-FIMU;294
2016-05-09;Lundi;Duree5h;Touriste Etranger;All-FIMU;30
2016-05-09;Lundi;Duree6h;Résident ;All-FIMU;1580
2016-05-09;Lundi;Duree6h;Touriste Français;All-FIMU;319
2016-05-09;Lundi;Duree6h;Touriste Etranger;All-FIMU;57
2016-05-09;Lundi;Duree7h;Résident ;All-FIMU;950
2016-05-09;Lundi;Duree7h;Touriste Français;All-FIMU;259
2016-05-09;Lundi;Duree7h;Touriste Etranger;All-FIMU;38
2016-05-09;Lundi;Duree8h;Résident ;All-FIMU;520
2016-05-09;Lundi;Duree8h;Touriste Français;All-FIMU;176
2016-05-09;Lundi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-09;Lundi;Duree9h;Résident ;All-FIMU;500
2016-05-09;Lundi;Duree9h;Touriste Français;All-FIMU;150
2016-05-09;Lundi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-09;Lundi;Duree10h;Résident ;All-FIMU;450
2016-05-09;Lundi;Duree10h;Touriste Français;All-FIMU;74
2016-05-09;Lundi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-09;Lundi;Duree10h-18h;Résident ;All-FIMU;1900
2016-05-09;Lundi;Duree10h-18h;Touriste Français;All-FIMU;281
2016-05-09;Lundi;Duree10h-18h;Touriste Etranger;All-FIMU;79
2016-05-10;Mardi;Duree1h;Résident ;All-FIMU;4457
2016-05-10;Mardi;Duree1h;Touriste Français;All-FIMU;1214
2016-05-10;Mardi;Duree1h;Touriste Etranger;All-FIMU;270
2016-05-10;Mardi;Duree2h;Résident ;All-FIMU;2444
2016-05-10;Mardi;Duree2h;Touriste Français;All-FIMU;870
2016-05-10;Mardi;Duree2h;Touriste Etranger;All-FIMU;111
2016-05-10;Mardi;Duree3h;Résident ;All-FIMU;2193
2016-05-10;Mardi;Duree3h;Touriste Français;All-FIMU;678
2016-05-10;Mardi;Duree3h;Touriste Etranger;All-FIMU;145
2016-05-10;Mardi;Duree4h;Résident ;All-FIMU;1913
2016-05-10;Mardi;Duree4h;Touriste Français;All-FIMU;538
2016-05-10;Mardi;Duree4h;Touriste Etranger;All-FIMU;259
2016-05-10;Mardi;Duree5h;Résident ;All-FIMU;1011
2016-05-10;Mardi;Duree5h;Touriste Français;All-FIMU;383
2016-05-10;Mardi;Duree5h;Touriste Etranger;All-FIMU;64
2016-05-10;Mardi;Duree6h;Résident ;All-FIMU;1512
2016-05-10;Mardi;Duree6h;Touriste Français;All-FIMU;417
2016-05-10;Mardi;Duree6h;Touriste Etranger;All-FIMU;68
2016-05-10;Mardi;Duree7h;Résident ;All-FIMU;1041
2016-05-10;Mardi;Duree7h;Touriste Français;All-FIMU;239
2016-05-10;Mardi;Duree7h;Touriste Etranger;All-FIMU;28
2016-05-10;Mardi;Duree8h;Résident ;All-FIMU;811
2016-05-10;Mardi;Duree8h;Touriste Français;All-FIMU;215
2016-05-10;Mardi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-10;Mardi;Duree9h;Résident ;All-FIMU;611
2016-05-10;Mardi;Duree9h;Touriste Français;All-FIMU;117
2016-05-10;Mardi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-10;Mardi;Duree10h;Résident ;All-FIMU;510
2016-05-10;Mardi;Duree10h;Touriste Français;All-FIMU;68
2016-05-10;Mardi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-10;Mardi;Duree10h-18h;Résident ;All-FIMU;1812
2016-05-10;Mardi;Duree10h-18h;Touriste Français;All-FIMU;305
2016-05-10;Mardi;Duree10h-18h;Touriste Etranger;All-FIMU;89
2016-05-11;Mercredi;Duree1h;Résident ;All-FIMU;4993
2016-05-11;Mercredi;Duree1h;Touriste Français;All-FIMU;1554
2016-05-11;Mercredi;Duree1h;Touriste Etranger;All-FIMU;284
2016-05-11;Mercredi;Duree2h;Résident ;All-FIMU;2697
2016-05-11;Mercredi;Duree2h;Touriste Français;All-FIMU;908
2016-05-11;Mercredi;Duree2h;Touriste Etranger;All-FIMU;182
2016-05-11;Mercredi;Duree3h;Résident ;All-FIMU;2607
2016-05-11;Mercredi;Duree3h;Touriste Français;All-FIMU;801
2016-05-11;Mercredi;Duree3h;Touriste Etranger;All-FIMU;161
2016-05-11;Mercredi;Duree4h;Résident ;All-FIMU;2035
2016-05-11;Mercredi;Duree4h;Touriste Français;All-FIMU;571
2016-05-11;Mercredi;Duree4h;Touriste Etranger;All-FIMU;224
2016-05-11;Mercredi;Duree5h;Résident ;All-FIMU;932
2016-05-11;Mercredi;Duree5h;Touriste Français;All-FIMU;330
2016-05-11;Mercredi;Duree5h;Touriste Etranger;All-FIMU;83
2016-05-11;Mercredi;Duree6h;Résident ;All-FIMU;1313
2016-05-11;Mercredi;Duree6h;Touriste Français;All-FIMU;408
2016-05-11;Mercredi;Duree6h;Touriste Etranger;All-FIMU;61
2016-05-11;Mercredi;Duree7h;Résident ;All-FIMU;932
2016-05-11;Mercredi;Duree7h;Touriste Français;All-FIMU;159
2016-05-11;Mercredi;Duree7h;Touriste Etranger;All-FIMU;28
2016-05-11;Mercredi;Duree8h;Résident ;All-FIMU;651
2016-05-11;Mercredi;Duree8h;Touriste Français;All-FIMU;165
2016-05-11;Mercredi;Duree8h;Touriste Etranger;All-FIMU;45
2016-05-11;Mercredi;Duree9h;Résident ;All-FIMU;601
2016-05-11;Mercredi;Duree9h;Touriste Français;All-FIMU;38
2016-05-11;Mercredi;Duree9h;Touriste Etranger;All-FIMU;27
2016-05-11;Mercredi;Duree10h;Résident ;All-FIMU;340
2016-05-11;Mercredi;Duree10h;Touriste Français;All-FIMU;155
2016-05-11;Mercredi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-11;Mercredi;Duree10h-18h;Résident ;All-FIMU;2025
2016-05-11;Mercredi;Duree10h-18h;Touriste Français;All-FIMU;287
2016-05-11;Mercredi;Duree10h-18h;Touriste Etranger;All-FIMU;61
2016-05-12;Jeudi;Duree1h;Résident ;All-FIMU;4537
2016-05-12;Jeudi;Duree1h;Touriste Français;All-FIMU;1512
2016-05-12;Jeudi;Duree1h;Touriste Etranger;All-FIMU;265
2016-05-12;Jeudi;Duree2h;Résident ;All-FIMU;2499
2016-05-12;Jeudi;Duree2h;Touriste Français;All-FIMU;1003
2016-05-12;Jeudi;Duree2h;Touriste Etranger;All-FIMU;139
2016-05-12;Jeudi;Duree3h;Résident ;All-FIMU;2469
2016-05-12;Jeudi;Duree3h;Touriste Français;All-FIMU;745
2016-05-12;Jeudi;Duree3h;Touriste Etranger;All-FIMU;128
2016-05-12;Jeudi;Duree4h;Résident ;All-FIMU;1987
2016-05-12;Jeudi;Duree4h;Touriste Français;All-FIMU;695
2016-05-12;Jeudi;Duree4h;Touriste Etranger;All-FIMU;262
2016-05-12;Jeudi;Duree5h;Résident ;All-FIMU;983
2016-05-12;Jeudi;Duree5h;Touriste Français;All-FIMU;298
2016-05-12;Jeudi;Duree5h;Touriste Etranger;All-FIMU;46
2016-05-12;Jeudi;Duree6h;Résident ;All-FIMU;1465
2016-05-12;Jeudi;Duree6h;Touriste Français;All-FIMU;371
2016-05-12;Jeudi;Duree6h;Touriste Etranger;All-FIMU;43
2016-05-12;Jeudi;Duree7h;Résident ;All-FIMU;803
2016-05-12;Jeudi;Duree7h;Touriste Français;All-FIMU;247
2016-05-12;Jeudi;Duree7h;Touriste Etranger;All-FIMU;32
2016-05-12;Jeudi;Duree8h;Résident ;All-FIMU;632
2016-05-12;Jeudi;Duree8h;Touriste Français;All-FIMU;132
2016-05-12;Jeudi;Duree8h;Touriste Etranger;All-FIMU;#
2016-05-12;Jeudi;Duree9h;Résident ;All-FIMU;572
2016-05-12;Jeudi;Duree9h;Touriste Français;All-FIMU;171
2016-05-12;Jeudi;Duree9h;Touriste Etranger;All-FIMU;#
2016-05-12;Jeudi;Duree10h;Résident ;All-FIMU;501
2016-05-12;Jeudi;Duree10h;Touriste Français;All-FIMU;77
2016-05-12;Jeudi;Duree10h;Touriste Etranger;All-FIMU;#
2016-05-12;Jeudi;Duree10h-18h;Résident ;All-FIMU;1877
2016-05-12;Jeudi;Duree10h-18h;Touriste Français;All-FIMU;307
2016-05-12;Jeudi;Duree10h-18h;Touriste Etranger;All-FIMU;81
2016-05-13;Vendredi;Duree1h;Résident ;All-FIMU;4944
2016-05-13;Vendredi;Duree1h;Touriste Français;All-FIMU;1923
2016-05-13;Vendredi;Duree1h;Touriste Etranger;All-FIMU;306
2016-05-13;Vendredi;Duree2h;Résident ;All-FIMU;3467
2016-05-13;Vendredi;Duree2h;Touriste Français;All-FIMU;1289
2016-05-13;Vendredi;Duree2h;Touriste Etranger;All-FIMU;231
2016-05-13;Vendredi;Duree3h;Résident ;All-FIMU;2804
2016-05-13;Vendredi;Duree3h;Touriste Français;All-FIMU;1052
2016-05-13;Vendredi;Duree3h;Touriste Etranger;All-FIMU;241
2016-05-13;Vendredi;Duree4h;Résident ;All-FIMU;2180
2016-05-13;Vendredi;Duree4h;Touriste Français;All-FIMU;828
2016-05-13;Vendredi;Duree4h;Touriste Etranger;All-FIMU;422
2016-05-13;Vendredi;Duree5h;Résident ;All-FIMU;1346
2016-05-13;Vendredi;Duree5h;Touriste Français;All-FIMU;409
2016-05-13;Vendredi;Duree5h;Touriste Etranger;All-FIMU;127
2016-05-13;Vendredi;Duree6h;Résident ;All-FIMU;1678
2016-05-13;Vendredi;Duree6h;Touriste Français;All-FIMU;403
2016-05-13;Vendredi;Duree6h;Touriste Etranger;All-FIMU;104
2016-05-13;Vendredi;Duree7h;Résident ;All-FIMU;753
2016-05-13;Vendredi;Duree7h;Touriste Français;All-FIMU;252
2016-05-13;Vendredi;Duree7h;Touriste Etranger;All-FIMU;48
2016-05-13;Vendredi;Duree8h;Résident ;All-FIMU;753
2016-05-13;Vendredi;Duree8h;Touriste Français;All-FIMU;231
2016-05-13;Vendredi;Duree8h;Touriste Etranger;All-FIMU;41
2016-05-13;Vendredi;Duree9h;Résident ;All-FIMU;723
2016-05-13;Vendredi;Duree9h;Touriste Français;All-FIMU;122
2016-05-13;Vendredi;Duree9h;Touriste Etranger;All-FIMU;68
2016-05-13;Vendredi;Duree10h;Résident ;All-FIMU;391
2016-05-13;Vendredi;Duree10h;Touriste Français;All-FIMU;78
2016-05-13;Vendredi;Duree10h;Touriste Etranger;All-FIMU;34
2016-05-13;Vendredi;Duree10h-18h;Résident ;All-FIMU;1738
2016-05-13;Vendredi;Duree10h-18h;Touriste Français;All-FIMU;410
2016-05-13;Vendredi;Duree10h-18h;Touriste Etranger;All-FIMU;106
2016-05-14;Samedi;Duree1h;Résident ;All-FIMU;3430
2016-05-14;Samedi;Duree1h;Touriste Français;All-FIMU;1827
2016-05-14;Samedi;Duree1h;Touriste Etranger;All-FIMU;392
2016-05-14;Samedi;Duree2h;Résident ;All-FIMU;3370
2016-05-14;Samedi;Duree2h;Touriste Français;All-FIMU;1999
2016-05-14;Samedi;Duree2h;Touriste Etranger;All-FIMU;285
2016-05-14;Samedi;Duree3h;Résident ;All-FIMU;3984
2016-05-14;Samedi;Duree3h;Touriste Français;All-FIMU;2624
2016-05-14;Samedi;Duree3h;Touriste Etranger;All-FIMU;410
2016-05-14;Samedi;Duree4h;Résident ;All-FIMU;3048
2016-05-14;Samedi;Duree4h;Touriste Français;All-FIMU;2011
2016-05-14;Samedi;Duree4h;Touriste Etranger;All-FIMU;641
2016-05-14;Samedi;Duree5h;Résident ;All-FIMU;1801
2016-05-14;Samedi;Duree5h;Touriste Français;All-FIMU;1187
2016-05-14;Samedi;Duree5h;Touriste Etranger;All-FIMU;136
2016-05-14;Samedi;Duree6h;Résident ;All-FIMU;2072
2016-05-14;Samedi;Duree6h;Touriste Français;All-FIMU;1338
2016-05-14;Samedi;Duree6h;Touriste Etranger;All-FIMU;255
2016-05-14;Samedi;Duree7h;Résident ;All-FIMU;1207
2016-05-14;Samedi;Duree7h;Touriste Français;All-FIMU;856
2016-05-14;Samedi;Duree7h;Touriste Etranger;All-FIMU;167
2016-05-14;Samedi;Duree8h;Résident ;All-FIMU;784
2016-05-14;Samedi;Duree8h;Touriste Français;All-FIMU;667
2016-05-14;Samedi;Duree8h;Touriste Etranger;All-FIMU;79
2016-05-14;Samedi;Duree9h;Résident ;All-FIMU;764
2016-05-14;Samedi;Duree9h;Touriste Français;All-FIMU;509
2016-05-14;Samedi;Duree9h;Touriste Etranger;All-FIMU;69
2016-05-14;Samedi;Duree10h;Résident ;All-FIMU;633
2016-05-14;Samedi;Duree10h;Touriste Français;All-FIMU;336
2016-05-14;Samedi;Duree10h;Touriste Etranger;All-FIMU;83
2016-05-14;Samedi;Duree10h-18h;Résident ;All-FIMU;2605
2016-05-14;Samedi;Duree10h-18h;Touriste Français;All-FIMU;763
2016-05-14;Samedi;Duree10h-18h;Touriste Etranger;All-FIMU;219
2016-05-15;Dimanche;Duree1h;Résident ;All-FIMU;2598
2016-05-15;Dimanche;Duree1h;Touriste Français;All-FIMU;1677
2016-05-15;Dimanche;Duree1h;Touriste Etranger;All-FIMU;324
2016-05-15;Dimanche;Duree2h;Résident ;All-FIMU;3082
2016-05-15;Dimanche;Duree2h;Touriste Français;All-FIMU;2716
2016-05-15;Dimanche;Duree2h;Touriste Etranger;All-FIMU;236
2016-05-15;Dimanche;Duree3h;Résident ;All-FIMU;4089
2016-05-15;Dimanche;Duree3h;Touriste Français;All-FIMU;3477
2016-05-15;Dimanche;Duree3h;Touriste Etranger;All-FIMU;364
2016-05-15;Dimanche;Duree4h;Résident ;All-FIMU;3112
2016-05-15;Dimanche;Duree4h;Touriste Français;All-FIMU;2766
2016-05-15;Dimanche;Duree4h;Touriste Etranger;All-FIMU;608
2016-05-15;Dimanche;Duree5h;Résident ;All-FIMU;1732
2016-05-15;Dimanche;Duree5h;Touriste Français;All-FIMU;1765
2016-05-15;Dimanche;Duree5h;Touriste Etranger;All-FIMU;151
2016-05-15;Dimanche;Duree6h;Résident ;All-FIMU;2427
2016-05-15;Dimanche;Duree6h;Touriste Français;All-FIMU;1950
2016-05-15;Dimanche;Duree6h;Touriste Etranger;All-FIMU;229
2016-05-15;Dimanche;Duree7h;Résident ;All-FIMU;1359
2016-05-15;Dimanche;Duree7h;Touriste Français;All-FIMU;1041
2016-05-15;Dimanche;Duree7h;Touriste Etranger;All-FIMU;195
2016-05-15;Dimanche;Duree8h;Résident ;All-FIMU;856
2016-05-15;Dimanche;Duree8h;Touriste Français;All-FIMU;719
2016-05-15;Dimanche;Duree8h;Touriste Etranger;All-FIMU;85
2016-05-15;Dimanche;Duree9h;Résident ;All-FIMU;916
2016-05-15;Dimanche;Duree9h;Touriste Français;All-FIMU;637
2016-05-15;Dimanche;Duree9h;Touriste Etranger;All-FIMU;80
2016-05-15;Dimanche;Duree10h;Résident ;All-FIMU;443
