Date;JourDeLaSemaine;Age;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-22;Vendredi;CUMUL;Visiteur;1J;Résident ;All-FIMU;12461
2016-04-22;Vendredi;CUMUL;Visiteur;1J;Touriste Français;All-FIMU;3219
2016-04-22;Vendredi;CUMUL;Visiteur;2J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;2J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;3J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;3J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;4J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;4J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;5J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;5J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;6J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;6J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;7J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;7J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;8J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;8J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;9J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;9J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;10J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;10J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;11J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;11J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;12J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;12J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;13J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;13J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;CUMUL;Visiteur;14J;Résident ;All-FIMU;17289
2016-04-22;Vendredi;CUMUL;Visiteur;14J;Touriste Français;All-FIMU;5147
2016-04-22;Vendredi;18-24 ans;Visiteur;1J;Résident ;All-FIMU;206
2016-04-22;Vendredi;18-24 ans;Visiteur;1J;Touriste Français;All-FIMU;117
2016-04-22;Vendredi;18-24 ans;Visiteur;2J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;2J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;3J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;3J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;4J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;4J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;5J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;5J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;6J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;6J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;7J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;7J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;8J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;8J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;9J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;9J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;10J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;10J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;11J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;11J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;12J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;12J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;13J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;13J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;18-24 ans;Visiteur;14J;Résident ;All-FIMU;294
2016-04-22;Vendredi;18-24 ans;Visiteur;14J;Touriste Français;All-FIMU;207
2016-04-22;Vendredi;25-34 ans;Visiteur;1J;Résident ;All-FIMU;1030
2016-04-22;Vendredi;25-34 ans;Visiteur;1J;Touriste Français;All-FIMU;415
2016-04-22;Vendredi;25-34 ans;Visiteur;2J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;2J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;3J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;3J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;4J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;4J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;5J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;5J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;6J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;6J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;7J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;7J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;8J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;8J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;9J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;9J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;10J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;10J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;11J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;11J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;12J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;12J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;13J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;13J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;25-34 ans;Visiteur;14J;Résident ;All-FIMU;1521
2016-04-22;Vendredi;25-34 ans;Visiteur;14J;Touriste Français;All-FIMU;683
2016-04-22;Vendredi;35-44 ans;Visiteur;1J;Résident ;All-FIMU;1746
2016-04-22;Vendredi;35-44 ans;Visiteur;1J;Touriste Français;All-FIMU;485
2016-04-22;Vendredi;35-44 ans;Visiteur;2J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;2J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;3J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;3J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;4J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;4J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;5J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;5J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;6J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;6J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;7J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;7J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;8J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;8J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;9J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;9J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;10J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;10J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;11J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;11J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;12J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;12J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;13J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;13J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;35-44 ans;Visiteur;14J;Résident ;All-FIMU;2463
2016-04-22;Vendredi;35-44 ans;Visiteur;14J;Touriste Français;All-FIMU;745
2016-04-22;Vendredi;45-54 ans;Visiteur;1J;Résident ;All-FIMU;2522
2016-04-22;Vendredi;45-54 ans;Visiteur;1J;Touriste Français;All-FIMU;769
2016-04-22;Vendredi;45-54 ans;Visiteur;2J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;2J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;3J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;3J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;4J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;4J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;5J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;5J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;6J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;6J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;7J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;7J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;8J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;8J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;9J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;9J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;10J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;10J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;11J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;11J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;12J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;12J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;13J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;13J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;45-54 ans;Visiteur;14J;Résident ;All-FIMU;3493
2016-04-22;Vendredi;45-54 ans;Visiteur;14J;Touriste Français;All-FIMU;1242
2016-04-22;Vendredi;55-64 ans;Visiteur;1J;Résident ;All-FIMU;2355
2016-04-22;Vendredi;55-64 ans;Visiteur;1J;Touriste Français;All-FIMU;582
2016-04-22;Vendredi;55-64 ans;Visiteur;2J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;2J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;3J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;3J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;4J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;4J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;5J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;5J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;6J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;6J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;7J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;7J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;8J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;8J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;9J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;9J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;10J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;10J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;11J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;11J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;12J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;12J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;13J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;13J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;55-64 ans;Visiteur;14J;Résident ;All-FIMU;3248
2016-04-22;Vendredi;55-64 ans;Visiteur;14J;Touriste Français;All-FIMU;973
2016-04-22;Vendredi;65 ans et +;Visiteur;1J;Résident ;All-FIMU;2983
2016-04-22;Vendredi;65 ans et +;Visiteur;1J;Touriste Français;All-FIMU;415
2016-04-22;Vendredi;65 ans et +;Visiteur;2J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;2J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;3J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;3J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;4J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;4J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;5J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;5J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;6J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;6J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;7J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;7J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;8J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;8J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;9J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;9J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;10J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;10J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;11J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;11J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;12J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;12J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;13J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;13J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;65 ans et +;Visiteur;14J;Résident ;All-FIMU;4072
2016-04-22;Vendredi;65 ans et +;Visiteur;14J;Touriste Français;All-FIMU;676
2016-04-22;Vendredi;NR;Visiteur;1J;Résident ;All-FIMU;1619
2016-04-22;Vendredi;NR;Visiteur;1J;Touriste Français;All-FIMU;436
2016-04-22;Vendredi;NR;Visiteur;2J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;2J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;3J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;3J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;4J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;4J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;5J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;5J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;6J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;6J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;7J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;7J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;8J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;8J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;9J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;9J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;10J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;10J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;11J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;11J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;12J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;12J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;13J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;13J;Touriste Français;All-FIMU;621
2016-04-22;Vendredi;NR;Visiteur;14J;Résident ;All-FIMU;2198
2016-04-22;Vendredi;NR;Visiteur;14J;Touriste Français;All-FIMU;621
2016-04-23;Samedi;CUMUL;Visiteur;1J;Résident ;All-FIMU;9890
2016-04-23;Samedi;CUMUL;Visiteur;1J;Touriste Français;All-FIMU;2817
2016-04-23;Samedi;CUMUL;Visiteur;2J;Résident ;All-FIMU;16462
2016-04-23;Samedi;CUMUL;Visiteur;2J;Touriste Français;All-FIMU;5084
2016-04-23;Samedi;CUMUL;Visiteur;3J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;3J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;4J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;4J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;5J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;5J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;6J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;6J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;7J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;7J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;8J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;8J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;9J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;9J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;10J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;10J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;11J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;11J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;12J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;12J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;13J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;13J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;CUMUL;Visiteur;14J;Résident ;All-FIMU;20383
2016-04-23;Samedi;CUMUL;Visiteur;14J;Touriste Français;All-FIMU;6884
2016-04-23;Samedi;18-24 ans;Visiteur;1J;Résident ;All-FIMU;186
2016-04-23;Samedi;18-24 ans;Visiteur;1J;Touriste Français;All-FIMU;91
2016-04-23;Samedi;18-24 ans;Visiteur;2J;Résident ;All-FIMU;314
2016-04-23;Samedi;18-24 ans;Visiteur;2J;Touriste Français;All-FIMU;152
2016-04-23;Samedi;18-24 ans;Visiteur;3J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;3J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;4J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;4J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;5J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;5J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;6J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;6J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;7J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;7J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;8J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;8J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;9J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;9J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;10J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;10J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;11J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;11J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;12J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;12J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;13J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;13J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;18-24 ans;Visiteur;14J;Résident ;All-FIMU;383
2016-04-23;Samedi;18-24 ans;Visiteur;14J;Touriste Français;All-FIMU;241
2016-04-23;Samedi;25-34 ans;Visiteur;1J;Résident ;All-FIMU;825
2016-04-23;Samedi;25-34 ans;Visiteur;1J;Touriste Français;All-FIMU;507
2016-04-23;Samedi;25-34 ans;Visiteur;2J;Résident ;All-FIMU;1385
2016-04-23;Samedi;25-34 ans;Visiteur;2J;Touriste Français;All-FIMU;735
2016-04-23;Samedi;25-34 ans;Visiteur;3J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;3J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;4J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;4J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;5J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;5J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;6J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;6J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;7J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;7J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;8J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;8J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;9J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;9J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;10J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;10J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;11J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;11J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;12J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;12J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;13J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;13J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;25-34 ans;Visiteur;14J;Résident ;All-FIMU;1807
2016-04-23;Samedi;25-34 ans;Visiteur;14J;Touriste Français;All-FIMU;946
2016-04-23;Samedi;35-44 ans;Visiteur;1J;Résident ;All-FIMU;1552
2016-04-23;Samedi;35-44 ans;Visiteur;1J;Touriste Français;All-FIMU;373
2016-04-23;Samedi;35-44 ans;Visiteur;2J;Résident ;All-FIMU;2465
2016-04-23;Samedi;35-44 ans;Visiteur;2J;Touriste Français;All-FIMU;735
2016-04-23;Samedi;35-44 ans;Visiteur;3J;Résident ;All-FIMU;3045
2016-04-23;Samedi;35-44 ans;Visiteur;3J;Touriste Français;All-FIMU;987
2016-04-23;Samedi;35-44 ans;Visiteur;4J;Résident ;All-FIMU;3045
2016-04-23;Samedi;35-44 ans;Visiteur;4J;Touriste Français;All-FIMU;987
2016-04-23;Samedi;35-44 ans;Visiteur;5J;Résident ;All-FIMU;3045
2016-04-23;Samedi;35-44 ans;Visiteur;5J;Touriste Français;All-FIMU;987
