Date;JourDeLaSemaine;Age;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-01;Dimanche;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;69
2016-05-01;Dimanche;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;1199
2016-05-01;Dimanche;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;410
2016-05-01;Dimanche;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;128
2016-05-01;Dimanche;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;53
2016-05-01;Dimanche;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;1546
2016-05-01;Dimanche;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;499
2016-05-01;Dimanche;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;208
2016-05-01;Dimanche;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;122
2016-05-01;Dimanche;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;1388
2016-05-01;Dimanche;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;589
2016-05-01;Dimanche;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;227
2016-05-01;Dimanche;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;145
2016-05-01;Dimanche;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;2052
2016-05-01;Dimanche;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;365
2016-05-01;Dimanche;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;267
2016-05-01;Dimanche;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;92
2016-05-01;Dimanche;NR;Visiteur;Journee;Résident ;All-FIMU;1080
2016-05-01;Dimanche;NR;Visiteur;Journee;Touriste Français;All-FIMU;253
2016-05-01;Dimanche;NR;Excursionniste;Journee;Résident ;All-FIMU;138
2016-05-01;Dimanche;NR;Excursionniste;Journee;Touriste Français;All-FIMU;53
2016-05-02;Lundi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13299
2016-05-02;Lundi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3256
2016-05-02;Lundi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1971
2016-05-02;Lundi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;651
2016-05-02;Lundi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;238
2016-05-02;Lundi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;127
2016-05-02;Lundi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-02;Lundi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-02;Lundi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;1072
2016-05-02;Lundi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;283
2016-05-02;Lundi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;148
2016-05-02;Lundi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;27
2016-05-02;Lundi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;2193
2016-05-02;Lundi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;566
2016-05-02;Lundi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;377
2016-05-02;Lundi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;118
2016-05-02;Lundi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;2997
2016-05-02;Lundi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;878
2016-05-02;Lundi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;426
2016-05-02;Lundi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;188
2016-05-02;Lundi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;2392
2016-05-02;Lundi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;602
2016-05-02;Lundi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;396
2016-05-02;Lundi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;139
2016-05-02;Lundi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;2809
2016-05-02;Lundi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;418
2016-05-02;Lundi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;387
2016-05-02;Lundi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;104
2016-05-02;Lundi;NR;Visiteur;Journee;Résident ;All-FIMU;1598
2016-05-02;Lundi;NR;Visiteur;Journee;Touriste Français;All-FIMU;382
2016-05-02;Lundi;NR;Excursionniste;Journee;Résident ;All-FIMU;228
2016-05-02;Lundi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;69
2016-05-03;Mardi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;14218
2016-05-03;Mardi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3717
2016-05-03;Mardi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2441
2016-05-03;Mardi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;687
2016-05-03;Mardi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;238
2016-05-03;Mardi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;177
2016-05-03;Mardi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;39
2016-05-03;Mardi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-03;Mardi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;1073
2016-05-03;Mardi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;411
2016-05-03;Mardi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;129
2016-05-03;Mardi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;87
2016-05-03;Mardi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;2176
2016-05-03;Mardi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;589
2016-05-03;Mardi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;397
2016-05-03;Mardi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;127
2016-05-03;Mardi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;3199
2016-05-03;Mardi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;1029
2016-05-03;Mardi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;536
2016-05-03;Mardi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;227
2016-05-03;Mardi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;2643
2016-05-03;Mardi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;660
2016-05-03;Mardi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;576
2016-05-03;Mardi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;100
2016-05-03;Mardi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;3160
2016-05-03;Mardi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;440
2016-05-03;Mardi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;496
2016-05-03;Mardi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;53
2016-05-03;Mardi;NR;Visiteur;Journee;Résident ;All-FIMU;1729
2016-05-03;Mardi;NR;Visiteur;Journee;Touriste Français;All-FIMU;411
2016-05-03;Mardi;NR;Excursionniste;Journee;Résident ;All-FIMU;268
2016-05-03;Mardi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;73
2016-05-04;Mercredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13208
2016-05-04;Mercredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3623
2016-05-04;Mercredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2325
2016-05-04;Mercredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;687
2016-05-04;Mercredi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;238
2016-05-04;Mercredi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;164
2016-05-04;Mercredi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;29
2016-05-04;Mercredi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;22
2016-05-04;Mercredi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;1183
2016-05-04;Mercredi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;436
2016-05-04;Mercredi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;159
2016-05-04;Mercredi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;88
2016-05-04;Mercredi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;1979
2016-05-04;Mercredi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;507
2016-05-04;Mercredi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;388
2016-05-04;Mercredi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;73
2016-05-04;Mercredi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;2885
2016-05-04;Mercredi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;879
2016-05-04;Mercredi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;497
2016-05-04;Mercredi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;124
2016-05-04;Mercredi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;2497
2016-05-04;Mercredi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;744
2016-05-04;Mercredi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;457
2016-05-04;Mercredi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;161
2016-05-04;Mercredi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;2815
2016-05-04;Mercredi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;457
2016-05-04;Mercredi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;507
2016-05-04;Mercredi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;117
2016-05-04;Mercredi;NR;Visiteur;Journee;Résident ;All-FIMU;1611
2016-05-04;Mercredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;436
2016-05-04;Mercredi;NR;Excursionniste;Journee;Résident ;All-FIMU;288
2016-05-04;Mercredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;102
2016-05-05;Jeudi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;9927
2016-05-05;Jeudi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3321
2016-05-05;Jeudi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1727
2016-05-05;Jeudi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;710
2016-05-05;Jeudi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;129
2016-05-05;Jeudi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;147
2016-05-05;Jeudi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-05;Jeudi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;22
2016-05-05;Jeudi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;1075
2016-05-05;Jeudi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;369
2016-05-05;Jeudi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;169
2016-05-05;Jeudi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;82
2016-05-05;Jeudi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;1464
2016-05-05;Jeudi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;376
2016-05-05;Jeudi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;248
2016-05-05;Jeudi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;135
2016-05-05;Jeudi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;1782
2016-05-05;Jeudi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;687
2016-05-05;Jeudi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;278
2016-05-05;Jeudi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;142
2016-05-05;Jeudi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;1563
2016-05-05;Jeudi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;790
2016-05-05;Jeudi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;258
2016-05-05;Jeudi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;142
2016-05-05;Jeudi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;2699
2016-05-05;Jeudi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;613
2016-05-05;Jeudi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;507
2016-05-05;Jeudi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;127
2016-05-05;Jeudi;NR;Visiteur;Journee;Résident ;All-FIMU;1215
2016-05-05;Jeudi;NR;Visiteur;Journee;Touriste Français;All-FIMU;339
2016-05-05;Jeudi;NR;Excursionniste;Journee;Résident ;All-FIMU;258
2016-05-05;Jeudi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;60
2016-05-06;Vendredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;12749
2016-05-06;Vendredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;4167
2016-05-06;Vendredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1930
2016-05-06;Vendredi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;658
2016-05-06;Vendredi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;219
2016-05-06;Vendredi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;157
2016-05-06;Vendredi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;39
2016-05-06;Vendredi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-06;Vendredi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;1196
2016-05-06;Vendredi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;495
2016-05-06;Vendredi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;149
2016-05-06;Vendredi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;57
2016-05-06;Vendredi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;1984
2016-05-06;Vendredi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;689
2016-05-06;Vendredi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;309
2016-05-06;Vendredi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;122
2016-05-06;Vendredi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;2462
2016-05-06;Vendredi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;918
2016-05-06;Vendredi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;328
2016-05-06;Vendredi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;122
2016-05-06;Vendredi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;2313
2016-05-06;Vendredi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;926
2016-05-06;Vendredi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;388
2016-05-06;Vendredi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;136
2016-05-06;Vendredi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;2831
2016-05-06;Vendredi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;631
2016-05-06;Vendredi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;428
2016-05-06;Vendredi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;143
2016-05-06;Vendredi;NR;Visiteur;Journee;Résident ;All-FIMU;1744
2016-05-06;Vendredi;NR;Visiteur;Journee;Touriste Français;All-FIMU;351
2016-05-06;Vendredi;NR;Excursionniste;Journee;Résident ;All-FIMU;289
2016-05-06;Vendredi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;71
2016-05-07;Samedi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;12245
2016-05-07;Samedi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;4059
2016-05-07;Samedi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1732
2016-05-07;Samedi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;643
2016-05-07;Samedi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;159
2016-05-07;Samedi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;146
2016-05-07;Samedi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-07;Samedi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-07;Samedi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;1108
2016-05-07;Samedi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;497
2016-05-07;Samedi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;169
2016-05-07;Samedi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;58
2016-05-07;Samedi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;1956
2016-05-07;Samedi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;563
2016-05-07;Samedi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;309
2016-05-07;Samedi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;137
2016-05-07;Samedi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;2615
2016-05-07;Samedi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;907
2016-05-07;Samedi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;319
2016-05-07;Samedi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;123
2016-05-07;Samedi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;2056
2016-05-07;Samedi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;834
2016-05-07;Samedi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;259
2016-05-07;Samedi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;94
2016-05-07;Samedi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;2824
2016-05-07;Samedi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;695
2016-05-07;Samedi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;438
2016-05-07;Samedi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;145
2016-05-07;Samedi;NR;Visiteur;Journee;Résident ;All-FIMU;1527
2016-05-07;Samedi;NR;Visiteur;Journee;Touriste Français;All-FIMU;417
2016-05-07;Samedi;NR;Excursionniste;Journee;Résident ;All-FIMU;219
2016-05-07;Samedi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;72
2016-05-08;Dimanche;CUMUL;Visiteur;Journee;Résident ;All-FIMU;8739
2016-05-08;Dimanche;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;2268
2016-05-08;Dimanche;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;1453
2016-05-08;Dimanche;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;459
2016-05-08;Dimanche;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;149
2016-05-08;Dimanche;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;95
2016-05-08;Dimanche;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-08;Dimanche;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;23
2016-05-08;Dimanche;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;829
2016-05-08;Dimanche;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;295
2016-05-08;Dimanche;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;109
2016-05-08;Dimanche;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;69
2016-05-08;Dimanche;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;1458
2016-05-08;Dimanche;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;272
2016-05-08;Dimanche;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;259
2016-05-08;Dimanche;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;30
2016-05-08;Dimanche;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;1538
2016-05-08;Dimanche;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;464
2016-05-08;Dimanche;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;229
2016-05-08;Dimanche;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;115
2016-05-08;Dimanche;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;1508
2016-05-08;Dimanche;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;590
2016-05-08;Dimanche;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;289
2016-05-08;Dimanche;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;115
2016-05-08;Dimanche;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;2228
2016-05-08;Dimanche;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;361
2016-05-08;Dimanche;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;389
2016-05-08;Dimanche;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;69
2016-05-08;Dimanche;NR;Visiteur;Journee;Résident ;All-FIMU;1029
2016-05-08;Dimanche;NR;Visiteur;Journee;Touriste Français;All-FIMU;191
2016-05-08;Dimanche;NR;Excursionniste;Journee;Résident ;All-FIMU;169
2016-05-08;Dimanche;NR;Excursionniste;Journee;Touriste Français;All-FIMU;38
2016-05-09;Lundi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13203
2016-05-09;Lundi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3463
2016-05-09;Lundi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2170
2016-05-09;Lundi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;722
2016-05-09;Lundi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;190
2016-05-09;Lundi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;136
2016-05-09;Lundi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;40
2016-05-09;Lundi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-09;Lundi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;920
2016-05-09;Lundi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;365
2016-05-09;Lundi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;90
2016-05-09;Lundi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;77
2016-05-09;Lundi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;2080
2016-05-09;Lundi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;630
2016-05-09;Lundi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;280
2016-05-09;Lundi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;133
2016-05-09;Lundi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;2931
2016-05-09;Lundi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;873
2016-05-09;Lundi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;570
2016-05-09;Lundi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;253
2016-05-09;Lundi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;2451
2016-05-09;Lundi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;601
2016-05-09;Lundi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;410
2016-05-09;Lundi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;91
2016-05-09;Lundi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;2901
2016-05-09;Lundi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;436
2016-05-09;Lundi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;480
2016-05-09;Lundi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;84
2016-05-09;Lundi;NR;Visiteur;Journee;Résident ;All-FIMU;1730
2016-05-09;Lundi;NR;Visiteur;Journee;Touriste Français;All-FIMU;422
2016-05-09;Lundi;NR;Excursionniste;Journee;Résident ;All-FIMU;300
2016-05-09;Lundi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;77
2016-05-10;Mardi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13757
2016-05-10;Mardi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3842
2016-05-10;Mardi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2070
2016-05-10;Mardi;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;636
2016-05-10;Mardi;18-24 ans;Visiteur;Journee;Résident ;All-FIMU;230
2016-05-10;Mardi;18-24 ans;Visiteur;Journee;Touriste Français;All-FIMU;106
2016-05-10;Mardi;18-24 ans;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-10;Mardi;18-24 ans;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-10;Mardi;25-34 ans;Visiteur;Journee;Résident ;All-FIMU;1091
2016-05-10;Mardi;25-34 ans;Visiteur;Journee;Touriste Français;All-FIMU;474
2016-05-10;Mardi;25-34 ans;Excursionniste;Journee;Résident ;All-FIMU;170
2016-05-10;Mardi;25-34 ans;Excursionniste;Journee;Touriste Français;All-FIMU;71
2016-05-10;Mardi;35-44 ans;Visiteur;Journee;Résident ;All-FIMU;2193
2016-05-10;Mardi;35-44 ans;Visiteur;Journee;Touriste Français;All-FIMU;580
2016-05-10;Mardi;35-44 ans;Excursionniste;Journee;Résident ;All-FIMU;280
2016-05-10;Mardi;35-44 ans;Excursionniste;Journee;Touriste Français;All-FIMU;77
2016-05-10;Mardi;45-54 ans;Visiteur;Journee;Résident ;All-FIMU;3004
2016-05-10;Mardi;45-54 ans;Visiteur;Journee;Touriste Français;All-FIMU;927
2016-05-10;Mardi;45-54 ans;Excursionniste;Journee;Résident ;All-FIMU;500
2016-05-10;Mardi;45-54 ans;Excursionniste;Journee;Touriste Français;All-FIMU;219
2016-05-10;Mardi;55-64 ans;Visiteur;Journee;Résident ;All-FIMU;2473
2016-05-10;Mardi;55-64 ans;Visiteur;Journee;Touriste Français;All-FIMU;828
2016-05-10;Mardi;55-64 ans;Excursionniste;Journee;Résident ;All-FIMU;340
2016-05-10;Mardi;55-64 ans;Excursionniste;Journee;Touriste Français;All-FIMU;148
2016-05-10;Mardi;65 ans et +;Visiteur;Journee;Résident ;All-FIMU;3004
2016-05-10;Mardi;65 ans et +;Visiteur;Journee;Touriste Français;All-FIMU;488
2016-05-10;Mardi;65 ans et +;Excursionniste;Journee;Résident ;All-FIMU;500
2016-05-10;Mardi;65 ans et +;Excursionniste;Journee;Touriste Français;All-FIMU;51
2016-05-10;Mardi;NR;Visiteur;Journee;Résident ;All-FIMU;1762
2016-05-10;Mardi;NR;Visiteur;Journee;Touriste Français;All-FIMU;439
2016-05-10;Mardi;NR;Excursionniste;Journee;Résident ;All-FIMU;260
2016-05-10;Mardi;NR;Excursionniste;Journee;Touriste Français;All-FIMU;64
2016-05-11;Mercredi;CUMUL;Visiteur;Journee;Résident ;All-FIMU;13984
2016-05-11;Mercredi;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3866
2016-05-11;Mercredi;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2243
