Date;JourDeLaSemaine;Genre;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-23;Samedi;F;Visiteur;1J;Résident ;All-FIMU;5059
2016-04-23;Samedi;F;Visiteur;1J;Touriste Français;All-FIMU;1411
2016-04-23;Samedi;F;Visiteur;2J;Résident ;All-FIMU;8321
2016-04-23;Samedi;F;Visiteur;2J;Touriste Français;All-FIMU;2409
2016-04-23;Samedi;F;Visiteur;3J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;3J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;4J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;4J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;5J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;5J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;6J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;6J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;7J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;7J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;8J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;8J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;9J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;9J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;10J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;10J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;11J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;11J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;12J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;12J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;13J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;13J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;F;Visiteur;14J;Résident ;All-FIMU;10207
2016-04-23;Samedi;F;Visiteur;14J;Touriste Français;All-FIMU;3281
2016-04-23;Samedi;H;Visiteur;1J;Résident ;All-FIMU;4558
2016-04-23;Samedi;H;Visiteur;1J;Touriste Français;All-FIMU;1382
2016-04-23;Samedi;H;Visiteur;2J;Résident ;All-FIMU;7672
2016-04-23;Samedi;H;Visiteur;2J;Touriste Français;All-FIMU;2561
2016-04-23;Samedi;H;Visiteur;3J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;3J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;4J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;4J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;5J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;5J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;6J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;6J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;7J;Résident ;All-FIMU;9559
2016-04-23;Samedi;H;Visiteur;7J;Touriste Français;All-FIMU;3440
2016-04-23;Samedi;H;Visiteur;8J;Résident ;All-FIMU;9559
