Date;JourDeLaSemaine;Geolife;CSP;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-24;Dimanche;NR;NR;Visiteur;10J;Résident ;All-FIMU;462
2016-04-24;Dimanche;NR;NR;Visiteur;10J;Touriste Français;All-FIMU;97
2016-04-24;Dimanche;NR;NR;Visiteur;11J;Résident ;All-FIMU;462
2016-04-24;Dimanche;NR;NR;Visiteur;11J;Touriste Français;All-FIMU;97
2016-04-24;Dimanche;NR;NR;Visiteur;12J;Résident ;All-FIMU;462
2016-04-24;Dimanche;NR;NR;Visiteur;12J;Touriste Français;All-FIMU;97
2016-04-24;Dimanche;NR;NR;Visiteur;13J;Résident ;All-FIMU;462
2016-04-24;Dimanche;NR;NR;Visiteur;13J;Touriste Français;All-FIMU;97
2016-04-24;Dimanche;NR;NR;Visiteur;14J;Résident ;All-FIMU;462
2016-04-24;Dimanche;NR;NR;Visiteur;14J;Touriste Français;All-FIMU;97
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;1J;Résident ;All-FIMU;206
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;1J;Touriste Français;All-FIMU;276
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;2J;Résident ;All-FIMU;944
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;2J;Touriste Français;All-FIMU;544
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;3J;Résident ;All-FIMU;1800
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;3J;Touriste Français;All-FIMU;828
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;4J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;4J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;5J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;5J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;6J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;6J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;7J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;7J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;8J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;8J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;9J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;9J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;10J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;10J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;11J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;11J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;12J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;12J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;13J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;13J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;14J;Résident ;All-FIMU;2252
2016-04-24;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;14J;Touriste Français;All-FIMU;1053
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;1J;Résident ;All-FIMU;570
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;1J;Touriste Français;All-FIMU;262
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;2J;Résident ;All-FIMU;1288
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;2J;Touriste Français;All-FIMU;614
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;3J;Résident ;All-FIMU;2498
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;3J;Touriste Français;All-FIMU;1030
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;4J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;4J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;5J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;5J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;6J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;6J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;7J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;7J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;8J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;8J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;9J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;9J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;10J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;10J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;11J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;11J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;12J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;12J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;13J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;13J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;14J;Résident ;All-FIMU;3255
2016-04-24;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;14J;Touriste Français;All-FIMU;1303
2016-04-24;Dimanche;populaire;Populaire;Visiteur;1J;Résident ;All-FIMU;531
2016-04-24;Dimanche;populaire;Populaire;Visiteur;1J;Touriste Français;All-FIMU;152
2016-04-24;Dimanche;populaire;Populaire;Visiteur;2J;Résident ;All-FIMU;1199
2016-04-24;Dimanche;populaire;Populaire;Visiteur;2J;Touriste Français;All-FIMU;303
2016-04-24;Dimanche;populaire;Populaire;Visiteur;3J;Résident ;All-FIMU;2045
2016-04-24;Dimanche;populaire;Populaire;Visiteur;3J;Touriste Français;All-FIMU;424
2016-04-24;Dimanche;populaire;Populaire;Visiteur;4J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;4J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;5J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;5J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;6J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;6J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;7J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;7J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;8J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;8J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;9J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;9J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;10J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;10J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;11J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;11J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;12J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;12J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;13J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;13J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;populaire;Populaire;Visiteur;14J;Résident ;All-FIMU;2626
2016-04-24;Dimanche;populaire;Populaire;Visiteur;14J;Touriste Français;All-FIMU;547
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;1J;Touriste Français;All-FIMU;50
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;2J;Touriste Français;All-FIMU;63
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;3J;Touriste Français;All-FIMU;83
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;4J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;5J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;6J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;7J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;8J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;9J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;10J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;11J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;12J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;13J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;residence secondaire;CSP en croissance;Visiteur;14J;Touriste Français;All-FIMU;117
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;1J;Résident ;All-FIMU;147
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;1J;Touriste Français;All-FIMU;196
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;2J;Résident ;All-FIMU;442
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;2J;Touriste Français;All-FIMU;438
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;3J;Résident ;All-FIMU;845
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;3J;Touriste Français;All-FIMU;654
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;4J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;4J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;5J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;5J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;6J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;6J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;7J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;7J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;8J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;8J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;9J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;9J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;10J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;10J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;11J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;11J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;12J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;12J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;13J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;13J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;14J;Résident ;All-FIMU;1032
2016-04-24;Dimanche;rural dynamique;CSP+;Visiteur;14J;Touriste Français;All-FIMU;852
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;1J;Résident ;All-FIMU;49
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;1J;Touriste Français;All-FIMU;334
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;2J;Résident ;All-FIMU;206
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;2J;Touriste Français;All-FIMU;798
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;3J;Résident ;All-FIMU;442
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;3J;Touriste Français;All-FIMU;1337
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;4J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;4J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;5J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;5J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;6J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;6J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;7J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;7J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;8J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;8J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;9J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;9J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;10J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;10J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;11J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;11J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;12J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;12J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;13J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;13J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;14J;Résident ;All-FIMU;540
2016-04-24;Dimanche;rural ouvrier;Populaire;Visiteur;14J;Touriste Français;All-FIMU;1760
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;1J;Résident ;All-FIMU;108
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;1J;Touriste Français;All-FIMU;182
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;2J;Résident ;All-FIMU;206
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;2J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;3J;Résident ;All-FIMU;511
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;3J;Touriste Français;All-FIMU;438
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;4J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;4J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;5J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;5J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;6J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;6J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;7J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;7J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;8J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;8J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;9J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;9J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;10J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;10J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;11J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;11J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;12J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;12J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;13J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;13J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;14J;Résident ;All-FIMU;757
2016-04-24;Dimanche;rural traditionnel;Populaire;Visiteur;14J;Touriste Français;All-FIMU;540
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;1J;Résident ;All-FIMU;2566
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;1J;Touriste Français;All-FIMU;247
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;2J;Résident ;All-FIMU;3442
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;2J;Touriste Français;All-FIMU;423
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;3J;Résident ;All-FIMU;4436
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;3J;Touriste Français;All-FIMU;640
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;4J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;4J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;5J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;5J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;6J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;6J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;7J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;7J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;8J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;8J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;9J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;9J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;10J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;10J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;11J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;11J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;12J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;12J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;13J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;13J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;14J;Résident ;All-FIMU;4947
2016-04-24;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;14J;Touriste Français;All-FIMU;838
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;1J;Résident ;All-FIMU;688
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;1J;Touriste Français;All-FIMU;101
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;2J;Résident ;All-FIMU;1072
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;2J;Touriste Français;All-FIMU;162
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;3J;Résident ;All-FIMU;1681
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;3J;Touriste Français;All-FIMU;250
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;4J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;4J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;5J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;5J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;6J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;6J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;7J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;7J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;8J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;8J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;9J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;9J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;10J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;10J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;11J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;11J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;12J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;12J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;13J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;13J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;14J;Résident ;All-FIMU;2055
2016-04-24;Dimanche;urbain defavorise;Populaire;Visiteur;14J;Touriste Français;All-FIMU;346
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;1J;Résident ;All-FIMU;2842
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;1J;Touriste Français;All-FIMU;94
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;2J;Résident ;All-FIMU;3314
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;2J;Touriste Français;All-FIMU;148
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;3J;Résident ;All-FIMU;3718
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;3J;Touriste Français;All-FIMU;215
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;4J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;4J;Touriste Français;All-FIMU;249
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;5J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;5J;Touriste Français;All-FIMU;249
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;6J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;6J;Touriste Français;All-FIMU;249
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;7J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;7J;Touriste Français;All-FIMU;249
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;8J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;8J;Touriste Français;All-FIMU;249
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;9J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;9J;Touriste Français;All-FIMU;249
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;10J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;10J;Touriste Français;All-FIMU;249
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;11J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;11J;Touriste Français;All-FIMU;249
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;12J;Résident ;All-FIMU;4052
2016-04-24;Dimanche;urbain dynamique;CSP+;Visiteur;12J;Touriste Français;All-FIMU;249
